team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
15,bayer-04-leverkusen,2021,Bayer 04 Leverkusen,30210,25710,,,26,,,,,Bayer 04 Immobilien GmbH,,BayArena,,,"70,00 mill. €",Césped natural,,https://www.transfermarkt.es/bayer-04-leverkusen/stadion/verein/15/saison_id/2021
16,borussia-dortmund,2021,Borussia Dortmund,81365,53028,,,18,,,,,Westfalenstadion Dortmund GmbH & Co. KG,,SIGNAL IDUNA PARK,,,"45,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/borussia-dortmund/stadion/verein/16/saison_id/2021
24,eintracht-frankfurt,2021,Eintracht Fráncfort​​,59500,39500,,,83,,,,,Stadt Frankfurt - Tochtergesellschaft WFGP,,Deutsche Bank Park,,,"126,00 mill. €",Césped natural,,https://www.transfermarkt.es/eintracht-frankfurt/stadion/verein/24/saison_id/2021
36,fenerbahce-istanbul,2021,Fenerbahce,47430,47430,,,100,,,,,Fenerbahçe Spor Kulübü,,Chobani Stadyumu FB Şükrü Saracoğlu Spor Kompleksi,,,"70,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fenerbahce-istanbul/stadion/verein/36/saison_id/2021
122,sk-sturm-graz,2021,SK Sturm Graz,16364,15322,,,,,,,,Grazer Messe,,Merkur Arena,,,,Césped natural,,https://www.transfermarkt.es/sk-sturm-graz/stadion/verein/122/saison_id/2021
124,glasgow-rangers,2021,Rangers FC,50987,50987,,,1,,,,,,,Ibrox Stadium,,,,Césped natural,,https://www.transfermarkt.es/glasgow-rangers/stadion/verein/124/saison_id/2021
131,fc-barcelona,2021,FC Barcelona,62657,99354,,,,,,,,Fútbol Club Barcelona,,Spotify Camp Nou,,,,Césped híbrido,,https://www.transfermarkt.es/fc-barcelona/stadion/verein/131/saison_id/2021
141,galatasaray-istanbul,2021,Galatasaray,53978,53978,,,180,,,,,Galatasaray SK,,Ali Sami Yen Spor Kompleksi RAMS Park,,,"128,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/galatasaray-istanbul/stadion/verein/141/saison_id/2021
150,real-betis-sevilla,2021,Real Betis Balompié,70000,70000,,,,,,,,Sociedad Estadio Olímpico de Sevilla S.A.,,La Cartuja,,,,Césped natural,,https://www.transfermarkt.es/real-betis-sevilla/stadion/verein/150/saison_id/2021
159,roter-stern-belgrad,2021,Estrella Roja de Belgrado,51755,51755,,,5,,,,,SD Crvena zvezda,,Rajko Mitić,,,,Césped híbrido,,https://www.transfermarkt.es/roter-stern-belgrad/stadion/verein/159/saison_id/2021
162,as-monaco,2021,AS Mónaco,18525,18525,,,,,,,,,,Stade Louis-II,,,,Césped natural,,https://www.transfermarkt.es/as-monaco/stadion/verein/162/saison_id/2021
170,sk-rapid-wien,2021,SK Rapid Viena,28345,24288,,,41,,,,,,,Allianz-Stadion,,,,Césped natural,,https://www.transfermarkt.es/sk-rapid-wien/stadion/verein/170/saison_id/2021
197,ac-sparta-prag,2021,AC Sparta Praga,18243,17545,,,,,,,,AC Sparta Praha,,epet Arena,,,,Césped natural,,https://www.transfermarkt.es/ac-sparta-prag/stadion/verein/197/saison_id/2021
206,brondby-if,2021,Brøndby IF,28000,23400,,,25,,,,,Brøndby IF,,Brøndby Stadion,,,"57,80 mill. €",Césped híbrido,,https://www.transfermarkt.es/brondby-if/stadion/verein/206/saison_id/2021
232,spartak-moskau,2021,FC Spartak de Moscú,44571,,,,54,,,,,"PJSC ""LUKOIL""",,Lukoil Arena,,,,Césped natural,,https://www.transfermarkt.es/spartak-moskau/stadion/verein/232/saison_id/2021
244,olympique-marseille,2021,Olympique de Marsella,67394,67394,,,,,,,,Olympique de Marseille,,Orange Vélodrome,,,,Césped natural,,https://www.transfermarkt.es/olympique-marseille/stadion/verein/244/saison_id/2021
255,legia-warschau,2021,Legia de Varsovia,31103,31103,,,,,,,,Miasto Warszawa,,Stadion Miejski im. Marszałka Józefa Piłsudskiego,,,"136,00 mill. €",Césped natural,,https://www.transfermarkt.es/legia-warschau/stadion/verein/255/saison_id/2021
279,ferencvaros-budapest,2021,Ferencváros TC,23698,23698,,,34,,,,,Magyar Vagyonkezelöi Zrt.,,Groupama Aréna,,,,Césped natural,,https://www.transfermarkt.es/ferencvaros-budapest/stadion/verein/279/saison_id/2021
368,fc-sevilla,2021,Sevilla FC,43883,43883,,,,,,,,Sevilla Fútbol Club,,Ramón Sánchez-Pizjuán,,,,Césped natural,,https://www.transfermarkt.es/fc-sevilla/stadion/verein/368/saison_id/2021
371,celtic-glasgow,2021,Celtic FC,60411,60411,,,,,,,,Celtic Glasgow,,Celtic Park,,,,Césped natural,,https://www.transfermarkt.es/celtic-glasgow/stadion/verein/371/saison_id/2021
379,west-ham-united,2021,West Ham United,62500,62500,,,,,,,,Greater London Authority,,London Stadium,,,,Césped híbrido,,https://www.transfermarkt.es/west-ham-united/stadion/verein/379/saison_id/2021
383,psv-eindhoven,2021,PSV Eindhoven,35000,35000,,,46,,,,,PSV Eindhoven,,Philips Stadion,,,,Césped natural,,https://www.transfermarkt.es/psv-eindhoven/stadion/verein/383/saison_id/2021
398,lazio-rom,2021,SS Lazio,70634,70634,,,,,,,,Città di Roma,,Olimpico di Roma,,,,Césped natural,,https://www.transfermarkt.es/lazio-rom/stadion/verein/398/saison_id/2021
419,gnk-dinamo-zagreb,2021,GNK Dinamo Zagreb,35123,35123,,,,,,,,,,Maksimir,,,,Césped natural,,https://www.transfermarkt.es/gnk-dinamo-zagreb/stadion/verein/419/saison_id/2021
681,real-sociedad-san-sebastian,2021,Real Sociedad,39313,39313,,,,,,,,"Real Sociedad de Fútbol, S.A.D.",,Anoeta,,,,Césped natural,,https://www.transfermarkt.es/real-sociedad-san-sebastian/stadion/verein/681/saison_id/2021
683,olympiakos-piraus,2021,Olympiacos El Pireo,33345,33345,,,43,,,,,Hellenic Olympic Committee,,Stadio Georgios Karaiskakis,,,"60,00 mill. €",Césped natural,,https://www.transfermarkt.es/olympiakos-piraus/stadion/verein/683/saison_id/2021
720,fc-porto,2021,FC Oporto,50033,50033,,,,,,,,FC Porto,,Estádio do Dragão,,,"98,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-porto/stadion/verein/720/saison_id/2021
800,atalanta-bergamo,2021,Atalanta de Bérgamo,24950,24950,,,,,,,,Atalanta BC,,New Balance Arena - Bergamo,,,,Césped natural,,https://www.transfermarkt.es/atalanta-bergamo/stadion/verein/800/saison_id/2021
865,fc-midtjylland,2021,FC Midtjylland,12055,7409,,,10,,,,,Messecenter Herning,,MCH Arena,,,"11,40 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-midtjylland/stadion/verein/865/saison_id/2021
932,lokomotiv-moskau,2021,Lokomotiv Moscú,27084,27084,,,60,,,,,JSCo RZD,,RZD Arena,,,,Césped natural,,https://www.transfermarkt.es/lokomotiv-moskau/stadion/verein/932/saison_id/2021
964,zenit-st-petersburg,2021,Zenit de San Petersburgo,63026,68134,,,,,,,,Saint Petersburg City Administration,,Gazprom Arena,,,,Césped natural,,https://www.transfermarkt.es/zenit-st-petersburg/stadion/verein/964/saison_id/2021
1003,leicester-city,2021,Leicester City,32259,32259,,,,,,,,K Power Holdings Co Ltd,,King Power Stadium,,,"42,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/leicester-city/stadion/verein/1003/saison_id/2021
1041,olympique-lyon,2021,Olympique de Lyon,59186,59186,,,,,,,,OL Groupe,,Groupama Stadium,,,,Césped híbrido,,https://www.transfermarkt.es/olympique-lyon/stadion/verein/1041/saison_id/2021
1075,sc-braga,2021,SC Braga,30286,30286,,,,,,,,Câmara Municipal de Braga,,Estádio Municipal de Braga,,,,Césped natural,,https://www.transfermarkt.es/sc-braga/stadion/verein/1075/saison_id/2021
1096,royal-antwerpen-fc,2021,Royal Amberes FC,21000,16152,,,,,,,,,,Bosuilstadion,,,,Césped natural,,https://www.transfermarkt.es/royal-antwerpen-fc/stadion/verein/1096/saison_id/2021
1184,krc-genk,2021,KRC Genk,23718,,,,19,,,,,,,Cegeka Arena,,,,Césped natural,,https://www.transfermarkt.es/krc-genk/stadion/verein/1184/saison_id/2021
2481,fc-sheriff-tiraspol,2021,FC Sheriff Tiraspol,12746,12746,,,,,,,,,,Sheriff Main Arena,,,,,,https://www.transfermarkt.es/fc-sheriff-tiraspol/stadion/verein/2481/saison_id/2021
6195,ssc-neapel,2021,SSC Nápoles,54726,54726,,,19,,,,,Comune di Napoli,,Diego Armando Maradona,,,,Césped natural,,https://www.transfermarkt.es/ssc-neapel/stadion/verein/6195/saison_id/2021
23826,rasenballsport-leipzig,2021,RB Leipzig,47069,32908,,,18,,,,,ZSL Betreibergesellschaft mbH,,Red Bull Arena,,,"90,00 mill. €",Césped natural,,https://www.transfermarkt.es/rasenballsport-leipzig/stadion/verein/23826/saison_id/2021
31614,pfk-ludogorets-razgrad,2021,Ludogorets Razgrad,10423,10423,,,,,,,,Municipality of Razgrad,,Huvepharma Arena,,,"3,00 mill. €",Césped natural,,https://www.transfermarkt.es/pfk-ludogorets-razgrad/stadion/verein/31614/saison_id/2021
