understat_team_id,team_name
138,Sevilla
140,Real Sociedad
141,Espanyol
142,Getafe
143,Atletico Madrid
145,Rayo Vallecano
146,Valencia
147,Athletic Club
148,Barcelona
150,Real Madrid
151,Levante
152,Celta Vigo
153,Real Betis
154,Villarreal
157,Osasuna
158,Alaves
207,Elche
223,Girona
239,Mallorca
289,Real Oviedo
