team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
40,fc-girondins-bordeaux,2020,Girondins de Burdeos,42115,42115,,,,,,,,Bordeaux Métropole,,Stade Atlantique Bordeaux Métropole,,,,Césped híbrido,,https://www.transfermarkt.es/fc-girondins-bordeaux/stadion/verein/40/saison_id/2020,,,,,,,,,
162,as-monaco,2020,AS Mónaco,18525,18525,,,,,,,,,,Stade Louis-II,,,,Césped natural,,https://www.transfermarkt.es/as-monaco/stadion/verein/162/saison_id/2020,,,,,,,,,
244,olympique-marseille,2020,Olympique de Marsella,67394,67394,,,,,,,,Olympique de Marseille,,Orange Vélodrome,,,,Césped natural,,https://www.transfermarkt.es/olympique-marseille/stadion/verein/244/saison_id/2020,,,,,,,,,
273,fc-stade-rennes,2020,Stade Rennais FC,29778,29778,,,,,,,,Stade Rennes,,Roazhon Park,,,"37,30 mill. €",Césped natural,,https://www.transfermarkt.es/fc-stade-rennes/stadion/verein/273/saison_id/2020,,,,,,,,,
347,fc-metz,2020,FC Metz,28786,28786,,,,,,,,,,Stade Saint-Symphorien,,,,Césped híbrido,,https://www.transfermarkt.es/fc-metz/stadion/verein/347/saison_id/2020,,,,,,,,,
417,ogc-nizza,2020,OGC Niza,36178,,,,,,,,,Stadt Nizza,,Allianz Riviera,,,"245,00 mill. €",Césped natural,,https://www.transfermarkt.es/ogc-nizza/stadion/verein/417/saison_id/2020,,,,,,,,,
583,fc-paris-saint-germain,2020,París Saint-Germain FC,48583,,,,,,,,,Paris City Council,,Parc des Princes,,,125 mil €,Césped híbrido,,https://www.transfermarkt.es/fc-paris-saint-germain/stadion/verein/583/saison_id/2020,,,,,,,,,
618,as-saint-etienne,2020,AS Saint-Étienne,41965,42000,,,,,,,,Saint-Étienne Métropole,,Stade Geoffroy-Guichard,,,,Césped natural,,https://www.transfermarkt.es/as-saint-etienne/stadion/verein/618/saison_id/2020,,,,,,,,,
667,rc-strassburg-alsace,2020,Racing Club de Estrasburgo,32000,22000,,,26,,,,,Eurométropole de Strasbourg,,Stade de la Meinau,,,,Césped natural,,https://www.transfermarkt.es/rc-strassburg-alsace/stadion/verein/667/saison_id/2020,,,,,,,,,
826,rc-lens,2020,RC Lens,38223,38223,,,,,,,,Stadt Lens,,Stade Bollaert-Delelis,,,,Césped natural,,https://www.transfermarkt.es/rc-lens/stadion/verein/826/saison_id/2020,,,,,,,,,
969,montpellier-hsc,2020,Montpellier HSC,22000,22000,,,,,,,,Stadt Montpellier,,Stade de la Mosson,,,,Césped híbrido,,https://www.transfermarkt.es/montpellier-hsc/stadion/verein/969/saison_id/2020,,,,,,,,,
995,fc-nantes,2020,FC Nantes,35322,,,,,,,,,Ville de Nantes,,Stade de la Beaujoire,,,,Césped natural,,https://www.transfermarkt.es/fc-nantes/stadion/verein/995/saison_id/2020,,,,,,,,,
1041,olympique-lyon,2020,Olympique de Lyon,59186,59186,,,,,,,,OL Groupe,,Groupama Stadium,,,,Césped híbrido,,https://www.transfermarkt.es/olympique-lyon/stadion/verein/1041/saison_id/2020,,,,,,,,,
1082,losc-lille,2020,LOSC Lille,50186,,,,76,,,,,Métropole Européenne de Lille,,Decathlon Arena-Stade Pierre-Mauroy,,,"282,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/losc-lille/stadion/verein/1082/saison_id/2020,,,,,,,,,
1158,fc-lorient,2020,FC Lorient,16787,,,,,,,,,,,Stade du Moustoir,,,,Césped híbrido,,https://www.transfermarkt.es/fc-lorient/stadion/verein/1158/saison_id/2020,,,,,,,,,
1160,nimes-olympique,2020,Nîmes Olympique,8033,,,,,,,,,,,Stade des Antonins,,,,Césped híbrido,,https://www.transfermarkt.es/nimes-olympique/stadion/verein/1160/saison_id/2020,,,,,,,,,
1420,sco-angers,2020,Angers SCO,19350,19350,,,,,,,,Ville d'Angers,,Stade Raymond-Kopa,,,,Césped natural,,https://www.transfermarkt.es/sco-angers/stadion/verein/1420/saison_id/2020,,,,,,,,,
1421,stade-reims,2020,Stade de Reims,20519,,,,,,,,,Stadt Reims,,Stade Auguste-Delaune,,,,Césped híbrido,,https://www.transfermarkt.es/stade-reims/stadion/verein/1421/saison_id/2020,,,,,,,,,
2969,dijon-fco,2020,Dijon FCO,16098,,,,,,,,,,,Stade Gaston-Gérard,,,,,,https://www.transfermarkt.es/dijon-fco/stadion/verein/2969/saison_id/2020,,,,,,,,,
3911,stade-brest-29,2020,Stade Brestois 29,15220,15220,,,,,,,,,,Stade Francis-Le Blé,,,,Césped natural,,https://www.transfermarkt.es/stade-brest-29/stadion/verein/3911/saison_id/2020,,,,,,,,,
