event_id,match_id,player_id,team_id,event_type,minute,second,x,y,end_x,end_y,outcome,data_source
9311,1536,442,10,goal,80,,,,,,regular,sofascore
9312,1536,62,10,varDecision,58,,,,,,penaltyAwarded,sofascore
9313,1537,106,6,card,90,,,,,,yellow,sofascore
9314,1537,605,6,card,71,,,,,,yellow,sofascore
9315,1537,98,6,card,63,,,,,,yellow,sofascore
9316,1537,611,6,goal,44,,,,,,regular,sofascore
9317,1538,38,11,card,90,,,,,,yellow,sofascore
9318,1538,374,11,card,90,,,,,,yellow,sofascore
9319,1538,41,11,card,90,,,,,,yellow,sofascore
9320,1538,40,11,card,87,,,,,,yellow,sofascore
9321,1538,20,11,card,83,,,,,,yellow,sofascore
9322,1538,370,11,card,56,,,,,,yellow,sofascore
9323,1538,386,11,card,55,,,,,,yellow,sofascore
9324,1538,6,11,card,24,,,,,,yellow,sofascore
9325,1538,373,11,card,7,,,,,,yellow,sofascore
9326,1539,328,17,card,90,,,,,,yellow,sofascore
9327,1539,574,17,card,90,,,,,,yellow,sofascore
9328,1539,564,17,card,90,,,,,,yellow,sofascore
9329,1539,574,17,varDecision,90,,,,,,mistakenIdentity,sofascore
9330,1539,574,17,goal,79,,,,,,penalty,sofascore
9331,1539,564,17,varDecision,76,,,,,,penaltyAwarded,sofascore
9332,1539,313,17,card,75,,,,,,yellow,sofascore
9333,1539,558,17,card,69,,,,,,yellow,sofascore
9334,1539,351,17,card,41,,,,,,yellow,sofascore
9335,1540,307,3,goal,45,,,,,,regular,sofascore
9336,1540,639,3,card,35,,,,,,yellow,sofascore
9337,1540,309,3,goal,31,,,,,,regular,sofascore
9338,1540,309,3,goal,23,,,,,,regular,sofascore
9339,1541,134,9,goal,90,,,,,,regular,sofascore
9340,1541,224,9,card,82,,,,,,yellow,sofascore
9341,1541,163,9,goal,68,,,,,,regular,sofascore
9342,1541,230,9,card,39,,,,,,yellow,sofascore
9343,1541,216,9,goal,11,,,,,,regular,sofascore
9344,1542,187,22,card,88,,,,,,yellow,sofascore
9345,1542,195,22,goal,61,,,,,,penalty,sofascore
9346,1542,172,22,card,53,,,,,,yellow,sofascore
9347,1542,208,22,goal,51,,,,,,regular,sofascore
9348,1542,250,22,goal,45,,,,,,regular,sofascore
9349,1542,175,22,card,45,,,,,,yellow,sofascore
9350,1542,270,22,goal,37,,,,,,regular,sofascore
9351,1543,689,4,goal,82,,,,,,regular,sofascore
9352,1543,678,4,card,40,,,,,,yellow,sofascore
9353,1543,713,4,card,25,,,,,,yellow,sofascore
9354,1543,666,4,goal,25,,,,,,regular,sofascore
9355,1544,766,16,goal,76,,,,,,regular,sofascore
9356,1544,463,16,card,70,,,,,,yellow,sofascore
9357,1545,522,21,card,90,,,,,,yellow,sofascore
9358,1545,551,21,card,84,,,,,,yellow,sofascore
9359,1545,524,21,card,80,,,,,,red,sofascore
9360,1545,524,21,varDecision,78,,,,,,cardUpgrade,sofascore
9361,1545,510,21,goal,53,,,,,,regular,sofascore
9362,1545,487,21,card,42,,,,,,yellow,sofascore
9363,1545,535,21,card,-5,,,,,,yellow,sofascore
9364,1546,655,26,varDecision,7,,,,,,goalNotAwarded,sofascore
9365,1546,655,26,goal,6,,,,,,regular,sofascore
9366,1547,579,10,card,90,,,,,,yellow,sofascore
9367,1547,586,10,goal,18,,,,,,penalty,sofascore
9368,1548,522,4,card,30,,,,,,yellow,sofascore
9369,1548,689,4,goal,17,,,,,,regular,sofascore
9370,1549,229,23,card,90,,,,,,yellow,sofascore
9371,1549,240,23,goal,90,,,,,,regular,sofascore
9372,1549,473,23,goal,65,,,,,,regular,sofascore
9373,1549,462,23,goal,56,,,,,,regular,sofascore
9374,1549,463,23,card,48,,,,,,yellow,sofascore
9375,1549,224,23,card,45,,,,,,yellow,sofascore
9376,1550,596,5,card,68,,,,,,yellow,sofascore
9377,1550,250,5,card,68,,,,,,yellow,sofascore
9378,1550,270,5,goal,45,,,,,,regular,sofascore
9379,1550,595,5,card,32,,,,,,yellow,sofascore
9380,1550,272,5,goal,17,,,,,,regular,sofascore
9381,1550,595,5,goal,10,,,,,,penalty,sofascore
9382,1551,354,8,card,90,,,,,,yellow,sofascore
9383,1551,346,8,card,66,,,,,,yellow,sofascore
9384,1551,742,8,card,15,,,,,,yellow,sofascore
9385,1552,416,6,card,90,,,,,,yellow,sofascore
9386,1552,117,6,goal,90,,,,,,regular,sofascore
9387,1552,437,6,goal,77,,,,,,regular,sofascore
9388,1552,101,6,card,62,,,,,,yellow,sofascore
9389,1552,442,6,card,62,,,,,,yellow,sofascore
9390,1552,424,6,card,49,,,,,,yellow,sofascore
9391,1552,121,6,goal,20,,,,,,penalty,sofascore
9392,1552,442,6,goal,10,,,,,,regular,sofascore
9393,1552,112,6,goal,5,,,,,,regular,sofascore
9394,1553,707,12,card,90,,,,,,yellow,sofascore
9395,1553,174,12,card,89,,,,,,yellow,sofascore
9396,1553,707,12,varDecision,87,,,,,,goalAwarded,sofascore
9397,1553,191,12,goal,67,,,,,,regular,sofascore
9398,1553,698,12,goal,45,,,,,,regular,sofascore
9399,1554,505,2,card,86,,,,,,yellow,sofascore
9400,1554,306,2,goal,80,,,,,,regular,sofascore
9401,1554,295,2,goal,50,,,,,,regular,sofascore
9402,1554,486,2,card,43,,,,,,yellow,sofascore
9403,1554,510,2,goal,38,,,,,,regular,sofascore
9404,1554,309,2,goal,4,,,,,,regular,sofascore
9405,1555,154,11,goal,87,,,,,,regular,sofascore
9406,1555,163,11,goal,75,,,,,,regular,sofascore
9407,1555,154,11,card,66,,,,,,yellow,sofascore
9408,1555,393,11,card,48,,,,,,red,sofascore
9409,1555,393,11,varDecision,47,,,,,,cardUpgrade,sofascore
9410,1556,351,1,card,90,,,,,,yellow,sofascore
9411,1556,172,1,card,90,,,,,,yellow,sofascore
9412,1556,354,1,card,83,,,,,,yellow,sofascore
9413,1556,354,1,goal,75,,,,,,regular,sofascore
9414,1556,202,1,goal,40,,,,,,regular,sofascore
9415,1557,163,9,goal,83,,,,,,regular,sofascore
9416,1557,163,9,goal,38,,,,,,regular,sofascore
9417,1557,163,9,inGamePenalty,38,,,,,,missed,sofascore
9418,1557,155,9,varDecision,38,,,,,,penaltyNotAwarded,sofascore
9419,1558,670,27,goal,40,,,,,,regular,sofascore
9420,1558,650,27,goal,36,,,,,,regular,sofascore
9421,1558,641,27,varDecision,34,,,,,,goalAwarded,sofascore
9422,1558,59,27,card,13,,,,,,yellow,sofascore
9423,1559,33,21,card,90,,,,,,yellow,sofascore
9424,1559,543,21,goal,82,,,,,,regular,sofascore
9425,1559,541,21,card,66,,,,,,yellow,sofascore
9426,1559,541,21,goal,65,,,,,,penalty,sofascore
9427,1559,523,21,card,42,,,,,,yellow,sofascore
9428,1559,16,21,card,26,,,,,,yellow,sofascore
9429,1559,536,21,card,15,,,,,,yellow,sofascore
9430,1560,558,17,card,77,,,,,,yellow,sofascore
9431,1560,579,17,goal,56,,,,,,penalty,sofascore
9432,1561,227,22,card,45,,,,,,yellow,sofascore
9433,1561,261,22,card,38,,,,,,yellow,sofascore
9434,1562,600,16,card,90,,,,,,yellow,sofascore
9435,1562,606,16,card,90,,,,,,yellow,sofascore
9436,1562,452,16,card,90,,,,,,red,sofascore
9437,1562,452,16,varDecision,89,,,,,,cardUpgrade,sofascore
9438,1562,461,16,card,85,,,,,,yellow,sofascore
9439,1562,605,16,card,85,,,,,,yellow,sofascore
9440,1562,620,16,card,81,,,,,,yellow,sofascore
9441,1562,620,16,goal,80,,,,,,regular,sofascore
9442,1562,456,16,card,53,,,,,,yellow,sofascore
9443,1562,611,16,varDecision,39,,,,,,penaltyNotAwarded,sofascore
9444,1562,619,16,goal,25,,,,,,regular,sofascore
9445,1562,474,16,goal,11,,,,,,regular,sofascore
9446,1562,451,16,card,7,,,,,,yellow,sofascore
9447,1564,294,3,goal,53,,,,,,regular,sofascore
9448,1564,377,3,goal,29,,,,,,regular,sofascore
9449,1564,294,3,goal,8,,,,,,regular,sofascore
9450,1565,505,7,goal,90,,,,,,penalty,sofascore
9451,1565,505,7,varDecision,90,,,,,,penaltyNotAwarded,sofascore
9452,1565,743,7,card,75,,,,,,yellow,sofascore
9453,1565,515,7,goal,18,,,,,,regular,sofascore
9454,1565,515,7,goal,14,,,,,,regular,sofascore
9455,1566,505,2,goal,46,,,,,,regular,sofascore
9456,1567,620,5,goal,87,,,,,,penalty,sofascore
9457,1567,307,5,card,85,,,,,,yellow,sofascore
9458,1567,619,5,goal,53,,,,,,regular,sofascore
9459,1567,610,5,card,48,,,,,,yellow,sofascore
9460,1567,604,5,card,45,,,,,,yellow,sofascore
9461,1567,609,5,goal,45,,,,,,regular,sofascore
9462,1567,284,5,card,37,,,,,,red,sofascore
9463,1568,38,7,card,53,,,,,,yellow,sofascore
9464,1568,19,7,card,27,,,,,,yellow,sofascore
9465,1568,743,7,card,11,,,,,,yellow,sofascore
9466,1569,94,17,card,90,,,,,,yellow,sofascore
9467,1569,106,17,card,90,,,,,,yellow,sofascore
9468,1569,569,17,card,90,,,,,,yellow,sofascore
9469,1569,553,17,card,90,,,,,,yellow,sofascore
9470,1569,117,17,card,80,,,,,,yellow,sofascore
9471,1569,565,17,goal,65,,,,,,regular,sofascore
9472,1569,579,17,card,36,,,,,,yellow,sofascore
9473,1569,100,17,card,30,,,,,,yellow,sofascore
9474,1570,463,16,card,87,,,,,,yellow,sofascore
9475,1570,155,16,goal,21,,,,,,regular,sofascore
9476,1571,647,27,goal,90,,,,,,regular,sofascore
9477,1571,658,27,card,87,,,,,,yellow,sofascore
9478,1571,415,27,card,66,,,,,,yellow,sofascore
9479,1571,442,27,goal,54,,,,,,regular,sofascore
9480,1571,642,27,card,51,,,,,,yellow,sofascore
9481,1571,641,27,card,19,,,,,,red,sofascore
9482,1572,370,4,card,87,,,,,,yellow,sofascore
9483,1572,684,4,card,78,,,,,,yellow,sofascore
9484,1572,678,4,card,45,,,,,,yellow,sofascore
9485,1572,678,4,varDecision,45,,,,,,redCardGiven,sofascore
9486,1572,666,4,card,32,,,,,,yellow,sofascore
9487,1572,391,4,card,32,,,,,,red,sofascore
9488,1573,178,1,goal,84,,,,,,regular,sofascore
9489,1573,204,1,card,72,,,,,,yellow,sofascore
9490,1573,195,1,goal,66,,,,,,regular,sofascore
9491,1573,208,1,goal,64,,,,,,regular,sofascore
9492,1573,172,1,varDecision,53,,,,,,cardUpgrade,sofascore
9493,1574,243,12,card,79,,,,,,yellow,sofascore
9494,1574,256,12,card,66,,,,,,yellow,sofascore
9495,1574,712,12,goal,45,,,,,,regular,sofascore
9496,1575,306,3,card,90,,,,,,yellow,sofascore
9497,1575,281,3,card,50,,,,,,yellow,sofascore
9498,1575,288,3,card,45,,,,,,yellow,sofascore
9499,1575,308,3,varDecision,32,,,,,,goalAwarded,sofascore
9500,1575,282,3,varDecision,14,,,,,,penaltyAwarded,sofascore
9501,1576,462,22,card,77,,,,,,yellow,sofascore
9502,1576,270,22,card,55,,,,,,yellow,sofascore
9503,1576,250,22,card,32,,,,,,yellow,sofascore
9504,1576,250,22,goal,7,,,,,,regular,sofascore
9505,1577,569,17,card,63,,,,,,yellow,sofascore
9506,1577,564,17,card,56,,,,,,yellow,sofascore
9507,1577,572,17,card,28,,,,,,yellow,sofascore
9508,1578,681,3,card,88,,,,,,yellow,sofascore
9509,1578,306,3,card,88,,,,,,yellow,sofascore
9510,1578,295,3,card,83,,,,,,yellow,sofascore
9511,1578,681,3,goal,81,,,,,,penalty,sofascore
9512,1578,307,3,goal,71,,,,,,regular,sofascore
9513,1578,292,3,card,61,,,,,,yellow,sofascore
9514,1578,309,3,goal,39,,,,,,regular,sofascore
9515,1578,308,3,goal,33,,,,,,regular,sofascore
9516,1578,309,3,goal,2,,,,,,regular,sofascore
9517,1579,38,26,goal,83,,,,,,regular,sofascore
9518,1579,19,26,card,74,,,,,,yellow,sofascore
9519,1579,351,26,goal,58,,,,,,regular,sofascore
9520,1579,39,26,goal,45,,,,,,penalty,sofascore
9521,1579,19,26,varDecision,45,,,,,,penaltyNotAwarded,sofascore
9522,1579,351,26,goal,22,,,,,,regular,sofascore
9523,1580,63,10,card,90,,,,,,yellow,sofascore
9524,1580,485,10,card,83,,,,,,yellow,sofascore
9525,1580,487,10,card,66,,,,,,yellow,sofascore
9526,1580,508,10,goal,54,,,,,,regular,sofascore
9527,1580,79,10,card,37,,,,,,yellow,sofascore
9528,1580,83,10,card,7,,,,,,yellow,sofascore
9529,1581,134,9,card,90,,,,,,yellow,sofascore
9530,1581,612,9,goal,76,,,,,,regular,sofascore
9531,1581,592,9,goal,69,,,,,,regular,sofascore
9532,1581,596,9,card,62,,,,,,yellow,sofascore
9533,1581,163,9,goal,48,,,,,,regular,sofascore
9534,1581,154,9,card,45,,,,,,yellow,sofascore
9535,1581,163,9,goal,39,,,,,,regular,sofascore
9536,1581,155,9,goal,33,,,,,,regular,sofascore
9537,1582,638,11,card,83,,,,,,yellow,sofascore
9538,1582,650,11,card,80,,,,,,yellow,sofascore
9539,1582,393,11,card,76,,,,,,yellow,sofascore
9540,1582,393,11,goal,70,,,,,,regular,sofascore
9541,1582,639,11,card,62,,,,,,yellow,sofascore
9542,1582,642,11,card,34,,,,,,yellow,sofascore
9543,1582,361,11,goal,21,,,,,,regular,sofascore
9544,1582,647,11,goal,7,,,,,,regular,sofascore
9545,1582,391,11,card,6,,,,,,yellow,sofascore
9546,1583,202,21,goal,90,,,,,,regular,sofascore
9547,1583,193,21,goal,85,,,,,,regular,sofascore
9548,1583,528,21,card,52,,,,,,yellow,sofascore
9549,1583,531,21,card,35,,,,,,yellow,sofascore
9550,1583,549,21,goal,28,,,,,,regular,sofascore
9551,1584,744,6,card,78,,,,,,yellow,sofascore
9552,1584,112,6,card,58,,,,,,yellow,sofascore
9553,1585,228,25,card,83,,,,,,yellow,sofascore
9554,1585,219,25,card,32,,,,,,yellow,sofascore
9555,1585,442,25,goal,10,,,,,,regular,sofascore
9556,1586,243,26,card,78,,,,,,yellow,sofascore
9557,1586,272,26,card,76,,,,,,yellow,sofascore
9558,1586,38,26,card,44,,,,,,yellow,sofascore
9559,1587,451,8,card,83,,,,,,yellow,sofascore
9560,1587,987,8,card,50,,,,,,yellow,sofascore
9561,1587,444,8,card,50,,,,,,yellow,sofascore
9562,1587,351,8,goal,37,,,,,,penalty,sofascore
9563,1587,452,8,card,35,,,,,,yellow,sofascore
9564,1587,456,8,card,26,,,,,,yellow,sofascore
9565,1587,987,8,goal,18,,,,,,regular,sofascore
9566,1587,333,8,goal,8,,,,,,penalty,sofascore
9567,1587,449,8,card,7,,,,,,yellow,sofascore
9568,1588,361,5,goal,90,,,,,,regular,sofascore
9569,1588,361,5,card,90,,,,,,yellow,sofascore
9570,1588,619,5,goal,90,,,,,,regular,sofascore
9571,1588,393,5,card,73,,,,,,yellow,sofascore
9572,1588,374,5,goal,45,,,,,,penalty,sofascore
9573,1588,595,5,card,45,,,,,,red,sofascore
9574,1588,595,5,varDecision,45,,,,,,cardUpgrade,sofascore
9575,1588,605,5,goal,19,,,,,,regular,sofascore
9576,1589,223,23,card,90,,,,,,yellow,sofascore
9577,1589,52,23,varDecision,55,,,,,,goalAwarded,sofascore
9578,1589,228,23,goal,49,,,,,,regular,sofascore
9579,1589,219,23,card,34,,,,,,yellow,sofascore
9580,1589,227,23,goal,28,,,,,,regular,sofascore
9581,1589,52,23,card,13,,,,,,yellow,sofascore
9582,1590,297,25,card,87,,,,,,yellow,sofascore
9583,1590,420,25,card,69,,,,,,yellow,sofascore
9584,1590,309,25,card,22,,,,,,yellow,sofascore
9585,1590,294,25,card,15,,,,,,yellow,sofascore
9586,1590,407,25,card,1,,,,,,yellow,sofascore
9587,1591,115,12,card,-5,,,,,,yellow,sofascore
9588,1592,543,27,goal,90,,,,,,regular,sofascore
9589,1592,551,27,varDecision,90,,,,,,goalAwarded,sofascore
9590,1592,626,27,card,90,,,,,,yellow,sofascore
9591,1592,524,27,goal,79,,,,,,regular,sofascore
9592,1592,524,27,card,73,,,,,,yellow,sofascore
9593,1592,522,27,goal,63,,,,,,ownGoal,sofascore
9594,1592,655,27,card,61,,,,,,yellow,sofascore
9595,1592,517,27,varDecision,60,,,,,,cardUpgrade,sofascore
9596,1592,541,27,card,45,,,,,,yellow,sofascore
9597,1592,650,27,goal,41,,,,,,regular,sofascore
9598,1592,641,27,goal,33,,,,,,regular,sofascore
9599,1593,501,2,card,87,,,,,,yellow,sofascore
9600,1593,514,2,varDecision,82,,,,,,penaltyNotAwarded,sofascore
9601,1593,163,2,goal,70,,,,,,regular,sofascore
9602,1593,508,2,goal,45,,,,,,regular,sofascore
9603,1593,163,2,varDecision,43,,,,,,penaltyAwarded,sofascore
9604,1593,508,2,goal,34,,,,,,regular,sofascore
9605,1593,510,2,goal,32,,,,,,regular,sofascore
9606,1593,150,2,card,29,,,,,,yellow,sofascore
9607,1593,486,2,goal,19,,,,,,regular,sofascore
9608,1593,163,2,goal,14,,,,,,regular,sofascore
9609,1593,163,2,goal,5,,,,,,penalty,sofascore
9610,1593,485,2,card,-5,,,,,,yellow,sofascore
9611,1594,572,7,card,90,,,,,,yellow,sofascore
9612,1595,202,1,card,90,,,,,,yellow,sofascore
9613,1595,190,1,card,77,,,,,,yellow,sofascore
9614,1595,689,1,goal,75,,,,,,regular,sofascore
9615,1595,208,1,goal,64,,,,,,regular,sofascore
9616,1595,689,1,card,45,,,,,,yellow,sofascore
9617,1595,178,1,card,23,,,,,,yellow,sofascore
9618,1595,666,1,card,9,,,,,,yellow,sofascore
9619,1596,400,25,card,90,,,,,,yellow,sofascore
9620,1596,569,25,card,89,,,,,,yellow,sofascore
9621,1596,553,25,card,87,,,,,,yellow,sofascore
9622,1596,579,25,goal,61,,,,,,regular,sofascore
9623,1596,573,25,card,58,,,,,,yellow,sofascore
9624,1597,318,9,card,90,,,,,,yellow,sofascore
9625,1597,351,9,goal,90,,,,,,regular,sofascore
9626,1597,157,9,goal,50,,,,,,regular,sofascore
9627,1597,123,9,card,46,,,,,,yellow,sofascore
9628,1597,321,9,varDecision,22,,,,,,goalAwarded,sofascore
9629,1597,321,9,goal,15,,,,,,regular,sofascore
9630,1597,157,9,inGamePenalty,13,,,,,,missed,sofascore
9631,1597,163,9,varDecision,11,,,,,,penaltyAwarded,sofascore
9632,1597,328,9,card,-5,,,,,,yellow,sofascore
9633,1598,609,23,goal,72,,,,,,regular,sofascore
9634,1598,611,23,goal,53,,,,,,regular,sofascore
9635,1598,229,23,card,45,,,,,,yellow,sofascore
9636,1598,232,23,card,41,,,,,,yellow,sofascore
9637,1598,216,23,goal,17,,,,,,regular,sofascore
9638,1599,496,2,card,87,,,,,,yellow,sofascore
9639,1599,486,2,card,77,,,,,,yellow,sofascore
9640,1599,172,2,goal,17,,,,,,regular,sofascore
9641,1599,172,2,card,14,,,,,,yellow,sofascore
9642,1600,119,26,varDecision,88,,,,,,goalAwarded,sofascore
9643,1600,92,26,card,76,,,,,,yellow,sofascore
9644,1600,100,26,goal,68,,,,,,regular,sofascore
9645,1600,38,26,goal,60,,,,,,regular,sofascore
9646,1600,96,26,goal,56,,,,,,regular,sofascore
9647,1600,97,26,card,45,,,,,,yellow,sofascore
9648,1600,121,26,goal,5,,,,,,regular,sofascore
9649,1601,361,11,card,90,,,,,,yellow,sofascore
9650,1601,711,11,goal,90,,,,,,regular,sofascore
9651,1601,698,11,card,85,,,,,,yellow,sofascore
9652,1601,722,11,card,51,,,,,,yellow,sofascore
9653,1601,373,11,goal,7,,,,,,regular,sofascore
9654,1602,452,10,goal,80,,,,,,regular,sofascore
9655,1602,83,10,card,71,,,,,,yellow,sofascore
9656,1602,459,10,card,58,,,,,,yellow,sofascore
9657,1602,63,10,card,45,,,,,,red,sofascore
9658,1602,49,10,card,14,,,,,,yellow,sofascore
9659,1602,82,10,card,9,,,,,,yellow,sofascore
9660,1602,462,10,goal,1,,,,,,regular,sofascore
9661,1603,294,3,card,83,,,,,,red,sofascore
9662,1603,294,3,varDecision,82,,,,,,cardUpgrade,sofascore
9663,1603,308,3,varDecision,76,,,,,,goalAwarded,sofascore
9664,1603,744,3,card,21,,,,,,yellow,sofascore
9665,1604,655,27,goal,87,,,,,,penalty,sofascore
9666,1604,669,27,card,87,,,,,,yellow,sofascore
9667,1604,677,27,card,72,,,,,,yellow,sofascore
9668,1604,655,27,card,62,,,,,,yellow,sofascore
9669,1604,635,27,card,61,,,,,,yellow,sofascore
9670,1604,638,27,card,55,,,,,,yellow,sofascore
9671,1604,665,27,goal,49,,,,,,regular,sofascore
9672,1604,681,27,card,45,,,,,,yellow,sofascore
9673,1604,675,27,varDecision,41,,,,,,goalAwarded,sofascore
9674,1605,330,8,card,79,,,,,,yellow,sofascore
9675,1605,361,8,card,72,,,,,,yellow,sofascore
9676,1605,392,8,varDecision,19,,,,,,penaltyAwarded,sofascore
9677,1606,224,6,card,90,,,,,,yellow,sofascore
9678,1606,94,6,card,90,,,,,,yellow,sofascore
9679,1606,121,6,card,71,,,,,,yellow,sofascore
9680,1606,228,6,goal,47,,,,,,regular,sofascore
9681,1606,240,6,goal,20,,,,,,regular,sofascore
9682,1607,41,16,card,85,,,,,,yellow,sofascore
9683,1607,38,16,goal,61,,,,,,regular,sofascore
9684,1607,19,16,card,48,,,,,,yellow,sofascore
9685,1607,456,16,card,33,,,,,,red,sofascore
9686,1607,456,16,varDecision,32,,,,,,cardUpgrade,sofascore
9687,1607,449,16,varDecision,20,,,,,,goalNotAwarded,sofascore
9688,1607,449,16,goal,19,,,,,,regular,sofascore
9689,1608,541,5,card,77,,,,,,yellow,sofascore
9690,1608,603,5,card,65,,,,,,yellow,sofascore
9691,1608,549,5,goal,63,,,,,,regular,sofascore
9692,1608,592,5,card,45,,,,,,yellow,sofascore
9693,1608,535,5,card,44,,,,,,yellow,sofascore
9694,1608,549,5,goal,28,,,,,,regular,sofascore
9695,1609,503,27,card,87,,,,,,yellow,sofascore
9696,1609,655,27,card,87,,,,,,yellow,sofascore
9697,1609,626,27,goal,48,,,,,,ownGoal,sofascore
9698,1610,649,4,card,89,,,,,,yellow,sofascore
9699,1610,688,4,card,86,,,,,,yellow,sofascore
9700,1610,678,4,goal,79,,,,,,regular,sofascore
9701,1610,442,4,card,73,,,,,,yellow,sofascore
9702,1610,442,4,varDecision,69,,,,,,goalAwarded,sofascore
9703,1610,689,4,goal,38,,,,,,regular,sofascore
9704,1610,303,4,varDecision,27,,,,,,goalAwarded,sofascore
9705,1611,564,17,card,90,,,,,,yellow,sofascore
9706,1611,125,17,card,90,,,,,,yellow,sofascore
9707,1611,157,17,card,90,,,,,,yellow,sofascore
9708,1611,144,17,card,88,,,,,,yellow,sofascore
9709,1611,151,17,card,80,,,,,,yellow,sofascore
9710,1611,565,17,card,77,,,,,,yellow,sofascore
9711,1611,576,17,card,55,,,,,,yellow,sofascore
9712,1611,574,17,card,42,,,,,,yellow,sofascore
9713,1611,163,17,card,38,,,,,,red,sofascore
9714,1611,163,17,varDecision,38,,,,,,cardUpgrade,sofascore
9715,1611,151,17,goal,34,,,,,,regular,sofascore
9716,1612,288,1,card,86,,,,,,yellow,sofascore
9717,1612,193,1,varDecision,66,,,,,,penaltyAwarded,sofascore
9718,1612,277,1,card,51,,,,,,yellow,sofascore
9719,1612,309,1,goal,48,,,,,,regular,sofascore
9720,1612,308,1,goal,26,,,,,,regular,sofascore
9721,1612,308,1,card,12,,,,,,yellow,sofascore
9722,1612,282,1,card,8,,,,,,yellow,sofascore
9723,1612,204,1,goal,3,,,,,,regular,sofascore
9724,1613,753,7,goal,90,,,,,,regular,sofascore
9725,1613,742,7,card,84,,,,,,yellow,sofascore
9726,1613,756,7,goal,80,,,,,,regular,sofascore
9727,1613,261,7,card,75,,,,,,yellow,sofascore
9728,1613,753,7,goal,58,,,,,,penalty,sofascore
9729,1613,765,7,varDecision,56,,,,,,penaltyNotAwarded,sofascore
9730,1613,260,7,card,50,,,,,,yellow,sofascore
9731,1613,260,7,inGamePenalty,37,,,,,,missed,sofascore
9732,1614,79,12,card,63,,,,,,yellow,sofascore
9733,1614,51,12,goal,56,,,,,,regular,sofascore
9734,1614,722,12,goal,27,,,,,,regular,sofascore
9735,1614,722,12,varDecision,24,,,,,,penaltyNotAwarded,sofascore
9736,1614,83,12,goal,21,,,,,,penalty,sofascore
9737,1614,76,12,varDecision,19,,,,,,penaltyNotAwarded,sofascore
9738,1615,462,21,card,73,,,,,,yellow,sofascore
9739,1615,473,21,card,60,,,,,,red,sofascore
9740,1615,473,21,varDecision,59,,,,,,cardUpgrade,sofascore
9741,1615,522,21,goal,39,,,,,,regular,sofascore
9742,1615,468,21,card,14,,,,,,yellow,sofascore
9743,1616,123,22,card,90,,,,,,yellow,sofascore
9744,1616,123,22,goal,75,,,,,,regular,sofascore
9745,1616,250,22,card,49,,,,,,yellow,sofascore
9746,1617,508,2,goal,90,,,,,,penalty,sofascore
9747,1617,505,2,varDecision,90,,,,,,penaltyNotAwarded,sofascore
9748,1617,620,2,card,90,,,,,,yellow,sofascore
9749,1617,508,2,card,90,,,,,,yellow,sofascore
9750,1617,508,2,goal,68,,,,,,regular,sofascore
9751,1617,505,2,goal,65,,,,,,regular,sofascore
9752,1617,619,2,goal,62,,,,,,regular,sofascore
9753,1617,619,2,goal,52,,,,,,regular,sofascore
9754,1617,619,2,goal,15,,,,,,regular,sofascore
9755,1617,514,2,goal,12,,,,,,regular,sofascore
9756,1618,638,23,card,76,,,,,,yellow,sofascore
9757,1618,224,23,card,59,,,,,,yellow,sofascore
9758,1618,232,23,card,44,,,,,,yellow,sofascore
9759,1619,20,26,varDecision,90,,,,,,goalNotAwarded,sofascore
9760,1619,41,26,card,90,,,,,,yellow,sofascore
9761,1619,20,26,goal,90,,,,,,regular,sofascore
9762,1619,20,26,card,71,,,,,,yellow,sofascore
9763,1619,705,26,card,54,,,,,,yellow,sofascore
9764,1620,681,10,card,90,,,,,,yellow,sofascore
9765,1620,51,10,card,79,,,,,,yellow,sofascore
9766,1620,83,10,goal,67,,,,,,penalty,sofascore
9767,1620,83,10,varDecision,65,,,,,,penaltyNotAwarded,sofascore
9768,1620,689,10,goal,60,,,,,,penalty,sofascore
9769,1620,689,10,goal,9,,,,,,regular,sofascore
9770,1621,307,3,card,90,,,,,,yellow,sofascore
9771,1621,293,3,card,90,,,,,,yellow,sofascore
9772,1621,96,3,card,77,,,,,,yellow,sofascore
9773,1621,288,3,card,66,,,,,,yellow,sofascore
9774,1621,309,3,goal,60,,,,,,regular,sofascore
9775,1621,121,3,goal,49,,,,,,regular,sofascore
9776,1621,121,3,goal,19,,,,,,penalty,sofascore
9777,1621,98,3,varDecision,18,,,,,,penaltyNotAwarded,sofascore
9778,1622,386,11,card,90,,,,,,yellow,sofascore
9779,1622,559,11,card,86,,,,,,yellow,sofascore
9780,1622,586,11,goal,45,,,,,,regular,sofascore
9781,1622,573,11,card,42,,,,,,yellow,sofascore
9782,1622,392,11,goal,12,,,,,,regular,sofascore
9783,1622,374,11,card,10,,,,,,yellow,sofascore
9784,1623,150,9,goal,90,,,,,,regular,sofascore
9785,1623,157,9,varDecision,82,,,,,,goalAwarded,sofascore
9786,1623,738,9,card,63,,,,,,yellow,sofascore
9787,1624,220,25,card,90,,,,,,yellow,sofascore
9788,1624,178,25,card,90,,,,,,yellow,sofascore
9789,1624,442,25,goal,85,,,,,,regular,sofascore
9790,1624,408,25,card,65,,,,,,yellow,sofascore
9791,1624,195,25,goal,42,,,,,,regular,sofascore
9792,1624,202,25,goal,39,,,,,,regular,sofascore
9793,1624,204,25,card,26,,,,,,yellow,sofascore
9794,1624,189,25,goal,6,,,,,,regular,sofascore
9795,1625,541,8,goal,40,,,,,,regular,sofascore
