team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
142,real-saragossa,2022,Real Zaragoza,20071,20071,,,,,,,,,,Ibercaja Estadio,,,,Césped natural,,https://www.transfermarkt.es/real-saragossa/stadion/verein/142/saison_id/2022
472,ud-las-palmas,2022,UD Las Palmas,32400,32400,,,,,,,,Cabildo de Gran Canaria,,Estadio de Gran Canaria,,,,Césped natural,,https://www.transfermarkt.es/ud-las-palmas/stadion/verein/472/saison_id/2022
630,racing-santander,2022,Real Racing Club,22308,22308,,,,,,,,Ayuntamiento de Santander,,El Sardinero,,,"12,00 mill. €",Césped natural,,https://www.transfermarkt.es/racing-santander/stadion/verein/630/saison_id/2022
648,cd-teneriffa,2022,CD Tenerife,22824,22824,,,,,,,,Cabildo Teneriffa,,Heliodoro Rodríguez López,,,,Césped natural,,https://www.transfermarkt.es/cd-teneriffa/stadion/verein/648/saison_id/2022
1084,fc-malaga,2022,Málaga CF,30044,30044,,,,,,,,Andalusien,,La Rosaleda,,,,Césped natural,,https://www.transfermarkt.es/fc-malaga/stadion/verein/1084/saison_id/2022
1108,deportivo-alaves,2022,Deportivo Alavés,19840,19840,,,,,,,,,,Mendizorroza,,,,Césped natural,,https://www.transfermarkt.es/deportivo-alaves/stadion/verein/1108/saison_id/2022
1244,cd-leganes,2022,CD Leganés,14422,14422,,,,,,,,Ayto. Leganes,,Ontime Butarque,,,,Césped natural,,https://www.transfermarkt.es/cd-leganes/stadion/verein/1244/saison_id/2022
1532,albacete-balompie,2022,Albacete Balompié,16998,17000,,,,,,,,Stadt Albacete,,Carlos Belmonte,,,,Césped natural,,https://www.transfermarkt.es/albacete-balompie/stadion/verein/1532/saison_id/2022
1533,sd-eibar,2022,SD Eibar,8164,8164,,,,,,,,Ayuntamiento de Éibar,,Ipurua,,,,Césped híbrido,,https://www.transfermarkt.es/sd-eibar/stadion/verein/1533/saison_id/2022
1536,burgos-cf,2022,Burgos CF,12194,12194,,,,,,,,Ayuntamiento de Burgos,,El Plantío,,,,Césped natural,,https://www.transfermarkt.es/burgos-cf/stadion/verein/1536/saison_id/2022
2448,sporting-gijon,2022,Real Sporting de Gijón,29371,29371,,,,,,,,Ayuntamiento de Gijón,,El Molinón - Enrique Castro 'Quini',,,,Césped natural,,https://www.transfermarkt.es/sporting-gijon/stadion/verein/2448/saison_id/2022
2497,real-oviedo,2022,Real Oviedo,30500,30500,,,22,,,,,Ayuntamiento de Oviedo,,Carlos Tartiere,,,"48,00 mill. €",Césped natural,,https://www.transfermarkt.es/real-oviedo/stadion/verein/2497/saison_id/2022
3368,ud-levante,2022,Levante UD,26354,26354,,,16,,,,,"Levante Unión Deportiva, S.A.D.",,Ciutat de València,,,,Césped natural,,https://www.transfermarkt.es/ud-levante/stadion/verein/3368/saison_id/2022
4032,sd-ponferradina,2022,SD Ponferradina,8432,8432,,,,,,,,Stadt Ponferrada,,El Toralín,,,,Césped natural,,https://www.transfermarkt.es/sd-ponferradina/stadion/verein/4032/saison_id/2022
5358,sd-huesca,2022,SD Huesca,9128,9128,,,,,,,,,,El Alcoraz,,,,Césped natural,,https://www.transfermarkt.es/sd-huesca/stadion/verein/5358/saison_id/2022
7077,fc-cartagena,2022,FC Cartagena,15105,15105,,,,,,,,Ayuntamiento de Cartagena,,Cartagonova,,,,Césped natural,,https://www.transfermarkt.es/fc-cartagena/stadion/verein/7077/saison_id/2022
10718,fc-andorra,2022,FC Andorra,5600,5600,,,,,,,,,,Estadi de la FAF,,,,Césped híbrido,,https://www.transfermarkt.es/fc-andorra/stadion/verein/10718/saison_id/2022
11000,cd-lugo,2022,CD Lugo,7070,7070,,,,,,,,,,Anxo Carro,,,,Césped natural,,https://www.transfermarkt.es/cd-lugo/stadion/verein/11000/saison_id/2022
11972,fc-villarreal-b,2022,Villarreal CF B,23500,23500,,,30,,,,,Stadt Villarreal,,La Cerámica,,,,Césped natural,,https://www.transfermarkt.es/fc-villarreal-b/stadion/verein/11972/saison_id/2022
13222,cd-mirandes,2022,CD Mirandés,5759,5759,,,,,,,,,,Anduva,,,693 mil €,Césped natural,,https://www.transfermarkt.es/cd-mirandes/stadion/verein/13222/saison_id/2022
13241,ud-ibiza,2022,UD Ibiza,6500,5000,,,,,,,,Ayuntamiento de Ibiza,,Palladium Can Misses,,,,Césped natural,,https://www.transfermarkt.es/ud-ibiza/stadion/verein/13241/saison_id/2022
16795,fc-granada,2022,Granada CF,19336,19336,,,,,,,,Ayuntamiento de Granada,,Nuevo Los Cármenes,,,,Césped natural,,https://www.transfermarkt.es/fc-granada/stadion/verein/16795/saison_id/2022
