team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
13,atletico-madrid,2022,Atlético de Madrid,70460,70460,,,,,,,,Atlético Madrid,,Riyadh Air Metropolitano,,España,,Césped natural,,https://www.transfermarkt.es/atletico-madrid/stadion/verein/13/saison_id/2022,,,,,,,,,
131,fc-barcelona,2022,FC Barcelona,62657,99354,,,,,,,,Fútbol Club Barcelona,,Spotify Camp Nou,,España,,Césped híbrido,,https://www.transfermarkt.es/fc-barcelona/stadion/verein/131/saison_id/2022,,,,,,,,,
150,real-betis-sevilla,2022,Real Betis Balompié,70000,70000,,,,,,,,Sociedad Estadio Olímpico de Sevilla S.A.,,La Cartuja,,España,,Césped natural,,https://www.transfermarkt.es/real-betis-sevilla/stadion/verein/150/saison_id/2022,,,,,,,,,
237,rcd-mallorca,2022,RCD Mallorca,26020,26020,,,,,,,,Ajuntament de Palma,,Mallorca Son Moix,,España,,Césped natural,,https://www.transfermarkt.es/rcd-mallorca/stadion/verein/237/saison_id/2022,,,,,,,,,
331,ca-osasuna,2022,CA Osasuna,23576,23576,,,,,,,,Pamplona,,El Sadar,,España,"3,30 mill. €",Césped natural,,https://www.transfermarkt.es/ca-osasuna/stadion/verein/331/saison_id/2022,,,,,,,,,
366,real-valladolid,2022,Real Valladolid CF,27618,27618,,,120,,,,,Ayuntamiento de Valladolid,,José Zorrilla,,España,,Césped natural,,https://www.transfermarkt.es/real-valladolid/stadion/verein/366/saison_id/2022,,,,,,,,,
367,rayo-vallecano,2022,Rayo Vallecano,14708,14708,,,2,,,,,Stadt Madrid,,Estadio de Vallecas,,España,,Césped natural,,https://www.transfermarkt.es/rayo-vallecano/stadion/verein/367/saison_id/2022,,,,,,,,,
368,fc-sevilla,2022,Sevilla FC,43883,43883,,,,,,,,Sevilla Fútbol Club,,Ramón Sánchez-Pizjuán,,España,,Césped natural,,https://www.transfermarkt.es/fc-sevilla/stadion/verein/368/saison_id/2022,,,,,,,,,
418,real-madrid,2022,Real Madrid CF,83186,83186,,,261,,,,,Real Madrid C.F.,,Santiago Bernabéu,,España,"288,00 mill. €",Césped natural,,https://www.transfermarkt.es/real-madrid/stadion/verein/418/saison_id/2022,,,,,,,,,
621,athletic-bilbao,2022,Athletic Club,53289,53289,,,,,,,,San Mamés Barria S.L.,,San Mamés,,España,"211,00 mill. €",Césped natural,,https://www.transfermarkt.es/athletic-bilbao/stadion/verein/621/saison_id/2022,,,,,,,,,
681,real-sociedad-san-sebastian,2022,Real Sociedad,39313,39313,,,,,,,,"Real Sociedad de Fútbol, S.A.D.",,Anoeta,,España,,Césped natural,,https://www.transfermarkt.es/real-sociedad-san-sebastian/stadion/verein/681/saison_id/2022,,,,,,,,,
714,espanyol-barcelona,2022,RCD Espanyol,37776,37776,,,,,,,,R.C.D. Espanyol Barcelona,,RCDE Stadium,,España,"65,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/espanyol-barcelona/stadion/verein/714/saison_id/2022,,,,,,,,,
940,celta-vigo,2022,RC Celta de Vigo,22803,22803,,,,,,,,Ayuntamiento de Vigo,,Abanca Balaídos,,España,,Césped natural,,https://www.transfermarkt.es/celta-vigo/stadion/verein/940/saison_id/2022,,,,,,,,,
1049,fc-valencia,2022,Valencia CF,49430,49430,,,,,,,,Stadt Valencia,,Mestalla,,España,,Césped natural,,https://www.transfermarkt.es/fc-valencia/stadion/verein/1049/saison_id/2022,,,,,,,,,
1050,fc-villarreal,2022,Villarreal CF,23500,23500,,,30,,,,,Stadt Villarreal,,La Cerámica,,España,,Césped natural,,https://www.transfermarkt.es/fc-villarreal/stadion/verein/1050/saison_id/2022,,,,,,,,,
1531,fc-elche,2022,Elche CF,31388,31388,,,22,,,,,,,Manuel Martínez Valero,,España,,Césped natural,,https://www.transfermarkt.es/fc-elche/stadion/verein/1531/saison_id/2022,,,,,,,,,
2687,fc-cadiz,2022,Cádiz CF,21094,21094,,,,,,,,Ayuntamiento de Cádiz,,JP Financial,,España,,Césped natural,,https://www.transfermarkt.es/fc-cadiz/stadion/verein/2687/saison_id/2022,,,,,,,,,
3302,ud-almeria,2022,UD Almería,18331,18331,,,,,,,,Ayuntamiento Almería,,UD Almería Stadium,,España,,Césped natural,,https://www.transfermarkt.es/ud-almeria/stadion/verein/3302/saison_id/2022,,,,,,,,,
3709,fc-getafe,2022,Getafe CF,16800,16800,,,,,,,,,,Coliseum,,España,,Césped natural,,https://www.transfermarkt.es/fc-getafe/stadion/verein/3709/saison_id/2022,,,,,,,,,
12321,fc-girona,2022,Girona FC,14624,14624,,,,,,,,Ayto. Girona,,Montilivi,,España,,Césped híbrido,,https://www.transfermarkt.es/fc-girona/stadion/verein/12321/saison_id/2022,,,,,,,,,
