whoscored_match_id,venue_name,manager_home,manager_away,ht_score,ft_score,attendance,referee_id_whoscored,referee_name,start_time
1491953,Mendizorroza,Pablo Machín,Manuel Pellegrini,0 : 0,0 : 1,,2917,Pablo González Fuertes,2020-09-13T14:00:00
1491954,Wanda Metropolitano,Diego Simeone,Julen Lopetegui,1 : 0,2 : 0,,197,Xavier Estrada Fernández,2021-01-12T21:30:00
1491955,Camp Nou,Ronald Koeman,Fran Escribá,0 : 0,3 : 0,,307,Isidro Díaz de Mera Escuderos,2021-02-24T19:00:00
1491956,Ipurua,José Luis Mendilibar,Óscar García,0 : 0,0 : 0,,3709,Valentín Pizarro Gómez,2020-09-12T16:00:00
1491957,Ramón de Carranza,Álvaro Cervera,Jagoba Arrasate,0 : 1,0 : 2,,307,Isidro Díaz de Mera Escuderos,2020-09-12T21:00:00
1491958,Nuevo Los Cármenes,Diego Martínez,Gaizka Garitano,0 : 0,2 : 0,,12,Antonio Miguel Mateu Lahoz,2020-09-12T18:30:00
1491959,Alfredo Di Stéfano,Zinedine Zidane,José Bordalás,0 : 0,2 : 0,,2912,Javier Alberola Rojas,2021-02-09T21:00:00
1491960,Mestalla,Javier Gracia,Paco López,2 : 2,4 : 2,,233,José María Sánchez Martínez,2020-09-13T21:00:00
1491961,José Zorrilla,Sergio González,Imanol Alguacil,1 : 0,1 : 1,,309,Mario Melero López,2020-09-13T16:00:00
1491962,Estadio de la Cerámica,Unai Emery,Miguel Ángel Sánchez,0 : 1,1 : 1,,197,Xavier Estrada Fernández,2020-09-13T18:30:00
1491963,San Mamés,Marcelino García Toral,Ronald Koeman,1 : 2,2 : 3,,175,Carlos del Cerro Grande,2021-01-06T21:00:00
1491964,Benito Villamarín,Manuel Pellegrini,Sergio González,2 : 0,2 : 0,,218,Santiago Jaime Latre,2020-09-20T18:30:00
1491965,Balaídos,Óscar García,Javier Gracia,1 : 0,2 : 1,,189,Jesús Gil Manzano,2020-09-19T21:00:00
1491966,Coliseum Alfonso Pérez,José Bordalás,Jagoba Arrasate,0 : 0,1 : 0,,229,Alejandro José Hernández Hernández,2020-09-19T18:30:00
1491967,Nuevo Los Cármenes,Diego Martínez,Pablo Machín,1 : 1,2 : 1,,175,Carlos del Cerro Grande,2020-09-20T18:30:00
1491968,El Alcoraz,Miguel Ángel Sánchez,Álvaro Cervera,0 : 1,0 : 2,,222,César Soto Grado,2020-09-20T16:00:00
1491969,Ciutat de Valencia,Paco López,Diego Simeone,1 : 1,1 : 1,,2404,José Luis Munuera Montero,2021-02-17T19:00:00
1491970,Reale Arena,Imanol Alguacil,Zinedine Zidane,0 : 0,0 : 0,,206,Juan Martínez Munuera,2020-09-20T21:00:00
1491971,Ramón Sánchez-Pizjuán,Julen Lopetegui,Fran Escribá,1 : 0,2 : 0,,2912,Javier Alberola Rojas,2021-03-17T19:00:00
1491972,Estadio de la Cerámica,Unai Emery,José Luis Mendilibar,0 : 0,2 : 1,,4159,Jorge Figueroa Vázquez,2020-09-19T16:00:00
1491973,Mendizorroza,Pablo Machín,José Bordalás,0 : 0,0 : 0,,2912,Javier Alberola Rojas,2020-09-26T13:00:00
1491974,Wanda Metropolitano,Diego Simeone,Diego Martínez,1 : 0,6 : 1,,197,Xavier Estrada Fernández,2020-09-27T16:00:00
1491975,Camp Nou,Ronald Koeman,Unai Emery,4 : 0,4 : 0,,3234,Guillermo Cuadra Fernández,2020-09-27T21:00:00
1491976,Benito Villamarín,Manuel Pellegrini,Zinedine Zidane,2 : 1,2 : 3,,169,Ricardo de Burgos Bengoetxea,2020-09-26T21:00:00
1491977,Ipurua,José Luis Mendilibar,Gaizka Garitano,0 : 1,1 : 2,,3244,Adrián Cordero Vega,2020-09-27T14:00:00
1491978,Ramón de Carranza,Álvaro Cervera,Julen Lopetegui,0 : 0,1 : 3,,2905,David Medié Jiménez,2020-09-27T18:30:00
1491979,El Sadar,Jagoba Arrasate,Paco López,1 : 1,1 : 3,,309,Mario Melero López,2020-09-27T12:00:00
1491980,Mestalla,Javier Gracia,Miguel Ángel Sánchez,1 : 0,1 : 1,,2404,José Luis Munuera Montero,2020-09-26T16:00:00
1491981,José Zorrilla,Sergio González,Óscar García,0 : 1,1 : 1,,233,José María Sánchez Martínez,2020-09-27T18:30:00
1491982,Martínez Valero,Jorge Almirón,Imanol Alguacil,0 : 0,0 : 3,,307,Isidro Díaz de Mera Escuderos,2020-09-26T18:30:00
1491983,San Mamés,Gaizka Garitano,Álvaro Cervera,0 : 0,0 : 1,,2917,Pablo González Fuertes,2020-10-01T19:00:00
1491984,Balaídos,Óscar García,Ronald Koeman,0 : 1,0 : 3,,175,Carlos del Cerro Grande,2020-10-01T21:30:00
