whoscored_player_id,player_name,whoscored_team_id,team_name,position,shirt_no,season,competition,data_source
95915,Fernando Pacheco,60,Deportivo Alaves,GK,1,2020/21,La Liga,whoscored
97262,Rodrigo Ely,60,Deportivo Alaves,DC,4,2020/21,La Liga,whoscored
79708,Víctor Laguardia,60,Deportivo Alaves,DC,5,2020/21,La Liga,whoscored
261286,Rubén Duarte,60,Deportivo Alaves,DC,3,2020/21,La Liga,whoscored
134739,Rodrigo Battaglia,60,Deportivo Alaves,DMC,6,2020/21,La Liga,whoscored
141068,Édgar Méndez,60,Deportivo Alaves,MR,16,2020/21,La Liga,whoscored
83504,Tomás Pina,60,Deportivo Alaves,MC,8,2020/21,La Liga,whoscored
140929,Pere Pons,60,Deportivo Alaves,MC,20,2020/21,La Liga,whoscored
381713,Luis Rioja,60,Deportivo Alaves,ML,11,2020/21,La Liga,whoscored
74603,Joselu,60,Deportivo Alaves,FW,9,2020/21,La Liga,whoscored
135663,Lucas Pérez,60,Deportivo Alaves,FW,7,2020/21,La Liga,whoscored
135641,Deyverson,60,Deportivo Alaves,Sub,14,2020/21,La Liga,whoscored
400149,Sergi García,60,Deportivo Alaves,Sub,27,2020/21,La Liga,whoscored
333111,Martín Aguirregabiria,60,Deportivo Alaves,Sub,21,2020/21,La Liga,whoscored
395234,Javi López,60,Deportivo Alaves,Sub,26,2020/21,La Liga,whoscored
100881,Ximo Navarro,60,Deportivo Alaves,Sub,23,2020/21,La Liga,whoscored
400147,Pepe Blanco,60,Deportivo Alaves,Sub,28,2020/21,La Liga,whoscored
141044,Antonio Sivera,60,Deportivo Alaves,Sub,13,2020/21,La Liga,whoscored
300588,Aritz Castro,60,Deportivo Alaves,Sub,31,2020/21,La Liga,whoscored
381714,Borja Sainz,60,Deportivo Alaves,Sub,29,2020/21,La Liga,whoscored
41420,John Guidetti,60,Deportivo Alaves,Sub,10,2020/21,La Liga,whoscored
