match_id_ss,player_id_ss,player_name,team_id_ss,event_type,minute,second,x,y,end_x,end_y,outcome,data_source
10114814,,,,period,90,,,,,,,sofascore
10114814,,,,injuryTime,90,,,,,,,sofascore
10114814,113593.0,Asier Illarramendi,2824.0,substitution,85,,,,,,regular,sofascore
10114814,838159.0,Igor Zubeldia,2824.0,substitution,80,,,,,,regular,sofascore
10114814,590404.0,Giovanni González,2826.0,substitution,79,,,,,,regular,sofascore
10114814,914014.0,Iddrisu Baba,2826.0,substitution,79,,,,,,regular,sofascore
10114814,791773.0,Álex Remiro,2824.0,card,75,,,,,,yellow,sofascore
10114814,917087.0,Kang-in Lee,2826.0,substitution,70,,,,,,regular,sofascore
10114814,955133.0,Naïs Djouahra,2824.0,substitution,70,,,,,,regular,sofascore
10114814,966836.0,Álex Sola,2824.0,substitution,70,,,,,,regular,sofascore
10114814,1066809.0,Matthew Hoppe,2826.0,substitution,67,,,,,,regular,sofascore
10114814,1162309.0,Javi Llabrés,2826.0,substitution,67,,,,,,regular,sofascore
10114814,592010.0,Mikel Merino,2824.0,goal,62,,,,,,regular,sofascore
10114814,592010.0,Mikel Merino,2824.0,card,52,,,,,,yellow,sofascore
10114814,966837.0,Martín Zubimendi,2824.0,substitution,46,,,,,,regular,sofascore
10114814,,,,period,45,,,,,,,sofascore
10114814,,,,injuryTime,45,,,,,,,sofascore
10114814,11781.0,David Silva,2824.0,goal,35,,,,,,regular,sofascore
10196388,,,,period,90,,,,,,,sofascore
10196388,1103693.0,Pablo Gavi,2817.0,card,90,,,,,,yellow,sofascore
10196388,900792.0,Alejandro Catena,2818.0,card,90,,,,,,yellow,sofascore
10196388,21949.0,Óscar Trejo,2818.0,card,90,,,,,,yellow,sofascore
10196388,900671.0,Mario Hernández,2818.0,card,90,,,,,,yellow,sofascore
10196388,35199.0,Jordi Alba,2817.0,card,90,,,,,,yellow,sofascore
10196388,,,,injuryTime,90,,,,,,,sofascore
10196388,818244.0,Ousmane Dembélé,2817.0,card,89,,,,,,yellow,sofascore
10196388,14046.0,Mario Suárez,2818.0,substitution,87,,,,,,regular,sofascore
10196388,900671.0,Mario Hernández,2818.0,substitution,87,,,,,,regular,sofascore
10196388,899982.0,Isi Palazón,2818.0,card,85,,,,,,yellow,sofascore
10196388,40878.0,Luuk de Jong,2817.0,card,81,,,,,,yellow,sofascore
10196388,286165.0,Adama Traoré,2817.0,substitution,71,,,,,,regular,sofascore
10196388,40878.0,Luuk de Jong,2817.0,substitution,71,,,,,,regular,sofascore
10196388,152446.0,Iván Balliu,2818.0,card,68,,,,,,yellow,sofascore
10196388,21949.0,Óscar Trejo,2818.0,substitution,67,,,,,,injury,sofascore
10196388,138833.0,Memphis Depay,2817.0,substitution,60,,,,,,regular,sofascore
10196388,954056.0,Nico González,2817.0,substitution,60,,,,,,regular,sofascore
10196388,141945.0,Sergi Guardiola,2818.0,substitution,56,,,,,,regular,sofascore
10196388,913679.0,Pathé Ismaël Ciss,2818.0,substitution,56,,,,,,regular,sofascore
10196388,580550.0,Clément Lenglet,2817.0,substitution,46,,,,,,regular,sofascore
10196388,,,,period,45,,,,,,,sofascore
