id_sofascore,canonical_name
2814,Espanyol
2816,Real Betis
2817,FC Barcelona
2818,Rayo Vallecano
2819,Villarreal
2820,Osasuna
2821,Celta Vigo
2824,Real Sociedad
2825,Athletic Club
2826,Mallorca
2828,Valencia
2829,Real Madrid
2833,Sevilla
2836,Atlético Madrid
2846,Elche
2849,Levante UD
2859,Getafe
2885,Deportivo Alavés
4488,Cádiz
33779,Granada
