id_sofascore,id_understat,id_whoscored,attendance,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,weather_code
8897187,14747,1485192,,7.1,91,0.0,9.3,51
8833570,15401,1481257,,6.5,77,0.0,5.2,2
8953996,,1490818,,10.5,99,6.2,3.2,63
8966214,15082,,,16.8,85,0.0,16.9,51
8954094,,1490814,,18.9,78,0.1,8.7,51
8833603,15409,1481265,,9.6,74,0.1,8.1,51
9437903,14722,1485202,,4.2,88,0.0,14.6,2
8966244,15078,,,11.3,91,1.7,8.4,61
8966220,15084,,,11.8,95,18.2,11.2,63
8966230,15087,,,12.8,92,6.0,7.1,63
8966222,15085,,,10.7,90,0.8,9.3,53
8833614,15403,1481259,,9.6,77,0.1,8.8,51
8970525,15742,1495511,,16.4,73,0.0,13.2,0
8970527,15745,1495514,,12.8,61,0.1,3.8,51
8970513,15738,1495507,,8.2,98,0.2,8.5,51
8953997,,,,15.2,93,10.4,23.9,63
8897196,14746,1485185,,4.2,85,0.0,15.8,2
8954059,,1490816,,17.6,95,1.4,39.3,61
8833709,15407,1481263,,3.6,80,0.0,20.5,2
8833712,15402,1481258,,4.0,85,0.0,16.4,2
8833608,,1481107,,6.4,77,0.0,18.3,51
8954016,,1490821,,12.7,85,0.0,6.0,2
8966218,15086,,,9.8,90,0.0,8.6,3
9462973,,1469764,,4.3,86,0.0,15.0,2
8954072,,1490808,,13.9,83,0.0,7.6,2
8954039,,1490819,,17.1,74,0.0,4.1,0
8966221,15083,,,14.0,72,0.0,3.3,0
8966247,15080,,,10.6,90,0.0,6.7,3
8970542,15736,1495505,,11.3,92,1.1,4.1,61
8953906,,1490817,,14.8,78,0.0,6.9,2
8897126,14750,1485528,,5.3,87,0.0,12.3,2
8966245,15079,,,11.9,68,0.0,3.7,51
8738804,16090,1464526,,7.6,83,0.0,14.1,2
8833550,15418,1481274,,5.7,76,0.0,12.2,2
8897132,14755,1485538,,4.4,92,0.0,14.3,3
8827762,,1469775,,6.8,75,0.0,18.0,2
8966223,15092,,,10.2,90,12.7,17.2,63
8833594,15413,1481269,,6.5,68,0.0,10.9,0
8738795,16092,,,10.9,76,0.0,12.2,2
8897186,14763,1485316,,5.3,91,0.0,16.0,3
8966229,15094,,,11.2,94,8.9,15.4,63
8833590,15415,1481271,,5.9,81,0.0,10.5,2
8966231,15097,,,12.4,92,0.6,26.8,53
8738781,16088,1464522,,8.2,84,0.0,17.6,2
8833589,15414,1481270,,7.9,84,0.0,9.4,2
8827754,,1469941,,6.0,84,0.0,24.8,2
8833593,,1481116,,4.8,76,0.0,17.8,2
8970514,15752,1495671,,11.8,62,0.0,9.5,0
8827763,,1469692,,5.7,70,0.0,18.9,0
8897209,14762,1485314,,6.1,92,0.0,13.4,3
8833710,15412,1481268,,5.8,81,0.0,15.8,2
8833707,15417,1481273,,7.1,85,0.0,14.5,2
8827755,,1469878,,5.4,85,0.1,24.6,51
8897149,14760,1485462,,9.6,85,0.0,15.5,2
8827770,,1469753,,3.3,84,0.0,13.0,2
8738787,16087,1464520,,14.5,86,0.8,7.4,53
8970522,15751,1495670,,14.8,84,0.0,25.3,2
8738790,16091,1464528,,10.9,63,0.0,29.4,0
8738793,16089,1464524,,14.6,83,0.1,2.1,51
8966224,15091,,,12.1,62,0.1,15.5,51
8738792,16086,1464518,,12.8,71,0.1,37.3,51
8966216,15088,,,7.6,95,11.4,4.5,63
8833600,15410,1481266,,2.8,75,0.0,11.3,0
8827756,,1469840,,5.3,83,0.0,23.2,2
8897183,14756,1485540,,5.0,90,0.0,14.3,3
8897213,14758,1485544,,3.9,94,0.0,11.4,3
8738791,16094,1464515,,5.0,86,0.0,20.3,2
8954083,,1490812,,14.6,90,0.8,6.6,53
8738794,16093,1464532,,6.8,76,0.0,15.2,2
8966225,15093,,,15.3,87,1.8,8.4,61
8897205,14764,1485556,,5.0,90,0.0,14.3,3
8966219,15089,,,14.6,88,0.5,4.8,53
8738776,16095,1464512,,12.6,58,0.0,30.9,0
8827761,,1469731,,4.6,74,0.0,15.7,0
8827765,,1469856,,5.3,83,0.0,23.2,2
8833605,15411,1481267,,5.3,81,0.0,11.4,2
8953975,,1490836,,12.6,91,2.0,3.4,61
8827768,,1469931,,4.6,85,0.0,19.1,2
8954046,,1490809,,15.5,84,1.4,7.2,61
8954095,,,,16.5,89,5.7,13.6,63
8954031,,1490811,,15.9,92,4.1,15.1,63
8966227,15090,,,11.2,99,0.8,5.9,53
8897169,14759,1485456,,4.8,86,0.0,10.4,2
8954092,,1490810,,17.9,82,0.2,19.5,51
8954028,,1490822,,10.8,98,0.3,5.5,53
9470154,,1541867,,12.8,87,3.7,4.1,63
8953904,,1490823,,15.7,90,0.0,18.3,51
8966198,15099,,,8.6,95,6.3,6.6,63
9470153,,1541864,,9.5,87,2.7,14.7,61
8966201,15101,,,12.4,99,0.9,8.4,53
8954001,,1490829,,16.6,74,0.1,20.4,51
9472260,,1542202,,4.8,91,1.3,6.7,61
8953912,,,,6.4,99,0.0,5.3,3
8953943,,1490831,,6.9,100,0.0,5.3,3
8738780,16100,1464498,,12.2,98,2.9,1.7,61
8966185,15113,,,9.4,88,0.0,13.2,2
8953989,,1490834,,11.4,84,0.0,17.7,2
8954037,,1490828,,6.4,99,0.0,5.3,3
8897115,14772,1485380,,7.7,70,0.5,2.6,53
8953978,,1490833,,11.9,81,0.0,17.1,2
8827778,,1469742,,4.9,88,0.0,13.2,2
8954061,,1490830,,16.1,89,14.4,28.8,63
8897190,14769,1485371,,6.5,74,0.1,7.8,51
8827779,,1469866,,4.0,93,0.0,12.7,51
8738806,16104,1464510,,6.7,86,1.5,9.5,61
8953970,,1490826,,15.0,74,0.0,23.1,0
8827784,,1469688,,6.0,77,0.0,12.7,2
8897109,14767,1485475,,5.4,94,1.3,8.1,61
8966206,15112,1492145,,14.6,72,0.0,8.9,0
8966208,15117,1492305,,8.4,77,0.1,8.4,51
8897139,14768,1485386,,5.4,94,1.3,8.1,61
8953914,,1490827,,9.0,87,0.0,11.2,2
8966187,15116,,,8.2,72,0.0,18.5,51
8897116,14765,1485377,,6.6,88,0.5,10.6,53
8827786,,1469758,,4.9,92,0.0,12.5,51
8966189,15114,,,6.7,91,0.5,8.0,53
8827774,,1469808,,4.1,94,0.0,12.6,51
8738810,16097,1464489,,3.7,85,0.0,9.5,51
8827785,,1469836,,3.5,90,0.1,13.6,51
8827787,,1469824,,4.0,83,0.0,9.0,2
8970605,15759,1495348,,11.9,73,0.1,22.8,51
8738817,16103,1464507,,9.2,75,0.0,12.9,0
8897134,14773,1485389,,7.2,91,2.5,13.8,61
8827792,,1469708,,5.8,81,0.0,8.8,2
8738808,16101,1464501,,14.7,70,0.0,32.7,0
8738809,16102,1464504,,11.7,65,0.0,14.9,0
8970519,15762,1495351,,11.0,92,43.1,13.1,63
8897166,14771,1485483,,6.1,89,0.8,11.2,53
8827793,,1469794,,4.7,85,0.0,11.1,2
8970521,15756,1495345,,10.7,79,0.1,18.9,51
8966190,15115,,,11.5,58,0.0,7.0,0
8966217,15109,1492137,,10.9,89,0.0,12.3,51
8738822,16096,,,7.9,75,0.0,8.9,0
8897131,,,,6.0,92,0.1,7.1,51
8738816,16099,1464495,,10.7,71,0.0,14.3,0
9483435,15399,,,7.0,81,0.0,11.1,2
8966213,15108,1492135,,15.8,76,0.0,8.9,2
8897212,14766,1485392,,6.8,92,25.6,26.5,63
8897129,14774,1485395,,8.9,88,4.7,41.0,63
9470156,,1541865,,11.2,80,0.3,16.3,53
8953973,,1490824,,9.8,100,0.1,5.3,51
8954026,,1490825,,17.8,77,3.6,23.4,63
8954025,,1490844,,12.5,100,0.2,7.6,53
9470155,,1541866,,4.9,96,0.7,7.7,53
9472259,,1542205,,4.1,82,0.1,12.3,51
9472261,,1542203,,12.8,96,0.2,10.8,53
8953941,,,,15.8,90,0.1,23.1,51
9483434,15405,,,6.9,71,0.0,4.2,51
8954085,,1490846,,14.7,95,0.2,17.2,51
8953900,,1490837,,10.5,100,0.0,4.5,3
8953897,,1490847,,16.8,82,0.0,29.3,2
8897123,14779,1485326,,7.5,70,0.0,5.2,51
8954081,,1490843,,13.6,92,0.0,7.7,3
8833696,15427,1481283,,5.3,74,0.0,6.8,0
8738842,16107,1464516,,8.0,68,0.0,3.1,0
8966191,15125,,,12.4,99,0.0,7.6,3
8827780,,1469696,,6.8,80,0.0,7.8,2
8966200,15123,1492167,,19.9,74,0.1,13.4,51
8897112,14782,1485505,,12.5,96,4.9,25.7,63
8897193,14780,1485329,,11.0,96,13.2,13.6,63
8970606,15767,1495406,,11.2,75,0.0,6.4,2
8966199,15119,1492151,,13.0,81,0.0,10.8,51
8827776,,1469810,,13.6,87,0.0,21.9,51
8738798,16110,1464523,,13.9,99,0.1,9.8,51
8827775,,1469853,,13.3,87,0.0,24.0,51
8966196,15118,1492148,,17.2,78,0.3,12.1,53
8897219,14781,1485469,,13.6,93,0.7,8.9,53
8833540,15421,1481277,,11.1,88,0.0,10.5,2
8827777,,1469712,,12.8,90,0.4,30.3,53
8833702,15422,1481278,,9.1,76,6.1,14.6,63
8833535,15426,1481282,,9.5,91,18.3,22.1,63
8833542,15419,1481275,,10.6,72,0.0,7.5,0
8833544,15420,1481276,,12.0,89,0.0,22.2,51
8738799,16108,1464519,,16.5,81,0.0,29.5,2
8966192,15120,,,14.6,88,0.0,5.5,2
8897204,14778,1485497,,9.6,100,13.1,12.0,63
8827781,,1469705,,13.0,91,0.0,24.0,51
8738811,16114,1464531,,15.0,57,0.0,41.3,0
8970612,15769,1495408,,15.9,87,0.0,9.5,2
8970608,15771,1495410,,17.9,83,0.1,10.6,51
8738807,16112,1464527,,17.2,92,16.2,22.4,63
8827782,,1469781,,16.2,94,55.8,18.7,63
8738812,16111,,,16.6,77,0.2,28.7,53
8738805,16109,1464521,,16.2,79,1.3,21.1,61
8897143,14784,1485509,,10.2,92,0.3,14.9,53
8897110,14775,1485491,,13.1,96,15.0,9.7,63
8897162,14783,1485507,,13.1,96,15.0,9.7,63
8738801,16115,1464533,,18.7,74,0.0,7.7,51
8966184,15124,1492171,,10.1,82,1.2,12.6,61
8897208,14776,1485323,,10.2,92,0.3,14.9,53
8738850,16113,1464529,,11.7,92,0.1,12.1,51
8954064,,1490841,,12.2,88,6.6,12.4,63
8966188,15126,,,17.0,81,0.3,9.8,53
8827744,,1469855,,18.1,86,2.4,21.9,61
8827753,,1469766,,18.4,85,9.0,27.3,63
8833543,15423,1481279,,19.1,76,0.7,10.9,53
8827783,,1469852,,17.7,88,2.6,20.4,61
8833537,15424,1481280,,18.2,84,0.0,20.5,2
8953985,,1490840,,9.1,97,5.8,8.0,63
8738846,16106,1464513,,13.4,92,23.5,16.5,63
8833533,15425,1481281,,17.0,83,0.1,20.6,51
8954089,,1490839,,15.6,74,0.2,24.9,51
8954017,,1490848,,12.3,81,2.5,15.3,61
8897103,14777,1485468,,9.0,91,0.0,12.9,3
8954029,,1490850,,17.7,69,0.0,14.9,0
8966195,15134,,,8.3,84,0.0,7.0,51
8954091,,1490849,,14.6,78,0.3,21.0,53
8954082,,1490852,,17.2,70,0.0,8.5,0
9502921,14753,1485186,,9.4,95,0.4,17.9,53
8897133,14788,1485444,,8.7,93,7.4,9.5,63
8953902,,,,10.5,95,1.1,7.6,61
8966166,15137,,,14.4,52,0.0,9.2,0
8966171,15133,1492311,,13.6,54,0.0,12.9,0
8970588,15778,1495487,,14.3,71,0.2,19.6,51
8966173,15132,,,10.3,68,0.5,22.5,53
8966168,15129,,,11.6,93,3.7,8.6,63
8897155,14790,1485457,,9.8,87,0.5,9.8,53
8970594,15779,1495488,,12.2,75,0.1,18.3,51
8966203,15135,,,17.0,63,0.0,12.9,0
8970586,15777,1495486,,16.5,78,0.0,22.8,2
9483436,15416,,,11.8,77,0.5,6.3,53
8953954,,1490842,,8.6,99,2.3,4.8,61
8966174,15128,,,10.2,79,0.0,11.3,2
8827746,,1469820,,10.1,82,0.1,11.1,51
8827752,,1469812,,8.1,91,0.0,10.7,51
8827741,,1469790,,11.4,91,5.4,5.8,63
8966170,15131,,,15.8,67,0.0,11.8,0
8827749,,1469733,,8.1,91,0.0,10.7,51
8827748,,1469799,,11.7,89,5.0,5.4,63
8827745,,1469800,,10.7,93,1.3,7.2,61
8827750,,1469729,,11.9,88,4.0,6.7,63
8827747,,1469865,,11.7,89,5.0,5.4,63
8827751,,1469730,,10.3,90,1.2,16.4,61
9507199,14770,1485383,,9.2,93,2.7,11.1,61
9501660,14616,1485479,,9.3,95,12.3,15.6,63
8966178,15130,1492308,,9.2,94,3.9,19.1,63
8953987,,1490863,,10.8,98,0.8,5.6,53
8897157,14791,1485446,,7.2,93,0.2,13.1,53
8953990,,1490853,,10.8,98,0.8,5.6,53
8833530,15430,1481286,,9.8,93,5.4,18.8,63
9519418,,,,9.6,96,4.1,12.1,63
8833699,15432,1481288,,11.7,86,0.2,12.0,53
9519416,,,,10.1,92,9.7,7.7,63
8953932,,1490862,,15.6,98,14.6,13.8,63
8833527,15429,1481285,,10.0,92,5.1,21.9,63
8953983,,1490860,,15.8,99,0.4,10.9,53
8953993,,1490861,,15.9,98,4.7,12.8,63
8954058,,1490859,,19.1,75,0.0,27.5,0
8833525,15431,1481287,,7.7,97,2.3,11.0,61
8833565,15436,1481292,,9.4,95,2.9,8.7,61
8833561,15435,1481291,,9.1,91,0.5,15.2,53
8897138,14785,1485448,,10.0,96,1.5,19.1,61
8897156,14792,1485461,,9.5,96,1.0,15.1,61
8897141,14786,1485463,,7.9,97,5.7,10.7,63
8833524,15433,1481289,,10.3,94,9.4,16.1,63
8970587,15791,1495550,,12.9,91,0.0,7.1,3
8970598,15790,1495549,,13.9,63,0.1,29.8,51
8966175,15140,1492318,,15.6,78,0.0,11.9,2
8966180,15146,1492324,,21.8,50,0.0,16.3,0
8833559,15434,1481290,,10.5,95,10.2,13.1,63
8953981,,,,16.2,87,0.0,22.9,2
8738845,16120,1464539,,13.7,91,2.9,20.7,61
8897215,14787,1485515,,9.9,91,0.5,10.0,53
8827736,,1469796,,10.2,85,0.1,7.6,51
8738828,16122,,,14.2,75,0.9,22.8,53
8833531,15428,1481284,,10.3,89,0.3,10.3,53
8738833,16117,1464536,,9.5,90,3.3,20.3,63
8827758,,1469891,,9.2,93,0.7,7.3,53
8738847,16123,1464542,,17.1,83,0.6,31.0,53
8827760,,1469689,,9.7,93,0.8,8.0,53
8954008,,1490864,,19.2,85,0.0,21.9,2
8827759,,1469707,,8.8,95,0.3,7.9,53
8897197,14789,1485519,,8.9,97,4.6,7.2,63
8738831,16119,1464538,,12.6,85,3.1,40.7,63
8897184,14793,1485449,,9.6,98,10.4,9.7,63
8897192,14794,1485529,,9.6,98,10.4,9.7,63
8966159,15138,,,9.8,92,0.3,8.7,53
8738824,16125,1464544,,11.1,90,7.5,26.9,63
8827743,,1469734,,10.2,87,1.3,9.8,61
8966177,15144,,,22.8,58,0.0,27.4,0
8970595,15793,1495552,,14.0,98,33.1,17.0,63
8827757,,1469822,,9.7,90,1.3,9.0,61
8827742,,1469756,,9.7,89,0.8,7.5,53
8966181,15141,,,18.7,77,0.1,1.7,51
8738849,16121,1464540,,17.1,83,0.6,31.0,53
8966176,15145,1492323,,9.5,95,1.0,7.5,53
8738841,16124,1464543,,12.6,78,0.1,13.1,51
8966155,15139,,,11.8,87,0.0,13.9,2
8827738,,1469831,,9.0,91,0.5,8.4,53
8827734,,1469745,,10.8,80,0.3,6.7,53
8953953,,1490857,,10.4,100,2.5,5.5,61
8897160,14802,1485347,,10.1,95,5.8,15.8,63
8897200,14800,1485344,,7.5,93,0.0,9.5,51
8897174,14797,1485535,,9.9,96,4.6,13.5,63
8897108,14795,1485531,,10.2,94,4.8,16.5,63
8953979,,1490876,,14.6,81,0.0,25.1,2
8897152,14796,1485362,,7.2,94,0.0,9.1,51
9524939,,1469725,,9.0,97,0.0,9.8,51
9524940,,1469728,,7.8,100,0.0,9.4,51
8954042,,1490880,,19.2,77,0.0,33.0,2
8953948,,1490855,,13.3,74,0.0,6.9,0
8953982,,1490881,,19.1,91,0.3,12.0,53
8954041,,1490858,,13.3,74,0.0,6.9,0
8953921,,1490854,,13.7,90,0.0,13.1,3
8954015,,1490867,,18.2,69,0.0,28.6,0
8954090,,,,14.3,88,0.0,15.4,2
8897207,14799,1485359,,9.6,81,0.0,9.8,51
8897199,14804,1485356,,8.1,87,0.0,8.9,2
8897198,14803,1485341,,9.0,90,0.4,9.4,53
8897168,14798,1485338,,9.0,90,0.4,9.4,53
8897158,14801,1485543,,8.6,89,0.3,9.8,53
9524979,,,,11.0,84,3.1,19.8,63
9524257,,,,11.2,80,2.8,25.3,61
9529401,,,,11.4,94,9.2,14.0,63
8966156,15152,1492251,,21.6,53,0.0,6.0,0
8833551,15444,1481300,,9.7,87,0.7,24.4,53
8966167,15149,1492248,,7.2,88,0.0,5.0,2
8833704,15442,1481298,,11.2,89,1.4,19.7,61
8833548,15445,1481301,,9.4,87,0.0,10.8,51
8833554,15441,1481297,,10.2,79,0.1,13.4,51
8833560,15438,1481294,,7.5,100,3.5,10.7,63
8966164,15157,1492256,,16.8,75,1.9,14.7,61
8833556,15439,1481295,,9.4,88,0.1,10.8,51
8966163,15148,,,9.4,93,0.1,9.3,51
8966162,15151,1492250,,11.7,66,0.1,15.8,51
8833557,15443,1481299,,8.4,97,3.8,9.9,63
8833705,15437,1481293,,9.7,91,14.0,8.5,63
8966161,15154,1492253,,11.2,60,0.0,15.7,0
8833555,15440,1481296,,10.2,88,2.5,27.1,61
8966158,15153,1492252,,7.5,90,0.0,5.3,3
8970582,15798,1495687,,18.9,89,0.0,8.9,2
8897227,14810,1485559,,8.7,93,8.2,18.0,63
9531436,,1469804,,11.6,82,3.8,22.5,63
8738768,16127,,,11.3,85,3.8,32.1,63
8897221,14807,1485320,,9.8,90,29.0,39.0,63
8970584,15800,1495689,,15.2,71,0.0,7.7,0
8897218,14806,1485553,,8.7,94,17.3,30.7,63
8738782,16129,1464548,,13.4,62,0.0,2.9,0
8897222,14811,1485458,,12.1,69,0.0,8.7,0
8970580,15799,1495688,,17.8,66,0.0,5.8,0
8897224,14814,1485563,,8.7,94,17.3,30.7,63
8897226,14812,1485452,,9.0,91,21.9,33.2,63
8897220,14808,1485466,,7.3,95,26.0,26.5,63
8897223,14813,1485464,,9.8,90,29.0,39.0,63
8738770,16126,1464545,,11.7,81,2.2,27.2,61
8738823,16134,1464576,,9.9,77,0.0,7.5,2
8738827,16133,1464552,,11.1,88,21.7,38.4,63
8966157,15155,1492254,,17.4,37,0.0,18.8,0
8897229,14805,1485551,,9.8,90,29.0,39.0,63
8738769,16131,1464550,,11.6,84,6.6,31.9,63
8738783,16135,1464579,,10.0,79,0.0,8.2,2
8966160,15150,,,12.6,77,0.2,6.4,51
8738775,16130,1464549,,9.0,88,0.0,11.8,51
8897228,14809,1485558,,8.9,93,23.4,36.5,63
9532664,,,,11.6,75,0.7,17.5,53
8738779,16128,1464547,,11.8,82,1.4,23.6,61
8738820,16132,1464551,,11.2,85,0.1,20.5,51
9535524,,,,12.4,98,0.0,5.4,3
9536287,,,,9.0,86,1.1,18.6,61
9536880,,,,16.5,75,0.0,8.8,2
9507704,,1544080,,7.5,87,0.0,12.5,2
9536277,,,,12.0,86,0.0,11.6,2
9536881,,,,16.4,78,0.0,13.2,2
9535523,,,,15.9,93,0.0,3.5,3
9596745,,,,25.8,47,0.0,4.8,0
9574767,,,,21.7,77,0.2,7.3,51
9574753,,,,21.6,89,2.9,11.4,61
9574763,,,,15.0,96,3.5,9.1,63
9574764,,,,24.5,78,0.0,8.8,2
9574756,,,,17.5,79,0.0,12.8,2
9574758,,,,22.6,80,0.1,8.4,51
9574777,,,,25.9,58,0.0,12.6,51
9574785,,,,22.5,78,0.0,5.7,2
9574781,,,,25.7,72,0.9,9.6,53
9643316,,,,21.1,66,0.7,9.8,53
9590682,,,,18.3,89,0.1,6.8,51
9590681,,,,16.2,70,0.0,10.9,51
9643326,,,,19.1,74,0.9,12.0,53
9645831,,,,18.9,84,0.4,12.5,53
9643322,,,,18.6,68,0.0,8.8,0
9590683,,,,19.5,72,0.1,7.7,51
9643319,,,,19.1,57,0.0,11.0,0
9645754,,,,28.6,54,0.0,7.7,51
9643315,,,,21.5,74,0.0,14.9,51
9643323,,,,30.1,37,0.0,17.1,0
9643314,,,,24.9,71,0.0,9.0,0
9644752,,,,28.2,46,0.0,10.9,0
9643324,,,,27.9,48,0.0,10.5,0
9590686,,,,25.9,65,0.0,20.6,0
9590684,,,,16.0,94,0.0,10.7,3
9590685,,,,16.6,94,11.0,17.9,63
9645195,,,,27.4,52,0.1,4.2,51
9643320,,,,15.6,90,0.1,6.5,51
9679518,,,,17.2,67,0.0,6.7,51
9685438,,,,15.5,86,0.1,6.2,51
9685254,,,,33.0,29,0.0,4.8,0
9685256,,,,22.3,52,0.0,2.6,0
9685437,,,,24.0,50,0.0,9.9,0
9685257,,,,15.0,88,1.5,8.1,61
9652380,,,,14.9,94,2.0,10.2,61
9679628,,,,22.3,73,2.0,7.0,61
9679520,,,,23.0,68,3.8,7.7,63
9652382,,,,15.7,86,0.1,6.3,51
9685641,,,,30.0,48,0.0,18.8,0
9685645,,,,32.0,34,0.3,16.7,53
9685646,,,,15.6,84,0.3,21.8,53
9619757,,1570335,,18.7,90,0.0,11.9,51
9594634,17822,1558308,,22.6,81,0.1,20.8,51
9619756,,,,13.0,90,0.0,5.1,2
9619753,,1570339,,13.3,85,0.0,5.2,2
9619749,,1570342,,21.6,86,0.5,16.8,53
9594641,17823,,,16.1,85,0.7,7.3,53
9594642,17824,1558314,,15.2,84,0.7,17.4,53
9619751,,1570341,,15.0,69,0.0,4.9,0
9619755,,,,16.5,83,0.0,12.9,2
9619750,,1570338,,15.3,66,0.0,6.0,0
9594640,17830,1558307,,13.2,91,0.0,11.3,3
9594635,17829,1558310,,24.9,54,0.0,23.4,0
9595200,17827,1558313,,13.6,88,0.0,8.5,2
9594638,17826,1558312,,16.4,61,0.0,4.2,0
9619754,,1570337,,15.3,66,0.0,6.0,0
9595126,17825,1558311,,14.8,90,1.3,13.2,61
9594630,17831,1558309,,20.7,62,0.0,11.3,0
9619752,,1570340,,16.5,86,0.0,10.1,2
9652379,,,,17.6,98,0.0,24.9,3
9679519,,,,19.6,84,10.8,4.2,63
9685258,,,,14.3,95,1.0,10.0,53
9685253,,,,19.0,70,0.0,3.0,0
9679521,,,,13.1,93,0.3,8.4,53
9652436,,,,19.4,78,0.1,9.7,51
9679627,,,,17.5,82,0.0,8.7,51
9685436,,,,25.1,62,0.0,1.2,0
9685255,,,,26.4,49,0.8,7.8,53
9685435,,,,23.2,61,0.0,16.6,0
9685649,,,,23.8,59,0.1,10.6,51
9685653,,,,18.0,81,0.0,11.3,51
9685648,,,,13.1,93,0.8,16.6,53
9576151,16376,1549789,,16.6,89,0.0,14.3,51
9602720,17136,,,25.7,66,0.0,3.3,0
9620363,,1570354,,18.7,92,0.0,26.1,3
9595237,17832,1558326,,17.8,85,0.0,18.1,2
9594492,17516,1557324,,17.0,80,0.0,7.1,2
9564521,,1546164,,15.7,90,0.0,7.9,3
9595259,17834,1558332,,19.3,72,0.0,10.8,0
9619948,,1570345,,18.8,64,0.0,6.3,0
9594546,17517,1557326,,17.6,83,0.0,10.4,2
9564397,,1546216,,17.9,76,0.0,6.6,2
9576193,16383,1549794,,17.9,93,0.3,8.1,53
9576081,16377,1549793,,14.4,93,1.6,3.0,61
9564529,,1546337,,15.3,88,0.0,7.8,2
9602723,17137,,,19.0,96,0.2,10.3,53
9620069,,1570356,,18.8,64,0.0,6.3,0
9564536,,1546255,,16.8,89,0.0,9.5,51
9594444,17521,1557331,,19.3,75,0.0,11.4,51
9594445,17518,1557327,,23.1,77,0.7,6.5,53
9576160,16382,1549790,,17.2,82,0.0,13.0,2
9620330,,1570344,,17.9,96,0.0,24.7,51
9594504,17519,1557329,,22.2,66,0.1,8.3,51
9576162,16378,1549791,,12.5,88,1.2,1.3,61
9576259,16379,1549792,,16.6,85,0.0,14.0,2
9602717,17139,,,31.5,35,0.0,3.0,0
9594498,17522,1557332,,16.1,87,0.0,8.5,2
9576403,16381,1549798,,17.1,97,0.4,8.7,53
9576149,16380,1549796,,14.8,92,1.5,6.9,61
9594449,17520,1557330,,20.4,63,0.0,10.2,0
9564393,,1546160,,17.6,72,0.0,5.5,51
9602714,17140,,,18.6,92,0.5,10.6,53
9602722,17143,,,32.6,11,0.0,12.9,0
9576188,16385,1549795,,16.3,90,0.8,19.4,53
9594637,17840,1558322,,15.0,94,0.1,15.8,51
9564389,,1546384,,17.4,89,0.1,19.1,51
9576414,16384,1549797,,13.3,85,0.1,22.6,51
9594484,17524,1557325,,19.8,80,0.2,11.3,53
9564394,,1546280,,18.3,81,0.0,21.6,51
9564516,,1546162,,17.7,93,5.0,21.3,63
9620377,,1570352,,20.4,74,0.0,28.3,0
9594441,17523,1557328,,22.7,58,0.0,5.1,0
9594646,17835,1558316,,16.2,74,0.0,19.5,51
9595196,17839,1558334,,19.6,86,0.0,17.9,51
9564580,,1546340,,16.9,90,0.3,11.6,53
9594645,17837,1558320,,21.3,65,0.0,14.5,51
9620058,,1570346,,23.6,85,0.6,8.6,53
9595188,17838,1558330,,15.9,82,0.1,19.3,51
9594639,17836,,,15.9,95,2.9,29.2,61
9602718,17142,,,25.5,80,0.0,2.7,51
9602715,17141,,,19.1,71,0.0,16.0,0
9595142,17841,1558328,,24.6,73,1.8,7.9,61
9602719,17145,,,24.9,66,0.1,19.0,51
9620340,,,,17.8,90,0.0,36.4,2
9620059,,1570349,,16.7,85,0.0,15.9,2
9711860,,,,19.9,56,0.0,14.1,51
9711743,,,,23.9,65,0.0,3.9,0
9711851,,,,24.4,47,0.0,17.7,0
9692313,,,,13.3,85,0.0,5.2,51
9715706,,,,12.2,94,0.1,12.1,51
9711750,,,,16.4,93,0.0,25.5,51
9711748,,,,15.5,90,6.1,36.7,63
9711746,,,,14.0,94,0.0,5.8,51
9711858,,,,15.3,85,0.0,9.1,51
9711856,,,,25.9,65,0.3,19.8,53
9711854,,,,27.8,62,0.0,20.7,0
9715525,,,,12.8,89,0.3,3.6,53
9715526,,,,17.6,74,0.0,6.1,51
9594534,17525,1557340,,16.5,80,0.0,7.7,2
9564581,,1546396,,16.3,98,0.4,7.6,53
9619944,,1570353,,14.9,80,0.0,4.2,2
9620070,,1570361,,14.4,85,0.0,4.3,2
9595233,17842,,,18.1,80,0.0,4.7,2
9576184,16391,1549788,,16.1,98,0.8,12.3,53
9602809,17147,,,17.4,89,0.0,6.5,2
9602805,17150,,,20.1,32,0.0,9.3,0
9602804,17148,,,25.2,51,0.0,7.0,0
9564513,,1546163,,19.3,86,19.2,12.1,63
9602802,17149,,,23.0,77,0.0,6.0,2
9564396,,1546257,,19.8,78,2.7,8.2,61
9595236,17844,1558331,,22.8,58,0.5,9.2,53
9620345,,1570357,,17.0,89,0.0,9.0,2
9594545,17526,1557333,,19.2,77,0.1,10.2,51
9576143,16389,1549779,,15.7,97,1.1,9.3,61
9564518,,1546319,,18.7,87,1.7,14.4,61
9594536,17529,1557337,,20.4,68,1.0,4.1,53
9594538,17530,1557339,,23.7,53,0.0,3.8,0
9594463,17528,1557335,,19.2,69,0.1,11.0,51
9576209,16388,1549785,,15.7,94,7.2,5.1,63
9594503,17531,1557338,,20.2,76,0.0,6.3,51
9564524,,1546297,,18.2,89,3.5,10.3,63
9620064,,,,18.7,97,0.0,19.3,51
9576069,16386,1549780,,16.2,95,9.0,6.6,63
9576187,16387,1549786,,11.2,87,0.0,13.6,51
9576170,16390,1549782,,13.7,100,5.2,7.3,63
9595232,17843,1558323,,23.8,87,0.0,6.2,51
