id_sofascore,id_understat,id_whoscored,attendance,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,weather_code
8953817,,1490917,,16.0,99,1.7,12.2,61
8833437,15190,1481067,,13.7,85,3.9,25.5,63
8966507,14851,,,12.1,91,0.0,8.9,3
8966341,14845,,,12.4,91,0.0,11.3,3
8805179,,1469795,,13.2,90,1.3,33.6,61
8970442,15476,1495555,,12.5,88,0.0,7.6,51
8953852,,1490918,,20.8,91,0.3,16.2,53
8896865,14499,1485259,,9.4,81,0.0,24.0,51
8896888,14496,1485434,,7.9,86,0.1,25.5,51
8833430,15186,1481073,,12.3,88,6.3,21.7,63
8833428,15187,1481074,,6.9,100,0.0,11.7,3
8896861,14502,1485327,,7.6,90,0.0,20.1,51
8833433,15188,1481075,,9.9,88,0.0,23.0,2
8738614,15839,1464031,,10.8,93,0.0,9.1,51
8738745,15842,,,9.7,91,0.0,8.8,3
8805182,,1469968,,12.4,88,7.8,24.0,63
8833442,15189,1481070,,9.3,91,0.0,12.7,3
8805141,,1469919,,13.7,90,1.3,27.9,61
8953839,,,,17.3,100,0.1,7.7,51
8966295,14846,,,9.4,76,0.0,9.4,2
8966361,14852,,,12.5,62,0.0,8.0,0
8970703,15484,1495563,,10.5,93,0.2,0.9,53
8805176,,1469769,,15.8,96,5.1,32.2,63
8953846,,1490915,,16.9,100,0.3,6.2,53
8805138,,1469913,,15.7,96,2.4,34.5,61
8805163,,1469942,,15.6,96,1.8,26.6,61
8966355,14853,,,15.7,58,0.0,6.8,0
8953874,,1490916,,18.1,90,0.0,19.4,2
8738594,15837,1464011,,13.7,92,0.3,18.6,53
