team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
13,atletico-madrid,2020,Atlético de Madrid,70460,70460,,,,,,,,Atlético Madrid,,Riyadh Air Metropolitano,,,,Césped natural,,https://www.transfermarkt.es/atletico-madrid/stadion/verein/13/saison_id/2020,,,,,,,,,
16,borussia-dortmund,2020,Borussia Dortmund,81365,53028,,,18,,,,,Westfalenstadion Dortmund GmbH & Co. KG,,SIGNAL IDUNA PARK,,,"45,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/borussia-dortmund/stadion/verein/16/saison_id/2020,,,,,,,,,
18,borussia-monchengladbach,2020,Borussia Mönchengladbach,54042,37869,,,45,,,,,Borussia VfL 1900 Mönchengladbach GmbH,,Stadion im Borussia-Park,,,"84,00 mill. €",Césped natural,,https://www.transfermarkt.es/borussia-monchengladbach/stadion/verein/18/saison_id/2020,,,,,,,,,
27,fc-bayern-munchen,2020,Bayern Múnich,75000,59230,,,106,,,,,FC Bayern München,,Allianz Arena,,,"365,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-bayern-munchen/stadion/verein/27/saison_id/2020,,,,,,,,,
31,fc-liverpool,2020,Liverpool FC,61276,61276,,,160,,,,,Liverpool Football Club,,Anfield,,,,Césped híbrido,,https://www.transfermarkt.es/fc-liverpool/stadion/verein/31/saison_id/2020,,,,,,,,,
46,inter-mailand,2020,Inter de Milán,75923,75923,,,304,,,,,Comune di Milano,,Giuseppe Meazza,,,,Césped híbrido,,https://www.transfermarkt.es/inter-mailand/stadion/verein/46/saison_id/2020,,,,,,,,,
131,fc-barcelona,2020,FC Barcelona,62657,99354,,,,,,,,Fútbol Club Barcelona,,Spotify Camp Nou,,,,Césped híbrido,,https://www.transfermarkt.es/fc-barcelona/stadion/verein/131/saison_id/2020,,,,,,,,,
244,olympique-marseille,2020,Olympique de Marsella,67394,67394,,,,,,,,Olympique de Marseille,,Orange Vélodrome,,,,Césped natural,,https://www.transfermarkt.es/olympique-marseille/stadion/verein/244/saison_id/2020,,,,,,,,,
273,fc-stade-rennes,2020,Stade Rennais FC,29778,29778,,,,,,,,Stade Rennes,,Roazhon Park,,,"37,30 mill. €",Césped natural,,https://www.transfermarkt.es/fc-stade-rennes/stadion/verein/273/saison_id/2020,,,,,,,,,
279,ferencvaros-budapest,2020,Ferencváros TC,23698,23698,,,34,,,,,Magyar Vagyonkezelöi Zrt.,,Groupama Aréna,,,,Césped natural,,https://www.transfermarkt.es/ferencvaros-budapest/stadion/verein/279/saison_id/2020,,,,,,,,,
281,manchester-city,2020,Manchester City,55097,55097,,,,,,,,Manchester City Council,,Etihad Stadium,,,"119,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/manchester-city/stadion/verein/281/saison_id/2020,,,,,,,,,
