team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
130,parma-calcio-1913,2024,Parma,22352,22352,,,,,,,,Comune di Parma,,Ennio Tardini,,,,Césped natural,,https://www.transfermarkt.es/parma-calcio-1913/stadion/verein/130/saison_id/2024
252,genua-cfc,2024,Génova,34901,34901,,,,,,,,Comune di Genova,,Luigi Ferraris,,,,Césped natural,,https://www.transfermarkt.es/genua-cfc/stadion/verein/252/saison_id/2024
276,hellas-verona,2024,Hellas Verona,39211,39211,,,,,,,,Comune di Verona,,Marcantonio Bentegodi,,,,Césped natural,,https://www.transfermarkt.es/hellas-verona/stadion/verein/276/saison_id/2024
410,udinese-calcio,2024,Udinese,25144,25144,,,,,,,,Udinese Calcio,,Bluenergy Stadium,,,,Césped natural,,https://www.transfermarkt.es/udinese-calcio/stadion/verein/410/saison_id/2024
416,fc-turin,2024,Torino FC,28177,28177,,,,,,,,Comune di Torino,,Olimpico Grande Torino,,,"30,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-turin/stadion/verein/416/saison_id/2024
430,ac-florenz,2024,Fiorentina,43147,43147,,,,,,,,Comune di Firenze,,Artemio Franchi,,,,Césped natural,,https://www.transfermarkt.es/ac-florenz/stadion/verein/430/saison_id/2024
607,venezia-fc,2024,Venezia FC,12048,12048,,,,,,,,Comune di Venezia,,Pier Luigi Penzo,,,,Césped natural,,https://www.transfermarkt.es/venezia-fc/stadion/verein/607/saison_id/2024
749,fc-empoli,2024,Empoli FC,19847,16284,,,,,,,,Comune di Empoli,,Carlo Castellani,,,,Césped natural,,https://www.transfermarkt.es/fc-empoli/stadion/verein/749/saison_id/2024
1005,us-lecce,2024,US Lecce,31559,31559,,,94,,,,,Comune di Lecce,,Ettore Giardiniero,,,,Césped natural,,https://www.transfermarkt.es/us-lecce/stadion/verein/1005/saison_id/2024
1047,como-1907,2024,Como 1907,12039,13602,,,,,,,,Comune di Como,,Giuseppe Sinigaglia,,,,Césped natural,,https://www.transfermarkt.es/como-1907/stadion/verein/1047/saison_id/2024
1390,cagliari-calcio,2024,Cagliari,16416,16416,,,,,,,,Comune di Cagliari,,Unipol Domus,,,,Césped natural,,https://www.transfermarkt.es/cagliari-calcio/stadion/verein/1390/saison_id/2024
2919,ac-monza,2024,AC Monza,17102,17102,,,,,,,,Comune di Monza,,Brianteo,,,,Césped natural,,https://www.transfermarkt.es/ac-monza/stadion/verein/2919/saison_id/2024
6195,ssc-neapel,2024,SSC Nápoles,54726,54726,,,19,,,,,Comune di Napoli,,Diego Armando Maradona,,,,Césped natural,,https://www.transfermarkt.es/ssc-neapel/stadion/verein/6195/saison_id/2024
