team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
142,real-saragossa,2020,Real Zaragoza,20071,20071,,,,,,,,,,Ibercaja Estadio,,,,Césped natural,,https://www.transfermarkt.es/real-saragossa/stadion/verein/142/saison_id/2020
237,rcd-mallorca,2020,RCD Mallorca,26020,26020,,,,,,,,Ajuntament de Palma,,Mallorca Son Moix,,,,Césped natural,,https://www.transfermarkt.es/rcd-mallorca/stadion/verein/237/saison_id/2020
367,rayo-vallecano,2020,Rayo Vallecano,14708,14708,,,2,,,,,Stadt Madrid,,Estadio de Vallecas,,,,Césped natural,,https://www.transfermarkt.es/rayo-vallecano/stadion/verein/367/saison_id/2020
472,ud-las-palmas,2020,UD Las Palmas,32400,32400,,,,,,,,Cabildo de Gran Canaria,,Estadio de Gran Canaria,,,,Césped natural,,https://www.transfermarkt.es/ud-las-palmas/stadion/verein/472/saison_id/2020
648,cd-teneriffa,2020,CD Tenerife,22824,22824,,,,,,,,Cabildo Teneriffa,,Heliodoro Rodríguez López,,,,Césped natural,,https://www.transfermarkt.es/cd-teneriffa/stadion/verein/648/saison_id/2020
714,espanyol-barcelona,2020,RCD Espanyol,37776,37776,,,,,,,,R.C.D. Espanyol Barcelona,,RCDE Stadium,,,"65,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/espanyol-barcelona/stadion/verein/714/saison_id/2020
1084,fc-malaga,2020,Málaga CF,30044,30044,,,,,,,,Andalusien,,La Rosaleda,,,,Césped natural,,https://www.transfermarkt.es/fc-malaga/stadion/verein/1084/saison_id/2020
1244,cd-leganes,2020,CD Leganés,14422,14422,,,,,,,,Ayto. Leganes,,Ontime Butarque,,,,Césped natural,,https://www.transfermarkt.es/cd-leganes/stadion/verein/1244/saison_id/2020
1532,albacete-balompie,2020,Albacete Balompié,16998,17000,,,,,,,,Stadt Albacete,,Carlos Belmonte,,,,Césped natural,,https://www.transfermarkt.es/albacete-balompie/stadion/verein/1532/saison_id/2020
2448,sporting-gijon,2020,Real Sporting de Gijón,29371,29371,,,,,,,,Ayuntamiento de Gijón,,El Molinón - Enrique Castro 'Quini',,,,Césped natural,,https://www.transfermarkt.es/sporting-gijon/stadion/verein/2448/saison_id/2020
2497,real-oviedo,2020,Real Oviedo,30500,30500,,,22,,,,,Ayuntamiento de Oviedo,,Carlos Tartiere,,,"48,00 mill. €",Césped natural,,https://www.transfermarkt.es/real-oviedo/stadion/verein/2497/saison_id/2020
2502,cd-castellon,2020,CD Castellón,15500,15500,,,,,,,,Ayuntamiento de Castellón de la Plana,,SkyFi Castalia,,,,Césped natural,,https://www.transfermarkt.es/cd-castellon/stadion/verein/2502/saison_id/2020
3302,ud-almeria,2020,UD Almería,18331,18331,,,,,,,,Ayuntamiento Almería,,UD Almería Stadium,,,,Césped natural,,https://www.transfermarkt.es/ud-almeria/stadion/verein/3302/saison_id/2020
4032,sd-ponferradina,2020,SD Ponferradina,8432,8432,,,,,,,,Stadt Ponferrada,,El Toralín,,,,Césped natural,,https://www.transfermarkt.es/sd-ponferradina/stadion/verein/4032/saison_id/2020
7077,fc-cartagena,2020,FC Cartagena,15105,15105,,,,,,,,Ayuntamiento de Cartagena,,Cartagonova,,,,Césped natural,,https://www.transfermarkt.es/fc-cartagena/stadion/verein/7077/saison_id/2020
11000,cd-lugo,2020,CD Lugo,7070,7070,,,,,,,,,,Anxo Carro,,,,Césped natural,,https://www.transfermarkt.es/cd-lugo/stadion/verein/11000/saison_id/2020
11422,ce-sabadell,2020,CE Sabadell FC,11981,11981,,,,,,,,Ayuntamiento de Sabadell,,Nova Creu Alta,,,,Césped natural,,https://www.transfermarkt.es/ce-sabadell/stadion/verein/11422/saison_id/2020
11596,ad-alcorcon,2020,AD Alcorcón,5100,5100,,,,,,,,,,Santo Domingo,,,,Césped natural,,https://www.transfermarkt.es/ad-alcorcon/stadion/verein/11596/saison_id/2020
12321,fc-girona,2020,Girona FC,14624,14624,,,,,,,,Ayto. Girona,,Montilivi,,,,Césped híbrido,,https://www.transfermarkt.es/fc-girona/stadion/verein/12321/saison_id/2020
13222,cd-mirandes,2020,CD Mirandés,5759,5759,,,,,,,,,,Anduva,,,693 mil €,Césped natural,,https://www.transfermarkt.es/cd-mirandes/stadion/verein/13222/saison_id/2020
16486,fc-fuenlabrada,2020,CF Fuenlabrada,6000,6000,,,,,,,,,,Fernando Torres,,,,Césped natural,,https://www.transfermarkt.es/fc-fuenlabrada/stadion/verein/16486/saison_id/2020
24420,ud-logrones,2020,UD Logroñés,15902,15902,,,,,,,,Ayuntamiento de Logroño,,Las Gaunas,,,"20,00 mill. €",Césped natural,,https://www.transfermarkt.es/ud-logrones/stadion/verein/24420/saison_id/2020
