whoscored_player_id,player_name,whoscored_team_id,team_name,position,shirt_no,season,competition,data_source
276366,David Raya,189,Brentford,GK,1,2021/22,Premier League,whoscored
342499,Ethan Pinnock,189,Brentford,DC,5,2021/22,Premier League,whoscored
321085,Kristoffer Ajer,189,Brentford,DC,20,2021/22,Premier League,whoscored
121123,Pontus Jansson,189,Brentford,DC,18,2021/22,Premier League,whoscored
295964,Sergi Canós,189,Brentford,DMR,7,2021/22,Premier League,whoscored
229562,Rico Henry,189,Brentford,DML,3,2021/22,Premier League,whoscored
101856,Christian Nørgaard,189,Brentford,MC,6,2021/22,Premier League,whoscored
298689,Vitaly Janelt,189,Brentford,MC,27,2021/22,Premier League,whoscored
404109,Frank Onyeka,189,Brentford,MC,15,2021/22,Premier League,whoscored
353377,Bryan Mbeumo,189,Brentford,FW,19,2021/22,Premier League,whoscored
134240,Ivan Toney,189,Brentford,FW,17,2021/22,Premier League,whoscored
346304,Mads Bech,189,Brentford,Sub,29,2021/22,Premier League,whoscored
410457,Mads Bidstrup,189,Brentford,Sub,28,2021/22,Premier League,whoscored
362215,Marcus Forss,189,Brentford,Sub,9,2021/22,Premier League,whoscored
296240,Yoane Wissa,189,Brentford,Sub,11,2021/22,Premier League,whoscored
329554,Mads Roerslev,189,Brentford,Sub,30,2021/22,Premier League,whoscored
320575,Saman Ghoddos,189,Brentford,Sub,14,2021/22,Premier League,whoscored
370992,Patrik Gunnarsson,189,Brentford,Sub,13,2021/22,Premier League,whoscored
357083,Halil Dervisoglu,189,Brentford,Sub,21,2021/22,Premier League,whoscored
283345,Charlie Goode,189,Brentford,Sub,4,2021/22,Premier League,whoscored
92173,Bernd Leno,13,Arsenal,GK,1,2021/22,Premier League,whoscored
124316,Calum Chambers,13,Arsenal,DR,21,2021/22,Premier League,whoscored
141032,Pablo Marí,13,Arsenal,DC,22,2021/22,Premier League,whoscored
322036,Ben White,13,Arsenal,DC,4,2021/22,Premier League,whoscored
297403,Kieran Tierney,13,Arsenal,DL,3,2021/22,Premier League,whoscored
349102,Albert Sambi Lokonga,13,Arsenal,DMC,23,2021/22,Premier League,whoscored
89401,Granit Xhaka,13,Arsenal,DMC,34,2021/22,Premier League,whoscored
239872,Nicolas Pépé,13,Arsenal,AMR,19,2021/22,Premier League,whoscored
363686,Emile Smith Rowe,13,Arsenal,AMC,10,2021/22,Premier League,whoscored
380706,Gabriel Martinelli,13,Arsenal,AML,35,2021/22,Premier League,whoscored
384065,Folarin Balogun,13,Arsenal,FW,26,2021/22,Premier League,whoscored
379790,Nuno Tavares,13,Arsenal,Sub,20,2021/22,Premier League,whoscored
367185,Bukayo Saka,13,Arsenal,Sub,7,2021/22,Premier League,whoscored
342564,Reiss Nelson,13,Arsenal,Sub,24,2021/22,Premier League,whoscored
125209,Mohamed Elneny,13,Arsenal,Sub,25,2021/22,Premier League,whoscored
399501,Karl Hein,13,Arsenal,Sub,49,2021/22,Premier League,whoscored
69945,Cédric Soares,13,Arsenal,Sub,17,2021/22,Premier League,whoscored
125211,Héctor Bellerín,13,Arsenal,Sub,2,2021/22,Premier League,whoscored
255169,Ainsley Maitland-Niles,13,Arsenal,Sub,15,2021/22,Premier League,whoscored
288795,Rob Holding,13,Arsenal,Sub,16,2021/22,Premier League,whoscored
105720,Nick Pope,184,Burnley,GK,1,2021/22,Premier League,whoscored
80067,Matthew Lowton,184,Burnley,DR,2,2021/22,Premier League,whoscored
94935,Ben Mee,184,Burnley,DC,6,2021/22,Premier League,whoscored
131464,James Tarkowski,184,Burnley,DC,5,2021/22,Premier League,whoscored
107462,Charlie Taylor,184,Burnley,DL,3,2021/22,Premier League,whoscored
41868,Jóhann Gudmundsson,184,Burnley,MR,7,2021/22,Premier League,whoscored
22847,Jack Cork,184,Burnley,MC,4,2021/22,Premier League,whoscored
79050,Ashley Westwood,184,Burnley,MC,18,2021/22,Premier League,whoscored
357427,Dwight McNeil,184,Burnley,ML,11,2021/22,Premier League,whoscored
73380,Chris Wood,184,Burnley,FW,9,2021/22,Premier League,whoscored
33891,Jay Rodriguez,184,Burnley,FW,19,2021/22,Premier League,whoscored
84129,Matej Vydra,184,Burnley,Sub,27,2021/22,Premier League,whoscored
33386,Ashley Barnes,184,Burnley,Sub,10,2021/22,Premier League,whoscored
138929,Josh Brownhill,184,Burnley,Sub,8,2021/22,Premier League,whoscored
372724,Nathan Collins,184,Burnley,Sub,22,2021/22,Premier League,whoscored
24148,Erik Pieters,184,Burnley,Sub,23,2021/22,Premier League,whoscored
382437,Lewis Richardson,184,Burnley,Sub,38,2021/22,Premier League,whoscored
395615,Bobby Thomas,184,Burnley,Sub,37,2021/22,Premier League,whoscored
18181,Phil Bardsley,184,Burnley,Sub,26,2021/22,Premier League,whoscored
21571,Wayne Hennessey,184,Burnley,Sub,13,2021/22,Premier League,whoscored
362151,Robert Sánchez,211,Brighton,GK,1,2021/22,Premier League,whoscored
109922,Adam Webster,211,Brighton,DR,4,2021/22,Premier League,whoscored
75692,Shane Duffy,211,Brighton,DC,24,2021/22,Premier League,whoscored
86441,Lewis Dunk,211,Brighton,DC,5,2021/22,Premier League,whoscored
71824,Pascal Groß,211,Brighton,DL,13,2021/22,Premier League,whoscored
362146,Steven Alzate,211,Brighton,DMC,17,2021/22,Premier League,whoscored
122926,Solly March,211,Brighton,MR,20,2021/22,Premier League,whoscored
303096,Yves Bissouma,211,Brighton,MC,8,2021/22,Premier League,whoscored
353191,Enock Mwepu,211,Brighton,MC,12,2021/22,Premier League,whoscored
113994,Leandro Trossard,211,Brighton,ML,11,2021/22,Premier League,whoscored
119822,Neal Maupay,211,Brighton,FW,9,2021/22,Premier League,whoscored
345319,Alexis Mac Allister,211,Brighton,Sub,10,2021/22,Premier League,whoscored
399378,Jakub Moder,211,Brighton,Sub,15,2021/22,Premier League,whoscored
21683,Adam Lallana,211,Brighton,Sub,14,2021/22,Premier League,whoscored
410175,Moisés Caicedo,211,Brighton,Sub,25,2021/22,Premier League,whoscored
399379,Michal Karbownik,211,Brighton,Sub,6,2021/22,Premier League,whoscored
255183,Florin Andone,211,Brighton,Sub,21,2021/22,Premier League,whoscored
280621,Andi Zeqiri,211,Brighton,Sub,19,2021/22,Premier League,whoscored
369230,Taylor Richards,211,Brighton,Sub,30,2021/22,Premier League,whoscored
33532,Jason Steele,211,Brighton,Sub,23,2021/22,Premier League,whoscored
321390,Édouard Mendy,15,Chelsea,GK,16,2021/22,Premier League,whoscored
130331,Andreas Christensen,15,Chelsea,DC,4,2021/22,Premier League,whoscored
104010,Antonio Rüdiger,15,Chelsea,DC,2,2021/22,Premier League,whoscored
353292,Trevoh Chalobah,15,Chelsea,DC,14,2021/22,Premier League,whoscored
