whoscored_match_id,whoscored_player_id,whoscored_team_id,player_name,side,is_starter,position,shirt_no,age,height_cm,weight_kg,is_man_of_the_match,subbed_in_minute,subbed_out_minute,rating,passes_total,passes_accurate,passes_key,pass_success_pct,shots_total,shots_on_target,shots_off_target,shots_blocked,dribbles_attempted,dribbles_won,dribbles_lost,tackles_total,tackles_successful,interceptions,clearances,aerials_total,aerials_won,fouls_committed,was_dribbled_past,dispossessed,touches,offsides_caught,corners_total,corners_accurate,throw_ins_total,throw_ins_accurate,saves_total,saves_parried_safe,saves_parried_danger,claims_high,collected,possession_pct,data_source
1913882,141073,61,Aarón Escandell,home,True,GK,13,30,185,71,False,,,7.6,43.0,25.0,,100.0,,,,,,,,,,,3.0,2.0,2.0,,,,61.0,,,,,,8.0,4.0,1.0,,3.0,1.0,whoscored
1913882,448447,61,Oier Luengo,home,True,DC,15,28,183,82,False,,48.0,6.15,21.0,17.0,,100.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,25.0,,,,,,,,,,,1.0,whoscored
1913882,300918,61,Dani Calvo,home,True,DC,12,32,190,82,False,,,6.25,43.0,39.0,,100.0,,,,,,,,2.0,2.0,,7.0,2.0,2.0,1.0,,,58.0,,,,1.0,1.0,,,,,,1.0,whoscored
1913882,135404,61,David Costas,home,True,DC,4,31,184,71,False,,,6.63,39.0,33.0,1.0,100.0,,,,,1.0,1.0,,2.0,2.0,4.0,2.0,,,,,,52.0,,,,1.0,,,,,,,1.0,whoscored
1913882,335790,61,Nacho Vidal,home,True,DMR,22,31,180,75,False,,,6.23,17.0,15.0,,100.0,,,,,2.0,1.0,1.0,2.0,2.0,,4.0,1.0,,1.0,,,37.0,,,,7.0,7.0,,,,,,1.0,whoscored
1913882,456006,61,Rahim Alhassane,home,True,DML,3,24,184,75,False,,,5.42,40.0,35.0,,0.0,,,,,,,,3.0,3.0,1.0,3.0,1.0,,,,,63.0,,,,7.0,6.0,,,,,,1.0,whoscored
1913882,124106,61,Leander Dendoncker,home,True,MC,20,31,188,83,False,,92.0,6.6,45.0,41.0,1.0,100.0,1.0,1.0,,,2.0,1.0,1.0,3.0,2.0,,2.0,,,,1.0,1.0,60.0,,,,,,,,,,,1.0,whoscored
1913882,463426,61,Kwasi Sibo,home,True,MC,6,27,182,72,False,,,6.21,39.0,35.0,,100.0,2.0,1.0,1.0,,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,3.0,56.0,,,,,,,,,,,3.0,whoscored
1913882,361898,61,Luka Ilic,home,True,FWR,21,26,182,73,False,,74.0,6.44,22.0,16.0,,100.0,,,,,1.0,,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,,33.0,,,,,,,,,,,1.0,whoscored
1913882,25964,61,Salomón Rondón,home,True,FW,23,36,186,86,False,,74.0,5.89,11.0,7.0,1.0,100.0,,,,,2.0,,2.0,,,,,8.0,2.0,1.0,,,19.0,1.0,,,,,,,,,,1.0,whoscored
1913882,495542,61,Ilyas Chaira,home,True,FWL,7,25,179,75,False,,81.0,6.02,25.0,24.0,,100.0,,,,,6.0,,6.0,1.0,1.0,,1.0,,,1.0,,2.0,43.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,whoscored
1913882,298792,61,Josip Brekalo,home,False,Sub,18,27,175,70,False,81.0,,5.76,5.0,5.0,,100.0,,,,,1.0,,1.0,,,,,,,,,,8.0,,,,,,,,,,,1.0,whoscored
1913882,475046,61,Haissem Hassan,home,False,Sub,10,24,178,71,False,48.0,,5.63,12.0,9.0,,0.0,2.0,1.0,1.0,,6.0,2.0,4.0,1.0,1.0,1.0,,,,,,1.0,26.0,,,,,,,,,,,1.0,whoscored
1913882,4522,61,Santi Cazorla,home,False,Sub,8,41,168,65,False,92.0,,5.89,2.0,1.0,,100.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,whoscored
1913882,484254,61,Federico Viñas,home,False,Sub,9,27,180,81,False,74.0,,5.97,2.0,2.0,,100.0,1.0,,1.0,,,,,2.0,2.0,,,1.0,,1.0,,,6.0,,,,,,,,,,,1.0,whoscored
1913882,327852,61,Ovie Ejaria,home,False,Sub,14,28,188,75,False,74.0,,6.2,10.0,10.0,1.0,100.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,14.0,,,,,,,,,,,1.0,whoscored
1913882,73798,52,Thibaut Courtois,away,True,GK,1,34,200,96,False,,,7.07,16.0,15.0,,100.0,,,,,,,,1.0,1.0,,,,,,,,25.0,,,,,,3.0,1.0,1.0,,1.0,1.0,whoscored
1913882,106883,52,Dani Carvajal,away,True,DR,2,34,173,73,False,,89.0,7.27,66.0,63.0,,100.0,,,,,1.0,,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,82.0,,,,5.0,4.0,,,,,,2.0,whoscored
