whoscored_match_id,venue_name,manager_home,manager_away,ht_score,ft_score,attendance,referee_id_whoscored,referee_name,start_time
1913882,Carlos Tartiere,Veljko Paunovic,Xabi Alonso,0 : 1,0 : 3,29758,169,Ricardo de Burgos Bengoetxea,2025-08-24T21:30:00
1913883,Martínez Valero,Eder Sarabia,Manuel Pellegrini,0 : 1,1 : 1,28585,2976,Victor García Verdura,2025-08-18T21:00:00
1913884,Mendizorroza,Eduardo Coudet,Diego Simeone,1 : 1,1 : 1,18042,2976,Victor García Verdura,2025-08-30T17:00:00
1913885,Estadio La Cartuja de Sevilla,Manuel Pellegrini,Eduardo Coudet,1 : 0,1 : 0,54646,266,Miguel Ángel Ortiz Arias,2025-08-22T21:30:00
1913886,Santiago Bernabéu,Xabi Alonso,Alessio Lisci,0 : 0,1 : 0,68407,3244,Adrián Cordero Vega,2025-08-19T21:00:00
1913887,Estadio Abanca-Balaídos,Claudio Giráldez,Marcelino García,0 : 0,1 : 1,20172,6624,Alejandro Quintero González,2025-08-31T17:00:00
1913888,Ciutat de Valencia,Julián Calero,Hansi Flick,2 : 0,2 : 3,23415,229,Alejandro José Hernández Hernández,2025-08-23T21:30:00
1913889,Mestalla,Carlos Corberán,Sergio Francisco,0 : 0,1 : 1,45333,233,José María Sánchez Martínez,2025-08-16T21:30:00
1913890,Martínez Valero,Eder Sarabia,Julián Calero,0 : 0,2 : 0,26935,251,Iosu Galech Apezteguía,2025-08-29T19:30:00
1913891,Estadi Mallorca Son Moix,Jagoba Arrasate,Claudio Giráldez,0 : 1,1 : 1,16274,3105,José Luis Guzmán Mansilla,2025-08-23T17:00:00
1913892,Estadio de la Cerámica,Marcelino García,Veljko Paunovic,2 : 0,2 : 0,18333,296,Alejandro Muñiz Ruiz,2025-08-15T21:30:00
1913893,RCDE Stadium,José Manuel González Álvarez,Alessio Lisci,0 : 0,1 : 0,29780,3262,Miguel Sesma Espinosa,2025-08-31T19:30:00
1913894,Reale Arena,Sergio Francisco,José Manuel González Álvarez,0 : 2,2 : 2,31616,6624,Alejandro Quintero González,2025-08-24T19:30:00
1913895,San Mamés,Ernesto Valverde,Iñigo Pérez,0 : 0,1 : 0,48703,206,Juan Martínez Munuera,2025-08-25T19:30:00
1913896,Municipal de Montilivi,Míchel Sánchez,Matías Almeyda,0 : 1,0 : 2,11305,266,Miguel Ángel Ortiz Arias,2025-08-30T19:30:00
1913897,Ramón Sánchez-Pizjuán,Matías Almeyda,José Bordalás,1 : 1,1 : 2,36697,307,Isidro Díaz de Mera Escuderos,2025-08-25T21:30:00
1913898,Riyadh Air Metropolitano,Diego Simeone,Eder Sarabia,1 : 1,1 : 1,59369,222,César Soto Grado,2025-08-23T19:30:00
1913899,Carlos Tartiere,Veljko Paunovic,Sergio Francisco,1 : 0,1 : 0,25688,3244,Adrián Cordero Vega,2025-08-30T19:00:00
1913900,El Sadar,Alessio Lisci,Carlos Corberán,1 : 0,1 : 0,21226,189,Jesús Gil Manzano,2025-08-24T17:00:00
1913901,Estadio de la Cerámica,Marcelino García,Míchel Sánchez,4 : 0,5 : 0,18195,3234,Guillermo Cuadra Fernández,2025-08-24T18:30:00
1913902,Estadio La Cartuja de Sevilla,Manuel Pellegrini,Ernesto Valverde,0 : 0,1 : 2,65222,307,Isidro Díaz de Mera Escuderos,2025-08-31T19:00:00
1913903,Estadi Johan Cruyff,Hansi Flick,José Bordalás,2 : 0,3 : 0,5711,169,Ricardo de Burgos Bengoetxea,2025-09-21T21:00:00
1913904,Estadio de Vallecas,Iñigo Pérez,Hansi Flick,0 : 1,1 : 1,14438,3362,Mateo Busquets Ferrer,2025-08-31T21:30:00
1913905,Estadio La Cartuja de Sevilla,Manuel Pellegrini,Sergio Francisco,1 : 1,3 : 1,59773,3362,Mateo Busquets Ferrer,2025-09-19T21:00:00
1913906,Martínez Valero,Eder Sarabia,Veljko Paunovic,1 : 0,1 : 0,27235,3262,Miguel Sesma Espinosa,2025-09-21T18:30:00
1913907,Municipal de Montilivi,Míchel Sánchez,Julián Calero,0 : 1,0 : 4,11048,6624,Alejandro Quintero González,2025-09-20T14:00:00
1913908,Mestalla,Carlos Corberán,Ernesto Valverde,0 : 0,2 : 0,46004,266,Miguel Ángel Ortiz Arias,2025-09-20T21:00:00
1913909,Estadi Mallorca Son Moix,Jagoba Arrasate,Diego Simeone,0 : 0,1 : 1,21027,246,Francisco José Hernández Maeso,2025-09-21T16:15:00
1913910,Estadio de Vallecas,Iñigo Pérez,Claudio Giráldez,0 : 0,1 : 1,13028,2976,Victor García Verdura,2025-09-21T14:00:00
1913911,Santiago Bernabéu,Xabi Alonso,José Manuel González Álvarez,1 : 0,2 : 0,73466,206,Juan Martínez Munuera,2025-09-20T16:15:00
1913912,Estadio de la Cerámica,Marcelino García,Alessio Lisci,0 : 1,2 : 1,17542,307,Isidro Díaz de Mera Escuderos,2025-09-20T18:30:00
1913913,Mendizorroza,Eduardo Coudet,Julián Calero,1 : 0,2 : 1,12837,3262,Miguel Sesma Espinosa,2025-08-16T21:30:00
1913914,San Mamés,Ernesto Valverde,Matías Almeyda,2 : 0,3 : 2,49134,246,Francisco José Hernández Maeso,2025-08-17T19:30:00
1913915,Estadio Abanca-Balaídos,Claudio Giráldez,José Bordalás,0 : 0,0 : 2,20530,251,Iosu Galech Apezteguía,2025-08-17T17:00:00
