team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
142,real-saragossa,2023,Real Zaragoza,20071,20071,,,,,,,,,,Ibercaja Estadio,,,,Césped natural,,https://www.transfermarkt.es/real-saragossa/stadion/verein/142/saison_id/2023
366,real-valladolid,2023,Real Valladolid CF,27618,27618,,,120,,,,,Ayuntamiento de Valladolid,,José Zorrilla,,,,Césped natural,,https://www.transfermarkt.es/real-valladolid/stadion/verein/366/saison_id/2023
630,racing-santander,2023,Real Racing Club,22308,22308,,,,,,,,Ayuntamiento de Santander,,El Sardinero,,,"12,00 mill. €",Césped natural,,https://www.transfermarkt.es/racing-santander/stadion/verein/630/saison_id/2023
648,cd-teneriffa,2023,CD Tenerife,22824,22824,,,,,,,,Cabildo Teneriffa,,Heliodoro Rodríguez López,,,,Césped natural,,https://www.transfermarkt.es/cd-teneriffa/stadion/verein/648/saison_id/2023
714,espanyol-barcelona,2023,RCD Espanyol,37776,37776,,,,,,,,R.C.D. Espanyol Barcelona,,RCDE Stadium,,,"65,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/espanyol-barcelona/stadion/verein/714/saison_id/2023
1176,racing-ferrol,2023,Racing Club de Ferrol,12043,12043,,,,,,,,Ayuntamiento de Ferrol,,A Malata,,,"10,20 mill. €",Césped natural,,https://www.transfermarkt.es/racing-ferrol/stadion/verein/1176/saison_id/2023
1244,cd-leganes,2023,CD Leganés,14422,14422,,,,,,,,Ayto. Leganes,,Ontime Butarque,,,,Césped natural,,https://www.transfermarkt.es/cd-leganes/stadion/verein/1244/saison_id/2023
1531,fc-elche,2023,Elche CF,31388,31388,,,22,,,,,,,Manuel Martínez Valero,,,,Césped natural,,https://www.transfermarkt.es/fc-elche/stadion/verein/1531/saison_id/2023
1532,albacete-balompie,2023,Albacete Balompié,16998,17000,,,,,,,,Stadt Albacete,,Carlos Belmonte,,,,Césped natural,,https://www.transfermarkt.es/albacete-balompie/stadion/verein/1532/saison_id/2023
1533,sd-eibar,2023,SD Eibar,8164,8164,,,,,,,,Ayuntamiento de Éibar,,Ipurua,,,,Césped híbrido,,https://www.transfermarkt.es/sd-eibar/stadion/verein/1533/saison_id/2023
1536,burgos-cf,2023,Burgos CF,12194,12194,,,,,,,,Ayuntamiento de Burgos,,El Plantío,,,,Césped natural,,https://www.transfermarkt.es/burgos-cf/stadion/verein/1536/saison_id/2023
2448,sporting-gijon,2023,Real Sporting de Gijón,29371,29371,,,,,,,,Ayuntamiento de Gijón,,El Molinón - Enrique Castro 'Quini',,,,Césped natural,,https://www.transfermarkt.es/sporting-gijon/stadion/verein/2448/saison_id/2023
2497,real-oviedo,2023,Real Oviedo,30500,30500,,,22,,,,,Ayuntamiento de Oviedo,,Carlos Tartiere,,,"48,00 mill. €",Césped natural,,https://www.transfermarkt.es/real-oviedo/stadion/verein/2497/saison_id/2023
3368,ud-levante,2023,Levante UD,26354,26354,,,16,,,,,"Levante Unión Deportiva, S.A.D.",,Ciutat de València,,,,Césped natural,,https://www.transfermarkt.es/ud-levante/stadion/verein/3368/saison_id/2023
5358,sd-huesca,2023,SD Huesca,9128,9128,,,,,,,,,,El Alcoraz,,,,Césped natural,,https://www.transfermarkt.es/sd-huesca/stadion/verein/5358/saison_id/2023
7077,fc-cartagena,2023,FC Cartagena,15105,15105,,,,,,,,Ayuntamiento de Cartagena,,Cartagonova,,,,Césped natural,,https://www.transfermarkt.es/fc-cartagena/stadion/verein/7077/saison_id/2023
10718,fc-andorra,2023,FC Andorra,5600,5600,,,,,,,,,,Estadi de la FAF,,,,Césped híbrido,,https://www.transfermarkt.es/fc-andorra/stadion/verein/10718/saison_id/2023
11596,ad-alcorcon,2023,AD Alcorcón,5100,5100,,,,,,,,,,Santo Domingo,,,,Césped natural,,https://www.transfermarkt.es/ad-alcorcon/stadion/verein/11596/saison_id/2023
11972,fc-villarreal-b,2023,Villarreal CF B,23500,23500,,,30,,,,,Stadt Villarreal,,La Cerámica,,,,Césped natural,,https://www.transfermarkt.es/fc-villarreal-b/stadion/verein/11972/saison_id/2023
12567,cd-eldense,2023,CD Eldense,5776,5776,,,,,,,,Ayuntamiento de Elda,,Nuevo Pepico Amat,,,,Césped natural,,https://www.transfermarkt.es/cd-eldense/stadion/verein/12567/saison_id/2023
13222,cd-mirandes,2023,CD Mirandés,5759,5759,,,,,,,,,,Anduva,,,693 mil €,Césped natural,,https://www.transfermarkt.es/cd-mirandes/stadion/verein/13222/saison_id/2023
16575,sd-amorebieta,2023,SD Amorebieta,3000,3000,,,,,,,,Ayuntamiento de Amorebieta-Echano,,Urritxe,,,,Césped natural,,https://www.transfermarkt.es/sd-amorebieta/stadion/verein/16575/saison_id/2023
