team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
12,as-rom,2024,Olimpico di Roma,70634,70634,,,17,,,1937,,CONI,,Olimpico di Roma,,,,Césped natural,,https://www.transfermarkt.es/as-rom/stadion/verein/12/saison_id/2024,Stadio dei Cipressi,,105,66,,,True,True,
24,eintracht-frankfurt,2024,Deutsche Bank Park,59500,39500,,,83,,,2005,,Stadt Frankfurt - Tochtergesellschaft WFGP,,Deutsche Bank Park,,,"126,00 mill. €",Césped natural,,https://www.transfermarkt.es/eintracht-frankfurt/stadion/verein/24/saison_id/2024,"Waldstadion, Commerzbank Arena",,105,68,Deutsche Bank,2027,True,False,
36,fenerbahce-istanbul,2024,Chobani Stadyumu FB Şükrü Saracoğlu Spor Kompleksi,47430,47430,,,100,,,1908,,Fenerbahçe Spor Kulübü,,Chobani Stadyumu FB Şükrü Saracoğlu Spor Kompleksi,,,"70,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fenerbahce-istanbul/stadion/verein/36/saison_id/2024,,,105,68,Chobani,2030,True,False,
58,rsc-anderlecht,2024,Lotto Park,21900,,,,40,,,1917,,Marc Coucke,,Lotto Park,,,,Césped híbrido,,https://www.transfermarkt.es/rsc-anderlecht/stadion/verein/58/saison_id/2024,"Stade Émile Versé / Émile Versé Stadion / Émile-Versé-Stadion (1917–1983)
Stade Constant Vanden Stock / Constant Vanden Stockstadion / Constant-Vanden-Stock-Stadion (1983–2019)",,106,65,,,True,False,
62,sk-slavia-prag,2024,Fortuna Arena,19370,19370,,,40,,,2008,,Citic Group,,Fortuna Arena,,,"40,00 mill. €",Césped natural,,https://www.transfermarkt.es/sk-slavia-prag/stadion/verein/62/saison_id/2024,"Synot Tip Aréna (2009-2012), Eden Aréna (2012-2018), Sinobo Stadium (2018-2022)",,105,68,Fortuna,,True,False,
114,besiktas-istanbul,2024,Beşiktaş Park,42684,42684,,,147,,,2016,,Beşiktaş Jimnastik Kulübü,,Beşiktaş Park,,,,Césped híbrido,,https://www.transfermarkt.es/besiktas-istanbul/stadion/verein/114/saison_id/2024,,,105,68,,,True,False,
119,maccabi-tel-aviv,2024,Bloomfield,29150,,,,10,,,1962,,,,Bloomfield,,,,Césped híbrido,,https://www.transfermarkt.es/maccabi-tel-aviv/stadion/verein/119/saison_id/2024,,,,,,,False,False,
124,glasgow-rangers,2024,Ibrox Stadium,50987,50987,,,1,,,,,,,Ibrox Stadium,,,,Césped natural,,https://www.transfermarkt.es/glasgow-rangers/stadion/verein/124/saison_id/2024,Ibrox Park (1899–1997),,105,69,,,True,False,
141,galatasaray-istanbul,2024,Ali Sami Yen Spor Kompleksi RAMS Park,53978,53978,,,180,,,2011,,Galatasaray SK,,Ali Sami Yen Spor Kompleksi RAMS Park,,,"128,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/galatasaray-istanbul/stadion/verein/141/saison_id/2024,Ali Sami Yen Spor Kompleksi Türk Telekom Arena,,105,68,RAMS,,True,False,
148,tottenham-hotspur,2024,Tottenham Hotspur Stadium,62850,62850,,,,,,2019,,Tottenham Hotspur,,Tottenham Hotspur Stadium,,,,Césped híbrido,,https://www.transfermarkt.es/tottenham-hotspur/stadion/verein/148/saison_id/2024,,,105,68,,,True,False,
279,ferencvaros-budapest,2024,Groupama Aréna,23698,23698,,,34,,,2014,,Magyar Vagyonkezelöi Zrt.,,Groupama Aréna,,,,Césped natural,,https://www.transfermarkt.es/ferencvaros-budapest/stadion/verein/279/saison_id/2024,"Üllői úti-Stadion, Albert Stadion",,105,68,Groupama,,True,False,
