team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
133,sc-cambuur-leeuwarden,2022,SC Cambuur Leeuwarden,14504,14504,,,18,,,,,Cambuur Leeuwarden,,Kooi Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/sc-cambuur-leeuwarden/stadion/verein/133/saison_id/2022,,,,,,,,,
200,fc-utrecht,2022,FC Utrecht,23750,23750,,,,,,,,,,"Stadion ""Galgenwaard""",,,,Césped natural,,https://www.transfermarkt.es/fc-utrecht/stadion/verein/200/saison_id/2022,,,,,,,,,
202,fc-groningen,2022,FC Groningen,22550,22550,,,43,,,,,FC Groningen,,Euroborg,,,"29,40 mill. €",Césped natural,,https://www.transfermarkt.es/fc-groningen/stadion/verein/202/saison_id/2022,,,,,,,,,
234,feyenoord-rotterdam,2022,Feyenoord,47500,51117,,,41,,,,,Stadion Feijenoord N.V.,,"Stadion Feyenoord ""De Kuip""",,,,Césped natural,,https://www.transfermarkt.es/feyenoord-rotterdam/stadion/verein/234/saison_id/2022,,,,,,,,,
235,rkc-waalwijk,2022,RKC Waalwijk,7186,7186,,,,,,,,,,Mandemakers Stadion,,,,Césped natural,,https://www.transfermarkt.es/rkc-waalwijk/stadion/verein/235/saison_id/2022,,,,,,,,,
306,sc-heerenveen,2022,SC Heerenveen,27224,26100,,,,,,,,Sportstad Heerenveen,,Abe Lenstra Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/sc-heerenveen/stadion/verein/306/saison_id/2022,,,,,,,,,
317,fc-twente-enschede,2022,FC Twente Enschede,30205,30205,,,125,,,,,FC Twente,,De Grolsch Veste,,,"33,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-twente-enschede/stadion/verein/317/saison_id/2022,,,,,,,,,
383,psv-eindhoven,2022,PSV Eindhoven,35000,35000,,,46,,,,,PSV Eindhoven,,Philips Stadion,,,,Césped natural,,https://www.transfermarkt.es/psv-eindhoven/stadion/verein/383/saison_id/2022,,,,,,,,,
385,fortuna-sittard,2022,Fortuna Sittard,12800,12800,,,14,,,,,Fortuna Sittard,,Fortuna Sittard Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/fortuna-sittard/stadion/verein/385/saison_id/2022,,,,,,,,,
467,nec-nijmegen,2022,NEC Nijmegen,12650,12650,,,,,,,,NEC Nijmegen,,Goffertstadion,,,,Césped natural,,https://www.transfermarkt.es/nec-nijmegen/stadion/verein/467/saison_id/2022,,,,,,,,,
468,sparta-rotterdam,2022,Sparta Rotterdam,10599,10599,,,,,,,,,,Sparta-stadion - Het Kasteel,,,,Césped natural,,https://www.transfermarkt.es/sparta-rotterdam/stadion/verein/468/saison_id/2022,,,,,,,,,
499,vitesse-arnheim,2022,Vitesse Arnhem,21248,21248,,,,,,,,Nedstede Groep,,GelreDome,,,"70,00 mill. €",Césped natural,,https://www.transfermarkt.es/vitesse-arnheim/stadion/verein/499/saison_id/2022,,,,,,,,,
610,ajax-amsterdam,2022,Ajax de Ámsterdam,55885,55885,,,,,,,,Stad Amsterdam,,Johan Cruijff ArenA,,,"96,00 mill. €",Césped natural,,https://www.transfermarkt.es/ajax-amsterdam/stadion/verein/610/saison_id/2022,,,,,,,,,
724,fc-volendam,2022,FC Volendam,6800,6800,,,,,,,,,,Kras Stadion,,,,Césped natural,,https://www.transfermarkt.es/fc-volendam/stadion/verein/724/saison_id/2022,,,,,,,,,
798,sbv-excelsior-rotterdam,2022,Excelsior Rotterdam,4400,4400,,,,,,,,,,"Stadion ""Woudestein""",,,,Césped natural,,https://www.transfermarkt.es/sbv-excelsior-rotterdam/stadion/verein/798/saison_id/2022,,,,,,,,,
1090,az-alkmaar,2022,AZ Alkmaar,19500,19500,,,56,,,,,AZ Alkmaar,,AFAS Stadion,,,"38,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/az-alkmaar/stadion/verein/1090/saison_id/2022,,,,,,,,,
1283,fc-emmen,2022,FC Emmen,8309,,,,,,,,,,,De Oude Meerdijk,,,,Césped artificial,,https://www.transfermarkt.es/fc-emmen/stadion/verein/1283/saison_id/2022,,,,,,,,,
1435,go-ahead-eagles-deventer,2022,Go Ahead Eagles Deventer,10400,7900,,,,,,,,,,De Adelaarshorst,,,,Césped natural,,https://www.transfermarkt.es/go-ahead-eagles-deventer/stadion/verein/1435/saison_id/2022,,,,,,,,,
