team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
12,as-rom,2025,Olimpico di Roma,70634,70634,,,17,,,1937,,CONI,,Olimpico di Roma,,,,Césped natural,,https://www.transfermarkt.es/as-rom/stadion/verein/12/saison_id/2025,Stadio dei Cipressi,,105,66,,,True,True,
26,fc-basel-1893,2025,St. Jakob-Park,38512,36512,,,11,,,2001,,Genossenschaft Fußballstadion St. Jakob Park,,St. Jakob-Park,,,"250,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-basel-1893/stadion/verein/26/saison_id/2025,Joggeli,,105,68,,,True,False,
36,fenerbahce-istanbul,2025,Chobani Stadyumu FB Şükrü Saracoğlu Spor Kompleksi,47430,47430,,,100,,,1908,,Fenerbahçe Spor Kulübü,,Chobani Stadyumu FB Şükrü Saracoğlu Spor Kompleksi,,,"70,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fenerbahce-istanbul/stadion/verein/36/saison_id/2025,,,105,68,Chobani,2030,True,False,
60,sc-freiburg,2025,Europa-Park Stadion,34700,22300,,,20,,,2021,,Stadion Freiburg Objektträger GmbH & Co. KG (SFG),,Europa-Park Stadion,,,,Césped natural,,https://www.transfermarkt.es/sc-freiburg/stadion/verein/60/saison_id/2025,,,105,68,Europa-Park GmbH & Co Mack KG,,True,False,
79,vfb-stuttgart,2025,MHPArena Stuttgart,60449,49224,,,66,,,1933,,Stadion NeckarPark GmbH & Co.KG,,MHPArena Stuttgart,,,,Césped natural,,https://www.transfermarkt.es/vfb-stuttgart/stadion/verein/79/saison_id/2025,"Mercedes-Benz Arena (2008-2023)
Gottlieb-Daimler-Stadion (1993-2008)
Neckarstadion (1949-1993)
Century Stadium (1945-1949)
zunächst Stuttgarter Kampfbahn, danach Adolf-Hitler-Kampfbahn (1933-1945)",,105,68,MHP,2033,True,False,
119,maccabi-tel-aviv,2025,Bloomfield,29150,,,,10,,,1962,,,,Bloomfield,,,,Césped híbrido,,https://www.transfermarkt.es/maccabi-tel-aviv/stadion/verein/119/saison_id/2025,,,,,,,False,False,
122,sk-sturm-graz,2025,Merkur Arena,16364,15322,,,,,,1997,,Grazer Messe,,Merkur Arena,,,,Césped natural,,https://www.transfermarkt.es/sk-sturm-graz/stadion/verein/122/saison_id/2025,"Traditionell: Liebenauer Stadion oder Stadion Graz-Liebenau, Arnold-Schwarzenegger-Stadion (1997-2005), UPC-Arena (2006-2016)",,105,68,Merkur Versicherung,2026,True,False,
124,glasgow-rangers,2025,Ibrox Stadium,50987,50987,,,1,,,,,,,Ibrox Stadium,,,,Césped natural,,https://www.transfermarkt.es/glasgow-rangers/stadion/verein/124/saison_id/2025,Ibrox Park (1899–1997),,105,69,,,True,False,
150,real-betis-sevilla,2025,La Cartuja,70000,70000,,,,,,1999,,Sociedad Estadio Olímpico de Sevilla S.A.,,La Cartuja,,,,Césped natural,,https://www.transfermarkt.es/real-betis-sevilla/stadion/verein/150/saison_id/2025,Olímpico de la Cartuja,,105,68,,,False,True,
159,roter-stern-belgrad,2025,Rajko Mitić,51755,51755,,,5,,,1963,,SD Crvena zvezda,,Rajko Mitić,,,,Césped híbrido,,https://www.transfermarkt.es/roter-stern-belgrad/stadion/verein/159/saison_id/2025,Stadion FK Crvena zvezda - Marakana,,110,73,,,True,True,
200,fc-utrecht,2025,"Stadion ""Galgenwaard""",23750,23750,,,,,,1936,,,,"Stadion ""Galgenwaard""",,,,Césped natural,,https://www.transfermarkt.es/fc-utrecht/stadion/verein/200/saison_id/2025,,,105,68,,,False,False,
234,feyenoord-rotterdam,2025,"Stadion Feyenoord ""De Kuip""",47500,51117,,,41,,,1937,,Stadion Feijenoord N.V.,,"Stadion Feyenoord ""De Kuip""",,,,Césped natural,,https://www.transfermarkt.es/feyenoord-rotterdam/stadion/verein/234/saison_id/2025,"Stadion Feijenoord, De Kuip",,105,68,Stadion Feijenoord N.V.,,True,False,
265,panathinaikos-athen,2025,Apostolos Nikolaidis,15000,15000,,,,,,1922,,Panathinaikos,,Apostolos Nikolaidis,,,,Césped natural,,https://www.transfermarkt.es/panathinaikos-athen/stadion/verein/265/saison_id/2025,Leoforos Alexandras Stadium,,105,68,,,False,False,
279,ferencvaros-budapest,2025,Groupama Aréna,23698,23698,,,34,,,2014,,Magyar Vagyonkezelöi Zrt.,,Groupama Aréna,,,,Césped natural,,https://www.transfermarkt.es/ferencvaros-budapest/stadion/verein/279/saison_id/2025,"Üllői úti-Stadion, Albert Stadion",,105,68,Groupama,,True,False,
301,fcsb,2025,Arena Națională,55634,55634,,,42,,,2011,,Bucharest Municipality,,Arena Națională,,,"257,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fcsb/stadion/verein/301/saison_id/2025,,,105,68,,,True,False,
371,celtic-glasgow,2025,Celtic Park,60411,60411,,,,,,,,Celtic Glasgow,,Celtic Park,,,,Césped natural,,https://www.transfermarkt.es/celtic-glasgow/stadion/verein/371/saison_id/2025,,,125,80,,,True,False,
405,aston-villa,2025,Villa Park,43205,43205,,,,,,,,Aston Villa Football Club,,Villa Park,,,,Césped híbrido,,https://www.transfermarkt.es/aston-villa/stadion/verein/405/saison_id/2025,,,115,72,,,True,False,
