team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
22,derby-county,2024,Derby County,33597,33597,,,,,,,,Derby County Football Club,,Pride Park Stadium,,,,Césped natural,,https://www.transfermarkt.es/derby-county/stadion/verein/22/saison_id/2024
164,blackburn-rovers,2024,Blackburn Rovers,31367,31367,,,,,,,,,,Ewood Park,,,,Césped natural,,https://www.transfermarkt.es/blackburn-rovers/stadion/verein/164/saison_id/2024
289,afc-sunderland,2024,Sunderland AFC,48707,48707,,,,,,,,Sunderland Association Football Club,,Stadium of Light,,,"25,50 mill. €",Césped natural,,https://www.transfermarkt.es/afc-sunderland/stadion/verein/289/saison_id/2024
350,sheffield-united,2024,Sheffield United,32702,32702,,,,,,,,,,Bramall Lane,,,,Césped híbrido,,https://www.transfermarkt.es/sheffield-united/stadion/verein/350/saison_id/2024
399,leeds-united,2024,Leeds United,37890,37890,,,,,,,,Greenfield Investment Pte Ltd,,Elland Road,,,,Césped híbrido,,https://www.transfermarkt.es/leeds-united/stadion/verein/399/saison_id/2024
466,preston-north-end,2024,Preston North End,23408,23408,,,,,,,,,,Deepdale,,,,Césped natural,,https://www.transfermarkt.es/preston-north-end/stadion/verein/466/saison_id/2024
512,stoke-city,2024,Stoke City,30089,30089,,,,,,,,Stoke City Football Club,,bet365 Stadium,,,"21,50 mill. €",Césped natural,,https://www.transfermarkt.es/stoke-city/stadion/verein/512/saison_id/2024
603,cardiff-city,2024,Cardiff City,33280,33280,,,,,,,,Cardiff City Stadium Ltd,,Cardiff City Stadium,,,"55,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/cardiff-city/stadion/verein/603/saison_id/2024
641,fc-middlesbrough,2024,Middlesbrough FC,33746,33746,,,1,,,,,Middlesbrough FC,,Riverside Stadium,,,"18,50 mill. €",Césped natural,,https://www.transfermarkt.es/fc-middlesbrough/stadion/verein/641/saison_id/2024
698,bristol-city,2024,Bristol City,27000,27000,,,,,,,,,,Ashton Gate,,,,Césped híbrido,,https://www.transfermarkt.es/bristol-city/stadion/verein/698/saison_id/2024
984,west-bromwich-albion,2024,West Bromwich Albion,26850,26850,,,,,,,,West Bromwich Albion Football Club,,The Hawthorns,,,,Césped híbrido,,https://www.transfermarkt.es/west-bromwich-albion/stadion/verein/984/saison_id/2024
988,oxford-united,2024,Oxford United,12500,12500,,,1,,,,,Firoka Group,,Kassam Stadium,,,"18,30 mill. €",Césped natural,,https://www.transfermarkt.es/oxford-united/stadion/verein/988/saison_id/2024
990,coventry-city,2024,Coventry City,32609,32609,,,,,,,,Frasers Group,,Coventry Building Society Arena,,,"100,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/coventry-city/stadion/verein/990/saison_id/2024
1010,fc-watford,2024,Watford FC,21577,21577,,,,,,,,Watford Football Club,,Vicarage Road,,,,Césped híbrido,,https://www.transfermarkt.es/fc-watford/stadion/verein/1010/saison_id/2024
1020,fc-portsmouth,2024,Portsmouth FC,20688,20688,,,,,,,,Portsmouth FC,,Fratton Park,,,,Césped híbrido,,https://www.transfermarkt.es/fc-portsmouth/stadion/verein/1020/saison_id/2024
1028,fc-millwall,2024,Millwall FC,20146,20146,,,,,,,,,,The Den,,,,Césped híbrido,,https://www.transfermarkt.es/fc-millwall/stadion/verein/1028/saison_id/2024
1031,luton-town,2024,Luton Town,11850,11850,,,,,,,,Luton Borough Council,,Kenilworth Road,,,,Césped natural,,https://www.transfermarkt.es/luton-town/stadion/verein/1031/saison_id/2024
1035,sheffield-wednesday,2024,Sheffield Wednesday,39859,39859,,,,,,,,Sheffield Wednesday F.C. Ltd,,Hillsborough,,,,Césped híbrido,,https://www.transfermarkt.es/sheffield-wednesday/stadion/verein/1035/saison_id/2024
1039,queens-park-rangers,2024,Queens Park Rangers,18360,18360,,,17,,,,,Queens Park Rangers Football & Athletic Club Ltd,,Loftus Road Stadium,,,,Césped híbrido,,https://www.transfermarkt.es/queens-park-rangers/stadion/verein/1039/saison_id/2024
1123,norwich-city,2024,Norwich City,27244,27244,,,,,,,,,,Carrow Road,,,,Césped híbrido,,https://www.transfermarkt.es/norwich-city/stadion/verein/1123/saison_id/2024
1132,fc-burnley,2024,Burnley FC,21994,21994,,,,,,,,Turf Moor Properties Ltd,,Turf Moor,,,,Césped híbrido,,https://www.transfermarkt.es/fc-burnley/stadion/verein/1132/saison_id/2024
2262,plymouth-argyle,2024,Plymouth Argyle,18173,18173,,,,,,,,Plymouth Argyle FC,,Home Park,,,,Césped híbrido,,https://www.transfermarkt.es/plymouth-argyle/stadion/verein/2262/saison_id/2024
2288,swansea-city,2024,Swansea City,21088,21088,,,,,,,,Swansea City FC,,Swansea.com Stadium,,,"40,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/swansea-city/stadion/verein/2288/saison_id/2024
3008,hull-city,2024,Hull City,25586,25586,,,,,,,,Hull City Council,,MKM Stadium,,,"65,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/hull-city/stadion/verein/3008/saison_id/2024
