whoscored_match_id,match_date,season,competition,attendance,data_source
1741059,,2023/24,Ligue 1,,whoscored
1741060,2023-08-12,2023/24,Ligue 1,63787.0,whoscored
1741061,2023-08-13,2023/24,Ligue 1,25410.0,whoscored
1741062,2023-08-13,2023/24,Ligue 1,30578.0,whoscored
1741064,2023-08-13,2023/24,Ligue 1,10450.0,whoscored
1741074,2023-08-13,2023/24,Ligue 1,15852.0,whoscored
1741075,2023-08-11,2023/24,Ligue 1,29436.0,whoscored
1741076,2023-08-13,2023/24,Ligue 1,15085.0,whoscored
1741077,2023-08-12,2023/24,Ligue 1,47579.0,whoscored
1741078,2024-05-19,2023/24,Ligue 1,28455.0,whoscored
1741079,2024-05-19,2023/24,Ligue 1,37433.0,whoscored
1741080,2024-05-19,2023/24,Ligue 1,24050.0,whoscored
1741081,2024-05-19,2023/24,Ligue 1,57027.0,whoscored
1741082,2024-05-19,2023/24,Ligue 1,16077.0,whoscored
1741083,2024-05-19,2023/24,Ligue 1,45488.0,whoscored
1741084,2024-05-19,2023/24,Ligue 1,16176.0,whoscored
1741085,2024-05-19,2023/24,Ligue 1,7343.0,whoscored
1741086,2024-05-19,2023/24,Ligue 1,28885.0,whoscored
1741097,2024-01-13,2023/24,Ligue 1,26689.0,whoscored
1741098,2024-01-12,2023/24,Ligue 1,53616.0,whoscored
1741099,2024-01-13,2023/24,Ligue 1,4231.0,whoscored
1741100,2024-01-14,2023/24,Ligue 1,35204.0,whoscored
1741101,2024-01-14,2023/24,Ligue 1,38200.0,whoscored
1741102,2024-01-14,2023/24,Ligue 1,20866.0,whoscored
1741103,2024-01-14,2023/24,Ligue 1,23146.0,whoscored
1741104,2024-01-14,2023/24,Ligue 1,21065.0,whoscored
1741105,2024-01-14,2023/24,Ligue 1,12712.0,whoscored
1741106,2024-01-28,2023/24,Ligue 1,46905.0,whoscored
1741107,2024-01-28,2023/24,Ligue 1,27310.0,whoscored
1741108,2024-01-27,2023/24,Ligue 1,63029.0,whoscored
1741109,2024-01-28,2023/24,Ligue 1,15207.0,whoscored
1741110,2024-01-26,2023/24,Ligue 1,40516.0,whoscored
1741111,2024-01-27,2023/24,Ligue 1,20137.0,whoscored
1741112,2024-01-28,2023/24,Ligue 1,9047.0,whoscored
1741113,2024-01-28,2023/24,Ligue 1,14388.0,whoscored
1741114,2024-01-28,2023/24,Ligue 1,12575.0,whoscored
1741115,2024-02-02,2023/24,Ligue 1,25834.0,whoscored
1741116,2024-02-03,2023/24,Ligue 1,24898.0,whoscored
1741117,2024-02-04,2023/24,Ligue 1,5962.0,whoscored
1741118,2024-02-04,2023/24,Ligue 1,38597.0,whoscored
1741119,2024-02-04,2023/24,Ligue 1,46380.0,whoscored
1741120,2024-02-04,2023/24,Ligue 1,12817.0,whoscored
1741121,2024-02-03,2023/24,Ligue 1,34167.0,whoscored
1741122,2024-02-04,2023/24,Ligue 1,21044.0,whoscored
1741123,2024-02-04,2023/24,Ligue 1,13442.0,whoscored
1741124,2024-02-10,2023/24,Ligue 1,47716.0,whoscored
1741125,2024-02-24,2023/24,Ligue 1,25140.0,whoscored
1741126,2024-02-11,2023/24,Ligue 1,28933.0,whoscored
1741127,2024-02-25,2023/24,Ligue 1,24110.0,whoscored
1741128,2024-02-09,2023/24,Ligue 1,62686.0,whoscored
1741129,2024-02-25,2023/24,Ligue 1,61263.0,whoscored
1741130,2024-02-11,2023/24,Ligue 1,15096.0,whoscored
1741131,2024-02-24,2023/24,Ligue 1,16783.0,whoscored
1741132,2024-02-11,2023/24,Ligue 1,24788.0,whoscored
1741133,2024-02-25,2023/24,Ligue 1,22081.0,whoscored
1741134,2024-02-11,2023/24,Ligue 1,8893.0,whoscored
1741135,2024-02-25,2023/24,Ligue 1,37992.0,whoscored
1741136,2024-02-10,2023/24,Ligue 1,38161.0,whoscored
1741137,2024-02-25,2023/24,Ligue 1,22046.0,whoscored
1741138,2024-02-11,2023/24,Ligue 1,22702.0,whoscored
1741139,2024-02-23,2023/24,Ligue 1,27560.0,whoscored
1741140,2024-02-11,2023/24,Ligue 1,15519.0,whoscored
1741141,2024-03-03,2023/24,Ligue 1,28615.0,whoscored
1741142,2024-03-03,2023/24,Ligue 1,25507.0,whoscored
1741143,2024-02-18,2023/24,Ligue 1,25103.0,whoscored
1741144,2024-03-01,2023/24,Ligue 1,14700.0,whoscored
1741145,2024-02-18,2023/24,Ligue 1,27501.0,whoscored
1741146,2024-03-03,2023/24,Ligue 1,48242.0,whoscored
1741147,2024-02-18,2023/24,Ligue 1,4702.0,whoscored
1741148,2024-03-02,2023/24,Ligue 1,10592.0,whoscored
1741149,2024-02-17,2023/24,Ligue 1,40317.0,whoscored
1741150,2024-03-02,2023/24,Ligue 1,16452.0,whoscored
