whoscored_player_id,player_name,whoscored_team_id,team_name,position,shirt_no,season,competition,data_source
145427,Pau López,249,Marseille,GK,16,2023/24,Ligue 1,whoscored
301869,Jonathan Clauss,249,Marseille,DR,7,2023/24,Ligue 1,whoscored
104368,Chancel Mbemba,249,Marseille,DC,99,2023/24,Ligue 1,whoscored
234376,Samuel Gigot,249,Marseille,DC,4,2023/24,Ligue 1,whoscored
326646,Renan Lodi,249,Marseille,DL,12,2023/24,Ligue 1,whoscored
471062,François Mughe,249,Marseille,MR,24,2023/24,Ligue 1,whoscored
91978,Geoffrey Kondogbia,249,Marseille,MC,19,2023/24,Ligue 1,whoscored
231144,Valentin Rongier,249,Marseille,MC,21,2023/24,Ligue 1,whoscored
392361,Azzedine Ounahi,249,Marseille,ML,8,2023/24,Ligue 1,whoscored
366116,Iliman Ndiaye,249,Marseille,FW,29,2023/24,Ligue 1,whoscored
407949,Vítinha,249,Marseille,FW,9,2023/24,Ligue 1,whoscored
101017,Jordan Veretout,249,Marseille,Sub,27,2023/24,Ligue 1,whoscored
328983,Mattéo Guendouzi,249,Marseille,Sub,6,2023/24,Ligue 1,whoscored
44120,Pierre-Emerick Aubameyang,249,Marseille,Sub,10,2023/24,Ligue 1,whoscored
322668,Amine Harit,249,Marseille,Sub,11,2023/24,Ligue 1,whoscored
322670,Ismaïla Sarr,249,Marseille,Sub,23,2023/24,Ligue 1,whoscored
422240,Bilal Nadir,249,Marseille,Sub,34,2023/24,Ligue 1,whoscored
470696,Emran Soglo,249,Marseille,Sub,37,2023/24,Ligue 1,whoscored
120335,Rubén Blanco,249,Marseille,Sub,36,2023/24,Ligue 1,whoscored
444816,Isaak Touré,249,Marseille,Sub,95,2023/24,Ligue 1,whoscored
319767,Yehvann Diouf,950,Reims,GK,94,2023/24,Ligue 1,whoscored
115882,Thomas Foket,950,Reims,DR,32,2023/24,Ligue 1,whoscored
377586,Joseph Okumu,950,Reims,DC,2,2023/24,Ligue 1,whoscored
234352,Yunis Abdelhamid,950,Reims,DC,5,2023/24,Ligue 1,whoscored
425406,Josh Wilson-Esbrand,950,Reims,DL,19,2023/24,Ligue 1,whoscored
455515,Amir Richardson,950,Reims,DMC,8,2023/24,Ligue 1,whoscored
355960,Azor Matusiwa,950,Reims,DMC,21,2023/24,Ligue 1,whoscored
370255,Junya Ito,950,Reims,AMR,7,2023/24,Ligue 1,whoscored
377411,Marshall Munetsi,950,Reims,AMC,15,2023/24,Ligue 1,whoscored
409093,Reda Khadra,950,Reims,AML,14,2023/24,Ligue 1,whoscored
454324,Oumar Diakité,950,Reims,FW,22,2023/24,Ligue 1,whoscored
444747,Amine Salama,950,Reims,Sub,11,2023/24,Ligue 1,whoscored
474335,Valentin Atangana,950,Reims,Sub,6,2023/24,Ligue 1,whoscored
476430,Thérence Koudou,950,Reims,Sub,45,2023/24,Ligue 1,whoscored
399305,Teddy Teuma,950,Reims,Sub,10,2023/24,Ligue 1,whoscored
379700,Keito Nakamura,950,Reims,Sub,17,2023/24,Ligue 1,whoscored
296113,Alexandre Olliero,950,Reims,Sub,96,2023/24,Ligue 1,whoscored
482831,Mamadou Diakhon,950,Reims,Sub,67,2023/24,Ligue 1,whoscored
430306,Ibrahim Diakité,950,Reims,Sub,41,2023/24,Ligue 1,whoscored
427362,Kamory Doumbia,950,Reims,Sub,3,2023/24,Ligue 1,whoscored
78386,Matz Sels,148,Strasbourg,GK,1,2023/24,Ligue 1,whoscored
432173,Ismaël Doukouré,148,Strasbourg,DC,29,2023/24,Ligue 1,whoscored
345386,Gerzino Nyamsi,148,Strasbourg,DC,22,2023/24,Ligue 1,whoscored
437430,Abakar Sylla,148,Strasbourg,DC,24,2023/24,Ligue 1,whoscored
260493,Frédéric Guilbert,148,Strasbourg,DMR,2,2023/24,Ligue 1,whoscored
101911,Thomas Delaine,148,Strasbourg,DML,3,2023/24,Ligue 1,whoscored
107891,Sanjin Prcic,148,Strasbourg,MC,14,2023/24,Ligue 1,whoscored
320242,Jean-Ricner Bellegarde,148,Strasbourg,MC,17,2023/24,Ligue 1,whoscored
345661,Jessy Deminguet,148,Strasbourg,MC,7,2023/24,Ligue 1,whoscored
400163,Emmanuel Emegha,148,Strasbourg,FW,10,2023/24,Ligue 1,whoscored
329620,Lebo Mothiba,148,Strasbourg,FW,12,2023/24,Ligue 1,whoscored
19453,Kevin Gameiro,148,Strasbourg,Sub,9,2023/24,Ligue 1,whoscored
306766,Ibrahima Sissoko,148,Strasbourg,Sub,27,2023/24,Ligue 1,whoscored
402130,Dilane Bakwa,148,Strasbourg,Sub,26,2023/24,Ligue 1,whoscored
404952,Marvin Senaya,148,Strasbourg,Sub,28,2023/24,Ligue 1,whoscored
404491,Ângelo,148,Strasbourg,Sub,23,2023/24,Ligue 1,whoscored
437775,Junior Mwanga,148,Strasbourg,Sub,18,2023/24,Ligue 1,whoscored
375340,Lucas Perrin,148,Strasbourg,Sub,5,2023/24,Ligue 1,whoscored
430870,Alaa Bellaarouch,148,Strasbourg,Sub,36,2023/24,Ligue 1,whoscored
139111,Jean-Eudes Aholou,148,Strasbourg,Sub,6,2023/24,Ligue 1,whoscored
24854,Rémy Riou,228,Lyon,GK,17,2023/24,Ligue 1,whoscored
364214,Clinton Mata,228,Lyon,DR,22,2023/24,Ligue 1,whoscored
251134,Duje Caleta-Car,228,Lyon,DC,55,2023/24,Ligue 1,whoscored
397366,Sinaly Diomandé,228,Lyon,DC,2,2023/24,Ligue 1,whoscored
83809,Nicolás Tagliafico,228,Lyon,DL,3,2023/24,Ligue 1,whoscored
134894,Corentin Tolisso,228,Lyon,DMC,8,2023/24,Ligue 1,whoscored
444509,Johann Lepenant,228,Lyon,DMC,24,2023/24,Ligue 1,whoscored
425366,Bradley Barcola,228,Lyon,AMR,26,2023/24,Ligue 1,whoscored
368272,Maxence Caqueret,228,Lyon,AMC,6,2023/24,Ligue 1,whoscored
386153,Rayan Cherki,228,Lyon,AML,18,2023/24,Ligue 1,whoscored
73078,Alexandre Lacazette,228,Lyon,FW,10,2023/24,Ligue 1,whoscored
455521,Saël Kumbedi,228,Lyon,Sub,20,2023/24,Ligue 1,whoscored
401593,Amin Sarr,228,Lyon,Sub,7,2023/24,Ligue 1,whoscored
440084,Jeffinho,228,Lyon,Sub,47,2023/24,Ligue 1,whoscored
132704,Henrique,228,Lyon,Sub,21,2023/24,Ligue 1,whoscored
277239,Jeff Reine-Adélaïde,228,Lyon,Sub,77,2023/24,Ligue 1,whoscored
467913,Mamadou Sarr,228,Lyon,Sub,29,2023/24,Ligue 1,whoscored
320590,Tino Kadewere,228,Lyon,Sub,11,2023/24,Ligue 1,whoscored
492428,Mathieu Patouillet,228,Lyon,Sub,16,2023/24,Ligue 1,whoscored
444510,Mohamed El Arouch,228,Lyon,Sub,84,2023/24,Ligue 1,whoscored
300590,Alban Lafont,302,Nantes,GK,1,2023/24,Ligue 1,whoscored
300608,Ronaël Pierre-Gabriel,302,Nantes,DC,18,2023/24,Ligue 1,whoscored
84899,Nicolas Pallois,302,Nantes,DC,4,2023/24,Ligue 1,whoscored
469641,Nathan Zézé,302,Nantes,DC,44,2023/24,Ligue 1,whoscored
256539,Marcus Coco,302,Nantes,MR,11,2023/24,Ligue 1,whoscored
342571,Samuel Moutoussamy,302,Nantes,MC,8,2023/24,Ligue 1,whoscored
297409,Pedro Chirivella,302,Nantes,MC,5,2023/24,Ligue 1,whoscored
411087,Quentin Merlin,302,Nantes,ML,29,2023/24,Ligue 1,whoscored
114169,Florent Mollet,302,Nantes,AMC,25,2023/24,Ligue 1,whoscored
202185,Moses Simon,302,Nantes,FW,27,2023/24,Ligue 1,whoscored
409837,Mostafa Mohamed,302,Nantes,FW,31,2023/24,Ligue 1,whoscored
294185,Douglas Augusto,302,Nantes,Sub,6,2023/24,Ligue 1,whoscored
419077,Marquinhos,302,Nantes,Sub,10,2023/24,Ligue 1,whoscored
438657,Jaouen Hadjam,302,Nantes,Sub,26,2023/24,Ligue 1,whoscored
27973,Denis Petric,302,Nantes,Sub,30,2023/24,Ligue 1,whoscored
380713,Abdoul Kader Bamba,302,Nantes,Sub,12,2023/24,Ligue 1,whoscored
496917,Bastien Meupiyou,302,Nantes,Sub,45,2023/24,Ligue 1,whoscored
425127,Yannis M'Bemba,302,Nantes,Sub,22,2023/24,Ligue 1,whoscored
29595,Moussa Sissoko,302,Nantes,Sub,17,2023/24,Ligue 1,whoscored
444093,Lamine Diack,302,Nantes,Sub,14,2023/24,Ligue 1,whoscored
468899,Guillaume Restes,246,Toulouse,GK,50,2023/24,Ligue 1,whoscored
372412,Mikkel Desler,246,Toulouse,DR,3,2023/24,Ligue 1,whoscored
402059,Rasmus Nicolaisen,246,Toulouse,DC,2,2023/24,Ligue 1,whoscored
389130,Logan Costa,246,Toulouse,DC,6,2023/24,Ligue 1,whoscored
375342,Moussa Diarra,246,Toulouse,DL,23,2023/24,Ligue 1,whoscored
361693,Denis Genreau,246,Toulouse,MC,5,2023/24,Ligue 1,whoscored
