id_sofascore,canonical_name,team_id_ss,team_name,competition,season,source
2622.0,Remko Pasveer,,,,,
27035.0,André Ayew,,,,,
32386.0,Aaron Meijers,,,,,
35193.0,Ricky van Wolfswinkel,,,,,
35208.0,Tjaronn Chery,,,,,
36781.0,Michiel Kramer,,,,,
38710.0,Ivan Perišić,,,,,
46900.0,Nick Viergever,,,,,
47753.0,Bryan Linssen,,,,,
58994.0,Denis Odoi,,,,,
70930.0,Bram Nuytinck,,,,,
74577.0,Patrick van Aanholt,,,,,
76160.0,Marvin Peersman,,,,,
78730.0,Ivo Pinto,,,,,
97410.0,Davy Klaassen,,,,,
99960.0,Jens Toornstra,,,,,
100386.0,Steven Berghuis,,,,,
106154.0,Mawouna Amevor,,,,,
116946.0,Jordy Clasie,,,,,
116947.0,Bruno Martins Indi,,,,,
121588.0,Gernot Trauner,,,,,
127554.0,Mike te Wierik,,,,,
127846.0,Eli Dasa,,,,,
132674.0,Mario Engels,,,,,
133168.0,Gerrit Nauber,,,,,
138534.0,Raheem Sterling,,,,,
138828.0,Jetro Willems,,,,,
138830.0,Jean-Paul Boëtius,,,,,
138837.0,Terence Kongolo,,,,,
138842.0,Joris van Overeem,,,,,
146401.0,Thomas Bruns,,,,,
146871.0,Mattijs Branderhorst,,,,,
148615.0,Paul Gladon,,,,,
148623.0,Virgil Misidjan,,,,,
149731.0,Sébastien Haller,,,,,
150494.0,Mike van Duinen,,,,,
152414.0,Mike Van der Hoorn,,,,,
156676.0,Robert Mühren,,,,,
163541.0,Mats Seuntjens,,,,,
190435.0,Marko Pjaca,,,,,
192290.0,Mitchell Paulissen,,,,,
192308.0,Alassane Pléa,,,,,
193462.0,James Lawrence,,,,,
196082.0,Robin Pröpper,,,,,
218160.0,Bertrand Traoré,,,,,
226762.0,Fredrik Jensen,,,,,
235538.0,Younes Namli,,,,,
252215.0,Wout Weghorst,,,,,
252885.0,Brandley Kuwas,,,,,
253065.0,Anthony van den Hurk,,,,,
253875.0,Timon Wellenreuther,,,,,
268701.0,Ronald Koeman Jr,,,,,
277331.0,Alen Halilović,,,,,
302690.0,Danny Bakker,,,,,
313264.0,Henk Veerman,,,,,
318575.0,Damon Mirani,,,,,
318745.0,Oskar Zawada,,,,,
333571.0,Ryan Thomas,,,,,
336811.0,Clint Leemans,,,,,
339809.0,Thomas Didillon,,,,,
339879.0,Bas Kuipers,,,,,
347726.0,Vasilis Barkas,,,,,
360006.0,Finn Stokkers,,,,,
361780.0,Calvin Verdonk,,,,,
366942.0,Kristoffer Peterson,,,,,
385300.0,Jeff Hardeveld,,,,,
385708.0,Vito van Crooij,,,,,
539294.0,Mounir El Allouchi,,,,,
544532.0,Bilal Ould-Chikh,,,,,
571964.0,Enes Mahmutović,,,,,
578344.0,Arno Verschueren,,,,,
581080.0,Mohamed Hamdaoui,,,,,
591044.0,Dimitris Limnios,,,,,
610396.0,Joël Drommel,,,,,
788284.0,Ajdin Hrustić,,,,,
788971.0,Juninho Bacuna,,,,,
790179.0,Cyle Larin,,,,,
790989.0,Ko Itakura,,,,,
793742.0,Joris Kramer,,,,,
794013.0,Mats Deijl,,,,,
794014.0,Luuk Brouwers,,,,,
794362.0,Emil Hansson,,,,,
794990.0,Siebe Horemans,,,,,
795135.0,Pelle Clement,,,,,
795761.0,Kasper Dolberg,,,,,
796279.0,Jordan Lotomba,,,,,
796943.0,Tobias Lauritsen,,,,,
797279.0,Bart Nieuwkoop,,,,,
798180.0,Thomas Ouwejan,,,,,
803021.0,Sherel Constancio Floranus,,,,,
803027.0,Teun Bijleveld,,,,,
804434.0,Takehiro Tomiyasu,,,,,
804489.0,Richard van der Venne,,,,,
