understat_team_id,team_name
160,Lille
161,Paris Saint Germain
163,Rennes
164,Marseille
166,Montpellier
167,Angers
168,Nantes
170,Nice
171,Monaco
172,Troyes
174,Toulouse
175,Saint-Etienne
176,Bordeaux
177,Reims
178,Lyon
179,Lorient
180,Metz
181,Dijon
210,Lens
225,Strasbourg
235,Nimes
241,Brest
270,Clermont Foot
274,Ajaccio
275,Auxerre
282,Le Havre
290,Paris FC
