understat_player_id,player_name
6088,Orel Mangala
6147,Denis Zakaria
6238,Ignatius Ganago
6308,Jessy Deminguet
6332,Willem Geubbels
6333,Elisha Owusu
6401,Amine Gouiri
6420,Romain Faivre
6452,Mahdi Camara
6500,Romain Perraud
6601,Timothy Weah
6846,Sofiane Diop
6874,Yann Gboho
6895,Jordan Lefort
6904,Ibrahima Sissoko
6905,Ludovic Ajorque
6923,Mohammed Salisu
6935,Naif Aguerd
6986,Hamed Junior Traore
7081,Francisco Sierralta
7169,Moses Simon
7206,Jonathan Gradit
7313,Lee Kang-In
7453,Khvicha Kvaratskhelia
7486,Leonardo Balerdi
7490,Mason Greenwood
7501,Amadou Haidara
7562,Eric Junior Dina Ebimbe
7631,Sebastian Szymanski
7649,Younes Namli
7732,Haris Belkebla
7736,Brendan Chardonnet
7739,Joris Chotard
7747,Mama Baldé
7763,Fabien Centonze
7765,Thomas Delaine
7908,Marshall Munetsi
7967,Anssumane Fati
8050,Hichem Boudaoui
8119,Boubacar Traore
8187,Georges Mikautadze
8190,Melvin Bard
8239,Takumi Minamino
8287,Mbwana Samatta
8372,Lucas Gourna Douath
8646,Wout Faes
8647,Thibault De Smet
8664,Facundo Medina
8677,Lilian Brassier
8684,Fodé Doucouré
8685,Mohamed Ali-Cho
8686,Cheick Tidiane Sabaly
8690,Jean-Phillipe Krasso
8697,Jonathan Clauss
8701,Timothee Pembele
8703,Sinaly Diomande
8768,Kevin Omoruyi
8777,Vitinha
8920,Dilane Bakwa
8970,Sékou Mara
8997,Terem Igobor Moffi
9001,Martín Satriano
9092,Marvin Senaya
9182,Sepe Elye Wahi
9220,Charlie Cresswell
9250,Reda Khadra
9274,Naouirou Ahamada
9279,Krépin Diatta
9345,Ahmadou Bamba Dieng
9399,Quentin Merlin
9444,Felix Correia
9490,Matthis Abline
9514,Antoine Mendy
9523,Andy Diouf
9563,Mamadou Mbow
9632,Deiver Machado
9633,Przemyslaw Frankowski
9642,Salis Abdul Samed
9645,Jim Allevinah
9652,Alidu Seidu
9655,Pablo Rosario
9656,Ilan Kebbal
9659,Bradley Locko
9661,Igor Silva
9673,Bilal Nadir
9690,Folarin Balogun
9699,Bamo Meïté
9807,Gideon Mensah
9833,Andrew Omobamidele
9873,Montassar Talbi
9885,Tanner Tessmann
9929,Théo Le Bris
9961,Nuno Mendes
10016,Bradley Barcola
10057,Felix Lemarechal
10058,Maghnes Akliouche
10074,Sambou Soumano
10091,Tyler Morton
10100,Kamory Doumbia
10169,Diego Coppola
10172,Jonathan Rowe
10193,Frank Magri
10243,Jacques Ekomie
10270,Lohann Doucet
10271,Vanderson
10295,Louis Mouton
10347,Pablo Pagis
10349,Mika Biereth
10390,Ismaël Doukouré
10431,Désiré Doué
10467,Soumaila Coulibaly
10485,Guemissongui Ouattara
10517,Yassin Belkhdim
10581,Junior Mwanga
10620,Luca Koleosho
10701,Nicolás Tagliafico
10702,Johann Lepenant
10771,Ben Seghir
10786,Warren Zaïre-Emery
10788,Rasmus Nicolaisen
10789,Anthony Rouault
10790,Branco van den Boomen
10810,Alexsandro Ribeiro
10815,Lassine Sinayoko
10818,Kévin Danois
10831,Mostafa Mohamed
10844,Darline Yongwa
10868,Guela Doué
10923,Himad Abdelli
11016,Ousmane Camara
11046,Abdallah Sima
11058,Julio Enciso
11061,Michel Diaz
11062,Badredine Bouanani
11065,Remy Labeau Lascary
11131,Christian Mawissa Elebi
11132,Ethan Nwaneri
11142,Pierre Ganiou
11157,Sael Kumbedi
11164,Martial Godo
11253,Mamadou Sarr
11259,Julien Le Cardinal
11291,Warren Kamanzi
11294,Lilian Raolisoa
11295,David Datro Fofana
11318,Abner
11371,Ibrahim Salah
11486,Illia Zabarnyi
11494,Justin-Noel Kalumba
11515,Tom Louchet
11545,Jérémy Jacquet
11618,Samuel Amo-Ameyaw
11710,Simon Adingra
11756,Tiago Santos
11757,Hákon Haraldsson
11762,Morgan Guilavogui
11767,Gonçalo Ramos
11777,Cristian Cásseres Jr.
11782,Mousa Al Tamari
11787,Loïc Négo
11788,Arouna Sangante
11789,Josué Casimir
11790,Rassoul Ndiaye
11792,Issa Soumaré
11795,Yassine Kechta
11797,Maxime Colin
11798,Koffi Kouao
11799,Lamine Camara
11802,Malick Mbaye
11806,Sadibou Sané
11816,Abakar Sylla
11817,Emanuel Emegha
11819,Clinton Mata
11910,William Pacho
11946,Mohamed Kaba
11962,Oussama El Azzouzi
11978,Diego Moreira
12000,Ibou Sané
12004,Joel Mvuka
12038,Fabian Rieder
12041,Roman Yaremchuk
12045,Aron Dønnum
12049,Aiyegun Tosin
12060,Ernest Nuamah
12066,Ethan Mbappé
12111,Amir Murillo
12159,Mahamadou Nagida
12162,Ayyoub Bouaddi
12186,Kassoum Ouattara
12255,Paris Brunner
12258,Luc Zogbe
12284,Samir El Mourabet
12285,Mamadou Coulibaly
12317,Nhoa Sangui
12328,Arthur Avom
12330,Noah Edjouma
12336,Malick Fofana
12344,Anthony Bermont
12345,Senny Mayulu
12346,Beraldo
12376,Lucas Michal
12381,Panos Katseris
12382,Nathaniel Adjei
12383,Mohamed Bamba
12387,Dehmaine Assoumani
12392,Arthur Vermeeren
12400,Rabby Nzingoula
12413,Joaquín Panichelli
12426,Stanis Idumbo Muzambo
12446,Simon Ebonog
12451,Djaoui Cissé
12498,Valentín Barco
12601,Darryl Bakola
12732,Yanis Zouaoui
12733,Ibrahim Mbaye
12734,João Neves
12800,Ngal&#039;ayel Mukau
12801,Osame Sahraoui
12804,George Ilenikhena
12808,Mathis Amougou
12824,Clément Akpa
12826,Lasso Coulibaly
12841,Dayann Methalie
12842,Mark McKenzie
12844,Bahereba Guirassy
12846,Louis Leroux
12847,Sidiki Chérif
12848,Florent Hanin
12850,Esteban Lepaul
12851,Emmanuel Biumla
12884,Endrick
12950,Jordan Teze
12970,Sebastian Nanasi
13016,Hong Hyun-Seok
13024,Serigne Diop
13051,Matias Fernandez-Pardo
13053,Saud Abdulhamid
13070,Ali Abdi
13091,Jaydee Canvot
13100,Juma Bah
13141,Kyllian Antonio
13158,Marius Courcoul
13159,Marius Louãr
13206,Matt O&#039;Riley
13210,Mohamed Meïté
13214,Aladji Bamba
13265,Everton Pereira
13281,Bernard Nguene
13283,Raphaël Le Guen
13329,Abdelhamid Aït Boudlal
13330,Robinio Vaz
13335,Goduine Koyalipou
13388,Justin Bourgault
13407,Fredrik Oppegård
13432,Nidal Celik
13471,Soriba Diaoune
13506,Rayan Fofana
13548,Stephan Zagadou
13552,Hamidou Makalou
13577,Rudy Matondo
13596,Telli Siwe
13604,Prosper Peter
13608,Ilyas Azizi
13612,Lanroy Machine
13626,Quentin Ndjantou
13732,Samson Baidoo
13733,Andrija Bulatovic
13734,Adam Karabec
13735,Pavel Sulc
13736,Khalis Merah
13737,Mathys de Carvalho
13738,Ruben Kluivert
13739,Afonso Moreira
13742,Ayumu Seko
13743,Godson Kyeremeh
13744,Felix Mambimbi
13749,Dro Fernández
13750,Kojo Peprah Oppong
13751,Isak Jansson
13752,Gabin Bernardeau
13755,Mário Sauer
13756,Santiago Hidalgo
13757,Alexis Vossah
13758,Seny Koumbassa
13782,Nathan Ngoy
13783,Marius Broholm
13792,Ibrahim Osman
13793,Lamine Sy
13794,Arsène Kouassi
13795,Dermane Karim
13800,Samir Chergui
13801,Alimami Gory
13802,Nouha Dicko
13804,Tuomas Ollila
13805,Adama Camara
13808,Michel Mboula
13809,Giorgi Tsitaishvili
13810,Brian Madjo
13811,Idrissa Gueye
13812,Alpha Touré
13813,Giorgi Abuashvili
13815,Morgan Bokele
13817,Lucas Høgsberg
13818,Kendry Páez
13819,Maxi Oyedele
13825,Tylel Tati
13826,Kwon Hyeok-Kyu
13827,Yassine Benhattab
13828,Amady Camara
13871,Otávio
13888,Danny Namaso
13904,Abdoulaye Faye
13906,Nordan Mukiele
13916,Rafael Luís
13917,Mamadou Sangaré
13918,Julián Vignolo
13968,Daouda Guindo
13975,Noah Cadiou
13976,Hamza Igamane
13999,Terry Yegbe
14010,Igor Paixão
14031,Charles Vanhoutte
14032,Tiago Gouveia
14033,Mayckel Lahdo
14034,Bahmed Deuff
14048,Calvin Verdonk
14049,Abu Francis
14052,Pathé Mboup
14082,Emersonn
14083,Enzo Koffi
14098,Pape Cabral
14131,Amine Sbaï
14132,Djibirin Harouna
14147,Believe Munongo
14159,Tadjidine Mmadi
14160,Dan Sinaté
14195,Adil Hamdani
14201,Elias Legendre
14229,Noam Obougou
14241,Kenny Quetant
14296,Everton Pereira da Silva
14358,Pape Diop
14359,Gessime Yassine
14363,Rémi Himbert
14376,Quinten Timber
14379,Kail Boudache
14406,Noah Nartey
14407,Nathan Mbala
14408,Bryan Okoh
14431,Giorgi Kvilitaia
14432,Ali Youssif
14435,Jacen Russell-Rowe
14459,Yassir Zabiri
14499,Tochukwu Nnadi
14511,Ange Lago
14532,Jahyann Pandore
14576,Ugo El Kadmiri
14577,Nouhoum Kamissoko
14581,Idrissa Sabaly
14597,Pierre Mounguengue
14605,Yaya Diémé
14608,Mezian Soares
