id_sofascore,match_date,competition,season,home_team_id_ss,away_team_id_ss,home_team_name,away_team_name,home_score,away_score,data_source
14065177,2025-12-14,Bundesliga,Bundesliga 25/26,2538,2673,SC Freiburg,Borussia Dortmund,1.0,1.0,sofascore
14065174,2025-12-14,Bundesliga,Bundesliga 25/26,2672,2556,FC Bayern München,1. FSV Mainz 05,2.0,2.0,sofascore
14062137,2025-12-14,Bundesliga,Bundesliga 25/26,2534,2677,SV Werder Bremen,VfB Stuttgart,0.0,4.0,sofascore
14062163,2025-12-19,Bundesliga,Bundesliga 25/26,2673,2527,Borussia Dortmund,Borussia M'gladbach,2.0,0.0,sofascore
14062151,2025-12-20,Bundesliga,Bundesliga 25/26,2600,2534,FC Augsburg,SV Werder Bremen,0.0,0.0,sofascore
14062142,2025-12-20,Bundesliga,Bundesliga 25/26,2671,2547,1. FC Köln,1. FC Union Berlin,0.0,1.0,sofascore
14062162,2025-12-20,Bundesliga,Bundesliga 25/26,2524,2538,VfL Wolfsburg,SC Freiburg,3.0,4.0,sofascore
14062160,2025-12-20,Bundesliga,Bundesliga 25/26,2677,2569,VfB Stuttgart,TSG Hoffenheim,0.0,0.0,sofascore
14065123,2025-10-26,Bundesliga,Bundesliga 25/26,2677,2556,VfB Stuttgart,1. FSV Mainz 05,2.0,1.0,sofascore
14065133,2025-10-31,Bundesliga,Bundesliga 25/26,2600,2673,FC Augsburg,Borussia Dortmund,0.0,1.0,sofascore
14065130,2025-11-01,Bundesliga,Bundesliga 25/26,2556,2534,1. FSV Mainz 05,SV Werder Bremen,1.0,1.0,sofascore
14065135,2025-11-01,Bundesliga,Bundesliga 25/26,2526,2527,FC St. Pauli,Borussia M'gladbach,0.0,4.0,sofascore
14065134,2025-11-01,Bundesliga,Bundesliga 25/26,2547,2538,1. FC Union Berlin,SC Freiburg,0.0,0.0,sofascore
14065136,2025-11-01,Bundesliga,Bundesliga 25/26,5885,2674,1. FC Heidenheim,Eintracht Frankfurt,1.0,1.0,sofascore
14065132,2025-11-01,Bundesliga,Bundesliga 25/26,36360,2677,RB Leipzig,VfB Stuttgart,3.0,1.0,sofascore
14065128,2025-11-01,Bundesliga,Bundesliga 25/26,2672,2681,FC Bayern München,Bayer 04 Leverkusen,3.0,0.0,sofascore
14065139,2025-11-02,Bundesliga,Bundesliga 25/26,2671,2676,1. FC Köln,Hamburger SV,4.0,1.0,sofascore
14065131,2025-11-02,Bundesliga,Bundesliga 25/26,2524,2569,VfL Wolfsburg,TSG Hoffenheim,2.0,3.0,sofascore
14065138,2025-11-07,Bundesliga,Bundesliga 25/26,2534,2524,SV Werder Bremen,VfL Wolfsburg,2.0,1.0,sofascore
14065145,2025-11-08,Bundesliga,Bundesliga 25/26,2569,36360,TSG Hoffenheim,RB Leipzig,3.0,1.0,sofascore
14065137,2025-11-08,Bundesliga,Bundesliga 25/26,2681,5885,Bayer 04 Leverkusen,1. FC Heidenheim,6.0,0.0,sofascore
14065146,2025-11-08,Bundesliga,Bundesliga 25/26,2676,2673,Hamburger SV,Borussia Dortmund,1.0,1.0,sofascore
14065143,2025-11-08,Bundesliga,Bundesliga 25/26,2547,2672,1. FC Union Berlin,FC Bayern München,2.0,2.0,sofascore
14065144,2025-11-08,Bundesliga,Bundesliga 25/26,2527,2671,Borussia M'gladbach,1. FC Köln,3.0,1.0,sofascore
14065142,2025-11-09,Bundesliga,Bundesliga 25/26,2538,2526,SC Freiburg,FC St. Pauli,2.0,1.0,sofascore
14065141,2025-11-09,Bundesliga,Bundesliga 25/26,2677,2600,VfB Stuttgart,FC Augsburg,3.0,2.0,sofascore
14065140,2025-11-09,Bundesliga,Bundesliga 25/26,2674,2556,Eintracht Frankfurt,1. FSV Mainz 05,1.0,0.0,sofascore
14065149,2025-11-21,Bundesliga,Bundesliga 25/26,2556,2569,1. FSV Mainz 05,TSG Hoffenheim,1.0,1.0,sofascore
14065152,2025-11-22,Bundesliga,Bundesliga 25/26,2600,2676,FC Augsburg,Hamburger SV,1.0,0.0,sofascore
14065153,2025-11-22,Bundesliga,Bundesliga 25/26,5885,2527,1. FC Heidenheim,Borussia M'gladbach,0.0,3.0,sofascore
14065150,2025-11-22,Bundesliga,Bundesliga 25/26,2524,2681,VfL Wolfsburg,Bayer 04 Leverkusen,1.0,3.0,sofascore
14065147,2025-11-22,Bundesliga,Bundesliga 25/26,2673,2677,Borussia Dortmund,VfB Stuttgart,3.0,3.0,sofascore
14065148,2025-11-22,Bundesliga,Bundesliga 25/26,2672,2538,FC Bayern München,SC Freiburg,6.0,2.0,sofascore
14065155,2025-11-22,Bundesliga,Bundesliga 25/26,2671,2674,1. FC Köln,Eintracht Frankfurt,3.0,4.0,sofascore
14065151,2025-11-23,Bundesliga,Bundesliga 25/26,36360,2534,RB Leipzig,SV Werder Bremen,2.0,0.0,sofascore
14065154,2025-11-23,Bundesliga,Bundesliga 25/26,2526,2547,FC St. Pauli,1. FC Union Berlin,0.0,1.0,sofascore
14065166,2025-11-28,Bundesliga,Bundesliga 25/26,2527,36360,Borussia M'gladbach,RB Leipzig,0.0,0.0,sofascore
14065163,2025-11-29,Bundesliga,Bundesliga 25/26,2569,2600,TSG Hoffenheim,FC Augsburg,3.0,0.0,sofascore
14065092,2025-09-27,Bundesliga,Bundesliga 25/26,2527,2674,Borussia M'gladbach,Eintracht Frankfurt,4.0,6.0,sofascore
14065097,2025-09-28,Bundesliga,Bundesliga 25/26,2538,2569,SC Freiburg,TSG Hoffenheim,1.0,1.0,sofascore
14065099,2025-09-28,Bundesliga,Bundesliga 25/26,2671,2677,1. FC Köln,VfB Stuttgart,1.0,2.0,sofascore
14065101,2025-09-28,Bundesliga,Bundesliga 25/26,2547,2676,1. FC Union Berlin,Hamburger SV,0.0,0.0,sofascore
14065113,2025-10-03,Bundesliga,Bundesliga 25/26,2569,2671,TSG Hoffenheim,1. FC Köln,0.0,1.0,sofascore
14065106,2025-10-04,Bundesliga,Bundesliga 25/26,2534,2526,SV Werder Bremen,FC St. Pauli,1.0,0.0,sofascore
14065107,2025-10-04,Bundesliga,Bundesliga 25/26,2600,2524,FC Augsburg,VfL Wolfsburg,3.0,1.0,sofascore
14065104,2025-10-04,Bundesliga,Bundesliga 25/26,2681,2547,Bayer 04 Leverkusen,1. FC Union Berlin,2.0,0.0,sofascore
14065098,2025-10-04,Bundesliga,Bundesliga 25/26,2673,36360,Borussia Dortmund,RB Leipzig,1.0,1.0,sofascore
14065100,2025-10-04,Bundesliga,Bundesliga 25/26,2674,2672,Eintracht Frankfurt,FC Bayern München,0.0,3.0,sofascore
14065105,2025-10-05,Bundesliga,Bundesliga 25/26,2677,5885,VfB Stuttgart,1. FC Heidenheim,1.0,0.0,sofascore
14065108,2025-10-05,Bundesliga,Bundesliga 25/26,2676,2556,Hamburger SV,1. FSV Mainz 05,4.0,0.0,sofascore
14065110,2025-10-05,Bundesliga,Bundesliga 25/26,2527,2538,Borussia M'gladbach,SC Freiburg,0.0,0.0,sofascore
14065117,2025-10-17,Bundesliga,Bundesliga 25/26,2547,2527,1. FC Union Berlin,Borussia M'gladbach,3.0,1.0,sofascore
14065119,2025-10-18,Bundesliga,Bundesliga 25/26,2671,2600,1. FC Köln,FC Augsburg,1.0,1.0,sofascore
14065118,2025-10-18,Bundesliga,Bundesliga 25/26,5885,2534,1. FC Heidenheim,SV Werder Bremen,2.0,2.0,sofascore
14065115,2025-10-18,Bundesliga,Bundesliga 25/26,2524,2677,VfL Wolfsburg,VfB Stuttgart,0.0,3.0,sofascore
14065114,2025-10-18,Bundesliga,Bundesliga 25/26,36360,2676,RB Leipzig,Hamburger SV,2.0,1.0,sofascore
14065112,2025-10-18,Bundesliga,Bundesliga 25/26,2556,2681,1. FSV Mainz 05,Bayer 04 Leverkusen,3.0,4.0,sofascore
14065109,2025-10-18,Bundesliga,Bundesliga 25/26,2672,2673,FC Bayern München,Borussia Dortmund,2.0,1.0,sofascore
14065111,2025-10-19,Bundesliga,Bundesliga 25/26,2538,2674,SC Freiburg,Eintracht Frankfurt,2.0,2.0,sofascore
14065116,2025-10-19,Bundesliga,Bundesliga 25/26,2526,2569,FC St. Pauli,TSG Hoffenheim,0.0,3.0,sofascore
14065124,2025-10-24,Bundesliga,Bundesliga 25/26,2534,2547,SV Werder Bremen,1. FC Union Berlin,1.0,0.0,sofascore
14065126,2025-10-25,Bundesliga,Bundesliga 25/26,2569,5885,TSG Hoffenheim,1. FC Heidenheim,3.0,1.0,sofascore
14065129,2025-10-25,Bundesliga,Bundesliga 25/26,2676,2524,Hamburger SV,VfL Wolfsburg,0.0,1.0,sofascore
14065120,2025-10-25,Bundesliga,Bundesliga 25/26,2674,2526,Eintracht Frankfurt,FC St. Pauli,2.0,0.0,sofascore
14065127,2025-10-25,Bundesliga,Bundesliga 25/26,2600,36360,FC Augsburg,RB Leipzig,0.0,6.0,sofascore
14065125,2025-10-25,Bundesliga,Bundesliga 25/26,2527,2672,Borussia M'gladbach,FC Bayern München,0.0,3.0,sofascore
14065122,2025-10-25,Bundesliga,Bundesliga 25/26,2673,2671,Borussia Dortmund,1. FC Köln,1.0,0.0,sofascore
14065121,2025-10-26,Bundesliga,Bundesliga 25/26,2681,2538,Bayer 04 Leverkusen,SC Freiburg,2.0,0.0,sofascore
14065071,2025-08-30,Bundesliga,Bundesliga 25/26,2569,2674,TSG Hoffenheim,Eintracht Frankfurt,1.0,3.0,sofascore
14065064,2025-08-30,Bundesliga,Bundesliga 25/26,36360,5885,RB Leipzig,1. FC Heidenheim,2.0,0.0,sofascore
14065063,2025-08-30,Bundesliga,Bundesliga 25/26,2534,2681,SV Werder Bremen,Bayer 04 Leverkusen,3.0,3.0,sofascore
14065075,2025-08-30,Bundesliga,Bundesliga 25/26,2600,2672,FC Augsburg,FC Bayern München,2.0,3.0,sofascore
14065067,2025-08-31,Bundesliga,Bundesliga 25/26,2524,2556,VfL Wolfsburg,1. FSV Mainz 05,1.0,1.0,sofascore
14065066,2025-08-31,Bundesliga,Bundesliga 25/26,2673,2547,Borussia Dortmund,1. FC Union Berlin,3.0,0.0,sofascore
14065073,2025-08-31,Bundesliga,Bundesliga 25/26,2671,2538,1. FC Köln,SC Freiburg,4.0,1.0,sofascore
14065076,2025-09-12,Bundesliga,Bundesliga 25/26,2681,2674,Bayer 04 Leverkusen,Eintracht Frankfurt,3.0,1.0,sofascore
14065077,2025-09-13,Bundesliga,Bundesliga 25/26,2524,2671,VfL Wolfsburg,1. FC Köln,3.0,3.0,sofascore
14065081,2025-09-13,Bundesliga,Bundesliga 25/26,2547,2569,1. FC Union Berlin,TSG Hoffenheim,2.0,4.0,sofascore
14065079,2025-09-13,Bundesliga,Bundesliga 25/26,2538,2677,SC Freiburg,VfB Stuttgart,3.0,1.0,sofascore
14065078,2025-09-13,Bundesliga,Bundesliga 25/26,2556,36360,1. FSV Mainz 05,RB Leipzig,0.0,1.0,sofascore
14065082,2025-09-13,Bundesliga,Bundesliga 25/26,5885,2673,1. FC Heidenheim,Borussia Dortmund,0.0,2.0,sofascore
14057801,2025-09-13,Bundesliga,Bundesliga 25/26,2672,2676,FC Bayern München,Hamburger SV,5.0,0.0,sofascore
14065083,2025-09-14,Bundesliga,Bundesliga 25/26,2526,2600,FC St. Pauli,FC Augsburg,2.0,1.0,sofascore
14065080,2025-09-14,Bundesliga,Bundesliga 25/26,2527,2534,Borussia M'gladbach,SV Werder Bremen,0.0,4.0,sofascore
14065089,2025-09-19,Bundesliga,Bundesliga 25/26,2677,2526,VfB Stuttgart,FC St. Pauli,2.0,0.0,sofascore
14065090,2025-09-20,Bundesliga,Bundesliga 25/26,2676,5885,Hamburger SV,1. FC Heidenheim,2.0,1.0,sofascore
14065093,2025-09-20,Bundesliga,Bundesliga 25/26,2600,2556,FC Augsburg,1. FSV Mainz 05,1.0,4.0,sofascore
14065086,2025-09-20,Bundesliga,Bundesliga 25/26,2534,2538,SV Werder Bremen,SC Freiburg,0.0,3.0,sofascore
14065096,2025-09-20,Bundesliga,Bundesliga 25/26,2569,2672,TSG Hoffenheim,FC Bayern München,1.0,4.0,sofascore
14065091,2025-09-20,Bundesliga,Bundesliga 25/26,36360,2671,RB Leipzig,1. FC Köln,3.0,1.0,sofascore
14065087,2025-09-21,Bundesliga,Bundesliga 25/26,2674,2547,Eintracht Frankfurt,1. FC Union Berlin,3.0,4.0,sofascore
14065084,2025-09-21,Bundesliga,Bundesliga 25/26,2681,2527,Bayer 04 Leverkusen,Borussia M'gladbach,1.0,1.0,sofascore
14065085,2025-09-21,Bundesliga,Bundesliga 25/26,2673,2524,Borussia Dortmund,VfL Wolfsburg,1.0,0.0,sofascore
14065088,2025-09-26,Bundesliga,Bundesliga 25/26,2672,2534,FC Bayern München,SV Werder Bremen,4.0,0.0,sofascore
14065102,2025-09-27,Bundesliga,Bundesliga 25/26,5885,2600,1. FC Heidenheim,FC Augsburg,2.0,1.0,sofascore
14065103,2025-09-27,Bundesliga,Bundesliga 25/26,2524,36360,VfL Wolfsburg,RB Leipzig,0.0,1.0,sofascore
14065095,2025-09-27,Bundesliga,Bundesliga 25/26,2526,2681,FC St. Pauli,Bayer 04 Leverkusen,1.0,2.0,sofascore
14065094,2025-09-27,Bundesliga,Bundesliga 25/26,2556,2673,1. FSV Mainz 05,Borussia Dortmund,0.0,2.0,sofascore
14056037,2025-08-22,Bundesliga,Bundesliga 25/26,2672,36360,FC Bayern München,RB Leipzig,6.0,0.0,sofascore
14062011,2025-08-23,Bundesliga,Bundesliga 25/26,5885,2524,1. FC Heidenheim,VfL Wolfsburg,1.0,3.0,sofascore
14062012,2025-08-23,Bundesliga,Bundesliga 25/26,2538,2600,SC Freiburg,FC Augsburg,1.0,3.0,sofascore
14057744,2025-08-23,Bundesliga,Bundesliga 25/26,2674,2534,Eintracht Frankfurt,SV Werder Bremen,4.0,1.0,sofascore
14062006,2025-08-23,Bundesliga,Bundesliga 25/26,2547,2677,1. FC Union Berlin,VfB Stuttgart,2.0,1.0,sofascore
14062009,2025-08-23,Bundesliga,Bundesliga 25/26,2681,2569,Bayer 04 Leverkusen,TSG Hoffenheim,1.0,2.0,sofascore
14062008,2025-08-23,Bundesliga,Bundesliga 25/26,2526,2673,FC St. Pauli,Borussia Dortmund,3.0,3.0,sofascore
14062010,2025-08-24,Bundesliga,Bundesliga 25/26,2556,2671,1. FSV Mainz 05,1. FC Köln,0.0,1.0,sofascore
14062007,2025-08-24,Bundesliga,Bundesliga 25/26,2527,2676,Borussia M'gladbach,Hamburger SV,0.0,0.0,sofascore
14065074,2025-08-29,Bundesliga,Bundesliga 25/26,2676,2526,Hamburger SV,FC St. Pauli,0.0,2.0,sofascore
14065065,2025-08-30,Bundesliga,Bundesliga 25/26,2677,2527,VfB Stuttgart,Borussia M'gladbach,1.0,0.0,sofascore
