id_sofascore,canonical_name,team_id_ss,team_name,competition,season,source
1014540.0,Ruben Kluivert,,,,,
1014651.0,Balthazar Pierret,,,,,
1020744.0,Charlie Cresswell,,,,,
1022084.0,Tanner Tessmann,,,,,
1023567.0,Ilya Zabarnyi,,,,,
1025895.0,Hyeok-kyu Kwon,,,,,
1027091.0,Joel Mugisha Mvuka,,,,,
1029018.0,Abdallah Sima,,,,,
1035619.0,Kevin Carlos Omoruyi,,,,,
1035695.0,Fodé Doucouré,,,,,
1035986.0,Josué Casimir,,,,,
1035988.0,Arouna Sangante,,,,,
1046028.0,Mayckel Lahdo,,,,,
1047484.0,Sékou Mara,,,,,
1048100.0,Wilitty Younoussa,,,,,
1048333.0,Emmanuel Emegha,,,,,
1048366.0,Waren Kamanzi,,,,,
1048889.0,Andy Diouf,,,,,
1049442.0,Ilan Kebbal,,,,,
1049515.0,Alidu Seidu,,,,,
1049517.0,Ismael Doukouré,,,,,
1049528.0,Yassine Benhattab,,,,,
1049538.0,Ousmane Camara,,,,,
1049775.0,Alexsandro Ribeiro,,,,,
1050692.0,Diego Coppola,,,,,
1063235.0,Mohamed Ali Cho,,,,,
1064697.0,Mamadou Sangare,,,,,
1065261.0,Jonathan Rowe,,,,,
1066113.0,Mathis Magnin,,,,,
1069159.0,Otávio,,,,,
1083007.0,Mika Biereth,,,,,
1087364.0,Tiago Santos,,,,,
1087805.0,Marvin Senaya,,,,,
1090458.0,David Datro Fofana,,,,,
1090694.0,Vanderson,,,,,
1099117.0,Samson Baidoo,,,,,
1102502.0,Quentin Merlin,,,,,
1102503.0,Ahmadou Bamba Dieng,,,,,
1103079.0,Nathaniel Adjei,,,,,
1103141.0,Sambou Soumano,,,,,
1105698.0,Tairyk Arconte,,,,,
1107439.0,Ali Youssef,,,,,
1108441.0,Lucas Beraldo,,,,,
1110842.0,Simon Adingra,,,,,
1119487.0,Nathan Ngoy,,,,,
1120615.0,Antoine Mendy,,,,,
1122425.0,Benjamin Old,,,,,
1126521.0,Lucas Stassin,,,,,
1126588.0,Lasso Coulibaly,,,,,
1127057.0,Valentín Barco,,,,,
1127191.0,Oussama El Azzouzi,,,,,
1127313.0,Tom Louchet,,,,,
1127590.0,Mohamed Kaba,,,,,
1128648.0,Josue Escartin,,,,,
1128844.0,Emersonn,,,,,
1129382.0,Bradley Locko,,,,,
1129527.0,Bilal Nadir,,,,,
1129751.0,Julien Le Cardinal,,,,,
1130111.0,Marius Broholm,,,,,
1130307.0,Karim Dermane,,,,,
1130573.0,Ibrahima Baldé,,,,,
1130939.0,Maghnes Akliouche,,,,,
1130942.0,Félix Lemaréchal,,,,,
1131448.0,Conrad Jaden Egan-Riley,,,,,
1131540.0,Théo Le Bris,,,,,
1131541.0,Bamo Meïté,,,,,
1135887.0,Daouda Guindo,,,,,
1138352.0,Augustine Boakye,,,,,
1138804.0,Hakon Arnar Haraldsson,,,,,
1140859.0,Hamza Igamane,,,,,
1142233.0,Diego Moreira,,,,,
1142323.0,Joshua Duffus,,,,,
1142672.0,Warren Zaïre-Emery,,,,,
1149127.0,Arthur Vermeeren,,,,,
1149144.0,Matías Fernández-Pardo,,,,,
1149148.0,Mike Penders,,,,,
1149152.0,Stanis Idumbo Muzambo,,,,,
1151803.0,Kévin Danois,,,,,
1153265.0,Badredine Bouanani,,,,,
1153333.0,Rafael Luis,,,,,
1153355.0,Maxi Oyedele,,,,,
1154605.0,Désiré Doué,,,,,
1154630.0,Guillaume Restes,,,,,
1154647.0,Lucas Michal,,,,,
1154657.0,Mamadou Sarr,,,,,
1155226.0,Saël Kumbedi,,,,,
1156353.0,Kamory Doumbia,,,,,
1165696.0,Nolan Galves,,,,,
1168501.0,Ryad Hachem,,,,,
1169436.0,Frank Magri,,,,,
1170197.0,Abakar Sylla,,,,,
1170352.0,Octave Joly,,,,,
1170523.0,Lohann Doucet,,,,,
1170532.0,Jacques Ekomié,,,,,
1172936.0,Louis Mouton,,,,,
1174462.0,Pablo Pagis,,,,,
1174937.0,Endrick,,,,,
1177351.0,Lamine Sy,,,,,
1190933.0,João Neves,,,,,
1190938.0,Martial Godo,,,,,
1191892.0,Tochukwu Nnadi,,,,,
1195241.0,Yassin Belkhdim,,,,,
1195782.0,Noah Nartey,,,,,
1195784.0,Malick Fofana,,,,,
1197153.0,Junior Mwanga,,,,,
1198264.0,Rafik Messali,,,,,
1199247.0,Santiago Hidalgo,,,,,
1200442.0,Terry Yegbe,,,,,
1202024.0,Ernest Nuamah,,,,,
1215906.0,Afonso Moreira,,,,,
1216282.0,Luca Koleosho,,,,,
1386065.0,Mario Sauer,,,,,
1386639.0,Ibrahim Salah,,,,,
1387156.0,Clement Akpa,,,,,
1387161.0,Robin Risser,,,,,
1389846.0,Lamine Camara,,,,,
1391541.0,Ngal'ayel Mukau,,,,,
1392829.0,Amine Sbai,,,,,
1394353.0,Eliesse Ben Seghir,,,,,
1394735.0,Morgan Bokele Mputu,,,,,
1397558.0,Kassoum Ouattara,,,,,
1397882.0,Yanis Zouaoui,,,,,
1397934.0,Urie-Michel Mboula,,,,,
1399503.0,Nidal Čelik,,,,,
1400993.0,Michel Diaz,,,,,
1401005.0,Remy Labeau Lascary,,,,,
1401702.0,Ethan Nwaneri,,,,,
1402217.0,Panos Katseris,,,,,
1402698.0,Ethan Mbappé,,,,,
1403216.0,Paris Brunner,,,,,
1405239.0,Mohamed Bamba,,,,,
1405912.0,Dehmaine Tabibou,,,,,
1405998.0,Louis Leroux,,,,,
1406007.0,Bahereba Guirassy,,,,,
1407484.0,Samuel Amo-Ameyaw,,,,,
1407848.0,Christian Mawissa,,,,,
1408080.0,Ismaelo Ganiou,,,,,
1410148.0,Mamadou Coulibaly,,,,,
1410217.0,Pape Diop,,,,,
1410231.0,Pathé Mboup,,,,,
1410925.0,Joaquin Panichelli,,,,,
1415436.0,Sékou Doucoure,,,,,
1423504.0,Andrija Bulatovic,,,,,
1426221.0,Nhoa Sangui,,,,,
1426224.0,Mathis Amougou,,,,,
1426597.0,Lucas Høgsberg,,,,,
1442036.0,Emmanuel Biumla,,,,,
1445625.0,Jérémy Jacquet,,,,,
1445628.0,Djaoui Cissé,,,,,
1462434.0,George Ilenikhena,,,,,
1462778.0,Lilian Raolisoa,,,,,
1463503.0,Malick Mbaye,,,,,
1464025.0,Kendry Páez,,,,,
1465307.0,Arthur Avom Ebong,,,,,
1468761.0,Raphael Lipinski,,,,,
1469180.0,Moise Bombito,,,,,
1470032.0,Ibou Sane,,,,,
1471095.0,Ibrahim Osman,,,,,
1471671.0,Jaydee Canvot,,,,,
1471683.0,Sadibou Sané,,,,,
1473092.0,Kojo Peprah Oppong,,,,,
1473491.0,Senny Mayulu,,,,,
1484974.0,Justin-Noel Kalumba,,,,,
1490783.0,Simon Ebonog,,,,,
1492676.0,Rabby Nzingoula,,,,,
1493480.0,Dan Sinaté,,,,,
1499870.0,Luc Zogbé,,,,,
1506932.0,Marius Courcoul,,,,,
1507384.0,Adama Camara,,,,,
1512333.0,Ange Lago,,,,,
1512354.0,Noah Edjouma,,,,,
1512625.0,Abdoulaye Kanté,,,,,
1514800.0,Robinio Vaz,,,,,
1514916.0,Sidiki Cherif,,,,,
1516047.0,Amady Camara,,,,,
1518669.0,Kaïl Boudache,,,,,
1528670.0,Jordan Mendes Correia,,,,,
1529051.0,Abdoulaye Faye,,,,,
1536432.0,Loni Laurent,,,,,
1536811.0,Idrissa Gueye,,,,,
1542818.0,Yaya Diémé,,,,,
1545023.0,Mathys de Carvalho,,,,,
1545297.0,Anthony Bermont,,,,,
1545376.0,Rayan Fofana,,,,,
1545409.0,Mahamadou Nagida,,,,,
1546405.0,Kyllian Antonio,,,,,
1551242.0,Everton Pereira,,,,,
1562126.0,Bahmed Deuff,,,,,
1564180.0,Ayyoub Bouaddi,,,,,
1590918.0,Ibrahim Mbaye,,,,,
1597145.0,Abdelhamid Ait Boudlal,,,,,
1597191.0,Alpha Touré,,,,,
1597197.0,Hamidou Makalou,,,,,
1605921.0,Samir El Mourabet,,,,,
1606013.0,Yassir Zabiri,,,,,
1606641.0,Pape Cabral,,,,,
1606642.0,Mohamed Kader Meite,,,,,
1606792.0,Abdulay Juma Bah,,,,,
1638338.0,Gessime Yassine,,,,,
1651830.0,Oumar Pona,,,,,
1657108.0,Julian Vignolo,,,,,
1823916.0,Darryl Bakola,,,,,
1824137.0,Timothee Pembele,,,,,
1855502.0,Arsène Kouassi,,,,,
1861665.0,Quentin Ndjantou,,,,,
1861695.0,Tyrese Noubissie,,,,,
1862843.0,Marius Louer,,,,,
1868591.0,Aladji Bamba,,,,,
1884150.0,Mathis Saka,,,,,
1891021.0,Nordan Mukiele,,,,,
1891025.0,Justin Bourgault,,,,,
1893993.0,Gabin Bernardeau,,,,,
1894003.0,Dayann Methalie,,,,,
1894085.0,Raphaël Le Guen,,,,,
1894105.0,Kevin Pedro,,,,,
1895833.0,Noam Obougou Jacquet,,,,,
1897492.0,Telli Siwe,,,,,
1922996.0,Serigne Diop,,,,,
1926085.0,Dro Fernández,,,,,
1928235.0,Cléo Mélières,,,,,
1930811.0,Abdoul Ouattara,,,,,
1936816.0,Soriba Diaoune,,,,,
1944828.0,Idrissa Sabaly,,,,,
1952393.0,Pierre Mounguengue,,,,,
1958607.0,Djylian N'Guessan,,,,,
1958611.0,Luan Gadegbeku,,,,,
1961626.0,Rudy Matondo,,,,,
1961628.0,Rémi Himbert,,,,,
1961638.0,Ilyas Azizi,,,,,
1998104.0,Ugo Lamare El Kadmiri,,,,,
2011326.0,Nouhoum Kamissoko,,,,,
2017474.0,Bernard Nguene,,,,,
2070311.0,Brian Madjo,,,,,
2073555.0,Stephan Zagadou,,,,,
2076689.0,Believe Munongo,,,,,
2077075.0,Seny Koumbassa,,,,,
2111258.0,Elias Legendre Quiñonez Zae,,,,,
2127096.0,Khalis Merah,,,,,
2137784.0,Prosper Peter,,,,,
2142283.0,Lanroy Machine,,,,,
2165037.0,Mezian Mesloub,,,,,
2193194.0,Alexis Vossah,,,,,
2193204.0,Tylel Tati,,,,,
2195736.0,Nathan Mbala,,,,,
2198657.0,Kenny Quetant,,,,,
2250107.0,Tadjidine Mmadi,,,,,
2277165.0,Enzo Koffi,,,,,
2318284.0,Djibirin Harouna,,,,,
2369898.0,Adil Hamdani,,,,,
2509490.0,Jahyann Pandore,,,,,
