id_sofascore,match_date,competition,season,home_team_id_ss,away_team_id_ss,home_team_name,away_team_name,home_score,away_score,attendance,referee_id_ss,referee_name,referee_country,data_source
14167965,2026-04-11,Ligue 1,Ligue 1 25/26,1648,1644,RC Lens,Paris Saint-Germain,0.0,0.0,,,,,sofascore
14167986,2026-05-02,Ligue 1,Ligue 1 25/26,1651,1653,Metz,AS Monaco,1.0,2.0,,,,,sofascore
14167992,2026-05-02,Ligue 1,Ligue 1 25/26,1661,1648,Nice,RC Lens,1.0,1.0,,,,,sofascore
14167987,2026-05-03,Ligue 1,Ligue 1 25/26,1643,1662,Lille,Le Havre,1.0,1.0,,,,,sofascore
14167991,2026-05-03,Ligue 1,Ligue 1 25/26,1646,1684,Auxerre,Angers,3.0,1.0,,,,,sofascore
14167990,2026-05-03,Ligue 1,Ligue 1 25/26,6070,1715,Paris FC,Stade Brestois,4.0,0.0,,,,,sofascore
14167988,2026-05-03,Ligue 1,Ligue 1 25/26,1659,1681,RC Strasbourg,Toulouse,1.0,2.0,,,,,sofascore
14167989,2026-05-03,Ligue 1,Ligue 1 25/26,1649,1658,Olympique Lyonnais,Stade Rennais,4.0,2.0,,,,,sofascore
14064514,2026-05-08,Ligue 1,Ligue 1 25/26,1648,1647,RC Lens,Nantes,1.0,0.0,,,,,sofascore
14064517,2026-05-10,Ligue 1,Ligue 1 25/26,1651,1656,Metz,Lorient,0.0,4.0,,,,,sofascore
14064519,2026-05-10,Ligue 1,Ligue 1 25/26,1646,1661,Auxerre,Nice,2.0,1.0,,,,,sofascore
14064513,2026-05-10,Ligue 1,Ligue 1 25/26,1658,6070,Stade Rennais,Paris FC,2.0,1.0,,,,,sofascore
14064518,2026-05-10,Ligue 1,Ligue 1 25/26,1684,1659,Angers,RC Strasbourg,1.0,1.0,,,,,sofascore
14064515,2026-05-10,Ligue 1,Ligue 1 25/26,1681,1649,Toulouse,Olympique Lyonnais,2.0,1.0,,,,,sofascore
14064521,2026-05-10,Ligue 1,Ligue 1 25/26,1653,1643,AS Monaco,Lille,0.0,1.0,,,,,sofascore
14064504,2026-05-10,Ligue 1,Ligue 1 25/26,1662,1641,Le Havre,Olympique de Marseille,0.0,1.0,,,,,sofascore
14064510,2026-05-10,Ligue 1,Ligue 1 25/26,1644,1715,Paris Saint-Germain,Stade Brestois,1.0,0.0,,,,,sofascore
16156961,2026-05-12,"Ligue 1, Relegation/Promotion Playoffs",Ligue 1 25/26,52874,6925,Red Star FC,Rodez AF,2.0,3.0,,,,,sofascore
15889322,2026-05-13,Ligue 1,Ligue 1 25/26,1715,1659,Stade Brestois,RC Strasbourg,1.0,2.0,,,,,sofascore
15889331,2026-05-13,Ligue 1,Ligue 1 25/26,1648,1644,RC Lens,Paris Saint-Germain,0.0,2.0,,,,,sofascore
16173051,2026-05-15,"Ligue 1, Relegation/Promotion Playoffs",Ligue 1 25/26,1678,6925,Saint-Étienne,Rodez AF,7.0,6.0,,,,,sofascore
14061904,2026-05-17,Ligue 1,Ligue 1 25/26,1656,1662,Lorient,Le Havre,0.0,2.0,,,,,sofascore
14061908,2026-05-17,Ligue 1,Ligue 1 25/26,1715,1684,Stade Brestois,Angers,1.0,1.0,,,,,sofascore
14061912,2026-05-17,Ligue 1,Ligue 1 25/26,1647,1681,Nantes,Toulouse,0.0,0.0,,,,,sofascore
14061909,2026-05-17,Ligue 1,Ligue 1 25/26,1661,1651,Nice,Metz,0.0,0.0,,,,,sofascore
14061906,2026-05-17,Ligue 1,Ligue 1 25/26,1643,1646,Lille,Auxerre,0.0,2.0,,,,,sofascore
14061905,2026-05-17,Ligue 1,Ligue 1 25/26,1659,1653,RC Strasbourg,AS Monaco,5.0,4.0,,,,,sofascore
14061911,2026-05-17,Ligue 1,Ligue 1 25/26,1649,1648,Olympique Lyonnais,RC Lens,0.0,4.0,,,,,sofascore
14061907,2026-05-17,Ligue 1,Ligue 1 25/26,1641,1658,Olympique de Marseille,Stade Rennais,3.0,1.0,,,,,sofascore
14061910,2026-05-17,Ligue 1,Ligue 1 25/26,6070,1644,Paris FC,Paris Saint-Germain,2.0,1.0,,,,,sofascore
16198895,2026-05-26,"Ligue 1, Relegation/Promotion Playoffs",Ligue 1 25/26,1678,1661,Saint-Étienne,Nice,0.0,0.0,,,,,sofascore
14167948,2026-04-05,Ligue 1,Ligue 1 25/26,1653,1641,AS Monaco,Olympique de Marseille,2.0,1.0,,,,,sofascore
14167962,2026-04-10,Ligue 1,Ligue 1 25/26,6070,1653,Paris FC,AS Monaco,4.0,1.0,,,,,sofascore
14167957,2026-04-10,Ligue 1,Ligue 1 25/26,1641,1651,Olympique de Marseille,Metz,3.0,1.0,,,,,sofascore
14167964,2026-04-11,Ligue 1,Ligue 1 25/26,1646,1647,Auxerre,Nantes,0.0,0.0,,,,,sofascore
14167959,2026-04-11,Ligue 1,Ligue 1 25/26,1658,1684,Stade Rennais,Angers,2.0,1.0,,,,,sofascore
14167960,2026-04-12,Ligue 1,Ligue 1 25/26,1661,1662,Nice,Le Havre,1.0,1.0,,,,,sofascore
14167961,2026-04-12,Ligue 1,Ligue 1 25/26,1715,1659,Stade Brestois,RC Strasbourg,,,,,,,sofascore
14167963,2026-04-12,Ligue 1,Ligue 1 25/26,1681,1643,Toulouse,Lille,0.0,4.0,,,,,sofascore
14167958,2026-04-12,Ligue 1,Ligue 1 25/26,1649,1656,Olympique Lyonnais,Lorient,2.0,0.0,,,,,sofascore
14167969,2026-04-17,Ligue 1,Ligue 1 25/26,1648,1681,RC Lens,Toulouse,3.0,2.0,,,,,sofascore
14167966,2026-04-18,Ligue 1,Ligue 1 25/26,1656,1641,Lorient,Olympique de Marseille,2.0,0.0,,,,,sofascore
14167970,2026-04-18,Ligue 1,Ligue 1 25/26,1684,1662,Angers,Le Havre,1.0,1.0,,,,,sofascore
14167973,2026-04-18,Ligue 1,Ligue 1 25/26,1643,1661,Lille,Nice,0.0,0.0,,,,,sofascore
14167971,2026-04-19,Ligue 1,Ligue 1 25/26,1653,1646,AS Monaco,Auxerre,2.0,2.0,,,,,sofascore
