team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
3,1-fc-koln,2023,RheinEnergieSTADION,50000,41825,,,57,,,1923,,Kölner Sportstätten GmbH,,RheinEnergieSTADION,,Alemania,"119,50 mill. €",Césped natural,,https://www.transfermarkt.es/1-fc-koln/stadion/verein/3/saison_id/2023,Müngersdorfer Stadion,,105,68,RheinEnergie AG,2029,True,False,
15,bayer-04-leverkusen,2023,BayArena,30210,25710,,,26,,,1956,,Bayer 04 Immobilien GmbH,,BayArena,,Alemania,"70,00 mill. €",Césped natural,,https://www.transfermarkt.es/bayer-04-leverkusen/stadion/verein/15/saison_id/2023,"Der Name ""Ulrich-Haberland-Stadion"" wird seit der Umbenennung in ""BayArena"" aus Traditionsgründen vom nahegelegenen Amateurstadion getragen.",,105,68,Bayer AG,,True,False,
16,borussia-dortmund,2023,SIGNAL IDUNA PARK,81365,53028,,,18,,,1974,,Westfalenstadion Dortmund GmbH & Co. KG,,SIGNAL IDUNA PARK,,Alemania,"45,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/borussia-dortmund/stadion/verein/16/saison_id/2023,Westfalenstadion (bis 30.11.2005),,105,68,SIGNAL IDUNA,2031,True,False,
18,borussia-monchengladbach,2023,Stadion im Borussia-Park,54042,37869,,,45,,,2004,,Borussia VfL 1900 Mönchengladbach GmbH,,Stadion im Borussia-Park,,Alemania,"84,00 mill. €",Césped natural,,https://www.transfermarkt.es/borussia-monchengladbach/stadion/verein/18/saison_id/2023,,,105,68,-,,True,False,
24,eintracht-frankfurt,2023,Deutsche Bank Park,59500,39500,,,83,,,2005,,Stadt Frankfurt - Tochtergesellschaft WFGP,,Deutsche Bank Park,,Alemania,"126,00 mill. €",Césped natural,,https://www.transfermarkt.es/eintracht-frankfurt/stadion/verein/24/saison_id/2023,"Waldstadion, Commerzbank Arena",,105,68,Deutsche Bank,2027,True,False,
27,fc-bayern-munchen,2023,Allianz Arena,75000,59230,,,106,,,2005,,FC Bayern München,,Allianz Arena,,Alemania,"365,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-bayern-munchen/stadion/verein/27/saison_id/2023,,,105,68,Allianz SE,2041,True,False,
39,1-fsv-mainz-05,2023,Mewa Arena,33305,20000,,,35,,,2009,,GVG mbH,,Mewa Arena,,Alemania,"65,00 mill. €",Césped natural,,https://www.transfermarkt.es/1-fsv-mainz-05/stadion/verein/39/saison_id/2023,"Coface Arena (-30.06.2016), Opel Arena (-30.06.2021)",,105,68,Mewa Textil-Management,2031,True,False,
60,sc-freiburg,2023,Europa-Park Stadion,34700,22300,,,20,,,2021,,Stadion Freiburg Objektträger GmbH & Co. KG (SFG),,Europa-Park Stadion,,Alemania,,Césped natural,,https://www.transfermarkt.es/sc-freiburg/stadion/verein/60/saison_id/2023,,,105,68,Europa-Park GmbH & Co Mack KG,,True,False,
79,vfb-stuttgart,2023,MHPArena Stuttgart,60449,49224,,,66,,,1933,,Stadion NeckarPark GmbH & Co.KG,,MHPArena Stuttgart,,Alemania,,Césped natural,,https://www.transfermarkt.es/vfb-stuttgart/stadion/verein/79/saison_id/2023,"Mercedes-Benz Arena (2008-2023)
Gottlieb-Daimler-Stadion (1993-2008)
Neckarstadion (1949-1993)
Century Stadium (1945-1949)
zunächst Stuttgarter Kampfbahn, danach Adolf-Hitler-Kampfbahn (1933-1945)",,105,68,MHP,2033,True,False,
80,vfl-bochum,2023,Vonovia Ruhrstadion,26000,15574,,,,,,1979,,Stadt Bochum,,Vonovia Ruhrstadion,,Alemania,,Césped natural,,https://www.transfermarkt.es/vfl-bochum/stadion/verein/80/saison_id/2023,"rewirpowerSTADION,
Ruhrstadion,
Stadion an der Castroper Straße",,105,68,Vonovia,2026,True,False,
