understat_team_id,team_name
94,Verona
95,Roma
96,Lazio
97,Bologna
98,Juventus
99,Udinese
101,Genoa
104,Sassuolo
105,Napoli
106,Inter
107,Atalanta
110,Fiorentina
111,AC Milan
113,Torino
116,Cagliari
230,Parma Calcio 1913
243,Lecce
272,Cremonese
286,Como
291,Pisa
