understat_player_id,player_name
64,Filip Kostic
189,Hakan Calhanoglu
307,Suat Serdar
317,Henrikh Mkhitaryan
342,Sead Kolasinac
399,Ulisses García
447,Kevin De Bruyne
594,Romelu Lukaku
608,Alberto Moreno
687,Pedro
688,Ruben Loftus-Cheek
697,Nemanja Matic
703,Fikayo Tomori
755,Jamie Vardy
1040,Angelino
1053,Keinan Davis
1089,Juan Cuadrado
1102,Giovanni Simeone
1104,Leonardo Pavoletti
1119,Alessio Romagnoli
1122,Manuel Locatelli
1134,Mario Pasalic
1148,Duván Zapata
1164,Cristiano Biraghi
1168,Bryan Cristante
1178,Davide Zappacosta
1186,Andrea Belotti
1204,Patric
1206,Danilo Cataldi
1209,Ciro Immobile
1247,Juan Jesus
1252,Stephan El Shaarawy
1253,Edin Dzeko
1281,Giuseppe Pezzella
1294,Paulo Dybala
1301,Daniele Rugani
1304,Moise Kean
1324,Federico Dimarco
1370,Federico Ceccherini
1386,Piotr Zielinski
1409,Nicolò Barella
1423,Matías Vecino
1424,Federico Bernardeschi
1463,Francesco Acerbi
1471,Lorenzo Pellegrini
1473,Matteo Politano
1477,Luca Mazzitelli
1488,Remo Freuler
1496,Roberto Gagliardini
1500,Leonardo Spinazzola
1504,Alberto Grassi
1541,Stefan de Vrij
1583,Arkadiusz Milik
1588,Raúl Albiol
1598,Manuel De Luca
1612,Domenico Berardi
1634,Alessandro Deiola
1639,Sebastiano Luperto
1710,Marten de Roon
1725,Christian Kabasele
1804,Álvaro Morata
1836,Franco Vázquez
1843,Matteo Bianchetti
1898,Stefano Sabelli
1927,Berat Gjimshiti
1958,Mattia Zaccagni
2012,Nicholas Pierini
2019,Federico Bonazzoli
2058,Filippo Romagna
2104,Sergi Roberto
2217,Antonio Sanabria
2250,Luka Modric
2662,Christian Pulisic
3209,Jean-Daniel Akpa-Akpro
3278,Maxwel Cornet
3291,Adrien Rabiot
3300,Christopher Nkunku
3334,Lassana Coulibaly
3363,Benjamin Pavard
3544,Jeremie Boga
3729,Hassane Kamara
3821,Rolando Mandragora
3856,Milan Djuric
3965,Arturo Calabresi
4291,Marc-Oliver Kempf
4895,Andrea Pinamonti
4911,Alessio Zerbin
4918,Patrick Cutrone
4920,Matteo Gabbia
4939,Alessandro Bastoni
4951,Grigoris Kastanos
4970,Luca Pellegrini
4981,Davide Frattesi
4990,Marius Marin
5025,Alessandro Buongiorno
5133,Aarón Martín
5136,Estupiñán
5221,Leon Bailey
5329,Stefan Posch
5360,Weston McKennie
5509,Hernani
5556,Ademola Lookman
5560,Scott McTominay
5712,Diego Carlos
5759,Matteo Guendouzi
5992,Marcus Thuram
5996,Adrien Tameze
6073,Guillermo Maripán
6098,Niclas Füllkrug
6125,Stanislav Lobotka
6133,Antonio Caracciolo
6136,Mario Hermoso
6149,Unai Núñez
6155,Robin Gosens
6159,Gianluca Mancini
6160,Riccardo Orsolini
6176,Adam Marusic
6180,Manuel Lazzari
6211,Mehdi Leris
6253,Gianluca Scamacca
6276,Nikola Vlasic
6296,Abdelhamid Sabiri
6352,Valentino Lazaro
6360,Antoine Bernede
6368,Mathías Olivera
6412,Raoul Bellanova
6414,Yann Bisseck
6434,Franck Zambo
6490,Manuel Akanji
6517,Charalampos Lykogiannis
6521,Yerry Mina
6618,Oumar Solet
6672,Riccardo Sottil
6686,Nicolo Zaniolo
6692,Enrico Del Prato
6696,Luca Ranieri
6697,Armand Lauriente
6706,Ndary Adopo
6872,Mehmet Zeki Çelik
6902,Toma Basic
6945,Youssouf Fofana
6960,Bremer
6978,Giovanni Di Lorenzo
7005,Jens Odgaard
7006,Lautaro Martínez
7049,Evan Ndicka
7074,Nicolás González
7084,Dusan Vlahovic
7193,Rafael Leão
7224,Boulaye Dia
7265,Kephren Thuram
7284,Marco Brescianini
7286,Juan Miranda
7328,Maxence Caqueret
7375,Roberto Piccoli
7379,Nicolo Fagioli
7411,Nicolo Rovella
7482,Kouadio Kone
7483,Hans Nicolussi Caviglia
7500,Giacomo Raspadori
7507,Gianluca Gaetano
7530,Samuele Ricci
7576,Nicolò Cambiaghi
7628,Lameck Banda
7700,Che Adams
7755,Domagoj Bradaric
7758,Cheikh Niasse
7785,Kingsley Ehizibue
7912,Eljif Elmas
7924,Amir Rrahmani
7939,Morten Thorsby
7944,Gabriel Strefezza
7947,Ruslan Malinovskiy
7969,Sebastiano Esposito
7988,Billy Gilmour
8009,Antonino Gallo
8030,Sebastian Walukiewicz
8090,Lloyd Kelly
8109,Niels Nkounkou
8163,Daniel Maldini
8182,Lucas Da Cunha
8297,Alexis Saelemaekers
8303,Marin Pongracic
8313,Pierre Kalulu Kyatengwa
8330,Jean Onana
8341,Lazar Samardzic
8380,Pablo Marí
8383,Faustino Anjorin
8478,Lorenzo Colombo
8512,Filippo Terracciano
8513,Miguel Gutiérrez
8554,Rafael Obrador
8626,Nikola Moro
8632,Enzo Ebosse
8636,Jonathan Christian David
8642,Strahinja Pavlovic
8720,Jack Harrison
8728,Oier Zarraga
8771,Yunus Musah
8819,Mergim Vojvoda
8829,Nicolò Casale
8838,Junior Messias
8852,Konstantinos Tsimikas
8857,Gabriele Zappa
8867,Adrián Bernabé
8880,Matteo Tramoni
8895,Tete Morente
8912,Tommaso Pobega
8967,Lautaro Valenti
8980,Luis Henrique
9018,M&#039;Bala Nzola
9029,Simon Sohm
9036,Nicola Zalewski
9061,Pontus Almqvist
9065,Nahuel Estévez
9071,Matteo Cancellieri
9090,Ardian Ismajli
9107,Giorgio Scalvini
9134,Alessandro Di Pardo
9447,Niakhate Ndiaye
9523,Andy Diouf
9561,Nicolò Bertola
9630,Kamaldeen Sulemana
9691,Nuno Tavares
9710,Armel Bella Kotchap
9714,Odilon Kossounou
9749,Donyell Malen
9840,Denzel Dumfries
9841,Andrea Cambiaso
9843,Caleb Ekuban
9853,Simone Canestrelli
9854,Kristjan Asllani
9866,Nadir Zortea
9876,Alessandro Zanoli
9882,Dennis Johnsen
9893,Youssef Maleh
9902,Pasquale Mazzocchi
9905,David Okereke
9919,Calvin Stengs
9924,Fabiano Parisi
9935,Aster Vranckx
9951,Tommaso Baldanzi
9964,Koni de Winter
9965,Matìas Soulè Malvano
9966,Fabio Miretti
9969,Teun Koopmeiners
9985,Johan Vásquez
9993,Jurgen Ekkelenkamp
9996,Abdou Harroui
10036,Jeremy Sarmiento
10073,Adam Obert
10075,Romano Floriani
10084,Cristian Volpato
10090,Iker Bravo
10143,Bryan Zaragoza
10172,Jonathan Rowe
10177,Evan Ferguson
10237,Leo Østigard
10241,Antonio Vergara
10255,Sadik Fofana
10303,Jacopo Fazzini
10328,Edon Zhegrova
10345,Samuele Angori
10365,Morten Frendrup
10366,Albert Gudmundsson
10380,Zito
10383,Michel Aebischer
10389,Fali Candé
10404,Éderson
10413,Giovanni Bonfanti
10433,Cesare Casadei
10561,Jesús Santiago
10577,Mario Gila
10716,Manor Solomon
10740,Jordan Zemura
10794,Thijs Dallinga
10796,Zakaria Aboukhlal
10832,Loïs Openda
10877,Charles De Ketelaere
10878,Sandi Lovric
10891,Carlos Augusto
10898,Warren Bondo
10899,Emirhan Ilkhan
10902,Federico Baschirotto
10906,Thórir Helgason
10908,Medon Berisha
10935,Dodô
10948,Valentín Castellanos
10955,Alex Sala
10956,Emil Holm
10957,Mikael Ellertsson
10985,Sulemana
10993,Federico Gatti
10994,Kristian Thorstvedt
11023,Josh Doig
11027,Emanuele Valeri
11038,Jhon Lucumí
11039,Lewis Ferguson
11049,Reda Belahyane
11053,Isak Hien
11054,Juan Cabal
11055,Rasmus Højlund
11080,Valentín Carboni
11102,Adam Buksa
11139,Tommaso Barbieri
11278,Gvidas Gineitis
11279,Ali Dembélé
11306,Cyril Ngonge
11350,Amin Sarr
11378,Máximo Perrone
11380,Vitinha
11470,Niccolò Pisilli
11520,Lorenzo Bernasconi
11541,Nico Paz
11551,Marco Palestra
11586,Ebenezer Akinsanmiro
11736,Artem Dovbyk
11741,Saúl Coco
11752,Amir Richardson
11768,Cher Ndour
11800,Arthur Atta
11876,Luca Marianucci
11877,Michael Folorunsho
11883,Gennaro Borrelli
11902,Pietro Comuzzo
11921,Filip Stojilkovic
11929,Luca Lipani
11930,Daniel Boloca
11936,Lorenzo Lucca
11942,Kenan Yildiz
11945,Ylber Ramadani
11946,Mohamed Kaba
11951,Gustav Isaksen
11955,Alberto Dossena
11958,Gaetano Oristanio
11959,Matteo Prati
11961,Sam Beukema
11964,Giovanni Fabbian
11967,Davide Bartesaghi
11989,Walid Cheddira
11990,Mateus Lusuardi
12008,Nikola Krstovic
12012,Marcus Pedersen
12030,Tasos Douvikas
12040,Thomas Thiesson Kristensen
12081,Assane Diao
12084,Martín Payero
12095,Tomás Suslov
12104,Neil El Aynaoui
12218,Francesco Camarda
12356,Saba Goglichidze
12362,Santiago Pierotti
12365,Alieu Njie
12367,Gift Orban
12378,Tijjani Noslin
12425,Faris Moumbagna
12436,Jacobo Ramón
12528,Santiago Castro
12530,Mikayil Faye
12601,Darryl Bakola
