team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
11,fc-arsenal,2025,Emirates Stadium,60704,60704,,,152,,,2006,,Arsenal Holdings plc,,Emirates Stadium,,,"600,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-arsenal/stadion/verein/11/saison_id/2025,,,105,68,Emirates,,True,False,
13,atletico-madrid,2025,Riyadh Air Metropolitano,70460,70460,,,,,,2017,,Atlético Madrid,,Riyadh Air Metropolitano,,,,Césped natural,,https://www.transfermarkt.es/atletico-madrid/stadion/verein/13/saison_id/2025,"Estadio de la Comunidad de Madrid (bis 2017), Wanda Metropolitano (2017-2022), Civitas Metropolitano (2022-2024)",,105,68,Riyadh Air,2033,False,False,
15,bayer-04-leverkusen,2025,BayArena,30210,25710,,,26,,,1956,,Bayer 04 Immobilien GmbH,,BayArena,,,"70,00 mill. €",Césped natural,,https://www.transfermarkt.es/bayer-04-leverkusen/stadion/verein/15/saison_id/2025,"Der Name ""Ulrich-Haberland-Stadion"" wird seit der Umbenennung in ""BayArena"" aus Traditionsgründen vom nahegelegenen Amateurstadion getragen.",,105,68,Bayer AG,,True,False,
16,borussia-dortmund,2025,SIGNAL IDUNA PARK,81365,53028,,,18,,,1974,,Westfalenstadion Dortmund GmbH & Co. KG,,SIGNAL IDUNA PARK,,,"45,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/borussia-dortmund/stadion/verein/16/saison_id/2025,Westfalenstadion (bis 30.11.2005),,105,68,SIGNAL IDUNA,2031,True,False,
24,eintracht-frankfurt,2025,Deutsche Bank Park,59500,39500,,,83,,,2005,,Stadt Frankfurt - Tochtergesellschaft WFGP,,Deutsche Bank Park,,,"126,00 mill. €",Césped natural,,https://www.transfermarkt.es/eintracht-frankfurt/stadion/verein/24/saison_id/2025,"Waldstadion, Commerzbank Arena",,105,68,Deutsche Bank,2027,True,False,
27,fc-bayern-munchen,2025,Allianz Arena,75000,59230,,,106,,,2005,,FC Bayern München,,Allianz Arena,,,"365,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-bayern-munchen/stadion/verein/27/saison_id/2025,,,105,68,Allianz SE,2041,True,False,
31,fc-liverpool,2025,Anfield,61276,61276,,,160,,,,,Liverpool Football Club,,Anfield,,,,Césped híbrido,,https://www.transfermarkt.es/fc-liverpool/stadion/verein/31/saison_id/2025,,,101,68,,,True,False,
46,inter-mailand,2025,Giuseppe Meazza,75923,75923,,,304,,,1926,,Comune di Milano,,Giuseppe Meazza,,,,Césped híbrido,,https://www.transfermarkt.es/inter-mailand/stadion/verein/46/saison_id/2025,San Siro,,105,68,,,True,False,
62,sk-slavia-prag,2025,Fortuna Arena,19370,19370,,,40,,,2008,,Citic Group,,Fortuna Arena,,,"40,00 mill. €",Césped natural,,https://www.transfermarkt.es/sk-slavia-prag/stadion/verein/62/saison_id/2025,"Synot Tip Aréna (2009-2012), Eden Aréna (2012-2018), Sinobo Stadium (2018-2022)",,105,68,Fortuna,,True,False,
131,fc-barcelona,2025,Spotify Camp Nou,62657,99354,,,,,,1957,,Fútbol Club Barcelona,,Spotify Camp Nou,,,,Césped híbrido,,https://www.transfermarkt.es/fc-barcelona/stadion/verein/131/saison_id/2025,,,105,68,Spotify AB,2034,True,False,
141,galatasaray-istanbul,2025,Ali Sami Yen Spor Kompleksi RAMS Park,53978,53978,,,180,,,2011,,Galatasaray SK,,Ali Sami Yen Spor Kompleksi RAMS Park,,,"128,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/galatasaray-istanbul/stadion/verein/141/saison_id/2025,Ali Sami Yen Spor Kompleksi Türk Telekom Arena,,105,68,RAMS,,True,False,
148,tottenham-hotspur,2025,Tottenham Hotspur Stadium,62850,62850,,,,,,2019,,Tottenham Hotspur,,Tottenham Hotspur Stadium,,,,Césped híbrido,,https://www.transfermarkt.es/tottenham-hotspur/stadion/verein/148/saison_id/2025,,,105,68,,,True,False,
162,as-monaco,2025,Stade Louis-II,18525,18525,,,,,,1939,,,,Stade Louis-II,,,,Césped natural,,https://www.transfermarkt.es/as-monaco/stadion/verein/162/saison_id/2025,,,105,68,,,True,True,
190,fc-kopenhagen,2025,Parken - connected by 3,38065,38065,,,50,,,1992,,Parken Sport & Entertainment,,Parken - connected by 3,,,"85,76 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-kopenhagen/stadion/verein/190/saison_id/2025,Telia Parken (2014-2020),,105,68,Three,,True,False,
244,olympique-marseille,2025,Orange Vélodrome,67394,67394,,,,,,1937,,Olympique de Marseille,,Orange Vélodrome,,,,Césped natural,,https://www.transfermarkt.es/olympique-marseille/stadion/verein/244/saison_id/2025,,,105,68,Orange,,True,False,
281,manchester-city,2025,Etihad Stadium,61000,61000,,,,,,2002,,Manchester City Council,,Etihad Stadium,,,"119,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/manchester-city/stadion/verein/281/saison_id/2025,City of Manchester Stadium,,105,68,Etihad,,True,False,
294,benfica-lissabon,2025,Estádio da Luz,68100,68100,,,,,,2003,,Sport Lisboa e Benfica,,Estádio da Luz,,,"118,70 mill. €",Césped natural,,https://www.transfermarkt.es/benfica-lissabon/stadion/verein/294/saison_id/2025,,,105,68,,,False,False,
336,sporting-lissabon,2025,Estádio José Alvalade,52095,52095,,,,,,2003,,Sporting CP,,Estádio José Alvalade,,,"105,00 mill. €",Césped natural,,https://www.transfermarkt.es/sporting-lissabon/stadion/verein/336/saison_id/2025,,,105,68,,,False,False,
383,psv-eindhoven,2025,Philips Stadion,35000,35000,,,46,,,1913,,PSV Eindhoven,,Philips Stadion,,,,Césped natural,,https://www.transfermarkt.es/psv-eindhoven/stadion/verein/383/saison_id/2025,Philips Sportpark,,105,70,Philips,,True,False,
418,real-madrid,2025,Santiago Bernabéu,83186,83186,,,261,,,1947,,Real Madrid C.F.,,Santiago Bernabéu,,,"288,00 mill. €",Césped natural,,https://www.transfermarkt.es/real-madrid/stadion/verein/418/saison_id/2025,Nuevo Estadio Chamartín (1947–1955),,105,68,,,True,False,
501,fk-bodo-glimt,2025,Aspmyra Stadion,8500,,,,,,,,,,,Aspmyra Stadion,,,,Césped artificial,,https://www.transfermarkt.es/fk-bodo-glimt/stadion/verein/501/saison_id/2025,,,,,,,False,False,
506,juventus-turin,2025,Allianz Stadium,41507,41507,,,64,,,2011,,Juventus,,Allianz Stadium,,,"125,00 mill. €",Césped natural,,https://www.transfermarkt.es/juventus-turin/stadion/verein/506/saison_id/2025,Juventus Stadium,,105,68,Sportfive,,True,False,
583,fc-paris-saint-germain,2025,Parc des Princes,48583,,,,,,,,,Paris City Council,,Parc des Princes,,,125 mil €,Césped híbrido,,https://www.transfermarkt.es/fc-paris-saint-germain/stadion/verein/583/saison_id/2025,,,105,68,,,True,False,
610,ajax-amsterdam,2025,Johan Cruijff ArenA,55885,55885,,,,,,1996,,Stad Amsterdam,,Johan Cruijff ArenA,,,"96,00 mill. €",Césped natural,,https://www.transfermarkt.es/ajax-amsterdam/stadion/verein/610/saison_id/2025,Amsterdam ArenA,,105,68,,,True,False,
621,athletic-bilbao,2025,San Mamés,53289,53289,,,,,,2013,,San Mamés Barria S.L.,,San Mamés,,,"211,00 mill. €",Césped natural,,https://www.transfermarkt.es/athletic-bilbao/stadion/verein/621/saison_id/2025,,,105,68,Athletic Club,,True,False,
631,fc-chelsea,2025,Stamford Bridge,41631,41631,,,,,,,,Chelsea Pitch Owners plc,,Stamford Bridge,,,,Césped natural,,https://www.transfermarkt.es/fc-chelsea/stadion/verein/631/saison_id/2025,,,103,67,,,True,False,
683,olympiakos-piraus,2025,Stadio Georgios Karaiskakis,33345,33345,,,43,,,,,Hellenic Olympic Committee,,Stadio Georgios Karaiskakis,,,"60,00 mill. €",Césped natural,,https://www.transfermarkt.es/olympiakos-piraus/stadion/verein/683/saison_id/2025,,,105,68,,,False,False,
762,newcastle-united,2025,St James' Park,52258,52258,,,,,,,,Newcastle United Football Club,,St James' Park,,,,Césped natural,,https://www.transfermarkt.es/newcastle-united/stadion/verein/762/saison_id/2025,,,110,73,,,False,False,
800,atalanta-bergamo,2025,New Balance Arena - Bergamo,24950,24950,,,,,,1928,,Atalanta BC,,New Balance Arena - Bergamo,,,,Césped natural,,https://www.transfermarkt.es/atalanta-bergamo/stadion/verein/800/saison_id/2025,"Stadio Mario Brumana, Stadio Comunale, Stadio Atleti Azzurri d'Italia, Gewiss Stadium",,105,68,,,True,False,
1050,fc-villarreal,2025,La Cerámica,23500,23500,,,30,,,1923,,Stadt Villarreal,,La Cerámica,,,,Césped natural,,https://www.transfermarkt.es/fc-villarreal/stadion/verein/1050/saison_id/2025,"Campo del Villarreal (1923-1924)
El Madrigal (1925-2016)",,105,68,,,False,False,
2282,fc-brugge,2025,Jan Breydelstadion,29062,29062,,,,,,1975,,Brugge,,Jan Breydelstadion,,,,Césped natural,,https://www.transfermarkt.es/fc-brugge/stadion/verein/2282/saison_id/2025,1975-1998: Olympiastadion (Bijnaam: Olympia),,105,68,,,True,False,
3948,royale-union-saint-gilloise,2025,Stade Joseph Mariën,9512,,,,,,,1915,,,,Stade Joseph Mariën,,,,Césped natural,,https://www.transfermarkt.es/royale-union-saint-gilloise/stadion/verein/3948/saison_id/2025,,,,,,,False,False,
6195,ssc-neapel,2025,Diego Armando Maradona,54726,54726,,,19,,,1959,,Comune di Napoli,,Diego Armando Maradona,,,,Césped natural,,https://www.transfermarkt.es/ssc-neapel/stadion/verein/6195/saison_id/2025,"Stadio del Sole (1959-1962), San Paolo (1963-2020)",,110,68,-,,False,True,
10482,kairat-almaty,2025,Almaty Ortalyk Stadion,23804,23804,,,,,,1958,,Almaty Administration,,Almaty Ortalyk Stadion,,,,Césped natural,,https://www.transfermarkt.es/kairat-almaty/stadion/verein/10482/saison_id/2025,,,105,68,,,True,True,
10625,qarabag-fk,2025,Azersun Arena,4677,4677,,,,,,2015,,Tahir Bagirov,,Azersun Arena,,,,Césped natural,,https://www.transfermarkt.es/qarabag-fk/stadion/verein/10625/saison_id/2025,,,,,,,False,False,
45457,pafos-fc,2025,Stelios Kyriakidis Stadio,9394,9394,,,,,,1985,,CSO Sportorganisation Zyperns,,Stelios Kyriakidis Stadio,,,,Césped natural,,https://www.transfermarkt.es/pafos-fc/stadion/verein/45457/saison_id/2025,Pafiako Stadio,,102,65,,,False,True,
