team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
3,1-fc-koln,2021,FC Colonia,50000,41825,,,57,,,,,Kölner Sportstätten GmbH,,RheinEnergieSTADION,,Alemania,"119,50 mill. €",Césped natural,,https://www.transfermarkt.es/1-fc-koln/stadion/verein/3/saison_id/2021,,,,,,,,,
10,arminia-bielefeld,2021,Arminia Bielefeld,26750,18703,,,20,,,,,Bündnis Alm GmbH,,SchücoArena,,Alemania,"30,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/arminia-bielefeld/stadion/verein/10/saison_id/2021,,,,,,,,,
15,bayer-04-leverkusen,2021,Bayer 04 Leverkusen,30210,25710,,,26,,,,,Bayer 04 Immobilien GmbH,,BayArena,,Alemania,"70,00 mill. €",Césped natural,,https://www.transfermarkt.es/bayer-04-leverkusen/stadion/verein/15/saison_id/2021,,,,,,,,,
16,borussia-dortmund,2021,Borussia Dortmund,81365,53028,,,18,,,,,Westfalenstadion Dortmund GmbH & Co. KG,,SIGNAL IDUNA PARK,,Alemania,"45,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/borussia-dortmund/stadion/verein/16/saison_id/2021,,,,,,,,,
18,borussia-monchengladbach,2021,Borussia Mönchengladbach,54042,37869,,,45,,,,,Borussia VfL 1900 Mönchengladbach GmbH,,Stadion im Borussia-Park,,Alemania,"84,00 mill. €",Césped natural,,https://www.transfermarkt.es/borussia-monchengladbach/stadion/verein/18/saison_id/2021,,,,,,,,,
24,eintracht-frankfurt,2021,Eintracht Fráncfort​​,59500,39500,,,83,,,,,Stadt Frankfurt - Tochtergesellschaft WFGP,,Deutsche Bank Park,,Alemania,"126,00 mill. €",Césped natural,,https://www.transfermarkt.es/eintracht-frankfurt/stadion/verein/24/saison_id/2021,,,,,,,,,
27,fc-bayern-munchen,2021,Bayern Múnich,75000,59230,,,106,,,,,FC Bayern München,,Allianz Arena,,Alemania,"365,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-bayern-munchen/stadion/verein/27/saison_id/2021,,,,,,,,,
39,1-fsv-mainz-05,2021,1.FSV Mainz 05,33305,20000,,,35,,,,,GVG mbH,,Mewa Arena,,Alemania,"65,00 mill. €",Césped natural,,https://www.transfermarkt.es/1-fsv-mainz-05/stadion/verein/39/saison_id/2021,,,,,,,,,
44,hertha-bsc,2021,Hertha Berlín,74667,74649,,,59,,,,,Land Berlin,,Olympiastadion Berlin,,Alemania,"242,00 mill. €",Césped natural,,https://www.transfermarkt.es/hertha-bsc/stadion/verein/44/saison_id/2021,,,,,,,,,
60,sc-freiburg,2021,SC Friburgo,34700,22300,,,20,,,,,Stadion Freiburg Objektträger GmbH & Co. KG (SFG),,Europa-Park Stadion,,Alemania,,Césped natural,,https://www.transfermarkt.es/sc-freiburg/stadion/verein/60/saison_id/2021,,,,,,,,,
65,spvgg-greuther-furth,2021,SpVgg Greuther Fürth,16626,8126,,,12,,,,,Conny Brandstätter (Eigentümer) / Stadt Fürth (Pächter) / SpVgg Greuther Fürth (Unterpächter),,Sportpark Ronhof | Thomas Sommer,,Alemania,,Césped natural,,https://www.transfermarkt.es/spvgg-greuther-furth/stadion/verein/65/saison_id/2021,,,,,,,,,
79,vfb-stuttgart,2021,VfB Stuttgart,60449,49224,,,66,,,,,Stadion NeckarPark GmbH & Co.KG,,MHPArena Stuttgart,,Alemania,,Césped natural,,https://www.transfermarkt.es/vfb-stuttgart/stadion/verein/79/saison_id/2021,,,,,,,,,
80,vfl-bochum,2021,VfL Bochum,26000,15574,,,,,,,,Stadt Bochum,,Vonovia Ruhrstadion,,Alemania,,Césped natural,,https://www.transfermarkt.es/vfl-bochum/stadion/verein/80/saison_id/2021,,,,,,,,,
82,vfl-wolfsburg,2021,VfL Wolfsburgo,28917,20917,,,31,,,,,Wolfsburg AG,,Volkswagen Arena,,Alemania,"53,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/vfl-wolfsburg/stadion/verein/82/saison_id/2021,,,,,,,,,
89,1-fc-union-berlin,2021,1.FC Unión Berlín,22012,3617,,,27,,,,,1.FC Union Berlin,,Stadion An der Alten Försterei,,Alemania,"17,00 mill. €",Césped natural,,https://www.transfermarkt.es/1-fc-union-berlin/stadion/verein/89/saison_id/2021,,,,,,,,,
167,fc-augsburg,2021,FC Augsburgo,30660,19626,,,48,,,,,FC Augsburg Besitz- und Betriebsgesellschaft mbH,,WWK ARENA,,Alemania,"45,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/fc-augsburg/stadion/verein/167/saison_id/2021,,,,,,,,,
533,tsg-1899-hoffenheim,2021,TSG 1899 Hoffenheim,30150,23400,,,40,,,,,DH Besitzgesellschaft mbH & Co. KG,,PreZero Arena,,Alemania,"60,00 mill. €",Césped natural,,https://www.transfermarkt.es/tsg-1899-hoffenheim/stadion/verein/533/saison_id/2021,,,,,,,,,
23826,rasenballsport-leipzig,2021,RB Leipzig,47069,32908,,,18,,,,,ZSL Betreibergesellschaft mbH,,Red Bull Arena,,Alemania,"90,00 mill. €",Césped natural,,https://www.transfermarkt.es/rasenballsport-leipzig/stadion/verein/23826/saison_id/2021,,,,,,,,,
