whoscored_player_id,name,player_name,whoscored_team_id,team_name,position,shirt_no,competition,season,source
323547,Youssef En-Nesyri,Youssef En-Nesyri,67,Sevilla,FW,15,Champions League,2023/24,whoscored
299490,Dodi Lukébakio,Dodi Lukébakio,67,Sevilla,Sub,11,Champions League,2023/24,whoscored
345664,Boubakary Soumaré,Boubakary Soumaré,67,Sevilla,Sub,24,Champions League,2023/24,whoscored
323236,Mariano Díaz,Mariano Díaz,67,Sevilla,Sub,12,Champions League,2023/24,whoscored
105591,Suso,Suso,67,Sevilla,Sub,7,Champions League,2023/24,whoscored
9446,Jesús Navas,Jesús Navas,67,Sevilla,Sub,16,Champions League,2023/24,whoscored
379208,Federico Gattoni,Federico Gattoni,67,Sevilla,Sub,2,Champions League,2023/24,whoscored
398416,Loïc Badé,Loïc Badé,67,Sevilla,Sub,22,Champions League,2023/24,whoscored
39187,Ørjan Nyland,Ørjan Nyland,67,Sevilla,Sub,13,Champions League,2023/24,whoscored
238941,Joan Jordán,Joan Jordán,67,Sevilla,Sub,8,Champions League,2023/24,whoscored
300369,Rafa Mir,Rafa Mir,67,Sevilla,Sub,9,Champions League,2023/24,whoscored
113708,Óliver Torres,Óliver Torres,67,Sevilla,Sub,21,Champions League,2023/24,whoscored
431509,Kike Salas,Kike Salas,67,Sevilla,Sub,27,Champions League,2023/24,whoscored
105198,Brice Samba,Brice Samba,309,Lens,GK,30,Champions League,2023/24,whoscored
330672,Facundo Medina,Facundo Medina,309,Lens,DC,14,Champions League,2023/24,whoscored
330816,Kevin Danso,Kevin Danso,309,Lens,DC,4,Champions League,2023/24,whoscored
236552,Jonathan Gradit,Jonathan Gradit,309,Lens,DC,24,Champions League,2023/24,whoscored
339500,Przemyslaw Frankowski,Przemyslaw Frankowski,309,Lens,DMR,29,Champions League,2023/24,whoscored
416148,Déiver Machado,Déiver Machado,309,Lens,DML,3,Champions League,2023/24,whoscored
422189,Salis Abdul Samed,Salis Abdul Samed,309,Lens,MC,6,Champions League,2023/24,whoscored
90278,Nampalys Mendy,Nampalys Mendy,309,Lens,MC,26,Champions League,2023/24,whoscored
274934,Florian Sotoca,Florian Sotoca,309,Lens,AMC,7,Champions League,2023/24,whoscored
296316,Angelo Fulgini,Angelo Fulgini,309,Lens,AMC,11,Champions League,2023/24,whoscored
407661,Elye Wahi,Elye Wahi,309,Lens,FW,9,Champions League,2023/24,whoscored
113747,Adrien Thomasson,Adrien Thomasson,309,Lens,Sub,28,Champions League,2023/24,whoscored
415415,Andy Diouf,Andy Diouf,309,Lens,Sub,18,Champions League,2023/24,whoscored
415955,Morgan Guilavogui,Morgan Guilavogui,309,Lens,Sub,27,Champions League,2023/24,whoscored
94892,Massadio Haïdara,Massadio Haïdara,309,Lens,Sub,21,Champions League,2023/24,whoscored
34182,Jean-Louis Leca,Jean-Louis Leca,309,Lens,Sub,16,Champions League,2023/24,whoscored
129819,Wesley Saïd,Wesley Saïd,309,Lens,Sub,22,Champions League,2023/24,whoscored
236546,Ruben Aguilar,Ruben Aguilar,309,Lens,Sub,2,Champions League,2023/24,whoscored
296232,Faitout Maouassa,Faitout Maouassa,309,Lens,Sub,20,Champions League,2023/24,whoscored
414480,Yannick Pandor,Yannick Pandor,309,Lens,Sub,40,Champions League,2023/24,whoscored
486734,Neil El Aynaoui,Neil El Aynaoui,309,Lens,Sub,23,Champions League,2023/24,whoscored
493206,Abdukodir Khusanov,Abdukodir Khusanov,309,Lens,Sub,25,Champions League,2023/24,whoscored
238940,Thomas Partey,Thomas Partey,13,Arsenal,Sub,5,Champions League,2023/24,whoscored
303729,Marcos Acuña,Marcos Acuña,67,Sevilla,Sub,19,Champions League,2023/24,whoscored
431508,Alberto Flores,Alberto Flores,67,Sevilla,Sub,31,Champions League,2023/24,whoscored
382492,Tanguy Nianzou,Tanguy Nianzou,67,Sevilla,Sub,14,Champions League,2023/24,whoscored
380706,Gabriel Martinelli,Gabriel Martinelli,13,Arsenal,FWL,11,Champions League,2023/24,whoscored
400193,David da Costa,David da Costa,309,Lens,Sub,10,Champions League,2023/24,whoscored
455840,Amario Cozier-Duberry,Amario Cozier-Duberry,13,Arsenal,Sub,45,Champions League,2023/24,whoscored
467920,Charles Sagoe,Charles Sagoe,13,Arsenal,Sub,71,Champions League,2023/24,whoscored
509211,Tom Pouilly,Tom Pouilly,309,Lens,Sub,43,Champions League,2023/24,whoscored
456771,Ethan Nwaneri,Ethan Nwaneri,13,Arsenal,Sub,63,Champions League,2023/24,whoscored
467918,Myles Lewis-Skelly,Myles Lewis-Skelly,13,Arsenal,Sub,59,Champions League,2023/24,whoscored
462146,Matías Árbol,Matías Árbol,67,Sevilla,Sub,33,Champions League,2023/24,whoscored
469547,Manu Bueno,Manu Bueno,67,Sevilla,Sub,28,Champions League,2023/24,whoscored
346767,Mauro Júnior,Mauro Júnior,129,PSV Eindhoven,Sub,17,Champions League,2023/24,whoscored
345333,Armando Obispo,Armando Obispo,129,PSV Eindhoven,Sub,4,Champions League,2023/24,whoscored
403097,Fredrik Oppegård,Fredrik Oppegård,129,PSV Eindhoven,Sub,35,Champions League,2023/24,whoscored
450072,Reuell Walters,Reuell Walters,13,Arsenal,Sub,76,Champions League,2023/24,whoscored
450073,Lino Sousa,Lino Sousa,13,Arsenal,Sub,72,Champions League,2023/24,whoscored
495275,Ayanda Sishuba,Ayanda Sishuba,309,Lens,Sub,32,Champions League,2023/24,whoscored
508329,Darío Benavides,Darío Benavides,67,Sevilla,Sub,29,Champions League,2023/24,whoscored
511715,Alberto Collado,Alberto Collado,67,Sevilla,Sub,37,Champions League,2023/24,whoscored
35506,Sven Ulreich,Sven Ulreich,37,Bayern,GK,26,Champions League,2023/24,whoscored
248010,Konrad Laimer,Konrad Laimer,37,Bayern,DR,27,Champions League,2023/24,whoscored
327721,Dayot Upamecano,Dayot Upamecano,37,Bayern,DC,2,Champions League,2023/24,whoscored
370912,Kim Min-Jae,Kim Min-Jae,37,Bayern,DC,3,Champions League,2023/24,whoscored
320040,Alphonso Davies,Alphonso Davies,37,Bayern,DL,19,Champions League,2023/24,whoscored
115519,Leon Goretzka,Leon Goretzka,37,Bayern,DMC,8,Champions League,2023/24,whoscored
283323,Joshua Kimmich,Joshua Kimmich,37,Bayern,DMC,6,Champions League,2023/24,whoscored
144711,Leroy Sané,Leroy Sané,37,Bayern,AMR,10,Champions League,2023/24,whoscored
395252,Jamal Musiala,Jamal Musiala,37,Bayern,AMC,42,Champions League,2023/24,whoscored
119501,Serge Gnabry,Serge Gnabry,37,Bayern,AML,7,Champions League,2023/24,whoscored
83532,Harry Kane,Harry Kane,37,Bayern,FW,9,Champions League,2023/24,whoscored
29809,Eric Choupo-Moting,Eric Choupo-Moting,37,Bayern,Sub,13,Champions League,2023/24,whoscored
422885,Mathys Tel,Mathys Tel,37,Bayern,Sub,39,Champions League,2023/24,whoscored
125883,Kingsley Coman,Kingsley Coman,37,Bayern,Sub,11,Champions League,2023/24,whoscored
37099,Thomas Müller,Thomas Müller,37,Bayern,Sub,25,Champions League,2023/24,whoscored
503206,Max Schmitt,Max Schmitt,37,Bayern,Sub,48,Champions League,2023/24,whoscored
404258,Daniel Peretz,Daniel Peretz,37,Bayern,Sub,18,Champions League,2023/24,whoscored
349932,Noussair Mazraoui,Noussair Mazraoui,37,Bayern,Sub,40,Champions League,2023/24,whoscored
320374,Matthijs de Ligt,Matthijs de Ligt,37,Bayern,Sub,4,Champions League,2023/24,whoscored
104747,Bouna Sarr,Bouna Sarr,37,Bayern,Sub,20,Champions League,2023/24,whoscored
494113,Frans Krätzig,Frans Krätzig,37,Bayern,Sub,41,Champions League,2023/24,whoscored
260843,André Onana,André Onana,32,Man Utd,GK,24,Champions League,2023/24,whoscored
353418,Diogo Dalot,Diogo Dalot,32,Man Utd,DR,20,Champions League,2023/24,whoscored
340105,Lisandro Martínez,Lisandro Martínez,32,Man Utd,DC,6,Champions League,2023/24,whoscored
100008,Victor Lindelöf,Victor Lindelöf,32,Man Utd,DC,2,Champions League,2023/24,whoscored
362275,Sergio Reguilón,Sergio Reguilón,32,Man Utd,DL,15,Champions League,2023/24,whoscored
88526,Casemiro,Casemiro,32,Man Utd,DMC,18,Champions League,2023/24,whoscored
69344,Christian Eriksen,Christian Eriksen,32,Man Utd,DMC,14,Champions League,2023/24,whoscored
404086,Facundo Pellistri,Facundo Pellistri,32,Man Utd,AMR,28,Champions League,2023/24,whoscored
123761,Bruno Fernandes,Bruno Fernandes,32,Man Utd,AMC,8,Champions League,2023/24,whoscored
300299,Marcus Rashford,Marcus Rashford,32,Man Utd,AML,10,Champions League,2023/24,whoscored
439584,Rasmus Højlund,Rasmus Højlund,32,Man Utd,FW,11,Champions League,2023/24,whoscored
437022,Alejandro Garnacho,Alejandro Garnacho,32,Man Utd,Sub,17,Champions League,2023/24,whoscored
122366,Anthony Martial,Anthony Martial,32,Man Utd,Sub,9,Champions League,2023/24,whoscored
336915,Scott McTominay,Scott McTominay,32,Man Utd,Sub,39,Champions League,2023/24,whoscored
456623,Radek Vítek,Radek Vítek,32,Man Utd,Sub,40,Champions League,2023/24,whoscored
416207,Hannibal Mejbri,Hannibal Mejbri,32,Man Utd,Sub,46,Champions League,2023/24,whoscored
361707,Altay Bayindir,Altay Bayindir,32,Man Utd,Sub,1,Champions League,2023/24,whoscored
17708,Tom Heaton,Tom Heaton,32,Man Utd,Sub,22,Champions League,2023/24,whoscored
467768,Daniel Gore,Daniel Gore,32,Man Utd,Sub,44,Champions League,2023/24,whoscored
491385,Omari Forson,Omari Forson,32,Man Utd,Sub,62,Champions League,2023/24,whoscored
22079,Jonny Evans,Jonny Evans,32,Man Utd,Sub,35,Champions League,2023/24,whoscored
30966,Fernando Muslera,Fernando Muslera,294,Galatasaray,GK,1,Champions League,2023/24,whoscored
372280,Sacha Boey,Sacha Boey,294,Galatasaray,DR,93,Champions League,2023/24,whoscored
376805,Victor Nelsson,Victor Nelsson,294,Galatasaray,DC,25,Champions League,2023/24,whoscored
108073,Abdülkerim Bardakci,Abdülkerim Bardakci,294,Galatasaray,DC,42,Champions League,2023/24,whoscored
255089,Angeliño,Angeliño,294,Galatasaray,DL,3,Champions League,2023/24,whoscored
115166,Kerem Demirbay,Kerem Demirbay,294,Galatasaray,DMC,8,Champions League,2023/24,whoscored
248109,Lucas Torreira,Lucas Torreira,294,Galatasaray,DMC,34,Champions League,2023/24,whoscored
115868,Hakim Ziyech,Hakim Ziyech,294,Galatasaray,AMR,22,Champions League,2023/24,whoscored
23100,Dries Mertens,Dries Mertens,294,Galatasaray,AMC,10,Champions League,2023/24,whoscored
402880,Kerem Aktürkoglu,Kerem Aktürkoglu,294,Galatasaray,AML,7,Champions League,2023/24,whoscored
106964,Mauro Icardi,Mauro Icardi,294,Galatasaray,FW,9,Champions League,2023/24,whoscored
387417,Tetê,Tetê,294,Galatasaray,Sub,20,Champions League,2023/24,whoscored
321389,Tanguy Ndombélé,Tanguy Ndombélé,294,Galatasaray,Sub,91,Champions League,2023/24,whoscored
70614,Sérgio Oliveira,Sérgio Oliveira,294,Galatasaray,Sub,27,Champions League,2023/24,whoscored
421779,Baris Alper Yilmaz,Baris Alper Yilmaz,294,Galatasaray,Sub,53,Champions League,2023/24,whoscored
85059,Wilfried Zaha,Wilfried Zaha,294,Galatasaray,Sub,14,Champions League,2023/24,whoscored
322655,Dávinson Sánchez,Dávinson Sánchez,294,Galatasaray,Sub,6,Champions League,2023/24,whoscored
86513,Cédric Bakambu,Cédric Bakambu,294,Galatasaray,Sub,94,Champions League,2023/24,whoscored
422791,Kazimcan Karatas,Kazimcan Karatas,294,Galatasaray,Sub,88,Champions League,2023/24,whoscored
129171,Kaan Ayhan,Kaan Ayhan,294,Galatasaray,Sub,23,Champions League,2023/24,whoscored
240891,Günay Güvenç,Günay Güvenç,294,Galatasaray,Sub,19,Champions League,2023/24,whoscored
364015,Kamil Grabara,Kamil Grabara,10,Copenhagen,GK,1,Champions League,2023/24,whoscored
443655,Elias Jelert,Elias Jelert,10,Copenhagen,DR,19,Champions League,2023/24,whoscored
232262,Kevin Diks,Kevin Diks,10,Copenhagen,DC,2,Champions League,2023/24,whoscored
129363,Denis Vavro,Denis Vavro,10,Copenhagen,DC,3,Champions League,2023/24,whoscored
320738,Birger Meling,Birger Meling,10,Copenhagen,DL,24,Champions League,2023/24,whoscored
136024,Rasmus Falk,Rasmus Falk,10,Copenhagen,MC,33,Champions League,2023/24,whoscored
342577,Lukas Lerager,Lukas Lerager,10,Copenhagen,MC,12,Champions League,2023/24,whoscored
343029,Diogo Gonçalves,Diogo Gonçalves,10,Copenhagen,MC,9,Champions League,2023/24,whoscored
141732,Mohamed Elyounoussi,Mohamed Elyounoussi,10,Copenhagen,FWR,10,Champions League,2023/24,whoscored
228689,Jordan Larsson,Jordan Larsson,10,Copenhagen,FW,11,Champions League,2023/24,whoscored
421895,Elias Achouri,Elias Achouri,10,Copenhagen,FWL,30,Champions League,2023/24,whoscored
78271,Peter Ankersen,Peter Ankersen,10,Copenhagen,Sub,22,Champions League,2023/24,whoscored
443656,Valdemar Lund,Valdemar Lund,10,Copenhagen,Sub,27,Champions League,2023/24,whoscored
492867,Oscar Højlund,Oscar Højlund,10,Copenhagen,Sub,39,Champions League,2023/24,whoscored
428066,Orri Óskarsson,Orri Óskarsson,10,Copenhagen,Sub,18,Champions League,2023/24,whoscored
99972,Viktor Claesson,Viktor Claesson,10,Copenhagen,Sub,7,Champions League,2023/24,whoscored
408809,Mateo Tanlongo,Mateo Tanlongo,10,Copenhagen,Sub,8,Champions League,2023/24,whoscored
443654,Andreas Dithmer,Andreas Dithmer,10,Copenhagen,Sub,41,Champions League,2023/24,whoscored
458988,William Clem,William Clem,10,Copenhagen,Sub,36,Champions League,2023/24,whoscored
492694,Theo Sander,Theo Sander,10,Copenhagen,Sub,21,Champions League,2023/24,whoscored
435529,Roony Bardghji,Roony Bardghji,10,Copenhagen,Sub,40,Champions League,2023/24,whoscored
455574,Christian Sørensen,Christian Sørensen,10,Copenhagen,Sub,6,Champions League,2023/24,whoscored
93206,Raphaël Varane,Raphaël Varane,32,Man Utd,DC,19,Champions League,2023/24,whoscored
248144,Sofyan Amrabat,Sofyan Amrabat,32,Man Utd,DL,4,Champions League,2023/24,whoscored
343346,Mason Mount,Mason Mount,32,Man Utd,MC,7,Champions League,2023/24,whoscored
364315,Antony,Antony,32,Man Utd,Sub,21,Champions League,2023/24,whoscored
99487,Harry Maguire,Harry Maguire,32,Man Utd,Sub,5,Champions League,2023/24,whoscored
83100,Nicolai Boilesen,Nicolai Boilesen,10,Copenhagen,Sub,20,Champions League,2023/24,whoscored
115375,Raphaël Guerreiro,Raphaël Guerreiro,37,Bayern,Sub,22,Champions League,2023/24,whoscored
345018,Davit Khocholava,Davit Khocholava,10,Copenhagen,Sub,5,Champions League,2023/24,whoscored
80831,Khouma Babacar,Khouma Babacar,10,Copenhagen,Sub,15,Champions League,2023/24,whoscored
481079,Aleksandar Pavlovic,Aleksandar Pavlovic,37,Bayern,Sub,45,Champions League,2023/24,whoscored
504208,Victor Froholdt,Victor Froholdt,10,Copenhagen,Sub,47,Champions League,2023/24,whoscored
331924,Aaron Wan-Bissaka,Aaron Wan-Bissaka,32,Man Utd,DR,29,Champions League,2023/24,whoscored
13754,Manuel Neuer,Manuel Neuer,37,Bayern,GK,1,Champions League,2023/24,whoscored
422593,Jankat Yilmaz,Jankat Yilmaz,294,Galatasaray,Sub,50,Champions League,2023/24,whoscored
458722,Atakan Ordu,Atakan Ordu,294,Galatasaray,Sub,12,Champions League,2023/24,whoscored
118244,Luke Shaw,Luke Shaw,32,Man Utd,DL,23,Champions League,2023/24,whoscored
460260,Kobbie Mainoo,Kobbie Mainoo,32,Man Utd,Sub,37,Champions League,2023/24,whoscored
467770,Joe Hugill,Joe Hugill,32,Man Utd,Sub,52,Champions League,2023/24,whoscored
113196,Andreas Cornelius,Andreas Cornelius,10,Copenhagen,Sub,14,Champions League,2023/24,whoscored
369877,Anatoliy Trubin,Anatoliy Trubin,299,Benfica,GK,1,Champions League,2023/24,whoscored
401520,Alexander Bah,Alexander Bah,299,Benfica,DR,6,Champions League,2023/24,whoscored
75691,Nicolás Otamendi,Nicolás Otamendi,299,Benfica,DC,30,Champions League,2023/24,whoscored
443613,António Silva,António Silva,299,Benfica,DC,4,Champions League,2023/24,whoscored
303544,Fredrik Aursnes,Fredrik Aursnes,299,Benfica,DL,8,Champions League,2023/24,whoscored
465388,João Neves,João Neves,299,Benfica,DMC,87,Champions League,2023/24,whoscored
355870,Orkun Kökçü,Orkun Kökçü,299,Benfica,DMC,10,Champions League,2023/24,whoscored
23110,Ángel Di María,Ángel Di María,299,Benfica,AMR,11,Champions League,2023/24,whoscored
135127,Rafa,Rafa,299,Benfica,AMC,27,Champions League,2023/24,whoscored
125476,João Mário,João Mário,299,Benfica,AML,20,Champions League,2023/24,whoscored
404198,Petar Musa,Petar Musa,299,Benfica,FW,33,Champions League,2023/24,whoscored
326505,David Neres,David Neres,299,Benfica,Sub,7,Champions League,2023/24,whoscored
426271,Casper Tengstedt,Casper Tengstedt,299,Benfica,Sub,19,Champions League,2023/24,whoscored
361961,Chiquinho,Chiquinho,299,Benfica,Sub,22,Champions League,2023/24,whoscored
437687,Tiago Gouveia,Tiago Gouveia,299,Benfica,Sub,47,Champions League,2023/24,whoscored
376916,Morato,Morato,299,Benfica,Sub,5,Champions League,2023/24,whoscored
355666,Arthur Cabral,Arthur Cabral,299,Benfica,Sub,9,Champions League,2023/24,whoscored
373848,João Victor,João Victor,299,Benfica,Sub,38,Champions League,2023/24,whoscored
426258,David Jurásek,David Jurásek,299,Benfica,Sub,13,Champions League,2023/24,whoscored
438350,Leo Kokubo,Leo Kokubo,299,Benfica,Sub,45,Champions League,2023/24,whoscored
404768,Samuel Soares,Samuel Soares,299,Benfica,Sub,24,Champions League,2023/24,whoscored
369712,Florentino,Florentino,299,Benfica,Sub,61,Champions League,2023/24,whoscored
426502,Tomás Araújo,Tomás Araújo,299,Benfica,Sub,44,Champions League,2023/24,whoscored
130812,Alexander Schlager,Alexander Schlager,361,Salzburg,GK,24,Champions League,2023/24,whoscored
418203,Amar Dedic,Amar Dedic,361,Salzburg,DR,70,Champions League,2023/24,whoscored
454321,Samson Baidoo,Samson Baidoo,361,Salzburg,DC,6,Champions League,2023/24,whoscored
383864,Strahinja Pavlovic,Strahinja Pavlovic,361,Salzburg,DC,31,Champions League,2023/24,whoscored
377261,Aleksa Terzic,Aleksa Terzic,361,Salzburg,DL,3,Champions League,2023/24,whoscored
393137,Lucas Gourna-Douath,Lucas Gourna-Douath,361,Salzburg,DMC,27,Champions League,2023/24,whoscored
410457,Mads Bidstrup,Mads Bidstrup,361,Salzburg,MC,18,Champions League,2023/24,whoscored
424805,Maurits Kjærgaard,Maurits Kjærgaard,361,Salzburg,MC,14,Champions League,2023/24,whoscored
439420,Oscar Gloukh,Oscar Gloukh,361,Salzburg,AMC,30,Champions League,2023/24,whoscored
424367,Roko Simic,Roko Simic,361,Salzburg,FW,23,Champions League,2023/24,whoscored
431179,Karim Konaté,Karim Konaté,361,Salzburg,FW,19,Champions League,2023/24,whoscored
407080,Luka Sucic,Luka Sucic,361,Salzburg,Sub,10,Champions League,2023/24,whoscored
354072,Oumar Solet,Oumar Solet,361,Salzburg,Sub,22,Champions League,2023/24,whoscored
377689,Sékou Koïta,Sékou Koïta,361,Salzburg,Sub,20,Champions League,2023/24,whoscored
412348,Kamil Piatkowski,Kamil Piatkowski,361,Salzburg,Sub,4,Champions League,2023/24,whoscored
476789,Petar Ratkov,Petar Ratkov,361,Salzburg,Sub,21,Champions League,2023/24,whoscored
369480,Nicolás Capaldo,Nicolás Capaldo,361,Salzburg,Sub,7,Champions League,2023/24,whoscored
25032,Andreas Ulmer,Andreas Ulmer,361,Salzburg,Sub,17,Champions League,2023/24,whoscored
450281,Dijon Kameri,Dijon Kameri,361,Salzburg,Sub,8,Champions League,2023/24,whoscored
446761,Leandro Morgalla,Leandro Morgalla,361,Salzburg,Sub,39,Champions League,2023/24,whoscored
410520,Nico Mantl,Nico Mantl,361,Salzburg,Sub,1,Champions League,2023/24,whoscored
450156,Amankwah Forson,Amankwah Forson,361,Salzburg,Sub,32,Champions League,2023/24,whoscored
444758,Dorgeles Nene,Dorgeles Nene,361,Salzburg,Sub,45,Champions League,2023/24,whoscored
270504,Álex Remiro,Álex Remiro,68,Real Sociedad,GK,1,Champions League,2023/24,whoscored
289018,Hamari Traoré,Hamari Traoré,68,Real Sociedad,DR,18,Champions League,2023/24,whoscored
315566,Igor Zubeldia,Igor Zubeldia,68,Real Sociedad,DC,5,Champions League,2023/24,whoscored
367008,Robin Le Normand,Robin Le Normand,68,Real Sociedad,DC,24,Champions League,2023/24,whoscored
297403,Kieran Tierney,Kieran Tierney,68,Real Sociedad,DL,17,Champions League,2023/24,whoscored
344542,Brais Méndez,Brais Méndez,68,Real Sociedad,MC,23,Champions League,2023/24,whoscored
372424,Martín Zubimendi,Martín Zubimendi,68,Real Sociedad,MC,4,Champions League,2023/24,whoscored
238916,Mikel Merino,Mikel Merino,68,Real Sociedad,MC,8,Champions League,2023/24,whoscored
377285,Takefusa Kubo,Takefusa Kubo,68,Real Sociedad,FWR,14,Champions League,2023/24,whoscored
367857,Ander Barrenetxea,Ander Barrenetxea,68,Real Sociedad,FW,7,Champions League,2023/24,whoscored
298839,Mikel Oyarzabal,Mikel Oyarzabal,68,Real Sociedad,FWL,10,Champions League,2023/24,whoscored
399014,Mohamed-Ali Cho,Mohamed-Ali Cho,68,Real Sociedad,Sub,11,Champions League,2023/24,whoscored
297546,Umar Sadiq,Umar Sadiq,68,Real Sociedad,Sub,19,Champions League,2023/24,whoscored
317354,Álvaro Odriozola,Álvaro Odriozola,68,Real Sociedad,Sub,2,Champions League,2023/24,whoscored
367583,Aihen Muñoz,Aihen Muñoz,68,Real Sociedad,Sub,3,Champions League,2023/24,whoscored
395320,Jon Pacheco,Jon Pacheco,68,Real Sociedad,Sub,20,Champions League,2023/24,whoscored
