understat_match_id,understat_player_id,understat_team,player_name,minute,x,y,xg,result,shot_type,situation,side,last_action,player_assisted,season,source
28782,10746,Burnley,Jaidon Anthony,72,89.15,31.69,0.0314,Blocked,Right Foot,From Corner,a,Chipped,Josh Cullen,2025,understat
28783,11070,Wolverhampton Wanderers,Jørgen Strand Larsen,25,92.4,31.69,0.0795,Blocked,Right Foot,Open Play,h,Cross,Ki-Jana Hoever,2025,understat
28783,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,28,85.05,44.74,0.0335,Off T,Right Foot,Open Play,h,Pass,João Gomes,2025,understat
28783,11070,Wolverhampton Wanderers,Jørgen Strand Larsen,45,93.66,29.38,0.0718,Off T,Left Foot,Open Play,h,None,,2025,understat
28783,11070,Wolverhampton Wanderers,Jørgen Strand Larsen,57,94.4,25.16,0.1077,Saved,Right Foot,Set Piece,h,Throughball,Jean-Ricner Bellegarde,2025,understat
28783,7908,Wolverhampton Wanderers,Marshall Munetsi,73,90.72,26.72,0.0503,Blocked,Right Foot,Open Play,h,None,,2025,understat
28783,11070,Wolverhampton Wanderers,Jørgen Strand Larsen,74,92.82,46.04,0.0585,Saved,Right Foot,Open Play,h,Pass,Jhon Arias,2025,understat
28783,10856,Wolverhampton Wanderers,Emmanuel Agbadou,76,73.5,34.75,0.0116,Off T,Right Foot,Open Play,h,Pass,Toti,2025,understat
28783,13200,Wolverhampton Wanderers,Fernando López,86,86.31,28.9,0.0521,Blocked,Left Foot,Open Play,h,Pass,Hee-Chan Hwang,2025,understat
28783,13200,Wolverhampton Wanderers,Fernando López,92,91.56,24.07,0.0544,Saved,Left Foot,Open Play,h,BallTouch,Hugo Bueno,2025,understat
28783,8260,Manchester City,Erling Haaland,17,96.92,34.48,0.2403,Off T,Head,From Corner,a,Aerial,Bernardo Silva,2025,understat
28783,8260,Manchester City,Erling Haaland,18,100.28,31.14,0.5463,Off T,Head,Open Play,a,Cross,Bernardo Silva,2025,understat
28783,9802,Manchester City,Nico González,32,85.68,27.2,0.0687,Blocked,Right Foot,Open Play,a,TakeOn,,2025,understat
28783,6674,Manchester City,Rayan Ait Nouri,32,79.59,33.32,0.0189,Blocked,Right Foot,Open Play,a,Rebound,,2025,understat
28783,9802,Manchester City,Nico González,33,77.38,37.74,0.0174,Blocked,Right Foot,Open Play,a,Pass,Rayan Ait Nouri,2025,understat
28783,8260,Manchester City,Erling Haaland,33,101.75,36.18,0.7589,Goal,Left Foot,Open Play,a,Pass,Rico Lewis,2025,understat
28783,11965,Manchester City,Tijjani Reijnders,36,88.52,44.2,0.0884,Goal,Left Foot,Open Play,a,Pass,Oscar Bobb,2025,understat
28783,8260,Manchester City,Erling Haaland,42,97.97,31.89,0.1175,Off T,Head,From Corner,a,Cross,Bernardo Silva,2025,understat
28783,8260,Manchester City,Erling Haaland,48,95.97,32.84,0.0367,Off T,Head,From Corner,a,Aerial,Bernardo Silva,2025,understat
28783,6674,Manchester City,Rayan Ait Nouri,51,84.95,41.68,0.0387,Off T,Left Foot,Open Play,a,None,,2025,understat
28783,8260,Manchester City,Erling Haaland,60,89.98,25.16,0.0893,Goal,Left Foot,Open Play,a,Pass,Tijjani Reijnders,2025,understat
28783,8094,Manchester City,Mathis Cherki,80,82.74,31.42,0.0537,Goal,Right Foot,Open Play,a,BallTouch,,2025,understat
28783,11965,Manchester City,Tijjani Reijnders,86,81.38,26.32,0.038,Off T,Right Foot,Open Play,a,Pass,Oscar Bobb,2025,understat
28783,8393,Manchester City,Omar Marmoush,91,86.2,38.9,0.1576,Blocked,Right Foot,Direct Freekick,a,Standard,,2025,understat
28783,11965,Manchester City,Tijjani Reijnders,91,89.78,44.74,0.0355,Off T,Right Foot,Set Piece,a,Rebound,,2025,understat
28784,7134,Chelsea,Marc Cucurella,2,102.58,39.92,0.024,Blocked,Head,From Corner,h,Aerial,Reece James,2025,understat
28784,8497,Chelsea,Cole Palmer,20,87.36,49.78,0.0207,Off T,Left Foot,Open Play,h,Pass,Jamie Bynoe-Gittens,2025,understat
