understat_player_id,player_name,team_name,competition,season,source
9677,Kristoffer Ajer,Brentford,Premier League,2025_2026,understat
9678,Ethan Pinnock,Brentford,Premier League,2025_2026,understat
9679,Rico Henry,Brentford,Premier League,2025_2026,understat
9680,Vitaly Janelt,Brentford,Premier League,2025_2026,understat
9733,Nathan Collins,Brentford,Premier League,2025_2026,understat
9739,Kiernan Dewsbury-Hall,Everton,Premier League,2025_2026,understat
9749,Donyell Malen,Aston Villa,Premier League,2025_2026,understat
9767,Habib Diarra,Sunderland,Premier League,2025_2026,understat
978,Sam Johnstone,Wolverhampton Wanderers,Premier League,2025_2026,understat
9780,Mathys Tel,Tottenham,Premier League,2025_2026,understat
9788,Dominik Szoboszlai,Liverpool,Premier League,2025_2026,understat
9789,Brian Brobbey,Sunderland,Premier League,2025_2026,understat
9790,Josko Gvardiol,Manchester City,Premier League,2025_2026,understat
9802,Nico González,Manchester City,Premier League,2025_2026,understat
987,Joseph Gomez,Liverpool,Premier League,2025_2026,understat
9910,Anton Stach,Leeds,Premier League,2025_2026,understat
9911,Piero Hincapié,Arsenal,Premier League,2025_2026,understat
9944,Gabriel Gudmundsson,Leeds,Premier League,2025_2026,understat
9958,Yerson Mosquera,Wolverhampton Wanderers,Premier League,2025_2026,understat
9977,Loum Tchaouna,Burnley,Premier League,2025_2026,understat
9983,Beto,Everton,Premier League,2025_2026,understat
