id_sofascore,canonical_name,team_id_ss,team_name,competition,season,source
518.0,Cesc Fàbregas,,,Ligue 1,2020_2021,sofascore
3209.0,Jimmy Briand,,,Ligue 1,2020_2021,sofascore
3305.0,Hatem Ben Arfa,,,Ligue 1,2020_2021,sofascore
3420.0,Vitorino Hilton,,,Ligue 1,2020_2021,sofascore
3577.0,Dante,,,Ligue 1,2020_2021,sofascore
3579.0,Mathieu Debuchy,,,Ligue 1,2020_2021,sofascore
5585.0,Daniel Congré,,,Ligue 1,2020_2021,sofascore
9086.0,Jessy Moulin,1678.0,Saint-Étienne,Ligue 1,2020_2021,sofascore
14142.0,Thomas Mangani,,,Ligue 1,2020_2021,sofascore
14216.0,Dimitri Payet,,,Ligue 1,2020_2021,sofascore
16429.0,Jérémy Morel,,,Ligue 1,2020_2021,sofascore
16460.0,Sylvain Marveaux,,,Ligue 1,2020_2021,sofascore
16508.0,Paul Baysse,,,Ligue 1,2020_2021,sofascore
16635.0,Kévin Monnet-Paquet,,,Ligue 1,2020_2021,sofascore
18864.0,Burak Yılmaz,,,Ligue 1,2020_2021,sofascore
21931.0,Anthony Modeste,,,Ligue 1,2020_2021,sofascore
24201.0,Eiji Kawashima,,,Ligue 1,2020_2021,sofascore
25506.0,Ismaël Traoré,,,Ligue 1,2020_2021,sofascore
26869.0,Matthieu Dreyer,1656.0,Lorient,Ligue 1,2020_2021,sofascore
26890.0,Fabien Lemoine,,,Ligue 1,2020_2021,sofascore
27009.0,Morgan Schneiderlin,,,Ligue 1,2020_2021,sofascore
27029.0,Steve Mandanda,1641.0,Olympique de Marseille,Ligue 1,2020_2021,sofascore
27069.0,Romain Salin,1658.0,Stade Rennais,Ligue 1,2020_2021,sofascore
27622.0,José Fonte,,,Ligue 1,2020_2021,sofascore
30027.0,Ángel Di María,,,Ligue 1,2020_2021,sofascore
31993.0,Bruno Ecuele Manga,,,Ligue 1,2020_2021,sofascore
32045.0,Yann M'Vila,1678.0,Saint-Étienne,Ligue 1,2020_2021,sofascore
32664.0,Ludovic Baal,1715.0,Stade Brestois,Ligue 1,2020_2021,sofascore
32668.0,Alexandre Oukidja,1651.0,Metz,Ligue 1,2020_2021,sofascore
34221.0,Kevin Strootman,1641.0,Olympique de Marseille,Ligue 1,2020_2021,sofascore
34639.0,Yuto Nagatomo,,,Ligue 1,2020_2021,sofascore
36704.0,Marcelo,,,Ligue 1,2020_2021,sofascore
37126.0,Stevan Jovetić,,,Ligue 1,2020_2021,sofascore
37227.0,Loïc Nestor,,,Ligue 1,2020_2021,sofascore
37761.0,Jérémy Pied,,,Ligue 1,2020_2021,sofascore
38688.0,Damien Le Tallec,,,Ligue 1,2020_2021,sofascore
38716.0,Ryad Boudebouz,,,Ligue 1,2020_2021,sofascore
39009.0,Clément Grenier,,,Ligue 1,2020_2021,sofascore
39224.0,Jean-Louis Leca,1648.0,RC Lens,Ligue 1,2020_2021,sofascore
39226.0,Yoric Ravet,,,Ligue 1,2020_2021,sofascore
40677.0,Fábio,,,Ligue 1,2020_2021,sofascore
41605.0,Timothée Kolodziejczak,,,Ligue 1,2020_2021,sofascore
44213.0,Gaëtan Charbonnier,,,Ligue 1,2020_2021,sofascore
