understat_shot_id,understat_match_id,understat_player_id,player_name,minute,x,y,xg,result,shot_type,situation,side,season
638150,29163,12726,Christantus Uche,38,0.860999984741211,0.43400001525878906,0.07255319505929947,MissedShots,RightFoot,OpenPlay,a,2025
638151,29163,13788,Davinchi,45,0.9569999694824218,0.33599998474121096,0.07016357034444809,BlockedShot,LeftFoot,OpenPlay,a,2025
638152,29163,13789,Adrián Liso,46,0.9,0.45799999237060546,0.4361315965652466,Goal,LeftFoot,OpenPlay,a,2025
638153,29163,11349,Mario Martín,52,0.720999984741211,0.519000015258789,0.011132997460663319,BlockedShot,RightFoot,SetPiece,a,2025
638159,29163,12726,Christantus Uche,71,0.9069999694824219,0.545,0.721170961856842,Goal,LeftFoot,OpenPlay,a,2025
638161,29163,11349,Mario Martín,82,0.8440000152587891,0.5559999847412109,0.10384447127580643,BlockedShot,RightFoot,OpenPlay,a,2025
638163,29163,3264,Mauro Arambarri,87,0.8769999694824219,0.57,0.015464949421584606,SavedShot,Head,OpenPlay,a,2025
638281,29164,13417,Maroan Sannadi,1,0.9309999847412109,0.44,0.10071926563978195,MissedShots,LeftFoot,OpenPlay,h,2025
638282,29164,2229,Yuri,3,0.8980000305175782,0.4379999923706055,0.07757119089365005,BlockedShot,LeftFoot,FromCorner,h,2025
638284,29164,2399,Iñaki Williams,11,0.7419999694824219,0.7440000152587891,0.024095412343740463,BlockedShot,RightFoot,FromCorner,h,2025
638285,29164,9211,Nico Williams,13,0.8059999847412109,0.54,0.068695567548275,BlockedShot,RightFoot,OpenPlay,h,2025
638286,29164,9211,Nico Williams,18,0.97,0.73,0.034943751990795135,BlockedShot,RightFoot,OpenPlay,h,2025
638287,29164,8948,Aitor Paredes,21,0.93,0.5370000076293945,0.05869912728667259,MissedShots,Head,FromCorner,h,2025
638288,29164,6766,Dani Vivian,21,0.9080000305175782,0.4640000152587891,0.126898854970932,BlockedShot,RightFoot,FromCorner,h,2025
638290,29164,9211,Nico Williams,35,0.885,0.5,0.7432776093482971,Goal,RightFoot,Penalty,h,2025
638291,29164,13417,Maroan Sannadi,42,0.955,0.49700000762939456,0.6292787194252014,Goal,RightFoot,OpenPlay,h,2025
638292,29164,5091,Alex Berenguer,44,0.8490000152587891,0.32799999237060545,0.06635403633117676,BlockedShot,LeftFoot,OpenPlay,h,2025
638293,29164,5091,Alex Berenguer,49,0.865999984741211,0.4329999923706055,0.125599205493927,BlockedShot,LeftFoot,OpenPlay,h,2025
638294,29164,9211,Nico Williams,50,0.9319999694824219,0.5429999923706055,0.492308646440506,ShotOnPost,LeftFoot,OpenPlay,h,2025
638295,29164,9755,Inigo Ruiz de Galarreta,52,0.774000015258789,0.585,0.02178058587014675,BlockedShot,LeftFoot,FromCorner,h,2025
638305,29164,8765,Roberto Navarro,80,0.9319999694824219,0.5609999847412109,0.11308426409959793,Goal,RightFoot,OpenPlay,h,2025
638283,29164,11783,Akor Adams,4,0.8859999847412109,0.6719999694824219,0.2678038775920868,SavedShot,LeftFoot,OpenPlay,a,2025
638289,29164,12426,Stanis Idumbo Muzambo,29,0.840999984741211,0.62,0.049450766295194626,BlockedShot,RightFoot,OpenPlay,a,2025
638296,29164,7888,Nemanja Gudelj,55,0.8490000152587891,0.5109999847412109,0.05314451828598976,SavedShot,RightFoot,FromCorner,a,2025
638297,29164,5706,Dodi Lukebakio,59,0.7369999694824219,0.34900001525878904,0.014047360047698021,Goal,LeftFoot,OpenPlay,a,2025
638298,29164,11783,Akor Adams,62,0.9530000305175781,0.6819999694824219,0.04813680797815323,SavedShot,LeftFoot,OpenPlay,a,2025
638299,29164,5706,Dodi Lukebakio,62,0.8640000152587891,0.3060000038146973,0.04061511904001236,MissedShots,LeftFoot,OpenPlay,a,2025
638300,29164,8694,Chidera Ejuke,64,0.8880000305175781,0.69,0.06412971019744873,MissedShots,RightFoot,OpenPlay,a,2025
638301,29164,11783,Akor Adams,65,0.9059999847412109,0.4570000076293945,0.14132700860500336,MissedShots,LeftFoot,OpenPlay,a,2025
638302,29164,9809,José Ángel Carmona,69,0.9230000305175782,0.6759999847412109,0.04361704736948013,SavedShot,RightFoot,OpenPlay,a,2025
638303,29164,2624,Djibril Sow,69,0.8730000305175781,0.5709999847412109,0.07414790242910385,MissedShots,RightFoot,OpenPlay,a,2025
638304,29164,8165,Lucien Agoume,71,0.8219999694824218,0.4370000076293945,0.05093888193368912,Goal,LeftFoot,OpenPlay,a,2025
638306,29164,12305,Isaac Romero,95,0.865,0.4929999923706055,0.05947475507855415,BlockedShot,RightFoot,OpenPlay,a,2025
638332,29165,5081,Edu Expósito,14,0.705999984741211,0.5559999847412109,0.009472325444221497,MissedShots,RightFoot,OpenPlay,h,2025
638333,29165,13350,Roberto Fernández,16,0.7180000305175781,0.6709999847412109,0.010247665457427502,SavedShot,RightFoot,OpenPlay,h,2025
638334,29165,6168,Leandro Cabrera,18,0.915,0.47400001525878904,0.0576726496219635,SavedShot,Head,SetPiece,h,2025
638342,29165,6933,Javi Puado,46,0.87,0.4129999923706055,0.01124297920614481,SavedShot,Head,OpenPlay,h,2025
638343,29165,11402,Carlos Romero,48,0.7680000305175781,0.595,0.023740364238619804,MissedShots,LeftFoot,OpenPlay,h,2025
638344,29165,5074,Kike García,50,0.9169999694824219,0.46299999237060546,0.09954245388507843,MissedShots,Head,OpenPlay,h,2025
638348,29165,6740,Miguel Ángel Rubio,72,0.960999984741211,0.47,0.5629894137382507,Goal,RightFoot,SetPiece,h,2025
638350,29165,4175,Pere Milla,80,0.97,0.4620000076293945,0.6140755414962769,MissedShots,Head,SetPiece,h,2025
638351,29165,4175,Pere Milla,83,0.8690000152587891,0.4159999847412109,0.0260931309312582,Goal,Head,OpenPlay,h,2025
638330,29165,9040,Conor Gallagher,7,0.9290000152587891,0.3170000076293945,0.06622575223445892,MissedShots,RightFoot,OpenPlay,a,2025
638331,29165,7086,David Hancko,13,0.9230000305175782,0.615,0.03471217676997185,SavedShot,Head,FromCorner,a,2025
638335,29165,10846,Julián Álvarez,20,0.7959999847412109,0.6519999694824219,0.03642446920275688,SavedShot,LeftFoot,OpenPlay,a,2025
638336,29165,9796,Giuliano Simeone,22,0.8180000305175781,0.4540000152587891,0.05932294949889183,BlockedShot,LeftFoot,OpenPlay,a,2025
638337,29165,10846,Julián Álvarez,28,0.8190000152587891,0.524000015258789,0.06421186774969101,SavedShot,RightFoot,OpenPlay,a,2025
638338,29165,10846,Julián Álvarez,36,0.7730000305175782,0.590999984741211,0.08613128960132599,Goal,RightFoot,DirectFreekick,a,2025
638339,29165,13358,Thiago Almada,40,0.8619999694824219,0.30700000762939456,0.056025125086307526,MissedShots,RightFoot,OpenPlay,a,2025
638340,29165,9040,Conor Gallagher,43,0.8630000305175781,0.6559999847412109,0.06089051812887192,BlockedShot,LeftFoot,OpenPlay,a,2025
638341,29165,12323,Johnny Cardoso,44,0.7669999694824219,0.6919999694824219,0.014573671855032444,MissedShots,RightFoot,FromCorner,a,2025
638345,29165,10846,Julián Álvarez,56,0.9119999694824219,0.47200000762939454,0.456959992647171,ShotOnPost,RightFoot,OpenPlay,a,2025
638346,29165,9796,Giuliano Simeone,63,0.955,0.34400001525878904,0.08954332023859024,MissedShots,RightFoot,OpenPlay,a,2025
