season,injury_type,date_from,date_until,days_absent,matches_missed,player_id,player_id_tm,player_name,club_name,club_id_tm,club_slug,squad_team_slug
25/26,Rotura de fibras,2026-03-06,2026-03-29,24,4.0,17259,17259,Manuel Neuer,,,,
25/26,Desgarro fibrilar,2026-02-14,2026-03-01,16,2.0,17259,17259,Manuel Neuer,,,,
25/26,Falta de condición física,2026-01-05,2026-01-07,3,,17259,17259,Manuel Neuer,,,,
25/26,Desgarro fibrilar,2025-12-15,2026-01-04,21,1.0,17259,17259,Manuel Neuer,,,,
24/25,Desgarro fibrilar,2025-03-06,2025-04-30,56,10.0,17259,17259,Manuel Neuer,,,,
24/25,Costilla fracturada,2024-12-06,2024-12-31,26,4.0,17259,17259,Manuel Neuer,,,,
24/25,Problemas en el muslo,2024-09-18,2024-09-26,9,1.0,17259,17259,Manuel Neuer,,,,
23/24,Infección,2024-05-27,2024-05-31,5,,17259,17259,Manuel Neuer,,,,
23/24,Desgarro fibrilar,2024-03-20,2024-04-08,20,4.0,17259,17259,Manuel Neuer,,,,
23/24,Falta de condición física,2023-10-18,2023-10-25,8,3.0,17259,17259,Manuel Neuer,,,,
22/23,Fractura de tibia,2022-12-10,2023-10-17,312,44.0,17259,17259,Manuel Neuer,,,,
22/23,Hematoma acromioclavicular,2022-10-10,2022-11-03,25,7.0,17259,17259,Manuel Neuer,,,,
22/23,Coronavirus,2022-09-19,2022-09-26,8,1.0,17259,17259,Manuel Neuer,,,,
21/22,Operación de rodilla,2022-02-03,2022-03-07,33,5.0,17259,17259,Manuel Neuer,,,,
21/22,Coronavirus,2021-12-30,2022-01-13,15,1.0,17259,17259,Manuel Neuer,,,,
25/26,Lesión de codo,2025-08-08,2025-08-19,12,1.0,195778,195778,Alexander Nübel,,,,
24/25,Resfriado,2025-01-27,2025-01-30,4,1.0,195778,195778,Alexander Nübel,,,,
23/24,Problemas musculares,2024-04-07,2024-04-19,13,1.0,195778,195778,Alexander Nübel,,,,
23/24,Problemas de cadera,2024-02-07,2024-02-26,20,3.0,195778,195778,Alexander Nübel,,,,
21/22,Traumatismo craneal,2022-01-27,2022-02-01,6,1.0,195778,195778,Alexander Nübel,,,,
21/22,Problemas estomacales,2021-08-16,2021-08-20,5,1.0,195778,195778,Alexander Nübel,,,,
20/21,Rotura del ligamento de la sindesmosis,2021-01-28,2021-03-11,43,9.0,195778,195778,Alexander Nübel,,,,
25/26,Desgarro miofascial,2026-03-15,2026-04-27,44,9.0,40680,40680,Sven Ulreich,,,,
24/25,Enfermo,2024-11-06,2024-11-10,5,2.0,40680,40680,Sven Ulreich,,,,
23/24,Enfermo,2023-12-19,2023-12-22,4,1.0,40680,40680,Sven Ulreich,,,,
23/24,Lesión de cápsula,2023-12-11,2023-12-15,5,1.0,40680,40680,Sven Ulreich,,,,
23/24,Infección,2023-10-30,2023-11-02,4,1.0,40680,40680,Sven Ulreich,,,,
21/22,Problemas de espalda,2021-11-26,2021-12-01,6,1.0,40680,40680,Sven Ulreich,,,,
21/22,Rotura del ligamento interno de la rodilla,2021-09-20,2021-10-31,42,8.0,40680,40680,Sven Ulreich,,,,
17/18,Molestias en el aductor,2017-12-07,2017-12-13,7,1.0,40680,40680,Sven Ulreich,,,,
17/18,Lesión de codo,2017-05-04,2017-07-06,64,3.0,40680,40680,Sven Ulreich,,,,
15/16,Sobreestiramiento de la banda de sindesmosis,2016-01-14,2016-02-18,36,5.0,40680,40680,Sven Ulreich,,,,
14/15,Herida menor,2014-10-23,2014-10-30,8,1.0,40680,40680,Sven Ulreich,,,,
13/14,Lesión de muñeca,2013-09-23,2013-10-24,32,4.0,40680,40680,Sven Ulreich,,,,
09/10,Fractura de peroné,2010-03-01,2010-04-26,57,9.0,40680,40680,Sven Ulreich,,,,
25/26,Lesión de cadera,2026-02-25,2026-03-11,15,2.0,317444,317444,Ron-Thorben Hoffmann,,,,
24/25,Enfermo,2025-05-16,2025-05-19,4,1.0,317444,317444,Ron-Thorben Hoffmann,,,,
23/24,Enfermo,2024-02-16,2024-02-19,4,1.0,317444,317444,Ron-Thorben Hoffmann,,,,
22/23,Coronavirus,2022-09-29,2022-10-06,8,1.0,317444,317444,Ron-Thorben Hoffmann,,,,
21/22,Coronavirus,2022-01-01,2022-01-14,14,2.0,317444,317444,Ron-Thorben Hoffmann,,,,
20/21,Lesión de rodilla,2021-03-07,2021-04-12,37,12.0,317444,317444,Ron-Thorben Hoffmann,,,,
18/19,Enfermo,2018-11-21,2018-11-28,8,3.0,317444,317444,Ron-Thorben Hoffmann,,,,
16/17,Conmoción,2016-08-26,2016-09-16,22,2.0,317444,317444,Ron-Thorben Hoffmann,,,,
21/22,Lesión en el muslo,2021-10-23,2022-12-31,435,101.0,453874,453874,Lukas Schneller,,,,
21/22,Lesión en el pie,2021-06-24,2021-08-06,44,5.0,453874,453874,Lukas Schneller,,,,
17/18,Golpe,2018-03-15,2018-03-19,5,1.0,453874,453874,Lukas Schneller,,,,
25/26,Molestias en los gemelos,2026-03-04,2026-03-16,13,3.0,59016,59016,David Alaba,,,,
25/26,Lesión en el gemelo,2025-11-21,2025-12-19,29,8.0,59016,59016,David Alaba,,,,
25/26,Lesión en el gemelo,2025-10-20,2025-11-06,18,4.0,59016,59016,David Alaba,,,,
24/25,Menisco desgarrado,2025-04-29,2025-07-31,94,13.0,59016,59016,David Alaba,,,,
24/25,Lesión del aductor,2025-02-04,2025-02-18,15,4.0,59016,59016,David Alaba,,,,
23/24,Rotura del ligamento cruzado,2023-12-18,2025-01-04,384,72.0,59016,59016,David Alaba,,,,
23/24,Molestias en el aductor,2023-09-27,2023-10-19,23,5.0,59016,59016,David Alaba,,,,
22/23,Lesión en el muslo,2023-02-22,2023-03-22,29,6.0,59016,59016,David Alaba,,,,
22/23,Lesión muscular,2023-01-09,2023-02-03,26,7.0,59016,59016,David Alaba,,,,
21/22,Falta de condición física,2022-06-02,2022-06-06,5,1.0,59016,59016,David Alaba,,,,
21/22,Molestias en el aductor,2022-05-05,2022-05-26,22,4.0,59016,59016,David Alaba,,,,
21/22,Molestias en el aductor,2022-04-28,2022-05-02,5,1.0,59016,59016,David Alaba,,,,
21/22,Problemas musculares,2022-02-24,2022-02-28,5,1.0,59016,59016,David Alaba,,,,
21/22,Problemas musculares,2022-01-10,2022-01-13,4,1.0,59016,59016,David Alaba,,,,
21/22,Coronavirus,2021-12-20,2021-12-27,8,1.0,59016,59016,David Alaba,,,,
25/26,Lesión de rodilla,2026-04-19,,16,2.0,166601,166601,Niklas Süle,,,,
25/26,Distensión de muslo,2026-02-14,2026-03-06,21,4.0,166601,166601,Niklas Süle,,,,
25/26,Problemas de espalda,2026-01-23,2026-01-29,7,2.0,166601,166601,Niklas Süle,,,,
25/26,Lesión en el dedo del pie,2025-10-29,2025-12-08,41,8.0,166601,166601,Niklas Süle,,,,
25/26,Lesión muscular,2025-08-11,2025-09-22,43,6.0,166601,166601,Niklas Süle,,,,
24/25,Hematoma,2025-03-30,2025-04-07,9,1.0,166601,166601,Niklas Süle,,,,
24/25,Rotura del ligamento de la sindesmosis,2024-12-08,2025-02-06,61,10.0,166601,166601,Niklas Süle,,,,
24/25,Problemas de tobillo,2024-10-23,2024-11-28,37,7.0,166601,166601,Niklas Süle,,,,
24/25,Gastroenteritis gripal,2024-10-13,2024-10-19,7,1.0,166601,166601,Niklas Süle,,,,
23/24,Enfermo,2024-02-20,2024-02-27,8,2.0,166601,166601,Niklas Süle,,,,
23/24,Enfermo,2023-11-27,2023-12-07,11,3.0,166601,166601,Niklas Süle,,,,
22/23,Lesión muscular,2022-08-01,2022-08-19,19,2.0,166601,166601,Niklas Süle,,,,
21/22,Infección gripal,2022-04-07,2022-04-21,15,3.0,166601,166601,Niklas Süle,,,,
21/22,Desgarro fibrilar,2022-03-17,2022-03-28,12,2.0,166601,166601,Niklas Süle,,,,
21/22,Problemas de espalda,2022-01-03,2022-01-06,4,,166601,166601,Niklas Süle,,,,
24/25,Lesión desconocida,2025-06-21,2025-07-10,20,3.0,353366,353366,Benjamin Pavard,,,,
24/25,Cansancio muscular,2025-05-22,2025-05-28,7,1.0,353366,353366,Benjamin Pavard,,,,
24/25,Distorsión del tobillo,2025-04-27,2025-05-14,18,4.0,353366,353366,Benjamin Pavard,,,,
24/25,Lesión del músculo flexor de la pierna,2024-11-27,2025-01-09,44,8.0,353366,353366,Benjamin Pavard,,,,
23/24,Luxación rotuliana,2023-11-05,2023-12-16,42,9.0,353366,353366,Benjamin Pavard,,,,
23/24,Enfermo,2023-08-23,2023-08-30,8,1.0,353366,353366,Benjamin Pavard,,,,
21/22,Coronavirus,2022-03-17,2022-03-24,8,1.0,353366,353366,Benjamin Pavard,,,,
21/22,Lesión de tobillo,2021-08-12,2021-09-08,28,8.0,353366,353366,Benjamin Pavard,,,,
20/21,Coronavirus,2021-02-17,2021-03-09,21,4.0,353366,353366,Benjamin Pavard,,,,
20/21,Contusión,2020-11-06,2020-11-13,8,2.0,353366,353366,Benjamin Pavard,,,,
20/21,Lesión de ligamentos,2020-07-26,2020-08-16,22,2.0,353366,353366,Benjamin Pavard,,,,
18/19,Desgarro miofascial,2018-12-10,2019-01-28,50,5.0,353366,353366,Benjamin Pavard,,,,
17/18,Fractura del tabique nasal,2017-12-17,2017-12-31,15,1.0,353366,353366,Benjamin Pavard,,,,
17/18,Lesión de rodilla,2017-07-05,2017-07-26,22,,353366,353366,Benjamin Pavard,,,,
16/17,Problemas de ligamentos,2017-02-10,2017-02-14,5,1.0,353366,353366,Benjamin Pavard,,,,
25/26,Lesión en el muslo,2026-01-21,2026-02-08,19,2.0,538996,538996,Tanguy Nianzou,,,,
25/26,Lesión en el muslo,2025-11-14,2026-01-11,59,8.0,538996,538996,Tanguy Nianzou,,,,
25/26,Lesión en el muslo,2025-09-23,2025-11-01,40,5.0,538996,538996,Tanguy Nianzou,,,,
25/26,Lesión de cadera,2025-07-14,2025-09-01,50,3.0,538996,538996,Tanguy Nianzou,,,,
24/25,Lesión en el muslo,2024-11-21,2025-07-03,225,27.0,538996,538996,Tanguy Nianzou,,,,
24/25,Lesión muscular,2024-10-26,2024-11-11,17,3.0,538996,538996,Tanguy Nianzou,,,,
23/24,Lesión en el muslo,2024-01-26,2024-02-21,27,3.0,538996,538996,Tanguy Nianzou,,,,
23/24,Lesión en el muslo,2023-12-04,2024-01-02,30,6.0,538996,538996,Tanguy Nianzou,,,,
23/24,Lesión en el muslo,2023-08-05,2023-10-06,63,12.0,538996,538996,Tanguy Nianzou,,,,
22/23,Lesión en el muslo,2023-04-24,2023-05-25,32,8.0,538996,538996,Tanguy Nianzou,,,,
22/23,Esguince,2022-10-19,2022-11-03,16,4.0,538996,538996,Tanguy Nianzou,,,,
21/22,Coronavirus,2022-01-03,2022-01-11,9,1.0,538996,538996,Tanguy Nianzou,,,,
21/22,Lesión de hombro,2021-11-25,2021-12-01,7,1.0,538996,538996,Tanguy Nianzou,,,,
20/21,Falta de condición física,2021-02-01,2021-03-20,48,10.0,538996,538996,Tanguy Nianzou,,,,
20/21,Desgarro miofascial,2020-12-11,2021-01-31,52,10.0,538996,538996,Tanguy Nianzou,,,,
24/25,Lesión desconocida,2025-05-02,2025-05-16,15,2.0,26485,26485,Jérôme Boateng,,,,
24/25,Lesión desconocida,2025-04-10,2025-04-21,12,2.0,26485,26485,Jérôme Boateng,,,,
24/25,Operación de ingle,2024-11-28,2025-03-15,108,11.0,26485,26485,Jérôme Boateng,,,,
24/25,Molestias en el aductor,2024-09-09,2024-09-30,22,4.0,26485,26485,Jérôme Boateng,,,,
24/25,Molestias en el aductor,2024-07-25,2024-08-16,23,3.0,26485,26485,Jérôme Boateng,,,,
23/24,Lesión desconocida,2024-04-20,2024-06-13,55,6.0,26485,26485,Jérôme Boateng,,,,
23/24,Lesión desconocida,2024-02-28,2024-03-14,16,2.0,26485,26485,Jérôme Boateng,,,,
22/23,Lesión de rodilla,2022-11-07,2022-12-31,55,2.0,26485,26485,Jérôme Boateng,,,,
22/23,Golpe,2022-08-08,2022-09-30,54,7.0,26485,26485,Jérôme Boateng,,,,
20/21,Lesión de cápsula,2021-03-07,2021-03-11,5,,26485,26485,Jérôme Boateng,,,,
20/21,Desgarro fibrilar,2020-08-23,2020-09-10,19,,26485,26485,Jérôme Boateng,,,,
19/20,Gastroenteritis gripal,2020-03-02,2020-03-05,4,1.0,26485,26485,Jérôme Boateng,,,,
19/20,Endurecimiento muscular,2019-12-08,2019-12-10,3,,26485,26485,Jérôme Boateng,,,,
19/20,Enfermo,2019-08-21,2019-08-25,5,1.0,26485,26485,Jérôme Boateng,,,,
18/19,Gastroenteritis gripal,2019-02-18,2019-02-21,4,1.0,26485,26485,Jérôme Boateng,,,,
24/25,Lesión desconocida,2025-01-24,2025-01-29,6,,44017,44017,Javi Martínez,,,,
20/21,Coronavirus,2020-12-29,2021-02-13,47,7.0,44017,44017,Javi Martínez,,,,
20/21,Lesión en el muslo,2020-12-06,2021-01-04,30,5.0,44017,44017,Javi Martínez,,,,
19/20,Falta de condición física,2020-02-23,2020-02-27,5,1.0,44017,44017,Javi Martínez,,,,
19/20,Desgarro miofascial,2019-12-22,2020-02-22,63,7.0,44017,44017,Javi Martínez,,,,
19/20,Problemas en el muslo,2019-10-23,2019-10-31,9,2.0,44017,44017,Javi Martínez,,,,
19/20,Problemas de rodilla,2019-07-31,2019-08-18,19,3.0,44017,44017,Javi Martínez,,,,
18/19,Traumatismo craneal,2019-03-15,2019-03-18,4,1.0,44017,44017,Javi Martínez,,,,
17/18,Esguince de la articulación del tobillo,2018-02-02,2018-02-09,8,2.0,44017,44017,Javi Martínez,,,,
17/18,Infección gripal,2018-01-26,2018-01-31,6,1.0,44017,44017,Javi Martínez,,,,
17/18,Lesión de hombro,2017-10-16,2017-10-23,8,2.0,44017,44017,Javi Martínez,,,,
17/18,Desgarro fibrilar,2017-08-07,2017-08-21,15,2.0,44017,44017,Javi Martínez,,,,
16/17,Fractura de clavícula,2017-05-08,2017-07-06,60,2.0,44017,44017,Javi Martínez,,,,
16/17,Resfriado,2017-05-04,2017-05-08,5,1.0,44017,44017,Javi Martínez,,,,
16/17,Problemas en el muslo,2017-04-17,2017-04-24,8,2.0,44017,44017,Javi Martínez,,,,
24/25,Lesión desconocida,2024-12-15,2024-12-25,11,2.0,580193,580193,Bright Arrey-Mbi,,,,
24/25,Lesión en el muslo,2024-10-17,2024-11-12,27,6.0,580193,580193,Bright Arrey-Mbi,,,,
24/25,Lesión desconocida,2024-09-16,2024-10-05,20,2.0,580193,580193,Bright Arrey-Mbi,,,,
22/23,Enfermo,2023-02-24,2023-03-26,31,4.0,580193,580193,Bright Arrey-Mbi,,,,
21/22,Lesión desconocida,2021-09-07,2021-09-12,6,2.0,580193,580193,Bright Arrey-Mbi,,,,
20/21,Fractura del tabique nasal,2021-03-05,2021-03-09,5,2.0,580193,580193,Bright Arrey-Mbi,,,,
20/21,Resfriado,2021-02-09,2021-02-11,3,1.0,580193,580193,Bright Arrey-Mbi,,,,
20/21,Desgarro fibrilar,2020-10-01,2020-10-21,21,6.0,580193,580193,Bright Arrey-Mbi,,,,
25/26,Distensión de muslo,2026-03-11,2026-04-02,23,3.0,424204,424204,Alphonso Davies,,,,
25/26,Desgarro fibrilar,2026-02-22,2026-03-09,16,2.0,424204,424204,Alphonso Davies,,,,
25/26,Enfermo,2026-01-04,2026-01-15,12,2.0,424204,424204,Alphonso Davies,,,,
25/26,Falta de condición física,2025-10-31,2025-12-08,39,8.0,424204,424204,Alphonso Davies,,,,
24/25,Rotura del ligamento cruzado,2025-03-24,2025-10-30,221,29.0,424204,424204,Alphonso Davies,,,,
24/25,Desgarro fibrilar,2025-01-23,2025-02-16,25,6.0,424204,424204,Alphonso Davies,,,,
24/25,Desgarro fibrilar,2024-12-08,2024-12-15,8,2.0,424204,424204,Alphonso Davies,,,,
23/24,Distorsión de banda interna,2024-02-04,2024-02-25,22,4.0,424204,424204,Alphonso Davies,,,,
22/23,Desgarro miofascial,2023-04-23,2023-06-11,50,5.0,424204,424204,Alphonso Davies,,,,
22/23,Desgarro fibrilar,2022-11-06,2022-11-17,12,3.0,424204,424204,Alphonso Davies,,,,
22/23,Traumatismo craneal,2022-10-10,2022-10-13,4,1.0,424204,424204,Alphonso Davies,,,,
22/23,Problemas musculares,2022-08-18,2022-08-22,5,1.0,424204,424204,Alphonso Davies,,,,
21/22,Problemas cardíacos,2022-01-10,2022-04-04,85,18.0,424204,424204,Alphonso Davies,,,,
21/22,Coronavirus,2022-01-03,2022-01-13,11,1.0,424204,424204,Alphonso Davies,,,,
21/22,Problemas en el muslo,2021-10-18,2021-10-25,8,2.0,424204,424204,Alphonso Davies,,,,
23/24,Rotura del ligamento cruzado,2024-05-01,2024-12-01,215,37.0,281963,281963,Lucas Hernández,,,,
23/24,Lesión desconocida,2024-04-04,2024-04-10,7,1.0,281963,281963,Lucas Hernández,,,,
22/23,Rotura del ligamento cruzado,2022-11-23,2023-06-30,220,35.0,281963,281963,Lucas Hernández,,,,
22/23,Desgarro miofascial,2022-09-14,2022-10-31,48,12.0,281963,281963,Lucas Hernández,,,,
21/22,Problemas musculares,2022-06-09,2022-06-13,5,,281963,281963,Lucas Hernández,,,,
21/22,Problemas musculares,2022-04-14,2022-04-21,8,1.0,281963,281963,Lucas Hernández,,,,
21/22,Problemas en el muslo,2022-04-07,2022-04-11,5,1.0,281963,281963,Lucas Hernández,,,,
21/22,Coronavirus,2022-01-03,2022-01-17,15,2.0,281963,281963,Lucas Hernández,,,,
21/22,Rotura de menisco,2021-06-28,2021-08-30,64,5.0,281963,281963,Lucas Hernández,,,,
20/21,Magulladuras en las costillas,2021-04-08,2021-04-12,5,1.0,281963,281963,Lucas Hernández,,,,
20/21,Problemas en el muslo,2020-12-03,2020-12-07,5,1.0,281963,281963,Lucas Hernández,,,,
19/20,Irritación del tendón,2020-03-02,2020-03-05,4,1.0,281963,281963,Lucas Hernández,,,,
19/20,Falta de condición física,2020-01-20,2020-02-03,15,2.0,281963,281963,Lucas Hernández,,,,
19/20,Rotura del ligamento interno del tobillo,2019-10-24,2020-01-20,89,16.0,281963,281963,Lucas Hernández,,,,
19/20,Contusión de rodilla,2019-09-30,2019-10-10,11,2.0,281963,281963,Lucas Hernández,,,,
23/24,Enfermo,2024-02-01,2024-02-12,12,3.0,805835,805835,Rémy Vita,,,,
21/22,Lesión de rodilla,2021-09-19,2021-10-14,26,3.0,805835,805835,Rémy Vita,,,,
21/22,Lesión de rodilla,2021-08-08,2021-09-16,40,11.0,805835,805835,Rémy Vita,,,,
20/21,Desgarro fibrilar,2021-01-12,2021-01-24,13,2.0,805835,805835,Rémy Vita,,,,
23/24,Molestias en el aductor,2023-11-10,2023-11-30,21,3.0,422211,422211,Alexander Lungwitz,,,,
21/22,Coronavirus,2022-03-13,2022-03-21,9,2.0,422211,422211,Alexander Lungwitz,,,,
20/21,Molestias en el aductor,2020-09-08,2020-09-13,6,1.0,422211,422211,Alexander Lungwitz,,,,
17/18,Rotura del ligamento de la sindesmosis,2017-09-11,2017-12-31,112,8.0,422211,422211,Alexander Lungwitz,,,,
16/17,Rotura del ligamento de la sindesmosis,2017-05-15,2017-08-17,95,7.0,422211,422211,Alexander Lungwitz,,,,
23/24,Rotura del ligamento cruzado,2023-12-01,2024-05-31,183,29.0,190685,190685,Bouna Sarr,,,,
22/23,Operación de rodilla,2022-09-01,2023-01-05,127,18.0,190685,190685,Bouna Sarr,,,,
22/23,Falta de condición física,2022-07-28,2022-08-04,8,1.0,190685,190685,Bouna Sarr,,,,
21/22,Problemas del tendón rotuliano,2022-03-28,2022-05-09,43,8.0,190685,190685,Bouna Sarr,,,,
21/22,Problemas del tendón rotuliano,2022-02-07,2022-02-28,22,3.0,190685,190685,Bouna Sarr,,,,
21/22,Lesión del aductor,2021-11-25,2021-12-09,15,2.0,190685,190685,Bouna Sarr,,,,
20/21,Tendinitis,2020-09-24,2020-10-15,22,2.0,190685,190685,Bouna Sarr,,,,
20/21,Falta de condición física,2020-09-07,2020-09-17,11,1.0,190685,190685,Bouna Sarr,,,,
20/21,Coronavirus,2020-08-27,2020-09-07,12,1.0,190685,190685,Bouna Sarr,,,,
18/19,Lesión de rodilla,2019-05-02,2019-06-03,33,4.0,190685,190685,Bouna Sarr,,,,
17/18,Lesión de hombro,2018-04-12,2018-04-23,12,1.0,190685,190685,Bouna Sarr,,,,
16/17,Lesión de hombro,2017-02-20,2017-02-27,8,1.0,190685,190685,Bouna Sarr,,,,
15/16,Lesión en el pie,2016-01-04,2016-01-11,8,1.0,190685,190685,Bouna Sarr,,,,
25/26,Lesión de cápsula,2026-01-12,2026-01-30,19,5.0,483046,483046,Josip Stanisic,,,,
25/26,Lesión de ligamentos,2025-09-18,2025-10-23,36,8.0,483046,483046,Josip Stanisic,,,,
24/25,Gastroenteritis gripal,2025-02-23,2025-02-25,3,1.0,483046,483046,Josip Stanisic,,,,
24/25,Tirón muscular,2025-01-06,2025-01-17,12,2.0,483046,483046,Josip Stanisic,,,,
24/25,Falta de condición física,2024-12-09,2024-12-23,15,3.0,483046,483046,Josip Stanisic,,,,
24/25,Rotura del ligamento externo de la rodilla,2024-08-19,2024-12-09,113,26.0,483046,483046,Josip Stanisic,,,,
23/24,Enfermo,2023-09-14,2023-09-16,3,1.0,483046,483046,Josip Stanisic,,,,
22/23,Rotura de fibras en el aductor,2023-05-05,2023-05-19,15,2.0,483046,483046,Josip Stanisic,,,,
22/23,Amigdalitis,2022-11-03,2022-11-10,8,2.0,483046,483046,Josip Stanisic,,,,
21/22,Desgarro miofascial,2021-12-02,2022-01-24,54,8.0,483046,483046,Josip Stanisic,,,,
21/22,Coronavirus,2021-11-15,2021-11-25,11,2.0,483046,483046,Josip Stanisic,,,,
20/21,Conmoción,2020-11-02,2020-11-09,8,1.0,483046,483046,Josip Stanisic,,,,
19/20,Lesión de rodilla,2020-01-30,2020-05-28,120,6.0,483046,483046,Josip Stanisic,,,,
19/20,Lesión muscular,2019-10-03,2019-11-18,47,5.0,483046,483046,Josip Stanisic,,,,
19/20,Lesión muscular,2019-08-26,2019-09-16,22,2.0,483046,483046,Josip Stanisic,,,,
19/20,Problemas de rodilla,2020-01-13,2020-05-29,138,7.0,335455,335455,Kilian Senkbeil,,,,
19/20,Menisco desgarrado,2019-07-25,2019-09-16,54,7.0,335455,335455,Kilian Senkbeil,,,,
25/26,Problemas de tobillo,2025-12-15,2026-01-15,32,3.0,161056,161056,Joshua Kimmich,,,,
24/25,Irritación del tendón,2025-02-24,2025-03-04,9,1.0,161056,161056,Joshua Kimmich,,,,
23/24,Lesión de hombro,2024-01-25,2024-02-07,14,2.0,161056,161056,Joshua Kimmich,,,,
23/24,Enfermo,2023-12-15,2023-12-22,8,2.0,161056,161056,Joshua Kimmich,,,,
23/24,Enfermo,2023-10-13,2023-10-19,7,2.0,161056,161056,Joshua Kimmich,,,,
23/24,Problemas musculares,2023-09-12,2023-09-14,3,,161056,161056,Joshua Kimmich,,,,
22/23,Coronavirus,2022-10-01,2022-10-06,6,1.0,161056,161056,Joshua Kimmich,,,,
21/22,Falta de condición física,2021-12-09,2022-01-03,26,3.0,161056,161056,Joshua Kimmich,,,,
21/22,Coronavirus,2021-11-22,2021-12-09,18,4.0,161056,161056,Joshua Kimmich,,,,
21/22,Cuarentena,2021-11-08,2021-11-22,15,3.0,161056,161056,Joshua Kimmich,,,,
20/21,Infección gripal,2021-03-18,2021-03-22,5,1.0,161056,161056,Joshua Kimmich,,,,
20/21,Daño de menisco,2020-11-05,2020-12-21,47,11.0,161056,161056,Joshua Kimmich,,,,
17/18,Contusión,2018-02-22,2018-02-26,5,1.0,161056,161056,Joshua Kimmich,,,,
17/18,Problemas de espalda,2018-01-08,2018-01-11,4,,161056,161056,Joshua Kimmich,,,,
17/18,Problemas estomacales,2017-11-02,2017-11-02,1,,161056,161056,Joshua Kimmich,,,,
24/25,Lesión en el pie,2025-02-17,2025-08-26,191,22.0,336869,336869,Marc Roca,,,,
24/25,Lesión de tobillo,2024-10-15,2025-01-15,93,18.0,336869,336869,Marc Roca,,,,
21/22,Rotura del ligamento externo del tobillo,2021-07-17,2021-08-31,46,5.0,336869,336869,Marc Roca,,,,
20/21,Lesión desconocida,2021-04-04,2021-04-21,18,5.0,336869,336869,Marc Roca,,,,
20/21,Lesión desconocida,2020-12-29,2021-01-05,8,1.0,336869,336869,Marc Roca,,,,
18/19,Gastroenteritis gripal,2018-11-29,2018-12-03,5,,336869,336869,Marc Roca,,,,
17/18,Infección gripal,2018-02-20,2018-02-27,8,,336869,336869,Marc Roca,,,,
16/17,Problemas musculares,2016-11-30,2016-12-09,10,1.0,336869,336869,Marc Roca,,,,
16/17,Lesión del aductor,2016-11-02,2016-11-25,24,2.0,336869,336869,Marc Roca,,,,
25/26,Problemas inguinales,2026-01-21,2026-01-23,3,1.0,443710,443710,Angelo Stiller,,,,
24/25,Lesión de tobillo,2025-05-25,2025-06-09,16,2.0,443710,443710,Angelo Stiller,,,,
24/25,Lesión de ligamentos,2025-05-12,2025-05-22,11,1.0,443710,443710,Angelo Stiller,,,,
24/25,Problemas musculares,2024-11-13,2024-11-21,9,2.0,443710,443710,Angelo Stiller,,,,
22/23,Problemas de rodilla,2023-04-25,2023-05-04,10,1.0,443710,443710,Angelo Stiller,,,,
22/23,Contusión de la pelvis,2023-03-02,2023-03-08,7,1.0,443710,443710,Angelo Stiller,,,,
22/23,Lesión desconocida,2023-01-25,2023-02-02,9,2.0,443710,443710,Angelo Stiller,,,,
22/23,Rotura de ligamentos,2022-07-28,2022-08-18,22,3.0,443710,443710,Angelo Stiller,,,,
21/22,Enfermo,2022-02-10,2022-02-21,12,2.0,443710,443710,Angelo Stiller,,,,
21/22,Moratón en la espinilla,2021-10-28,2021-11-04,8,,443710,443710,Angelo Stiller,,,,
21/22,Enfermo,2021-09-23,2021-09-27,5,1.0,443710,443710,Angelo Stiller,,,,
18/19,Rotura de ligamentos del tobillo,2019-01-03,2019-02-11,40,1.0,443710,443710,Angelo Stiller,,,,
17/18,Lesión muscular,2018-03-05,2018-04-09,36,3.0,443710,443710,Angelo Stiller,,,,
21/22,Enfermo,2022-04-01,2022-04-09,9,2.0,380423,380423,Maximilian Zaiser,,,,
21/22,Lesión desconocida,2021-12-01,2021-12-31,31,3.0,380423,380423,Maximilian Zaiser,,,,
18/19,Rotura del ligamento de la sindesmosis,2018-11-19,2019-02-25,99,7.0,380423,380423,Maximilian Zaiser,,,,
18/19,Problemas de rodilla,2018-11-05,2018-11-10,6,,380423,380423,Maximilian Zaiser,,,,
16/17,Operación de ingle,2016-10-01,2017-01-01,93,8.0,380423,380423,Maximilian Zaiser,,,,
15/16,Problemas inguinales,2016-02-08,2016-02-29,22,3.0,380423,380423,Maximilian Zaiser,,,,
15/16,Lesión desconocida,2015-09-13,2015-11-01,50,6.0,380423,380423,Maximilian Zaiser,,,,
15/16,Lesión desconocida,2015-07-01,2015-09-01,63,3.0,380423,380423,Maximilian Zaiser,,,,
24/25,Contusión,2025-04-18,2025-04-23,6,1.0,153084,153084,Leon Goretzka,,,,
24/25,Distensión de muslo,2025-01-26,2025-02-04,10,2.0,153084,153084,Leon Goretzka,,,,
23/24,Enfermo,2023-12-15,2023-12-22,8,2.0,153084,153084,Leon Goretzka,,,,
23/24,Problemas musculares,2023-11-10,2023-11-13,4,1.0,153084,153084,Leon Goretzka,,,,
23/24,Fractura de mano,2023-10-22,2023-11-02,12,3.0,153084,153084,Leon Goretzka,,,,
22/23,Problemas en el muslo,2023-01-26,2023-01-31,6,1.0,153084,153084,Leon Goretzka,,,,
22/23,Coronavirus,2022-09-19,2022-09-26,8,1.0,153084,153084,Leon Goretzka,,,,
