team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
979,moreirense-fc,2023,Moreirense FC,6150,6150,,,,,,,,Moreirense FC,,Estádio C. J. de Almeida Freitas,,,,Césped natural,,https://www.transfermarkt.es/moreirense-fc/stadion/verein/979/saison_id/2023
1465,gd-estoril-praia,2023,GD Estoril Praia,5094,5094,,,,,,,,GD Estoril Praia,,Estádio António Coimbra da Mota,,,,Césped natural,,https://www.transfermarkt.es/gd-estoril-praia/stadion/verein/1465/saison_id/2023
2420,vitoria-guimaraes-sc,2023,Vitória Guimarães SC,30029,30029,,,,,,,,Vitória SC,,Estádio D. Afonso Henriques,,,26 mil €,Césped natural,,https://www.transfermarkt.es/vitoria-guimaraes-sc/stadion/verein/2420/saison_id/2023
2424,gil-vicente-fc,2023,Gil Vicente FC,12046,12046,,,2,,,,,Câmara Municipal de Barcelos,,Estádio Cidade de Barcelos,,,,Césped natural,,https://www.transfermarkt.es/gil-vicente-fc/stadion/verein/2424/saison_id/2023
2425,rio-ave-fc,2023,Rio Ave FC,5300,5300,,,1,,,,,Rio Ave FC,,Estádio do Rio Ave FC,,,,Césped natural,,https://www.transfermarkt.es/rio-ave-fc/stadion/verein/2425/saison_id/2023
2431,cf-estrela-amadora-sad,2023,CF Estrela Amadora,9288,9288,,,,,,,,CF Estrela da Amadora,,Estádio José Gomes,,,,Césped natural,,https://www.transfermarkt.es/cf-estrela-amadora-sad/stadion/verein/2431/saison_id/2023
2503,boavista-porto-fc,2023,Boavista FC,28263,28263,,,,,,,,Boavista FC,,Estádio do Bessa Século XXI,,,,Césped natural,,https://www.transfermarkt.es/boavista-porto-fc/stadion/verein/2503/saison_id/2023
3268,casa-pia-ac,2023,Casa Pia AC,7000,7000,,,2,,,,,Câmara Municipal de Rio Maior,,Estádio Municipal de Rio Maior,,,,Césped natural,,https://www.transfermarkt.es/casa-pia-ac/stadion/verein/3268/saison_id/2023
3325,gd-chaves,2023,GD Chaves,8400,8400,,,,,,,,Câmara Municipal de Chaves,,Estádio Municipal Eng.º Manuel Branco Teixeira,,,,Césped natural,,https://www.transfermarkt.es/gd-chaves/stadion/verein/3325/saison_id/2023
3329,fc-famalicao,2023,FC Famalicão,5186,5186,,,,,,,,Câmara Municipal de Famalicão,,Estádio Municipal de Famalicão,,,,Césped natural,,https://www.transfermarkt.es/fc-famalicao/stadion/verein/3329/saison_id/2023
4294,sc-farense,2023,SC Farense,7000,7000,,,1,,,,,Sporting Clube Farense,,Estádio de São Luís,,,,Césped natural,,https://www.transfermarkt.es/sc-farense/stadion/verein/4294/saison_id/2023
6912,fc-vizela,2023,FC Vizela,6000,6000,,,,,,,,FC Vizela,,Estádio do Futebol Clube de Vizela,,,,Césped natural,,https://www.transfermarkt.es/fc-vizela/stadion/verein/6912/saison_id/2023
7378,portimonense-sc,2023,Portimonense SAD,4961,4961,,,1,,,,,Câmara Municipal de Portimão,,Estádio Municipal de Portimão,,,,Césped natural,,https://www.transfermarkt.es/portimonense-sc/stadion/verein/7378/saison_id/2023
8024,fc-arouca,2023,FC Arouca,5000,5000,,,,,,,,Câmara Municipal de Arouca,,Estádio Municipal de Arouca,,,,Césped natural,,https://www.transfermarkt.es/fc-arouca/stadion/verein/8024/saison_id/2023
