team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
200,fc-utrecht,2023,FC Utrecht,23750,23750,,,,,,,,,,"Stadion ""Galgenwaard""",,,,Césped natural,,https://www.transfermarkt.es/fc-utrecht/stadion/verein/200/saison_id/2023
235,rkc-waalwijk,2023,RKC Waalwijk,7186,7186,,,,,,,,,,Mandemakers Stadion,,,,Césped natural,,https://www.transfermarkt.es/rkc-waalwijk/stadion/verein/235/saison_id/2023
306,sc-heerenveen,2023,SC Heerenveen,27224,26100,,,,,,,,Sportstad Heerenveen,,Abe Lenstra Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/sc-heerenveen/stadion/verein/306/saison_id/2023
317,fc-twente-enschede,2023,FC Twente Enschede,30205,30205,,,125,,,,,FC Twente,,De Grolsch Veste,,,"33,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-twente-enschede/stadion/verein/317/saison_id/2023
385,fortuna-sittard,2023,Fortuna Sittard,12800,12800,,,14,,,,,Fortuna Sittard,,Fortuna Sittard Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/fortuna-sittard/stadion/verein/385/saison_id/2023
467,nec-nijmegen,2023,NEC Nijmegen,12650,12650,,,,,,,,NEC Nijmegen,,Goffertstadion,,,,Césped natural,,https://www.transfermarkt.es/nec-nijmegen/stadion/verein/467/saison_id/2023
468,sparta-rotterdam,2023,Sparta Rotterdam,10599,10599,,,,,,,,,,Sparta-stadion - Het Kasteel,,,,Césped natural,,https://www.transfermarkt.es/sparta-rotterdam/stadion/verein/468/saison_id/2023
499,vitesse-arnheim,2023,Vitesse Arnhem,21248,21248,,,,,,,,Nedstede Groep,,GelreDome,,,"70,00 mill. €",Césped natural,,https://www.transfermarkt.es/vitesse-arnheim/stadion/verein/499/saison_id/2023
610,ajax-amsterdam,2023,Ajax de Ámsterdam,55885,55885,,,,,,,,Stad Amsterdam,,Johan Cruijff ArenA,,,"96,00 mill. €",Césped natural,,https://www.transfermarkt.es/ajax-amsterdam/stadion/verein/610/saison_id/2023
723,almere-city-fc,2023,Almere City FC,4501,4200,,,,,,,,,,Yanmar Stadion,,,,Césped natural,,https://www.transfermarkt.es/almere-city-fc/stadion/verein/723/saison_id/2023
724,fc-volendam,2023,FC Volendam,6800,6800,,,,,,,,,,Kras Stadion,,,,Césped natural,,https://www.transfermarkt.es/fc-volendam/stadion/verein/724/saison_id/2023
798,sbv-excelsior-rotterdam,2023,Excelsior Rotterdam,4400,4400,,,,,,,,,,"Stadion ""Woudestein""",,,,Césped natural,,https://www.transfermarkt.es/sbv-excelsior-rotterdam/stadion/verein/798/saison_id/2023
1090,az-alkmaar,2023,AZ Alkmaar,19500,19500,,,56,,,,,AZ Alkmaar,,AFAS Stadion,,,"38,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/az-alkmaar/stadion/verein/1090/saison_id/2023
1269,pec-zwolle,2023,PEC Zwolle,14000,14000,,,,,,,,,,MAC³PARK stadion,,,,Césped natural,,https://www.transfermarkt.es/pec-zwolle/stadion/verein/1269/saison_id/2023
1304,heracles-almelo,2023,Heracles Almelo,12242,12242,,,,,,,,Gemeente Almelo,,Asito Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/heracles-almelo/stadion/verein/1304/saison_id/2023
1435,go-ahead-eagles-deventer,2023,Go Ahead Eagles Deventer,10400,7900,,,,,,,,,,De Adelaarshorst,,,,Césped natural,,https://www.transfermarkt.es/go-ahead-eagles-deventer/stadion/verein/1435/saison_id/2023
