whoscored_match_id,season,match_date,attendance,competition
1686153,2022/23,2022-11-02,74292,Champions League
1686154,2022/23,2022-11-02,39392,Champions League
1694367,2022/23,2023-02-22,45228,Champions League
1694368,2022/23,2023-03-14,52038,Champions League
1694369,2022/23,2023-02-15,24136,Champions League
1694370,2022/23,2023-03-07,60960,Champions League
1694371,2022/23,2023-02-21,52337,Champions League
1694372,2022/23,2023-03-15,63127,Champions League
1694373,2022/23,2023-02-14,74320,Champions League
1694374,2022/23,2023-03-08,61602,Champions League
1694375,2022/23,2023-02-21,47500,Champions League
1694376,2022/23,2023-03-15,49082,Champions League
1694377,2022/23,2023-02-15,81365,Champions League
1694378,2022/23,2023-03-07,38882,Champions League
1694379,2022/23,2023-02-22,75374,Champions League
1694380,2022/23,2023-03-14,48015,Champions League
1694381,2022/23,2023-02-14,46435,Champions League
1694382,2022/23,2023-03-08,75000,Champions League
1720697,2022/23,2023-04-12,63142,Champions League
1720698,2022/23,2023-04-18,39453,Champions League
1720699,2022/23,2023-04-11,62594,Champions League
1720700,2022/23,2023-04-19,75380,Champions League
1720701,2022/23,2023-04-11,52257,Champions League
1720702,2022/23,2023-04-19,75000,Champions League
1720703,2022/23,2023-04-12,74742,Champions League
1720704,2022/23,2023-04-18,52728,Champions League
1724204,2022/23,2023-05-10,75532,Champions League
1724205,2022/23,2023-05-16,75567,Champions League
1724206,2022/23,2023-05-17,52313,Champions League
1724207,2022/23,2023-05-09,63485,Champions League
1725738,2022/23,2023-06-10,71412,Champions League
