whoscored_player_id,name,player_name,whoscored_team_id,team_name,position,shirt_no,competition,season,source
34550,Remko Pasveer,Remko Pasveer,130,Ajax,GK,22,Champions League,2022/23,whoscored
400165,Devyne Rensch,Devyne Rensch,130,Ajax,DR,15,Champions League,2022/23,whoscored
388650,Jurriën Timber,Jurriën Timber,130,Ajax,DC,2,Champions League,2022/23,whoscored
396976,Calvin Bassey,Calvin Bassey,130,Ajax,DC,3,Champions League,2022/23,whoscored
70033,Daley Blind,Daley Blind,130,Ajax,DL,17,Champions League,2022/23,whoscored
322696,Edson Álvarez,Edson Álvarez,130,Ajax,MC,4,Champions League,2022/23,whoscored
401122,Kenneth Taylor,Kenneth Taylor,130,Ajax,MC,8,Champions League,2022/23,whoscored
89794,Steven Berghuis,Steven Berghuis,130,Ajax,MC,23,Champions League,2022/23,whoscored
29474,Dusan Tadic,Dusan Tadic,130,Ajax,FWR,10,Champions League,2022/23,whoscored
400166,Mohammed Kudus,Mohammed Kudus,130,Ajax,FW,20,Champions League,2022/23,whoscored
279425,Steven Bergwijn,Steven Bergwijn,130,Ajax,FWL,7,Champions League,2022/23,whoscored
115587,Lucas Ocampos,Lucas Ocampos,130,Ajax,Sub,11,Champions League,2022/23,whoscored
447643,Jorge Sánchez,Jorge Sánchez,130,Ajax,Sub,19,Champions League,2022/23,whoscored
404568,Brian Brobbey,Brian Brobbey,130,Ajax,Sub,9,Champions League,2022/23,whoscored
108860,Davy Klaassen,Davy Klaassen,130,Ajax,Sub,6,Champions League,2022/23,whoscored
422801,Youri Baas,Youri Baas,130,Ajax,Sub,25,Champions League,2022/23,whoscored
90365,Lisandro Magallán,Lisandro Magallán,130,Ajax,Sub,29,Champions League,2022/23,whoscored
291937,Florian Grillitsch,Florian Grillitsch,130,Ajax,Sub,21,Champions League,2022/23,whoscored
424819,Lorenzo Lucca,Lorenzo Lucca,130,Ajax,Sub,18,Champions League,2022/23,whoscored
4065,Maarten Stekelenburg,Maarten Stekelenburg,130,Ajax,Sub,1,Champions League,2022/23,whoscored
422802,Jay Gorter,Jay Gorter,130,Ajax,Sub,16,Champions League,2022/23,whoscored
400320,Ahmetcan Kaplan,Ahmetcan Kaplan,130,Ajax,Sub,13,Champions League,2022/23,whoscored
409221,Francisco Conceição,Francisco Conceição,130,Ajax,Sub,35,Champions League,2022/23,whoscored
122557,Jon McLaughlin,Jon McLaughlin,306,Rangers,GK,33,Champions League,2022/23,whoscored
90882,James Tavernier,James Tavernier,306,Rangers,DR,2,Champions League,2022/23,whoscored
345160,James Sands,James Sands,306,Rangers,DC,19,Champions League,2022/23,whoscored
