team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
40,fc-girondins-bordeaux,2021,Girondins de Burdeos,42115,42115,,,,,,,,Bordeaux Métropole,,Stade Atlantique Bordeaux Métropole,,,,Césped híbrido,,https://www.transfermarkt.es/fc-girondins-bordeaux/stadion/verein/40/saison_id/2021
162,as-monaco,2021,AS Mónaco,18525,18525,,,,,,,,,,Stade Louis-II,,,,Césped natural,,https://www.transfermarkt.es/as-monaco/stadion/verein/162/saison_id/2021
244,olympique-marseille,2021,Olympique de Marsella,67394,67394,,,,,,,,Olympique de Marseille,,Orange Vélodrome,,,,Césped natural,,https://www.transfermarkt.es/olympique-marseille/stadion/verein/244/saison_id/2021
273,fc-stade-rennes,2021,Stade Rennais FC,29778,29778,,,,,,,,Stade Rennes,,Roazhon Park,,,"37,30 mill. €",Césped natural,,https://www.transfermarkt.es/fc-stade-rennes/stadion/verein/273/saison_id/2021
347,fc-metz,2021,FC Metz,28786,28786,,,,,,,,,,Stade Saint-Symphorien,,,,Césped híbrido,,https://www.transfermarkt.es/fc-metz/stadion/verein/347/saison_id/2021
417,ogc-nizza,2021,OGC Niza,36178,,,,,,,,,Stadt Nizza,,Allianz Riviera,,,"245,00 mill. €",Césped natural,,https://www.transfermarkt.es/ogc-nizza/stadion/verein/417/saison_id/2021
583,fc-paris-saint-germain,2021,París Saint-Germain FC,48583,,,,,,,,,Paris City Council,,Parc des Princes,,,125 mil €,Césped híbrido,,https://www.transfermarkt.es/fc-paris-saint-germain/stadion/verein/583/saison_id/2021
618,as-saint-etienne,2021,AS Saint-Étienne,41965,42000,,,,,,,,Saint-Étienne Métropole,,Stade Geoffroy-Guichard,,,,Césped natural,,https://www.transfermarkt.es/as-saint-etienne/stadion/verein/618/saison_id/2021
667,rc-strassburg-alsace,2021,Racing Club de Estrasburgo,32000,22000,,,26,,,,,Eurométropole de Strasbourg,,Stade de la Meinau,,,,Césped natural,,https://www.transfermarkt.es/rc-strassburg-alsace/stadion/verein/667/saison_id/2021
826,rc-lens,2021,RC Lens,38223,38223,,,,,,,,Stadt Lens,,Stade Bollaert-Delelis,,,,Césped natural,,https://www.transfermarkt.es/rc-lens/stadion/verein/826/saison_id/2021
969,montpellier-hsc,2021,Montpellier HSC,22000,22000,,,,,,,,Stadt Montpellier,,Stade de la Mosson,,,,Césped híbrido,,https://www.transfermarkt.es/montpellier-hsc/stadion/verein/969/saison_id/2021
995,fc-nantes,2021,FC Nantes,35322,,,,,,,,,Ville de Nantes,,Stade de la Beaujoire,,,,Césped natural,,https://www.transfermarkt.es/fc-nantes/stadion/verein/995/saison_id/2021
1041,olympique-lyon,2021,Olympique de Lyon,59186,59186,,,,,,,,OL Groupe,,Groupama Stadium,,,,Césped híbrido,,https://www.transfermarkt.es/olympique-lyon/stadion/verein/1041/saison_id/2021
1082,losc-lille,2021,LOSC Lille,50186,,,,76,,,,,Métropole Européenne de Lille,,Decathlon Arena-Stade Pierre-Mauroy,,,"282,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/losc-lille/stadion/verein/1082/saison_id/2021
1095,es-troyes-ac,2021,ESTAC Troyes,20460,20460,,,,,,,,,,Stade de l'Aube,,,,Césped híbrido,,https://www.transfermarkt.es/es-troyes-ac/stadion/verein/1095/saison_id/2021
1158,fc-lorient,2021,FC Lorient,16787,,,,,,,,,,,Stade du Moustoir,,,,Césped híbrido,,https://www.transfermarkt.es/fc-lorient/stadion/verein/1158/saison_id/2021
1420,sco-angers,2021,Angers SCO,19350,19350,,,,,,,,Ville d'Angers,,Stade Raymond-Kopa,,,,Césped natural,,https://www.transfermarkt.es/sco-angers/stadion/verein/1420/saison_id/2021
1421,stade-reims,2021,Stade de Reims,20519,,,,,,,,,Stadt Reims,,Stade Auguste-Delaune,,,,Césped híbrido,,https://www.transfermarkt.es/stade-reims/stadion/verein/1421/saison_id/2021
3524,clermont-foot-63,2021,Clermont Foot 63,10800,,,,,,,,,,,Stade Gabriel-Montpied,,,,Césped natural,,https://www.transfermarkt.es/clermont-foot-63/stadion/verein/3524/saison_id/2021
3911,stade-brest-29,2021,Stade Brestois 29,15220,15220,,,,,,,,,,Stade Francis-Le Blé,,,,Césped natural,,https://www.transfermarkt.es/stade-brest-29/stadion/verein/3911/saison_id/2021
