team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url,previous_names_raw,id_transfermarkt_stadium,pitch_length_m,pitch_width_m,naming_rights,naming_rights_until,has_pitch_heating,has_athletics_track,capacity_intl
294,benfica-lissabon,2021,SL Benfica,68100,68100,,,,,,,,Sport Lisboa e Benfica,,Estádio da Luz,,Portugal,"118,70 mill. €",Césped natural,,https://www.transfermarkt.es/benfica-lissabon/stadion/verein/294/saison_id/2021,,,,,,,,,
336,sporting-lissabon,2021,Sporting de Lisboa,52095,52095,,,,,,,,Sporting CP,,Estádio José Alvalade,,Portugal,"105,00 mill. €",Césped natural,,https://www.transfermarkt.es/sporting-lissabon/stadion/verein/336/saison_id/2021,,,,,,,,,
720,fc-porto,2021,FC Oporto,50033,50033,,,,,,,,FC Porto,,Estádio do Dragão,,Portugal,"98,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-porto/stadion/verein/720/saison_id/2021,,,,,,,,,
979,moreirense-fc,2021,Moreirense FC,6150,6150,,,,,,,,Moreirense FC,,Estádio C. J. de Almeida Freitas,,Portugal,,Césped natural,,https://www.transfermarkt.es/moreirense-fc/stadion/verein/979/saison_id/2021,,,,,,,,,
1075,sc-braga,2021,SC Braga,30286,30286,,,,,,,,Câmara Municipal de Braga,,Estádio Municipal de Braga,,Portugal,,Césped natural,,https://www.transfermarkt.es/sc-braga/stadion/verein/1075/saison_id/2021,,,,,,,,,
1301,cs-maritimo,2021,CS Marítimo,10600,10600,,,1,,,,,Club Sport Marítimo,,Estádio do Marítimo,,Portugal,,Césped natural,,https://www.transfermarkt.es/cs-maritimo/stadion/verein/1301/saison_id/2021,,,,,,,,,
1465,gd-estoril-praia,2021,GD Estoril Praia,5094,5094,,,,,,,,GD Estoril Praia,,Estádio António Coimbra da Mota,,Portugal,,Césped natural,,https://www.transfermarkt.es/gd-estoril-praia/stadion/verein/1465/saison_id/2021,,,,,,,,,
2420,vitoria-guimaraes-sc,2021,Vitória Guimarães SC,30029,30029,,,,,,,,Vitória SC,,Estádio D. Afonso Henriques,,Portugal,26 mil €,Césped natural,,https://www.transfermarkt.es/vitoria-guimaraes-sc/stadion/verein/2420/saison_id/2021,,,,,,,,,
2423,cd-santa-clara,2021,CD Santa Clara,12500,12500,,,,,,,,Governo Regional dos Açores,,Estádio de São Miguel,,Portugal,,Césped natural,,https://www.transfermarkt.es/cd-santa-clara/stadion/verein/2423/saison_id/2021,,,,,,,,,
2424,gil-vicente-fc,2021,Gil Vicente FC,12046,12046,,,2,,,,,Câmara Municipal de Barcelos,,Estádio Cidade de Barcelos,,Portugal,,Césped natural,,https://www.transfermarkt.es/gil-vicente-fc/stadion/verein/2424/saison_id/2021,,,,,,,,,
2457,belenenses-sad,2021,B SAD,3000,,,,,,,,,,,Campo da Boa Hora,,Portugal,,Césped artificial,,https://www.transfermarkt.es/belenenses-sad/stadion/verein/2457/saison_id/2021,,,,,,,,,
2503,boavista-porto-fc,2021,Boavista FC,28263,28263,,,,,,,,Boavista FC,,Estádio do Bessa Século XXI,,Portugal,,Césped natural,,https://www.transfermarkt.es/boavista-porto-fc/stadion/verein/2503/saison_id/2021,,,,,,,,,
2995,fc-pacos-de-ferreira,2021,FC Paços de Ferreira,9076,9076,,,,,,,,FC Paços de Ferreira,,Estádio Capital do Móvel,,Portugal,,Césped natural,,https://www.transfermarkt.es/fc-pacos-de-ferreira/stadion/verein/2995/saison_id/2021,,,,,,,,,
3329,fc-famalicao,2021,FC Famalicão,5186,5186,,,,,,,,Câmara Municipal de Famalicão,,Estádio Municipal de Famalicão,,Portugal,,Césped natural,,https://www.transfermarkt.es/fc-famalicao/stadion/verein/3329/saison_id/2021,,,,,,,,,
6912,fc-vizela,2021,FC Vizela,6000,6000,,,,,,,,FC Vizela,,Estádio do Futebol Clube de Vizela,,Portugal,,Césped natural,,https://www.transfermarkt.es/fc-vizela/stadion/verein/6912/saison_id/2021,,,,,,,,,
7179,cd-tondela,2021,CD Tondela,5000,5000,,,1,,,,,CD Tondela,,Estádio João Cardoso,,Portugal,,Césped natural,,https://www.transfermarkt.es/cd-tondela/stadion/verein/7179/saison_id/2021,,,,,,,,,
7378,portimonense-sc,2021,Portimonense SAD,4961,4961,,,1,,,,,Câmara Municipal de Portimão,,Estádio Municipal de Portimão,,Portugal,,Césped natural,,https://www.transfermarkt.es/portimonense-sc/stadion/verein/7378/saison_id/2021,,,,,,,,,
8024,fc-arouca,2021,FC Arouca,5000,5000,,,,,,,,Câmara Municipal de Arouca,,Estádio Municipal de Arouca,,Portugal,,Césped natural,,https://www.transfermarkt.es/fc-arouca/stadion/verein/8024/saison_id/2021,,,,,,,,,
