whoscored_match_id,match_date,season,competition,attendance,data_source
1559817,2021-08-14,2021/22,La Liga,3968.0,whoscored
1559818,2021-08-15,2021/22,La Liga,20384.0,whoscored
1559819,2021-08-15,2021/22,La Liga,5401.0,whoscored
1559820,2021-08-14,2021/22,La Liga,6279.0,whoscored
1559821,2021-08-14,2021/22,La Liga,6941.0,whoscored
1559822,2021-08-14,2021/22,La Liga,6715.0,whoscored
1559823,2021-08-15,2021/22,La Liga,13962.0,whoscored
1559824,2021-08-13,2021/22,La Liga,9868.0,whoscored
1559825,2021-08-16,2021/22,La Liga,7837.0,whoscored
1559826,2021-08-16,2021/22,La Liga,9145.0,whoscored
1559828,2021-08-21,2021/22,La Liga,2896.0,whoscored
1559829,,2021/22,La Liga,,whoscored
1559830,2021-08-22,2021/22,La Liga,24926.0,whoscored
1559831,2021-08-20,2021/22,La Liga,23745.0,whoscored
1559832,2021-08-23,2021/22,La Liga,4810.0,whoscored
1559833,2021-08-21,2021/22,La Liga,6267.0,whoscored
1559834,2021-08-21,2021/22,La Liga,11095.0,whoscored
1559835,2021-08-22,2021/22,La Liga,9838.0,whoscored
1559836,2021-08-23,2021/22,La Liga,7189.0,whoscored
1559837,2021-08-22,2021/22,La Liga,7652.0,whoscored
1559838,2021-08-29,2021/22,La Liga,26840.0,whoscored
1559839,2021-08-29,2021/22,La Liga,26543.0,whoscored
1559840,2021-08-28,2021/22,La Liga,22590.0,whoscored
1559841,2021-08-28,2021/22,La Liga,5492.0,whoscored
1559842,2021-08-27,2021/22,La Liga,7529.0,whoscored
1559843,2021-08-29,2021/22,La Liga,7452.0,whoscored
1559844,2021-08-28,2021/22,La Liga,7758.0,whoscored
1559845,2021-08-27,2021/22,La Liga,10627.0,whoscored
1559846,2021-08-29,2021/22,La Liga,583.0,whoscored
1559847,2021-08-28,2021/22,La Liga,10385.0,whoscored
1559848,2021-09-11,2021/22,La Liga,14566.0,whoscored
1559849,2021-09-13,2021/22,La Liga,6853.0,whoscored
1559850,2021-09-12,2021/22,La Liga,11826.0,whoscored
1559851,2021-09-13,2021/22,La Liga,10201.0,whoscored
1559852,2021-09-12,2021/22,La Liga,15321.0,whoscored
1559853,2021-09-11,2021/22,La Liga,12974.0,whoscored
1559854,2021-09-12,2021/22,La Liga,13940.0,whoscored
1559855,2021-09-12,2021/22,La Liga,19874.0,whoscored
1559856,2021-12-21,2021/22,La Liga,31358.0,whoscored
1559857,2021-12-21,2021/22,La Liga,12530.0,whoscored
1559858,2021-10-03,2021/22,La Liga,12334.0,whoscored
1559859,2021-10-27,2021/22,La Liga,35691.0,whoscored
1559860,2021-10-03,2021/22,La Liga,23377.0,whoscored
1559861,2021-10-24,2021/22,La Liga,86422.0,whoscored
1559862,2021-10-27,2021/22,La Liga,9340.0,whoscored
1559863,2021-10-02,2021/22,La Liga,19238.0,whoscored
1559864,2021-10-24,2021/22,La Liga,45362.0,whoscored
1559865,2021-10-26,2021/22,La Liga,12190.0,whoscored
1559866,2021-10-03,2021/22,La Liga,16719.0,whoscored
1559867,2021-10-25,2021/22,La Liga,7630.0,whoscored
1559868,2021-10-31,2021/22,La Liga,56838.0,whoscored
1559869,2021-10-03,2021/22,La Liga,11299.0,whoscored
1559870,2021-10-23,2021/22,La Liga,13790.0,whoscored
1559871,2021-10-30,2021/22,La Liga,37278.0,whoscored
1559872,2021-10-18,2021/22,La Liga,10227.0,whoscored
1559873,2021-10-22,2021/22,La Liga,21128.0,whoscored
1559874,2021-10-31,2021/22,La Liga,4721.0,whoscored
1559875,2021-10-17,2021/22,La Liga,47317.0,whoscored
1559876,2021-10-24,2021/22,La Liga,30601.0,whoscored
1559877,2021-10-31,2021/22,La Liga,11790.0,whoscored
1559878,2021-10-17,2021/22,La Liga,10774.0,whoscored
1559879,2021-10-23,2021/22,La Liga,29139.0,whoscored
1559880,2021-11-01,2021/22,La Liga,14512.0,whoscored
1559881,2021-12-22,2021/22,La Liga,13304.0,whoscored
1559882,2021-10-23,2021/22,La Liga,13449.0,whoscored
1559883,2021-10-31,2021/22,La Liga,37066.0,whoscored
1559884,2021-10-18,2021/22,La Liga,15678.0,whoscored
1559885,2021-10-26,2021/22,La Liga,10206.0,whoscored
1559886,2021-10-30,2021/22,La Liga,20335.0,whoscored
1559887,2021-10-16,2021/22,La Liga,14551.0,whoscored
1559888,2021-10-27,2021/22,La Liga,43123.0,whoscored
1559889,2021-10-30,2021/22,La Liga,31487.0,whoscored
1559890,2021-12-01,2021/22,La Liga,33627.0,whoscored
1559891,2021-10-28,2021/22,La Liga,8726.0,whoscored
1559892,2021-11-01,2021/22,La Liga,9580.0,whoscored
1559893,2021-10-16,2021/22,La Liga,30831.0,whoscored
1559894,2021-10-27,2021/22,La Liga,15125.0,whoscored
1559895,2021-10-30,2021/22,La Liga,23010.0,whoscored
1559896,2021-10-17,2021/22,La Liga,6989.0,whoscored
1559897,2021-10-28,2021/22,La Liga,13651.0,whoscored
1559898,2021-11-06,2021/22,La Liga,12176.0,whoscored
1559899,2021-10-17,2021/22,La Liga,14831.0,whoscored
1559900,2021-10-26,2021/22,La Liga,16196.0,whoscored
1559901,2021-11-05,2021/22,La Liga,37581.0,whoscored
1559902,2021-10-23,2021/22,La Liga,38698.0,whoscored
1559903,2021-10-28,2021/22,La Liga,16298.0,whoscored
1559904,2021-11-07,2021/22,La Liga,50534.0,whoscored
1559905,2021-10-24,2021/22,La Liga,50032.0,whoscored
1559906,2022-02-19,2021/22,La Liga,15948.0,whoscored
1559907,2021-11-06,2021/22,La Liga,13146.0,whoscored
1559908,2022-01-02,2021/22,La Liga,12160.0,whoscored
1559909,2022-02-19,2021/22,La Liga,13389.0,whoscored
1559910,2021-11-07,2021/22,La Liga,12933.0,whoscored
1559911,2022-01-09,2021/22,La Liga,14103.0,whoscored
1559912,2022-02-20,2021/22,La Liga,24897.0,whoscored
1559913,2022-04-09,2021/22,La Liga,18063.0,whoscored
1559914,2022-01-08,2021/22,La Liga,14442.0,whoscored
1559915,2022-02-19,2021/22,La Liga,20040.0,whoscored
1559916,2022-04-10,2021/22,La Liga,18471.0,whoscored
1559917,2022-01-10,2021/22,La Liga,11870.0,whoscored
1559918,2022-02-19,2021/22,La Liga,42180.0,whoscored
1559919,2022-04-10,2021/22,La Liga,20785.0,whoscored
1559920,2022-01-08,2021/22,La Liga,13330.0,whoscored
1559921,2022-02-20,2021/22,La Liga,38315.0,whoscored
1559922,2022-04-10,2021/22,La Liga,19220.0,whoscored
1559923,2022-01-09,2021/22,La Liga,16292.0,whoscored
1559924,2022-02-18,2021/22,La Liga,14742.0,whoscored
1559925,2022-04-09,2021/22,La Liga,50740.0,whoscored
1559926,2022-01-08,2021/22,La Liga,40617.0,whoscored
1559927,2022-02-26,2021/22,La Liga,48009.0,whoscored
1559928,2022-04-08,2021/22,La Liga,33504.0,whoscored
1559929,2022-01-08,2021/22,La Liga,27938.0,whoscored
1559930,2022-02-27,2021/22,La Liga,69770.0,whoscored
1559931,2022-04-11,2021/22,La Liga,9302.0,whoscored
1559932,2022-01-09,2021/22,La Liga,30801.0,whoscored
1559933,2022-02-26,2021/22,La Liga,14417.0,whoscored
1559934,2022-04-09,2021/22,La Liga,16603.0,whoscored
1559935,2022-01-09,2021/22,La Liga,8395.0,whoscored
1559936,2022-02-26,2021/22,La Liga,7720.0,whoscored
1559937,2022-04-10,2021/22,La Liga,17011.0,whoscored
1559938,2022-01-09,2021/22,La Liga,14127.0,whoscored
1559939,2022-02-28,2021/22,La Liga,14785.0,whoscored
1559940,2022-04-16,2021/22,La Liga,10165.0,whoscored
1559941,2021-12-22,2021/22,La Liga,42722.0,whoscored
1559942,2022-02-25,2021/22,La Liga,14237.0,whoscored
1559943,2022-04-17,2021/22,La Liga,35541.0,whoscored
1559944,2022-02-16,2021/22,La Liga,43456.0,whoscored
1559945,2022-02-27,2021/22,La Liga,30145.0,whoscored
1559946,2022-04-17,2021/22,La Liga,54011.0,whoscored
1559947,2022-04-24,2021/22,La Liga,57023.0,whoscored
1559948,2022-02-27,2021/22,La Liga,37250.0,whoscored
1559949,2022-04-18,2021/22,La Liga,57495.0,whoscored
1559950,2022-01-18,2021/22,La Liga,38753.0,whoscored
1559951,2022-02-26,2021/22,La Liga,9952.0,whoscored
1559952,2022-04-16,2021/22,La Liga,9657.0,whoscored
1559953,2022-01-19,2021/22,La Liga,8837.0,whoscored
1559954,2022-02-27,2021/22,La Liga,15600.0,whoscored
1559955,2022-04-17,2021/22,La Liga,15323.0,whoscored
1559956,2022-03-02,2021/22,La Liga,11550.0,whoscored
1559957,2022-03-04,2021/22,La Liga,13121.0,whoscored
1559958,2022-04-15,2021/22,La Liga,28893.0,whoscored
1559959,2022-01-20,2021/22,La Liga,7634.0,whoscored
1559960,2022-03-07,2021/22,La Liga,29485.0,whoscored
1559961,2022-04-17,2021/22,La Liga,40629.0,whoscored
1559962,2022-01-18,2021/22,La Liga,10755.0,whoscored
1559963,2022-03-06,2021/22,La Liga,44383.0,whoscored
1559964,2022-04-16,2021/22,La Liga,30148.0,whoscored
1559965,2022-01-19,2021/22,La Liga,26049.0,whoscored
1559966,2022-03-06,2021/22,La Liga,11320.0,whoscored
1559967,2022-04-16,2021/22,La Liga,20257.0,whoscored
1559968,2022-01-16,2021/22,La Liga,12433.0,whoscored
1559969,2022-03-06,2021/22,La Liga,15677.0,whoscored
1559970,2022-04-20,2021/22,La Liga,43517.0,whoscored
1559971,2022-01-23,2021/22,La Liga,14056.0,whoscored
1559972,2022-03-05,2021/22,La Liga,18519.0,whoscored
1559973,2022-04-19,2021/22,La Liga,43257.0,whoscored
1559974,2022-01-22,2021/22,La Liga,44999.0,whoscored
1559975,2022-03-05,2021/22,La Liga,18659.0,whoscored
1559976,2022-04-20,2021/22,La Liga,9934.0,whoscored
1559977,2022-01-23,2021/22,La Liga,12471.0,whoscored
1559978,2022-03-05,2021/22,La Liga,52410.0,whoscored
1559979,2022-04-19,2021/22,La Liga,15264.0,whoscored
1559980,2022-01-21,2021/22,La Liga,17637.0,whoscored
1559981,2022-03-05,2021/22,La Liga,31227.0,whoscored
1559982,2022-04-21,2021/22,La Liga,17360.0,whoscored
1559983,2022-01-22,2021/22,La Liga,14063.0,whoscored
1559984,2022-03-06,2021/22,La Liga,30146.0,whoscored
1559985,2022-04-21,2021/22,La Liga,11873.0,whoscored
1559986,2022-01-23,2021/22,La Liga,39796.0,whoscored
1559987,2022-03-11,2021/22,La Liga,50573.0,whoscored
1559988,2022-04-21,2021/22,La Liga,18107.0,whoscored
1559989,2022-01-23,2021/22,La Liga,27368.0,whoscored
1559990,2022-03-13,2021/22,La Liga,54507.0,whoscored
1559991,2022-04-20,2021/22,La Liga,21360.0,whoscored
1559992,2022-01-22,2021/22,La Liga,30059.0,whoscored
1559993,2022-03-13,2021/22,La Liga,48876.0,whoscored
1559994,2022-04-21,2021/22,La Liga,35128.0,whoscored
1559995,2022-01-23,2021/22,La Liga,9034.0,whoscored
1559996,2022-03-14,2021/22,La Liga,17191.0,whoscored
1559997,2022-04-19,2021/22,La Liga,13570.0,whoscored
1559998,2022-01-22,2021/22,La Liga,13207.0,whoscored
1559999,2022-03-12,2021/22,La Liga,10349.0,whoscored
1560000,2022-04-30,2021/22,La Liga,12579.0,whoscored
1560001,2022-02-07,2021/22,La Liga,30753.0,whoscored
1560002,2022-03-12,2021/22,La Liga,15345.0,whoscored
1560003,2022-04-30,2021/22,La Liga,43398.0,whoscored
1560004,2022-02-06,2021/22,La Liga,74221.0,whoscored
1560005,2022-03-12,2021/22,La Liga,13407.0,whoscored
1560006,2022-05-01,2021/22,La Liga,62789.0,whoscored
1560007,2022-02-06,2021/22,La Liga,44870.0,whoscored
1560008,2022-03-13,2021/22,La Liga,31573.0,whoscored
1560009,2022-05-02,2021/22,La Liga,9916.0,whoscored
1560010,2022-02-05,2021/22,La Liga,12546.0,whoscored
1560011,2022-03-13,2021/22,La Liga,9073.0,whoscored
1560012,2022-05-01,2021/22,La Liga,15036.0,whoscored
1560013,2022-02-05,2021/22,La Liga,12226.0,whoscored
1560014,2022-03-12,2021/22,La Liga,14929.0,whoscored
1560015,2022-04-30,2021/22,La Liga,58686.0,whoscored
1560016,2022-02-04,2021/22,La Liga,8475.0,whoscored
1560017,2022-03-19,2021/22,La Liga,16209.0,whoscored
1560018,2022-04-29,2021/22,La Liga,37113.0,whoscored
1560019,2022-02-05,2021/22,La Liga,17635.0,whoscored
1560020,2022-03-18,2021/22,La Liga,37367.0,whoscored
1560021,2022-04-30,2021/22,La Liga,35099.0,whoscored
1560022,2022-02-06,2021/22,La Liga,36665.0,whoscored
1560023,2022-03-20,2021/22,La Liga,13149.0,whoscored
1560024,2022-05-01,2021/22,La Liga,9395.0,whoscored
1560025,2022-02-06,2021/22,La Liga,31351.0,whoscored
1560026,2022-03-20,2021/22,La Liga,13325.0,whoscored
1560027,2022-05-01,2021/22,La Liga,16305.0,whoscored
1560028,2022-02-05,2021/22,La Liga,12923.0,whoscored
1560029,2022-03-20,2021/22,La Liga,17578.0,whoscored
1560030,2022-05-07,2021/22,La Liga,41091.0,whoscored
1560031,2022-02-13,2021/22,La Liga,12845.0,whoscored
1560032,2022-03-19,2021/22,La Liga,19429.0,whoscored
1560033,2022-05-08,2021/22,La Liga,63874.0,whoscored
1560034,2022-02-12,2021/22,La Liga,49375.0,whoscored
1560035,2022-03-20,2021/22,La Liga,60017.0,whoscored
1560036,2022-05-07,2021/22,La Liga,46132.0,whoscored
1560037,2022-02-14,2021/22,La Liga,12904.0,whoscored
1560038,2022-03-20,2021/22,La Liga,24861.0,whoscored
1560039,2022-05-07,2021/22,La Liga,10567.0,whoscored
1560040,2022-02-12,2021/22,La Liga,15635.0,whoscored
1560041,2022-03-19,2021/22,La Liga,10349.0,whoscored
1560042,2022-05-07,2021/22,La Liga,18466.0,whoscored
1560043,2022-02-13,2021/22,La Liga,25049.0,whoscored
1560044,2022-03-19,2021/22,La Liga,15780.0,whoscored
1560045,2022-05-08,2021/22,La Liga,10125.0,whoscored
1560046,2022-02-13,2021/22,La Liga,16103.0,whoscored
1560047,2022-04-03,2021/22,La Liga,34572.0,whoscored
1560048,2022-05-07,2021/22,La Liga,17615.0,whoscored
1560049,2022-02-13,2021/22,La Liga,29847.0,whoscored
1560050,2022-04-02,2021/22,La Liga,51467.0,whoscored
1560051,2022-05-08,2021/22,La Liga,18903.0,whoscored
1560052,2022-02-11,2021/22,La Liga,33411.0,whoscored
1560053,2022-04-03,2021/22,La Liga,76112.0,whoscored
1560054,2022-05-06,2021/22,La Liga,17278.0,whoscored
1560055,2022-02-12,2021/22,La Liga,8596.0,whoscored
1560056,2022-04-03,2021/22,La Liga,49103.0,whoscored
1560057,2022-05-08,2021/22,La Liga,17461.0,whoscored
1560058,2022-02-12,2021/22,La Liga,17894.0,whoscored
1560059,2022-04-02,2021/22,La Liga,15714.0,whoscored
1560060,2022-05-11,2021/22,La Liga,12729.0,whoscored
1560061,2022-02-20,2021/22,La Liga,40698.0,whoscored
1560062,2022-04-02,2021/22,La Liga,8946.0,whoscored
1560063,2022-05-10,2021/22,La Liga,55899.0,whoscored
1560064,2022-02-20,2021/22,La Liga,48652.0,whoscored
1560065,2022-04-03,2021/22,La Liga,15823.0,whoscored
1560066,2022-05-10,2021/22,La Liga,16638.0,whoscored
1560067,2022-02-21,2021/22,La Liga,9776.0,whoscored
1560068,2022-04-02,2021/22,La Liga,14908.0,whoscored
1560069,2022-05-11,2021/22,La Liga,17850.0,whoscored
1560070,2022-04-04,2021/22,La Liga,20869.0,whoscored
1560071,2022-05-12,2021/22,La Liga,38421.0,whoscored
1560072,2022-04-03,2021/22,La Liga,32949.0,whoscored
1560073,2022-04-09,2021/22,La Liga,15437.0,whoscored
1560074,2022-05-12,2021/22,La Liga,29014.0,whoscored
1560075,2022-05-11,2021/22,La Liga,33242.0,whoscored
1560076,2022-05-10,2021/22,La Liga,28091.0,whoscored
1560077,2022-05-12,2021/22,La Liga,7945.0,whoscored
1560078,2022-05-11,2021/22,La Liga,21266.0,whoscored
1560079,2022-05-15,2021/22,La Liga,37869.0,whoscored
1560080,2022-05-15,2021/22,La Liga,58138.0,whoscored
1560081,2022-05-15,2021/22,La Liga,45016.0,whoscored
1560082,2022-05-15,2021/22,La Liga,10773.0,whoscored
1560083,2022-05-15,2021/22,La Liga,17930.0,whoscored
1560084,2022-05-15,2021/22,La Liga,13072.0,whoscored
1560085,2022-05-15,2021/22,La Liga,19643.0,whoscored
1560086,2022-05-14,2021/22,La Liga,14990.0,whoscored
1560087,2022-05-15,2021/22,La Liga,12438.0,whoscored
1560088,2022-05-15,2021/22,La Liga,16689.0,whoscored
1560089,2022-05-22,2021/22,La Liga,11138.0,whoscored
1560090,2022-05-22,2021/22,La Liga,54850.0,whoscored
1560091,2022-05-22,2021/22,La Liga,17951.0,whoscored
1560092,2022-05-22,2021/22,La Liga,18717.0,whoscored
1560093,2022-05-20,2021/22,La Liga,52232.0,whoscored
1560094,2022-05-22,2021/22,La Liga,23586.0,whoscored
1560095,2022-05-22,2021/22,La Liga,31305.0,whoscored
1560096,2022-05-21,2021/22,La Liga,16189.0,whoscored
1560097,2022-05-20,2021/22,La Liga,8446.0,whoscored
1560098,2022-05-22,2021/22,La Liga,17336.0,whoscored
1560099,2021-12-31,2021/22,La Liga,29566.0,whoscored
1560100,2021-11-28,2021/22,La Liga,16861.0,whoscored
1560101,2021-12-12,2021/22,La Liga,51024.0,whoscored
1560102,2022-01-03,2021/22,La Liga,13462.0,whoscored
1560103,2021-11-28,2021/22,La Liga,19935.0,whoscored
1560104,2021-12-11,2021/22,La Liga,31662.0,whoscored
1560105,2021-11-29,2021/22,La Liga,16485.0,whoscored
1560106,2021-12-12,2021/22,La Liga,13133.0,whoscored
1560107,2021-11-28,2021/22,La Liga,45281.0,whoscored
1560108,2021-12-19,2021/22,La Liga,38002.0,whoscored
1560109,2021-11-27,2021/22,La Liga,30030.0,whoscored
1560110,2021-12-18,2021/22,La Liga,41664.0,whoscored
1560111,2021-11-27,2021/22,La Liga,19050.0,whoscored
1560112,2021-12-17,2021/22,La Liga,9526.0,whoscored
1560113,2021-12-04,2021/22,La Liga,51009.0,whoscored
1560114,2021-12-19,2021/22,La Liga,8126.0,whoscored
1560115,2021-12-04,2021/22,La Liga,66529.0,whoscored
1560116,2021-12-19,2021/22,La Liga,13014.0,whoscored
1560117,2021-12-05,2021/22,La Liga,11361.0,whoscored
1560118,2021-12-20,2021/22,La Liga,18851.0,whoscored
1560119,2021-12-06,2021/22,La Liga,9176.0,whoscored
1560120,2021-12-19,2021/22,La Liga,38818.0,whoscored
1560121,2021-12-03,2021/22,La Liga,13511.0,whoscored
1560122,2021-12-18,2021/22,La Liga,29679.0,whoscored
1560123,2021-12-05,2021/22,La Liga,15361.0,whoscored
1560124,2021-12-18,2021/22,La Liga,33241.0,whoscored
1560125,2021-12-04,2021/22,La Liga,35765.0,whoscored
1560126,2021-12-18,2021/22,La Liga,7911.0,whoscored
1560127,2021-12-04,2021/22,La Liga,30865.0,whoscored
1560128,2022-01-02,2021/22,La Liga,13498.0,whoscored
1560129,2021-12-05,2021/22,La Liga,8679.0,whoscored
1560130,2022-01-02,2021/22,La Liga,43029.0,whoscored
1560131,2021-12-05,2021/22,La Liga,11879.0,whoscored
1560132,2022-01-02,2021/22,La Liga,41656.0,whoscored
1560133,2021-12-11,2021/22,La Liga,10065.0,whoscored
1560134,2022-01-02,2021/22,La Liga,14654.0,whoscored
