whoscored_match_id,venue_name,manager_home,manager_away,ht_score,ft_score,attendance,referee_id_whoscored,referee_name,start_time
1559817,Mendizorroza,Javier Calleja,Carlo Ancelotti,0 : 0,1 : 4,3968,222,César Soto Grado,2021-08-14T22:00:00
1559818,Camp Nou,Ronald Koeman,Imanol Alguacil,2 : 0,4 : 2,20384,229,Alejandro José Hernández Hernández,2021-08-15T20:00:00
1559819,Balaídos,Eduardo Coudet,Diego Simeone,0 : 1,1 : 2,5401,2404,José Luis Munuera Montero,2021-08-15T17:30:00
1559820,Visit Mallorca Estadi,Luis García,Manuel Pellegrini,1 : 0,1 : 1,6279,12,Antonio Miguel Mateu Lahoz,2021-08-14T19:30:00
1559821,Nuevo Mirandilla,Álvaro Cervera,Paco López,0 : 1,1 : 1,6941,218,Santiago Jaime Latre,2021-08-14T19:30:00
1559822,El Sadar,Jagoba Arrasate,Vicente Moreno,0 : 0,0 : 0,6715,266,Miguel Ángel Ortiz Arias,2021-08-14T22:00:00
1559823,Ramón Sánchez-Pizjuán,Julen Lopetegui,Andoni Iraola,1 : 0,3 : 0,13962,307,Isidro Díaz de Mera Escuderos,2021-08-15T22:15:00
1559824,Mestalla,José Bordalás,José Miguel González,1 : 0,1 : 0,9868,189,Jesús Gil Manzano,2021-08-13T21:00:00
1559825,Estadio de la Cerámica,Unai Emery,Robert Moreno,0 : 0,0 : 0,7837,2917,Pablo González Fuertes,2021-08-16T20:00:00
1559826,Martínez Valero,Fran Escribá,Marcelino García Toral,0 : 0,0 : 0,9145,3244,Adrián Cordero Vega,2021-08-16T22:00:00
1559828,Mendizorroza,Javier Calleja,Luis García,0 : 0,0 : 1,2896,296,Alejandro Muñiz Ruiz,2021-08-21T17:00:00
1559830,Wanda Metropolitano,Diego Simeone,Fran Escribá,1 : 0,1 : 0,24926,169,Ricardo de Burgos Bengoetxea,2021-08-22T19:30:00
1559831,Benito Villamarín,Manuel Pellegrini,Álvaro Cervera,1 : 1,1 : 1,23745,3709,Valentín Pizarro Gómez,2021-08-20T21:00:00
1559832,Coliseum Alfonso Pérez,José Miguel González,Julen Lopetegui,0 : 0,0 : 1,4810,233,José María Sánchez Martínez,2021-08-23T20:00:00
1559833,Nuevo Los Cármenes,Robert Moreno,José Bordalás,1 : 0,1 : 1,6267,175,Carlos del Cerro Grande,2021-08-21T19:30:00
1559834,RCDE Stadium,Vicente Moreno,Unai Emery,0 : 0,0 : 0,11095,4159,Jorge Figueroa Vázquez,2021-08-21T19:30:00
1559835,Ciutat de Valencia,Paco López,Carlo Ancelotti,0 : 1,3 : 3,9838,3234,Guillermo Cuadra Fernández,2021-08-22T22:00:00
1559836,El Sadar,Jagoba Arrasate,Eduardo Coudet,0 : 0,0 : 0,7189,2912,Javier Alberola Rojas,2021-08-23T22:00:00
1559837,Reale Arena,Imanol Alguacil,Andoni Iraola,0 : 0,1 : 0,7652,218,Santiago Jaime Latre,2021-08-22T17:00:00
1559838,Wanda Metropolitano,Diego Simeone,Unai Emery,0 : 0,2 : 2,26840,222,César Soto Grado,2021-08-29T22:00:00
1559839,Camp Nou,Ronald Koeman,José Miguel González,2 : 1,2 : 1,26543,2917,Pablo González Fuertes,2021-08-29T17:00:00
1559840,Benito Villamarín,Manuel Pellegrini,Carlo Ancelotti,0 : 0,0 : 1,22590,229,Alejandro José Hernández Hernández,2021-08-28T22:00:00
1559841,Balaídos,Eduardo Coudet,Marcelino García Toral,0 : 1,0 : 1,5492,12,Antonio Miguel Mateu Lahoz,2021-08-28T17:00:00
1559842,Visit Mallorca Estadi,Luis García,Vicente Moreno,1 : 0,1 : 0,7529,307,Isidro Díaz de Mera Escuderos,2021-08-27T20:00:00
1559843,Nuevo Mirandilla,Álvaro Cervera,Jagoba Arrasate,1 : 0,2 : 3,7452,3244,Adrián Cordero Vega,2021-08-29T19:30:00
1559844,Reale Arena,Imanol Alguacil,Paco López,1 : 0,1 : 0,7758,2404,José Luis Munuera Montero,2021-08-28T19:30:00
1559845,Mestalla,José Bordalás,Javier Calleja,2 : 0,3 : 0,10627,266,Miguel Ángel Ortiz Arias,2021-08-27T22:15:00
1559846,Estadio de Vallecas,Andoni Iraola,Robert Moreno,3 : 0,4 : 0,583,189,Jesús Gil Manzano,2021-08-29T19:30:00
1559847,Martínez Valero,Fran Escribá,Julen Lopetegui,1 : 1,1 : 1,10385,3709,Valentín Pizarro Gómez,2021-08-28T19:30:00
1559848,San Mamés,Marcelino García Toral,Luis García,0 : 0,2 : 0,14566,4159,Jorge Figueroa Vázquez,2021-09-11T21:00:00
1559849,Coliseum Alfonso Pérez,José Miguel González,Fran Escribá,0 : 0,0 : 1,6853,309,Mario Melero López,2021-09-13T20:00:00
1559850,Nuevo Mirandilla,Álvaro Cervera,Imanol Alguacil,0 : 0,0 : 2,11826,296,Alejandro Muñiz Ruiz,2021-09-12T18:30:00
1559851,Nuevo Los Cármenes,Robert Moreno,Manuel Pellegrini,0 : 1,1 : 2,10201,3234,Guillermo Cuadra Fernández,2021-09-13T22:00:00
1559852,RCDE Stadium,Vicente Moreno,Diego Simeone,1 : 0,1 : 2,15321,206,Juan Martínez Munuera,2021-09-12T14:00:00
1559853,Ciutat de Valencia,Paco López,Andoni Iraola,1 : 0,1 : 1,12974,2912,Javier Alberola Rojas,2021-09-11T18:30:00
1559854,El Sadar,Jagoba Arrasate,José Bordalás,1 : 1,1 : 4,13940,169,Ricardo de Burgos Bengoetxea,2021-09-12T16:15:00
1559855,Santiago Bernabéu,Carlo Ancelotti,Eduardo Coudet,1 : 2,5 : 2,19874,233,José María Sánchez Martínez,2021-09-12T21:00:00
1559856,Ramón Sánchez-Pizjuán,Julen Lopetegui,Xavi Hernandez,1 : 1,1 : 1,31358,175,Carlos del Cerro Grande,2021-12-21T21:30:00
1559857,Estadio de la Cerámica,Unai Emery,Javier Calleja,2 : 1,5 : 2,12530,3709,Valentín Pizarro Gómez,2021-12-21T19:00:00
1559858,Nuevo Los Cármenes,Robert Moreno,Julen Lopetegui,1 : 0,1 : 0,12334,2912,Javier Alberola Rojas,2021-10-03T21:00:00
1559859,Santiago Bernabéu,Carlo Ancelotti,Jagoba Arrasate,0 : 0,0 : 0,35691,222,César Soto Grado,2021-10-27T21:30:00
1559860,RCDE Stadium,Vicente Moreno,Carlo Ancelotti,1 : 0,2 : 1,23377,3234,Guillermo Cuadra Fernández,2021-10-03T16:15:00
1559861,Camp Nou,Ronald Koeman,Carlo Ancelotti,0 : 1,1 : 2,86422,233,José María Sánchez Martínez,2021-10-24T16:15:00
1559862,Estadio de Vallecas,Andoni Iraola,Ronald Koeman,1 : 0,1 : 0,9340,12,Antonio Miguel Mateu Lahoz,2021-10-27T19:00:00
1559863,El Sadar,Jagoba Arrasate,Andoni Iraola,0 : 0,1 : 0,19238,309,Mario Melero López,2021-10-02T14:00:00
1559864,Benito Villamarín,Manuel Pellegrini,Andoni Iraola,2 : 1,3 : 2,45362,169,Ricardo de Burgos Bengoetxea,2021-10-24T18:30:00
1559865,Estadio de la Cerámica,Unai Emery,Álvaro Cervera,1 : 2,3 : 3,12190,229,Alejandro José Hernández Hernández,2021-10-26T21:30:00
1559866,Estadio de la Cerámica,Unai Emery,Manuel Pellegrini,1 : 0,2 : 0,16719,233,José María Sánchez Martínez,2021-10-03T18:30:00
1559867,Coliseum Alfonso Pérez,Enrique Sánchez Flores,Eduardo Coudet,0 : 0,0 : 3,7630,206,Juan Martínez Munuera,2021-10-25T21:00:00
1559868,Wanda Metropolitano,Diego Simeone,Manuel Pellegrini,1 : 0,3 : 0,56838,2912,Javier Alberola Rojas,2021-10-31T16:15:00
1559869,Martínez Valero,Fran Escribá,Eduardo Coudet,0 : 0,1 : 0,11299,2404,José Luis Munuera Montero,2021-10-03T14:00:00
1559870,Nuevo Mirandilla,Álvaro Cervera,Javier Calleja,0 : 1,0 : 2,13790,2912,Javier Alberola Rojas,2021-10-23T16:15:00
1559871,Camp Nou,Sergi Barjuán,Javier Calleja,0 : 0,1 : 1,37278,4159,Jorge Figueroa Vázquez,2021-10-30T21:00:00
1559872,Mendizorroza,Javier Calleja,Manuel Pellegrini,0 : 0,0 : 1,10227,266,Miguel Ángel Ortiz Arias,2021-10-18T19:00:00
1559873,El Sadar,Jagoba Arrasate,Robert Moreno,1 : 0,1 : 1,21128,296,Alejandro Muñiz Ruiz,2021-10-22T21:00:00
1559874,Coliseum Alfonso Pérez,Enrique Sánchez Flores,Vicente Moreno,1 : 1,2 : 1,4721,296,Alejandro Muñiz Ruiz,2021-10-31T18:30:00
1559875,Camp Nou,Ronald Koeman,José Bordalás,2 : 1,3 : 1,47317,189,Jesús Gil Manzano,2021-10-17T21:00:00
1559876,Ramón Sánchez-Pizjuán,Julen Lopetegui,Francisco Javier Pereira Megía,3 : 1,5 : 3,30601,3709,Valentín Pizarro Gómez,2021-10-24T14:00:00
1559877,Nuevo Mirandilla,Álvaro Cervera,Luis García,0 : 1,1 : 1,11790,3709,Valentín Pizarro Gómez,2021-10-31T14:00:00
1559878,Balaídos,Eduardo Coudet,Julen Lopetegui,0 : 0,0 : 1,10774,169,Ricardo de Burgos Bengoetxea,2021-10-17T16:15:00
1559879,Mestalla,José Bordalás,Luis García,0 : 2,2 : 2,29139,175,Carlos del Cerro Grande,2021-10-23T14:00:00
1559880,Ciutat de Valencia,Francisco Javier Pereira Megía,Robert Moreno,0 : 2,0 : 3,14512,233,José María Sánchez Martínez,2021-11-01T21:00:00
1559881,Nuevo Los Cármenes,Robert Moreno,Diego Simeone,1 : 1,2 : 1,13304,229,Alejandro José Hernández Hernández,2021-12-22T19:00:00
1559882,Martínez Valero,Fran Escribá,Vicente Moreno,1 : 0,2 : 2,13449,4159,Jorge Figueroa Vázquez,2021-10-23T18:30:00
1559883,Reale Arena,Imanol Alguacil,Marcelino García Toral,0 : 0,1 : 1,37066,206,Juan Martínez Munuera,2021-10-31T21:00:00
1559884,RCDE Stadium,Vicente Moreno,Álvaro Cervera,1 : 0,2 : 0,15678,12,Antonio Miguel Mateu Lahoz,2021-10-18T21:00:00
1559885,Mendizorroza,Javier Calleja,Fran Escribá,0 : 0,1 : 0,10206,189,Jesús Gil Manzano,2021-10-26T19:00:00
1559886,Ramón Sánchez-Pizjuán,Julen Lopetegui,Jagoba Arrasate,1 : 0,2 : 0,20335,175,Carlos del Cerro Grande,2021-10-30T16:15:00
1559887,Ciutat de Valencia,Francisco Javier Pereira Megía,Enrique Sánchez Flores,0 : 0,0 : 0,14551,309,Mario Melero López,2021-10-16T18:30:00
1559888,Benito Villamarín,Manuel Pellegrini,José Bordalás,2 : 1,4 : 1,43123,307,Isidro Díaz de Mera Escuderos,2021-10-27T20:00:00
1559889,Mestalla,José Bordalás,Unai Emery,1 : 0,2 : 0,31487,2404,José Luis Munuera Montero,2021-10-30T18:30:00
1559890,Santiago Bernabéu,Carlo Ancelotti,Marcelino García Toral,1 : 0,1 : 0,33627,307,Isidro Díaz de Mera Escuderos,2021-12-01T21:00:00
1559891,Balaídos,Eduardo Coudet,Imanol Alguacil,0 : 0,0 : 2,8726,309,Mario Melero López,2021-10-28T19:00:00
1559892,Estadio de Vallecas,Andoni Iraola,Eduardo Coudet,0 : 0,0 : 0,9580,3244,Adrián Cordero Vega,2021-11-01T18:30:00
1559893,Reale Arena,Imanol Alguacil,Luis García,0 : 0,1 : 0,30831,2917,Pablo González Fuertes,2021-10-16T21:00:00
1559894,Visit Mallorca Estadi,Luis García,Julen Lopetegui,1 : 0,1 : 1,15125,218,Santiago Jaime Latre,2021-10-27T19:00:00
1559895,Martínez Valero,Fran Escribá,Carlo Ancelotti,0 : 1,1 : 2,23010,169,Ricardo de Burgos Bengoetxea,2021-10-30T14:00:00
1559896,Estadio de Vallecas,Andoni Iraola,Fran Escribá,1 : 1,2 : 1,6989,218,Santiago Jaime Latre,2021-10-17T14:00:00
1559897,Nuevo Los Cármenes,Robert Moreno,Enrique Sánchez Flores,0 : 1,1 : 1,13651,3244,Adrián Cordero Vega,2021-10-28T20:00:00
1559898,Mendizorroza,Javier Calleja,Francisco Javier Pereira Megía,0 : 1,2 : 1,12176,3244,Adrián Cordero Vega,2021-11-06T18:30:00
1559899,Estadio de la Cerámica,Unai Emery,Jagoba Arrasate,0 : 1,1 : 2,14831,3244,Adrián Cordero Vega,2021-10-17T18:30:00
1559900,RCDE Stadium,Vicente Moreno,Marcelino García Toral,1 : 0,1 : 1,16196,266,Miguel Ángel Ortiz Arias,2021-10-26T21:00:00
1559901,San Mamés,Marcelino García Toral,Álvaro Cervera,0 : 1,0 : 1,37581,218,Santiago Jaime Latre,2021-11-05T21:00:00
1559902,San Mamés,Marcelino García Toral,Unai Emery,1 : 1,2 : 1,38698,3234,Guillermo Cuadra Fernández,2021-10-23T21:00:00
1559903,Ciutat de Valencia,Francisco Javier Pereira Megía,Diego Simeone,1 : 1,2 : 2,16298,2917,Pablo González Fuertes,2021-10-28T21:30:00
1559904,Benito Villamarín,Manuel Pellegrini,Julen Lopetegui,0 : 0,0 : 2,50534,12,Antonio Miguel Mateu Lahoz,2021-11-07T21:00:00
1559905,Wanda Metropolitano,Diego Simeone,Imanol Alguacil,0 : 1,2 : 2,50032,2404,José Luis Munuera Montero,2021-10-24T21:00:00
1559906,Nuevo Mirandilla,Sergio González,Enrique Sánchez Flores,1 : 1,1 : 1,15948,2912,Javier Alberola Rojas,2022-02-19T18:30:00
1559907,Balaídos,Eduardo Coudet,Sergi Barjuán,0 : 3,3 : 3,13146,229,Alejandro José Hernández Hernández,2021-11-06T16:15:00
1559908,Martínez Valero,Francisco Rodríguez,Robert Moreno,0 : 0,0 : 0,12160,3244,Adrián Cordero Vega,2022-01-02T16:15:00
1559909,Nuevo Los Cármenes,Robert Moreno,Unai Emery,0 : 2,1 : 4,13389,189,Jesús Gil Manzano,2022-02-19T14:00:00
1559910,Visit Mallorca Estadi,Luis García,Fran Escribá,0 : 0,2 : 2,12933,309,Mario Melero López,2021-11-07T18:30:00
1559911,Mendizorroza,José Luis Mendilibar,Marcelino García Toral,0 : 0,0 : 0,14103,218,Santiago Jaime Latre,2022-01-09T18:30:00
1559912,RCDE Stadium,Vicente Moreno,Julen Lopetegui,0 : 1,1 : 1,24897,2917,Pablo González Fuertes,2022-02-20T14:00:00
1559913,Nuevo Mirandilla,Sergio González,Manuel Pellegrini,0 : 0,1 : 2,18063,189,Jesús Gil Manzano,2022-04-09T14:00:00
1559914,Nuevo Los Cármenes,Robert Moreno,Xavi Hernandez,0 : 0,1 : 1,14442,2917,Pablo González Fuertes,2022-01-08T18:30:00
1559915,El Sadar,Jagoba Arrasate,Diego Simeone,0 : 1,0 : 3,20040,309,Mario Melero López,2022-02-19T16:15:00
1559916,RCDE Stadium,Vicente Moreno,Eduardo Coudet,0 : 0,1 : 0,18471,2912,Javier Alberola Rojas,2022-04-10T16:15:00
1559917,RCDE Stadium,Vicente Moreno,Francisco Rodríguez,1 : 2,1 : 2,11870,189,Jesús Gil Manzano,2022-01-10T21:00:00
1559918,Santiago Bernabéu,Carlo Ancelotti,José Luis Mendilibar,0 : 0,3 : 0,42180,2404,José Luis Munuera Montero,2022-02-19T21:00:00
1559919,Ciutat de Valencia,Alessio Lisci,Xavi Hernández,0 : 0,2 : 3,20785,2404,José Luis Munuera Montero,2022-04-10T21:00:00
1559920,Ciutat de Valencia,Alessio Lisci,Luis García,0 : 0,2 : 0,13330,4159,Jorge Figueroa Vázquez,2022-01-08T14:00:00
1559921,Mestalla,José Bordalás,Xavi Hernández,0 : 3,1 : 4,38315,175,Carlos del Cerro Grande,2022-02-20T16:15:00
1559922,El Sadar,Jagoba Arrasate,Julio Velázquez,0 : 0,1 : 0,19220,296,Alejandro Muñiz Ruiz,2022-04-10T14:00:00
1559923,El Sadar,Jagoba Arrasate,Álvaro Cervera,1 : 0,2 : 0,16292,169,Ricardo de Burgos Bengoetxea,2022-01-09T18:30:00
1559924,Martínez Valero,Francisco Rodríguez,Andoni Iraola,0 : 0,2 : 1,14742,296,Alejandro Muñiz Ruiz,2022-02-18T21:00:00
1559925,Santiago Bernabéu,Carlo Ancelotti,Enrique Sánchez Flores,1 : 0,2 : 0,50740,222,César Soto Grado,2022-04-09T21:00:00
1559926,Santiago Bernabéu,Carlo Ancelotti,José Bordalás,1 : 0,4 : 1,40617,229,Alejandro José Hernández Hernández,2022-01-08T21:00:00
1559927,Wanda Metropolitano,Diego Simeone,Eduardo Coudet,1 : 0,2 : 0,48009,229,Alejandro José Hernández Hernández,2022-02-26T21:00:00
1559928,Ramón Sánchez-Pizjuán,Julen Lopetegui,Rubén Torrecilla,1 : 1,4 : 2,33504,266,Miguel Ángel Ortiz Arias,2022-04-08T21:00:00
1559929,Reale Arena,Imanol Alguacil,Eduardo Coudet,1 : 0,1 : 0,27938,3234,Guillermo Cuadra Fernández,2022-01-08T16:15:00
1559930,Camp Nou,Xavi Hernández,Marcelino García Toral,1 : 0,4 : 0,69770,3234,Guillermo Cuadra Fernández,2022-02-27T21:00:00
1559931,Estadio de Vallecas,Andoni Iraola,José Bordalás,0 : 0,1 : 1,9302,169,Ricardo de Burgos Bengoetxea,2022-04-11T21:00:00
1559932,Ramón Sánchez-Pizjuán,Julen Lopetegui,Enrique Sánchez Flores,1 : 0,1 : 0,30801,206,Juan Martínez Munuera,2022-01-09T16:15:00
1559933,Visit Mallorca Estadi,Luis García,José Bordalás,0 : 1,0 : 1,14417,4159,Jorge Figueroa Vázquez,2022-02-26T14:00:00
1559934,Estadio de la Cerámica,Unai Emery,Marcelino García Toral,0 : 1,1 : 1,16603,175,Carlos del Cerro Grande,2022-04-09T18:30:00
1559935,Estadio de Vallecas,Andoni Iraola,Manuel Pellegrini,0 : 1,1 : 1,8395,296,Alejandro Muñiz Ruiz,2022-01-09T14:00:00
1559936,Coliseum Alfonso Pérez,Enrique Sánchez Flores,José Luis Mendilibar,0 : 1,2 : 2,7720,218,Santiago Jaime Latre,2022-02-26T16:15:00
1559937,Martínez Valero,Francisco Rodríguez,Imanol Alguacil,1 : 2,1 : 2,17011,3234,Guillermo Cuadra Fernández,2022-04-10T18:30:00
1559938,Estadio de la Cerámica,Unai Emery,Diego Simeone,1 : 1,2 : 2,14127,2912,Javier Alberola Rojas,2022-01-09T21:00:00
1559939,Nuevo Los Cármenes,Robert Moreno,Sergio González,0 : 0,0 : 0,14785,233,José María Sánchez Martínez,2022-02-28T21:00:00
1559940,Mendizorroza,Julio Velázquez,Andoni Iraola,0 : 0,1 : 0,10165,206,Juan Martínez Munuera,2022-04-16T16:15:00
1559941,San Mamés,Marcelino García Toral,Carlo Ancelotti,1 : 2,1 : 2,42722,222,César Soto Grado,2021-12-22T21:30:00
1559942,Ciutat de Valencia,Alessio Lisci,Francisco Rodríguez,1 : 0,3 : 0,14237,2917,Pablo González Fuertes,2022-02-25T21:00:00
