team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
200,fc-utrecht,2020,FC Utrecht,23750,23750,,,,,,,,,,"Stadion ""Galgenwaard""",,,,Césped natural,,https://www.transfermarkt.es/fc-utrecht/stadion/verein/200/saison_id/2020
202,fc-groningen,2020,FC Groningen,22550,22550,,,43,,,,,FC Groningen,,Euroborg,,,"29,40 mill. €",Césped natural,,https://www.transfermarkt.es/fc-groningen/stadion/verein/202/saison_id/2020
234,feyenoord-rotterdam,2020,Feyenoord,47500,51117,,,41,,,,,Stadion Feijenoord N.V.,,"Stadion Feyenoord ""De Kuip""",,,,Césped natural,,https://www.transfermarkt.es/feyenoord-rotterdam/stadion/verein/234/saison_id/2020
235,rkc-waalwijk,2020,RKC Waalwijk,7186,7186,,,,,,,,,,Mandemakers Stadion,,,,Césped natural,,https://www.transfermarkt.es/rkc-waalwijk/stadion/verein/235/saison_id/2020
306,sc-heerenveen,2020,SC Heerenveen,27224,26100,,,,,,,,Sportstad Heerenveen,,Abe Lenstra Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/sc-heerenveen/stadion/verein/306/saison_id/2020
317,fc-twente-enschede,2020,FC Twente Enschede,30205,30205,,,125,,,,,FC Twente,,De Grolsch Veste,,,"33,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-twente-enschede/stadion/verein/317/saison_id/2020
383,psv-eindhoven,2020,PSV Eindhoven,35000,35000,,,46,,,,,PSV Eindhoven,,Philips Stadion,,,,Césped natural,,https://www.transfermarkt.es/psv-eindhoven/stadion/verein/383/saison_id/2020
385,fortuna-sittard,2020,Fortuna Sittard,12800,12800,,,14,,,,,Fortuna Sittard,,Fortuna Sittard Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/fortuna-sittard/stadion/verein/385/saison_id/2020
403,willem-ii-tilburg,2020,Willem II Tilburg,14700,14700,,,,,,,,,,Koning Willem II Stadion,,,,Césped natural,,https://www.transfermarkt.es/willem-ii-tilburg/stadion/verein/403/saison_id/2020
468,sparta-rotterdam,2020,Sparta Rotterdam,10599,10599,,,,,,,,,,Sparta-stadion - Het Kasteel,,,,Césped natural,,https://www.transfermarkt.es/sparta-rotterdam/stadion/verein/468/saison_id/2020
499,vitesse-arnheim,2020,Vitesse Arnhem,21248,21248,,,,,,,,Nedstede Groep,,GelreDome,,,"70,00 mill. €",Césped natural,,https://www.transfermarkt.es/vitesse-arnheim/stadion/verein/499/saison_id/2020
610,ajax-amsterdam,2020,Ajax de Ámsterdam,55885,55885,,,,,,,,Stad Amsterdam,,Johan Cruijff ArenA,,,"96,00 mill. €",Césped natural,,https://www.transfermarkt.es/ajax-amsterdam/stadion/verein/610/saison_id/2020
1090,az-alkmaar,2020,AZ Alkmaar,19500,19500,,,56,,,,,AZ Alkmaar,,AFAS Stadion,,,"38,00 mill. €",Césped híbrido,,https://www.transfermarkt.es/az-alkmaar/stadion/verein/1090/saison_id/2020
1268,ado-den-haag,2020,ADO Den Haag,15000,15000,,,,,,,,Gemeente Den Haag,,WerkTalent Stadion,,,"27,00 mill. €",Césped natural,,https://www.transfermarkt.es/ado-den-haag/stadion/verein/1268/saison_id/2020
1269,pec-zwolle,2020,PEC Zwolle,14000,14000,,,,,,,,,,MAC³PARK stadion,,,,Césped natural,,https://www.transfermarkt.es/pec-zwolle/stadion/verein/1269/saison_id/2020
1283,fc-emmen,2020,FC Emmen,8309,,,,,,,,,,,De Oude Meerdijk,,,,Césped artificial,,https://www.transfermarkt.es/fc-emmen/stadion/verein/1283/saison_id/2020
1304,heracles-almelo,2020,Heracles Almelo,12242,12242,,,,,,,,Gemeente Almelo,,Asito Stadion,,,,Césped híbrido,,https://www.transfermarkt.es/heracles-almelo/stadion/verein/1304/saison_id/2020
1426,vvv-venlo,2020,VVV-Venlo,8000,6500,,,,,,,,,,Seacon Stadion - De Koel,,,,Césped natural,,https://www.transfermarkt.es/vvv-venlo/stadion/verein/1426/saison_id/2020
