team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
142,real-saragossa,2021,Real Zaragoza,20071,20071,,,,,,,,,,Ibercaja Estadio,,,,Césped natural,,https://www.transfermarkt.es/real-saragossa/stadion/verein/142/saison_id/2021
366,real-valladolid,2021,Real Valladolid CF,27618,27618,,,120,,,,,Ayuntamiento de Valladolid,,José Zorrilla,,,,Césped natural,,https://www.transfermarkt.es/real-valladolid/stadion/verein/366/saison_id/2021
472,ud-las-palmas,2021,UD Las Palmas,32400,32400,,,,,,,,Cabildo de Gran Canaria,,Estadio de Gran Canaria,,,,Césped natural,,https://www.transfermarkt.es/ud-las-palmas/stadion/verein/472/saison_id/2021
648,cd-teneriffa,2021,CD Tenerife,22824,22824,,,,,,,,Cabildo Teneriffa,,Heliodoro Rodríguez López,,,,Césped natural,,https://www.transfermarkt.es/cd-teneriffa/stadion/verein/648/saison_id/2021
1084,fc-malaga,2021,Málaga CF,30044,30044,,,,,,,,Andalusien,,La Rosaleda,,,,Césped natural,,https://www.transfermarkt.es/fc-malaga/stadion/verein/1084/saison_id/2021
1244,cd-leganes,2021,CD Leganés,14422,14422,,,,,,,,Ayto. Leganes,,Ontime Butarque,,,,Césped natural,,https://www.transfermarkt.es/cd-leganes/stadion/verein/1244/saison_id/2021
1533,sd-eibar,2021,SD Eibar,8164,8164,,,,,,,,Ayuntamiento de Éibar,,Ipurua,,,,Césped híbrido,,https://www.transfermarkt.es/sd-eibar/stadion/verein/1533/saison_id/2021
1536,burgos-cf,2021,Burgos CF,12194,12194,,,,,,,,Ayuntamiento de Burgos,,El Plantío,,,,Césped natural,,https://www.transfermarkt.es/burgos-cf/stadion/verein/1536/saison_id/2021
2448,sporting-gijon,2021,Real Sporting de Gijón,29371,29371,,,,,,,,Ayuntamiento de Gijón,,El Molinón - Enrique Castro 'Quini',,,,Césped natural,,https://www.transfermarkt.es/sporting-gijon/stadion/verein/2448/saison_id/2021
2497,real-oviedo,2021,Real Oviedo,30500,30500,,,22,,,,,Ayuntamiento de Oviedo,,Carlos Tartiere,,,"48,00 mill. €",Césped natural,,https://www.transfermarkt.es/real-oviedo/stadion/verein/2497/saison_id/2021
3302,ud-almeria,2021,UD Almería,18331,18331,,,,,,,,Ayuntamiento Almería,,UD Almería Stadium,,,,Césped natural,,https://www.transfermarkt.es/ud-almeria/stadion/verein/3302/saison_id/2021
4032,sd-ponferradina,2021,SD Ponferradina,8432,8432,,,,,,,,Stadt Ponferrada,,El Toralín,,,,Césped natural,,https://www.transfermarkt.es/sd-ponferradina/stadion/verein/4032/saison_id/2021
5358,sd-huesca,2021,SD Huesca,9128,9128,,,,,,,,,,El Alcoraz,,,,Césped natural,,https://www.transfermarkt.es/sd-huesca/stadion/verein/5358/saison_id/2021
7077,fc-cartagena,2021,FC Cartagena,15105,15105,,,,,,,,Ayuntamiento de Cartagena,,Cartagonova,,,,Césped natural,,https://www.transfermarkt.es/fc-cartagena/stadion/verein/7077/saison_id/2021
9899,real-sociedad-b,2021,Real Sociedad B,2500,2500,,,,,,,,,,Instalaciones de Zubieta,,,,Césped natural,,https://www.transfermarkt.es/real-sociedad-b/stadion/verein/9899/saison_id/2021
11000,cd-lugo,2021,CD Lugo,7070,7070,,,,,,,,,,Anxo Carro,,,,Césped natural,,https://www.transfermarkt.es/cd-lugo/stadion/verein/11000/saison_id/2021
11596,ad-alcorcon,2021,AD Alcorcón,5100,5100,,,,,,,,,,Santo Domingo,,,,Césped natural,,https://www.transfermarkt.es/ad-alcorcon/stadion/verein/11596/saison_id/2021
12321,fc-girona,2021,Girona FC,14624,14624,,,,,,,,Ayto. Girona,,Montilivi,,,,Césped híbrido,,https://www.transfermarkt.es/fc-girona/stadion/verein/12321/saison_id/2021
13222,cd-mirandes,2021,CD Mirandés,5759,5759,,,,,,,,,,Anduva,,,693 mil €,Césped natural,,https://www.transfermarkt.es/cd-mirandes/stadion/verein/13222/saison_id/2021
13241,ud-ibiza,2021,UD Ibiza,6500,5000,,,,,,,,Ayuntamiento de Ibiza,,Palladium Can Misses,,,,Césped natural,,https://www.transfermarkt.es/ud-ibiza/stadion/verein/13241/saison_id/2021
16486,fc-fuenlabrada,2021,CF Fuenlabrada,6000,6000,,,,,,,,,,Fernando Torres,,,,Césped natural,,https://www.transfermarkt.es/fc-fuenlabrada/stadion/verein/16486/saison_id/2021
16575,sd-amorebieta,2021,SD Amorebieta,3000,3000,,,,,,,,Ayuntamiento de Amorebieta-Echano,,Urritxe,,,,Césped natural,,https://www.transfermarkt.es/sd-amorebieta/stadion/verein/16575/saison_id/2021
