team_id_tm,team_slug,season,stadium_name,capacity,seats_total,seats_covered,seats_vip,vip_boxes,seats_standing,inaugurated_year,built_year,refurbished_year,owner,operator,address,city,country,construction_cost,surface,architect,tm_url
294,benfica-lissabon,2020,SL Benfica,68100,68100,,,,,,,,Sport Lisboa e Benfica,,Estádio da Luz,,,"118,70 mill. €",Césped natural,,https://www.transfermarkt.es/benfica-lissabon/stadion/verein/294/saison_id/2020
336,sporting-lissabon,2020,Sporting de Lisboa,52095,52095,,,,,,,,Sporting CP,,Estádio José Alvalade,,,"105,00 mill. €",Césped natural,,https://www.transfermarkt.es/sporting-lissabon/stadion/verein/336/saison_id/2020
720,fc-porto,2020,FC Oporto,50033,50033,,,,,,,,FC Porto,,Estádio do Dragão,,,"98,00 mill. €",Césped natural,,https://www.transfermarkt.es/fc-porto/stadion/verein/720/saison_id/2020
979,moreirense-fc,2020,Moreirense FC,6150,6150,,,,,,,,Moreirense FC,,Estádio C. J. de Almeida Freitas,,,,Césped natural,,https://www.transfermarkt.es/moreirense-fc/stadion/verein/979/saison_id/2020
982,cd-nacional,2020,CD Nacional,5200,5200,,,,,,,,CD Nacional,,Estádio da Madeira,,,,Césped natural,,https://www.transfermarkt.es/cd-nacional/stadion/verein/982/saison_id/2020
1075,sc-braga,2020,SC Braga,30286,30286,,,,,,,,Câmara Municipal de Braga,,Estádio Municipal de Braga,,,,Césped natural,,https://www.transfermarkt.es/sc-braga/stadion/verein/1075/saison_id/2020
1301,cs-maritimo,2020,CS Marítimo,10600,10600,,,1,,,,,Club Sport Marítimo,,Estádio do Marítimo,,,,Césped natural,,https://www.transfermarkt.es/cs-maritimo/stadion/verein/1301/saison_id/2020
2420,vitoria-guimaraes-sc,2020,Vitória Guimarães SC,30029,30029,,,,,,,,Vitória SC,,Estádio D. Afonso Henriques,,,26 mil €,Césped natural,,https://www.transfermarkt.es/vitoria-guimaraes-sc/stadion/verein/2420/saison_id/2020
2423,cd-santa-clara,2020,CD Santa Clara,12500,12500,,,,,,,,Governo Regional dos Açores,,Estádio de São Miguel,,,,Césped natural,,https://www.transfermarkt.es/cd-santa-clara/stadion/verein/2423/saison_id/2020
2424,gil-vicente-fc,2020,Gil Vicente FC,12046,12046,,,2,,,,,Câmara Municipal de Barcelos,,Estádio Cidade de Barcelos,,,,Césped natural,,https://www.transfermarkt.es/gil-vicente-fc/stadion/verein/2424/saison_id/2020
2425,rio-ave-fc,2020,Rio Ave FC,5300,5300,,,1,,,,,Rio Ave FC,,Estádio do Rio Ave FC,,,,Césped natural,,https://www.transfermarkt.es/rio-ave-fc/stadion/verein/2425/saison_id/2020
2457,belenenses-sad,2020,B SAD,3000,,,,,,,,,,,Campo da Boa Hora,,,,Césped artificial,,https://www.transfermarkt.es/belenenses-sad/stadion/verein/2457/saison_id/2020
2503,boavista-porto-fc,2020,Boavista FC,28263,28263,,,,,,,,Boavista FC,,Estádio do Bessa Século XXI,,,,Césped natural,,https://www.transfermarkt.es/boavista-porto-fc/stadion/verein/2503/saison_id/2020
2995,fc-pacos-de-ferreira,2020,FC Paços de Ferreira,9076,9076,,,,,,,,FC Paços de Ferreira,,Estádio Capital do Móvel,,,,Césped natural,,https://www.transfermarkt.es/fc-pacos-de-ferreira/stadion/verein/2995/saison_id/2020
3329,fc-famalicao,2020,FC Famalicão,5186,5186,,,,,,,,Câmara Municipal de Famalicão,,Estádio Municipal de Famalicão,,,,Césped natural,,https://www.transfermarkt.es/fc-famalicao/stadion/verein/3329/saison_id/2020
4294,sc-farense,2020,SC Farense,7000,7000,,,1,,,,,Sporting Clube Farense,,Estádio de São Luís,,,,Césped natural,,https://www.transfermarkt.es/sc-farense/stadion/verein/4294/saison_id/2020
7179,cd-tondela,2020,CD Tondela,5000,5000,,,1,,,,,CD Tondela,,Estádio João Cardoso,,,,Césped natural,,https://www.transfermarkt.es/cd-tondela/stadion/verein/7179/saison_id/2020
7378,portimonense-sc,2020,Portimonense SAD,4961,4961,,,1,,,,,Câmara Municipal de Portimão,,Estádio Municipal de Portimão,,,,Césped natural,,https://www.transfermarkt.es/portimonense-sc/stadion/verein/7378/saison_id/2020
